model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method
deepseek-chat,NSW-REG-2023-004,Offshore,312,33,Environmental,Wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Marine spatial planning,0.16412464365969331,0.008926724377490118,0.28905973840011095,0.05668016194331984,0.625,67,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,"6-18, 6-19, 6-20",Offshore,277,48,Technical,Ocean Wind 1’s turbine array row spacing would be reduced from 1 nm between rows to no less than 0.99 nm between rows,Ocean Wind 1 turbine array row spacing,0.99,nm,,wind farm layout; turbine spacing,0.16368453506030756,0.011587223687570994,0.3213100132708971,0.023809523809523808,0.5789473684210527,40,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing; farm power output (partial); turbine status (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,0.99 nm,comprehensive_scientific
gpt-4o-mini,,Offshore,14,42,Technical,Lessees have up to five years to perform site assessment and site characterization activities before they must submit a Construction and Operations Plan (COP).,Site assessment and site characterization activities related to offshore wind developments.,5,years,30 CFR § 585.235(a)(2),site assessment; construction planning,0.16365154088115605,0.007496181504265738,0.35807191972507535,0.02702702702702703,0.4782608695652174,46,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); site name (partial); wind speed at 10m (partial); distance to substation (partial),True,5 years,comprehensive_scientific
gemini-1.5-pro,3-446,Offshore,811,20,Technical,The inshore export cable [must be] buried to a depth of 6 feet (1.8 meters) below the lowest channel maintenance depth of the Indian River Bay federal navigation channel.,Inshore export cable,1.8,meters,,cable installation; navigation safety; dredging operations,0.1635062121328886,0.006672688927677128,0.3542610434413533,0.03529411764705882,0.475,35,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); installation,True,1.8 meters,comprehensive_scientific
gemini-1.5-pro,,Offshore,61,12,Spatial,"For VIAs for projects considered by BOEM, where the closest turbine is located more than 43 km (23 nm) from shore, the area of impact analysis for the VIA is determined by running a viewshed from the height of the top of the nacelle of the proposed project turbines until the line of sight is intercepted by terrain (adjusted for viewer height and elevation) or limited by earth curvature, but not exceeding 74 km (40 nm) in any event.",Visual Impact Assessment (VIA) for offshore wind projects more than 43 km from shore,74.0,km,BOEM,visual impact assessment; environmental impact assessment,0.16330081426122584,0.00839460632930482,0.32781649912393895,0.06028368794326241,0.4954128440366973,90,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); nacelle uptilt angle (partial); turbine status (partial); impact assessment; caribbean fishery management council (partial),True,74.0 km,comprehensive_scientific
deepseek-chat,NSW-REG-2023-001,Offshore,286,20,Environmental,All offshore wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Wind Regulatory Authority (NSWRA),Environmental protection; Marine spatial planning,0.16172030541175675,0.00877071027524464,0.28400778499875745,0.05622489959839357,0.6176470588235294,68,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,,Offshore,196,26,Technical,"US Wind requested an easement width greater than 200 ft to safely accommodate installation of up to four export cables, as well as spacing of the cables at least three times the water depth to allow for maintenance, repair, and replacement of the export cables as needed.",Export cable installation,200,ft,30 C.F.R. § 585.622(b),cable installation; maintenance,0.16103774656012215,0.007766031815238447,0.27503087952015937,0.041044776119402986,0.6721311475409836,69,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine spacing (partial); end date (partial); min depth (partial); cable; current time (partial),True,200 ft,comprehensive_scientific
deepseek-chat,30 CFR Part 585,Offshore,161,39,Spatial,No construction within 1 km of designated marine protected areas.,North Sea wind farms,1,km,EU Maritime Spatial Planning Directive,environmental; zoning,0.15922357998440495,0.0052095090248466935,0.2569847682548727,0.036585365853658534,0.7272727272727273,54,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); design; torpedo testing area (partial); current time (partial); down time (partial); number of turbines per row (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,,Offshore,59,26,Technical,"The Lessee must comply with cable burial conditions described in the COP by demonstrating proper burial depth of the installed submarine cables along at least 90 percent of the total export cable length on the OCS and 90 percent of the inter-array cable length, excluding cable crossings and approaches to foundations.",Export and inter-array cables on the OCS,90,percent,COP,cable burial,0.15863670127332882,0.005170369293144513,0.3194014916515499,0.030303030303030304,0.546875,33,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); foundation; min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial),True,90 percent,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,20,49,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2022,environmental; safety,0.15818372403254166,0.00545881652063576,0.3299369384473458,0.04435483870967742,0.48148148148148145,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,215,49,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2023,environmental; siting,0.15818372403254166,0.00545881652063576,0.3299369384473458,0.04435483870967742,0.48148148148148145,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,363,48,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2022,environmental; safety,0.15818372403254166,0.00545881652063576,0.3299369384473458,0.04435483870967742,0.48148148148148145,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,26,44,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2023,environmental; safety,0.15818372403254166,0.00545881652063576,0.3299369384473458,0.04435483870967742,0.48148148148148145,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
gpt-4o-mini,36,Offshore,102,22,Technical,"The foundation structure, and a scour control system, if required based on potential seabed scour anticipated at the site, would occupy less than two acres.",Foundation structure,2,acres,,foundation design; environmental impact assessment,0.15810669680203704,0.005041051050324898,0.3349693446370991,0.03557312252964427,0.48484848484848486,23,sea depth (partial); cooling system (partial); outer continental shelf a (partial); foundation; impact assessment; design; turbine position y (partial); site name (partial); wind speed at 10m (partial); landing site (partial),True,2 acres,comprehensive_scientific
gpt-4o-mini,3.6.7,Offshore,823,20,Spatial,areas within 1 mi (1.6 kilometer) of the export cable route and Lease Area that could affect future siting or operation of cables and pipelines,Cables and pipelines near export cable route and Lease Area,1,miles,,cables; pipelines; infrastructure planning,0.15723303013366263,0.008300619099039789,0.280580125585895,0.03162055335968379,0.6341463414634146,42,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); torpedo testing area (partial); cable; lease date (partial); number of turbines per row (partial); power line id (partial); cable type (partial); power line (partial),True,1 miles,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,43,33,Environmental,All wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind projects,1,km,EU Marine Spatial Planning Directive,wildlife protection; project siting,0.15681904922278903,0.008041540628725237,0.27734144323766313,0.052,0.6,59,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,3-72,Offshore,243,20,Technical,During installation of each monopile foundation US Wind plans to confine bottom disturbance to an area within a radius of 984 feet (300 meters) from the installation location.,Foundation installation,984,feet,,environmental impact assessment; marine construction,0.15656416130379514,0.009115126974111001,0.30492971804512764,0.04330708661417323,0.5277777777777778,54,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); foundation; impact assessment; torpedo testing area (partial); number of turbines per row (partial); wind zone (partial); wind speed at 10m (partial); installation,True,984 feet,comprehensive_scientific
gemini-1.5-pro,4.2.1,Offshore,28,3,Spatial,"A Right of Way (ROW) grant includes the full length of the corridor on which a cable, pipeline or associated facility is located. It is 200 feet (61 meters) in width, centered on the cable or pipeline, unless safety and environmental factors during construction and maintenance of the associated cable or pipeline require a greater width and is limited to the area reasonably necessary.",Cable/Pipeline corridor on the Outer Continental Shelf (OCS),200.0,feet,30 CFR 585.301,cable installation; pipeline installation; right-of-way; spatial planning,0.15655429023258832,0.007839530193051227,0.2741722101298027,0.06273062730627306,0.5862068965517241,61,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); torpedo testing area (partial); cable; outer continental shelf name (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); load factor (partial),True,200.0 feet,comprehensive_scientific
gpt-4o-mini,,Offshore,194,48,Environmental,Cable protection may be required for up to 10% of the route.,Cable installation activities,17,acres,Ocean Wind 2022,environmental impact assessment; marine habitat protection,0.15599153647782762,0.008368873267564567,0.25504635289996264,0.04065040650406504,0.68,49,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; cable; number of turbines per row (partial); turbine position y (partial); wind zone (partial); cable type (partial); wind speed at 10m (partial),True,17 acres,comprehensive_scientific
deepseek-chat,NSOW-2023-0042,Offshore,205,11,Spatial,Minimum spacing between turbines shall be 5 times the rotor diameter in predominant wind direction,North Sea wind farm arrays,5,rotor diameters,North Sea Wind Power Hub Agreement,technical; energy production,0.1556834025816605,0.013746187261670404,0.21823160174173595,0.056910569105691054,0.7333333333333333,75,sea depth (partial); wind direction; outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); power; turbine status (partial); min depth (partial),True,5 rotor diameters,comprehensive_scientific
gpt-4o-mini,41,Offshore,110,23,Technical,A lessee must submit a COP at least six months before the end of the site assessment term of a lease.,Site assessment phase,6,months,BOEM regulations,permitting; site assessment,0.155354933847458,0.0076081131584361545,0.2876271972410628,0.036,0.5882352941176471,40,outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); impact assessment (partial); end date (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial),True,6 months,comprehensive_scientific
gemini-1.5-pro,,Offshore,488,22,Safety,"If multiple piles are being driven, the field verification method may be used to modify the exclusion zone. Any new exclusion zone radius must be based on the most conservative measurement (i.e., the largest safety zone configuration) of the 160 dB zone. This zone must be used for all subsequent pile driving and be periodically re-evaluated based on the regular sound monitoring.",Pile driving during construction,160.0,dB,,acoustic impact; marine life protection,0.1550384010761146,0.004178760916747154,0.3365644595341466,0.03225806451612903,0.4594594594594595,34,outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment (partial); life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial); danger zone (partial),True,160.0 dB,comprehensive_scientific
gpt-4o-mini,3.6.7,Offshore,823,20,Spatial,areas within 0.3 mi (0.5 kilometer) of the export cable route and Lease Area that could affect marine minerals extraction,Marine minerals extraction near export cable route and Lease Area,0.3,miles,,marine minerals; environmental impact assessment,0.15477633672566676,0.009164730326778845,0.2752804293516051,0.04,0.6052631578947368,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; min depth (partial); torpedo testing area (partial); cable; min kilovolt (partial); lease date (partial); number of turbines per row (partial),True,0.3 miles,comprehensive_scientific
deepseek-chat,NOW-2023-001,Offshore,77,9,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from marine protected areas.,Marine protected zones in federal waters,1,km,Marine Protection Agency (MPA),Environmental protection; Spatial planning,0.15434040029424492,0.006218630988380283,0.24811197686727715,0.04838709677419355,0.6774193548387096,65,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,1 km,comprehensive_scientific
deepseek-chat,30 CFR Part 585,Offshore,60,32,Spatial,Wind turbines must be spaced at least 0.8 nautical miles apart,U.S. Outer Continental Shelf,0.8,nautical miles,30 CFR § 585.213(a),navigation safety; turbine efficiency,0.15328679178901156,0.009173706578764962,0.29932443271871295,0.0398406374501992,0.5185185185185185,41,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,0.8 nautical miles,comprehensive_scientific
deepseek-chat,30 CFR Part 585,Offshore,409,33,Spatial,Wind turbine spacing must be at least 1 nautical mile apart,U.S. Outer Continental Shelf,1,nautical mile,30 CFR § 585.213,layout design; navigation safety,0.1530880636251011,0.009909542582735884,0.2997474886400225,0.036,0.52,39,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing; turbine status (partial); design; outer continental shelf name (partial); turbine position y (partial); wind zone (partial),True,1 nautical mile,comprehensive_scientific
deepseek-chat,NSOW-2023-0042,Offshore,83,1,Spatial,Minimum spacing between turbines shall be 5 times the rotor diameter in predominant wind direction,North Sea development zone,5,rotor diameters,North Sea Wind Power Hub Agreement,technical; efficiency,0.1528902681130525,0.012285598326400518,0.20515819117973616,0.05714285714285714,0.75,78,sea depth (partial); wind direction; outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; farm power output (partial); power; turbine status (partial),True,5 rotor diameters,comprehensive_scientific
deepseek-chat,NOW-2023-001,Offshore,122,7,Environmental,All wind turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,Marine protected zones in territorial waters,1,km,Marine Protection Agency (MPA),environmental; spatial,0.15272489452954713,0.005314878378465104,0.2540357801897175,0.04435483870967742,0.6551724137931034,76,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
deepseek-chat,30 CFR Part 585,Offshore,608,23,Spatial,Wind turbines must maintain a minimum spacing of 1 nautical mile between installations,U.S. Outer Continental Shelf,1,nautical mile,30 CFR § 585.213,navigation safety; turbine efficiency,0.15267067084403432,0.008972037968049403,0.28242100033753,0.044,0.5555555555555556,50,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); outer continental shelf name (partial); min kilovolt (partial); number of turbines per row (partial),True,1 nautical mile,comprehensive_scientific
deepseek-chat,NSW-2023-001,Offshore,288,23,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea marine protected zones,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Spatial planning,0.15249285509568034,0.00796473122176846,0.23343548939166417,0.05263157894736842,0.6875,74,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial),True,1 km,comprehensive_scientific
deepseek-chat,OWED-2023-001,Offshore,190,48,Environmental,Wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive (EU 2022),wildlife protection; project siting,0.15159652582275973,0.00786574606938503,0.27127853576113015,0.052,0.5666666666666667,59,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,Page 35 of 93,Offshore,90,26,Safety,"Within 45 days following approval of the COP, the Lessee must provide DON with the names of each entity and person having beneficial ownership or control of 5 percent or more of the Lessee and the project operator, all material vendors and manufacturers who will regularly visit the project, who supply or manufacture equipment used on the project, control equipment used on the project, or have access to associated data systems.","Project stakeholders, vendors, and manufacturers",5,percent,,national security; personnel security,0.15041502729344775,0.00225358253658608,0.35071378225620864,0.017793594306049824,0.4074074074074074,47,cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); end date (partial); outer continental shelf name (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); site name (partial),True,5 percent,comprehensive_scientific
gpt-4.1,SECTION IV,Offshore,19,27,Technical,"Emissions from the RW project will be limited by, and contribute to, the facility-wide emission limits on NO X and VOC identified in Section IV(A)(5). For purposes of compliance with the Facility-wide emission limits in Section IV(A)(5), actual emissions of NO X and VOC shall include emissions during operation from the following: engines located on the OSS and/or WTG(s), engines on vessels that meet the definition of an OCS source, and engines on vessels servicing or associated with the OCS Facility when those vessels are at the OCS Facility, or en route to or from the OCS Facility and are within 25 NM of the OCS Facility’s centroid.","Facility-wide; includes OSS, WTG(s), and vessels within 25 NM during operational phase",25.0,nautical miles,"40 C.F.R. Part 55 (§55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 124 (§124.1–124.21, Subpart A; §124.41–124.42, Subpart C)",air quality; emissions inventory; operational compliance,0.15017470542217487,0.005210433096240162,0.294403077538425,0.03896103896103896,0.519774011299435,63,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); end date (partial); number of turbines per row (partial); power line id (partial),True,25.0 nautical miles,comprehensive_scientific
