model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method,threshold_level,relevance_category,priority_color
gemini-1.5-pro,585.225,Offshore,290,10,Jurisdictional,"You will forfeit your deposit if you do not execute and return the lease within 10 business days of receipt, or otherwise fail to comply with applicable regulations or terms of the Final Sale Notice.",Lease acquisition,10.0,business days,§ 585.225,leasing; contractual obligations,0.06748639359191634,0.0025805310584280047,0.09004798523862759,0.011152416356877323,0.37209302325581395,37,outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); cable; lease date (partial); number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial),True,10.0 business days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,319,Offshore,386,10,Spatial,"You must submit a revision request for changes in the location of bottom disturbances (anchors, chains, etc.) by 500 feet (152 meters) or greater from the approved locations.","Offshore structures, anchoring systems",500.0,feet,BOEM,installation; anchoring; subsea structures,0.06743741330176617,0.001872808210365793,0.10150963399104791,0.026415094339622643,0.30952380952380953,32,sea depth (partial); cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); caribbean fishery management council (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial),True,500.0 feet,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-2.5-pro,270,Offshore,338,10,Jurisdictional,"Before a limited lease, ROW grant, or RUE grant is issued, the applicant or a proposed assignee must guarantee compliance with all terms and conditions by providing either a minimum lease- or grant-specific bond or another approved financial assurance instrument.","Limited leases, ROW grants, and RUE grants prior to issuance.",300000.0,$,§ 585.520 (a),financial assurance; lease compliance; permitting,0.06736121915960325,0.0031591029180490643,0.09691402586227098,0.01845018450184502,0.3333333333333333,34,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); min depth (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); distance to substation (partial),True,300000.0 $,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,"§ 585.530, § 585.531",Offshore,350,10,Financial,"You must notify BOEM within 3 business days after you learn of any action filed alleging that you, your surety, or third-party guarantor, is insolvent or bankrupt.",Financial assurance for offshore wind farm operations,3.0,business days,BOEM regulations § 585.530,financial assurance; regulatory compliance,0.06732789949363473,0.0034571123798690664,0.1176816849988369,0.01858736059479554,0.2692307692307692,48,wind direction (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); farm power output (partial); caribbean fishery management council (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,3.0 business days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,280,Offshore,348,10,Jurisdictional,"If your guarantor wants to terminate the period of liability, your guarantor must notify you and us at least 90 days before the proposed termination date, obtain our approval for termination of all or a specified portion of the guarantee for liabilities arising","Lease or grant agreements, Termination of guarantee",90.0,days,,financial guarantee; contract termination,0.06664252592728717,0.001723320318904236,0.0777013769171879,0.022304832713754646,0.38181818181818183,35,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); end date (partial); min depth (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,147,Offshore,215,10,Safety,Submit to the BSEE a report of the remedial action taken within 30 days after completion.,"Remedial action taken for affected cable, pipeline, or facility",30.0,days,,reporting; remediation; corrective action,0.06659328475010927,0.0013391283645225233,0.10706875176761503,0.01968503937007874,0.3,25,outer continental shelf a (partial); cut in wind speed (partial); cable; number of turbines per row (partial); power line id (partial); turbine position y (partial); cable type (partial); power line (partial); wind speed at 10m (partial); distance to substation (partial),True,30.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,"585.541, 585.542",Offshore,357,10,Jurisdictional,"A qualified project for the purpose of revenue sharing with eligible coastal States is one authorized under subsection 8(p) of the OCS Lands Act, which includes acreage within the area extending 3 nautical miles seaward of State submerged lands.",Qualified projects for revenue sharing,3.0,nautical miles,"OCS Lands Act, subsection 8(p)",revenue sharing; jurisdiction,0.06631183960351703,0.0018150693233168695,0.07886225113437391,0.018726591760299626,0.38181818181818183,30,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); end date (partial); torpedo testing area (partial); number of turbines per row (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial); missile testing area (partial); number of blades (partial),True,3.0 nautical miles,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,§ 585.520,Offshore,338,10,Financial,"You or a proposed assignee must guarantee compliance with all terms and conditions of the lease or grant by providing either: (1) A $300,000 minimum, lease- or grant-specific bond; or (2) Another approved financial assurance instrument of such minimum level as specified in §§ 585.526 through 585.529.","Limited lease, ROW grant, or RUE grant",300000.0,USD,§ 585.520,financial assurance; regulatory compliance,0.06622076672020713,0.0029056381767853944,0.09288816468565782,0.021897810218978103,0.328125,41,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); min depth (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,300000.0 USD,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
deepseek-chat,NS-OWF-2023-0042,Offshore,273,10,Safety,Minimum clearance of 22 meters must be maintained between lowest blade tip and highest astronomical tide,All turbine installations,22,meters,DNV-ST-0145,aviation safety; navigation,0.06474477265935302,0.002688787517369566,0.08903374345673527,0.01171875,0.34615384615384615,43,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); power line id (partial),True,22 meters,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,236,Offshore,306,10,Jurisdictional,"If there is a change in the designated operator, you must provide written notice to BOEM and identify the new designated operator within 72 hours on a form approved by BOEM.",Operational phase,72.0,hours,BOEM regulations,regulatory compliance; operator designation,0.06446863003371797,0.0014911388442939595,0.056787267671718725,0.022641509433962263,0.4230769230769231,45,outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); design; number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,72.0 hours,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,,Offshore,144,10,Technical,"Submit for approval, in format specified, copies of the SAP, COP, or GAP decommissioning application and site clearance plan at least 2 years before decommissioning activities begin, 90 days after completion of activities, or 90 days after cancellation, relinquishment, or other termination of lease or grant.",Decommissioning,2.0,years,"30 CFR 285.902; 905, 906; 907; 908(b), (c); 909; 638(a) and 30 CFR 585.909",decommissioning; planning,0.06336467043555419,0.002026117507782974,0.06923865467711553,0.025089605734767026,0.36764705882352944,34,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); min depth (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); site name (partial); wind speed at 10m (partial),True,2.0 years,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,,Offshore,293,10,Jurisdictional,Within 10 business days after you receive the lease copies you must: Execute the lease; File financial assurance as required under §§ 585.515 through 585.537.,Lease execution and financial assurance,10.0,business days,BOEM regulations,financial assurance; leasing process,0.0629782902648286,0.0036321332005692848,0.11020744507132473,0.011363636363636364,0.2619047619047619,34,outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial),True,10.0 business days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,219,Offshore,289,10,Jurisdictional,"Within 45 days after you receive the lease copies, you must pay the first 12 months’ rent as required in § 585.503.",Lease payments,45.0,days,§ 585.224 (b),leasing; rent,0.06280009454351188,0.0028746888732847898,0.10031266253578312,0.007782101167315175,0.3,12,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); lease date (partial); turbine position y (partial); lease type (partial); impact area uri (partial); wind lease (partial); lease number (partial); lease term (partial),True,45.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
deepseek-chat,BOEM 2021,Offshore,422,10,Spatial,Offshore wind turbines must maintain a minimum clearance of 1 nautical mile from shipping lanes.,U.S. federal waters,1,nautical mile,BOEM 2021,"Safety, Navigation",0.06219338629653949,0.0035044819226647925,0.06790475153415558,0.023529411764705882,0.35714285714285715,52,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial),True,1 nautical mile,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,"585.504, 585.505",Offshore,327,10,Jurisdictional,You must pay ONRR the initial 12 months' rent 45 days after you receive the lease copies from BOEM in accordance with the requirements provided in § 585.500(a).,Limited lease,45.0,days,§ 585.505(b),leasing; rent,0.06207820041541945,0.0029701345942796608,0.08460182711905188,0.019011406844106463,0.3170731707317073,33,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,45.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,137,Offshore,205,10,Jurisdictional,"You may commence commercial operations or other approved activities 30 days after BSEE receives that certification report, unless BSEE notifies you within that time period of its objections to the certification report.",Commercial Operations,30.0,days,,permitting; operations,0.06183064675526731,0.0017916304108931734,0.1213452329349511,0.015444015444015444,0.21621621621621623,27,outer continental shelf a (partial); cut in wind speed (partial); current time (partial); down time (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); time; distance to substation (partial); gulf of mexico fishery management council (partial),True,30.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,142,10,Safety,Report within 24 hours when any required equipment taken out of service for more than 12 hours; provide written confirmation if reported orally.,Operational phase,12.0,hours,30 CFR 285.813(b)(1),equipment safety; operational compliance,0.06175495454475559,0.0009012996311304429,0.11371021957003546,0.011406844106463879,0.25,28,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial); number of blades (partial); operational event (partial),True,12.0 hours,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,,Offshore,346,10,Financial,"Your guarantor must submit the information in the following table, to be updated annually within 90 days of the end of the fiscal year (FY) or as otherwise prescribed.","SAP, COP, and decommissioning stages of activities covered by the indemnity agreement.",90.0,days,BOEM regulations,financial compliance; guarantor obligations,0.06128328761220776,0.0011242803677801842,0.05340305266679167,0.02214022140221402,0.40384615384615385,37,outer continental shelf a (partial); regulation; cut in wind speed (partial); end date (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,585.502,Offshore,324,10,Jurisdictional,"If you request a noncompetitive lease, you must submit an acquisition fee of $0.25 per acre, unless otherwise set by the Director, as provided in § 585.500.",Noncompetitive lease acquisition,0.25,USD/acre,§ 585.502,leasing; financial guarantees,0.061226653960918274,0.0025454664271159304,0.08882440011940368,0.019157088122605363,0.2972972972972973,32,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,0.25 USD/acre,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,§ 285.813,Offshore,214,10,Safety,You must report within 24 hours when equipment necessary for implementing your approved plan is removed from service for more than 12 hours.,Operational phase,12.0,hours,§ 285.813,equipment maintenance; operational safety,0.060994740898289365,0.001251172599489288,0.12358290104697368,0.007722007722007722,0.21875,13,outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); operational event (partial); wind speed at 50m (partial); operational status (partial); gearbox ratio (partial); specific humidity at 2m (partial),True,12.0 hours,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,280,Offshore,348,10,Technical,"If you fail, or your operator or operating rights owner fails, to comply with any law, term, or regulation, your guarantor must either take corrective action or provide, within 7 days or other agreed upon time period, sufficient funds for BOEM to complete corrective action.","Lease or grant agreements, Non-compliance remediation",7.0,days,,financial guarantee; remediation; compliance,0.06073863777817762,0.003677897864598407,0.08235043428826012,0.02527075812274368,0.29508196721311475,52,outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); current time (partial); down time (partial); lease date (partial); number of turbines per row (partial); power line id (partial),True,7.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,278,Offshore,346,10,Jurisdictional,"Your guarantor must submit the information in the following table, to be updated annually within 90 days of the end of the fiscal year (FY) or as otherwise prescribed.",Guarantor reporting,90.0,days,,financial assurance; reporting requirements,0.05997729877458707,0.0007642472012657275,0.06566494973988603,0.019305019305019305,0.3611111111111111,25,outer continental shelf a (partial); cut in wind speed (partial); end date (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,65,Offshore,125,10,Jurisdictional,"Within 90 days after last party executes a transfer agreement, submit copies of a lease or grant assignment application, including originals of each instrument creating or transferring ownership of record title, eligibility, and other qualifications; and evidence that agent is authorized to execute assignment, in format specified.",Lease or grant transfer,90.0,days,30 CFR 585.408 thru 411; Forms BOEM-0002 and BOEM-0003,lease assignment; reporting,0.05892000441466269,0.003158331817821803,0.08477106524952636,0.02112676056338028,0.28,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,,Offshore,128,10,Jurisdictional,"Execute and provide $300,000 minimum limited lease or grant-specific bond or increase financial assurance and required information.",Lease or grant-specific bond,300000.0,USD,30 CFR 585.520; 521; 525(a) thru (f); Form BOEM-0005,financial assurance,0.05837651793764727,0.002722655247312337,0.06975678311672436,0.019011406844106463,0.32558139534883723,45,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,300000.0 USD,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,142,10,Safety,"Request reimbursement within 90 days for food, quarters, and transportation provided to BSEE reps during inspection.",Operational phase,90.0,days,30 CFR 285.823,financial compliance; operational support,0.058363900103722534,0.0010012089903462073,0.12631503464055435,0.007751937984496124,0.18518518518518517,29,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); operational event (partial); hurricane id (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,,Offshore,348,10,Jurisdictional,"If your guarantor wants to terminate the period of liability, your guarantor must notify you and us at least 90 days before the proposed termination date.",Termination of liability period,90.0,days,Bureau of Ocean Energy Management (BOEM),contractual obligations; liability management,0.05804127208573297,0.002012365150857056,0.06680662943684317,0.019305019305019305,0.3333333333333333,35,outer continental shelf a (partial); cut in wind speed (partial); end date (partial); caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,63,Offshore,123,10,Jurisdictional,"Within 10 business days, execute 3 copies of lease form and return to BOEM with required payments, including evidence that agent is authorized to act for bidder; if applicable, submit information to support delay in execution—competitive leases.",Competitive Lease Execution,10.0,business days,30 CFR 585.224,leasing; contract execution,0.05747967352622647,0.0024334516855896533,0.06931485839171254,0.01818181818181818,0.32075471698113206,50,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); cable; lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); cable type (partial),True,10.0 business days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,142,10,Safety,"Submit plan of corrective action report on observed detrimental effects on cable, P/L, or facility within 30 days of discovery; take remedial action and submit report of remedial action within 30 days after completion.",Operational phase,30.0,days,30 CFR 285.816,structural integrity; incident reporting,0.05742092332359827,0.0014324395165360173,0.08518924973821146,0.015151515151515152,0.2826086956521739,32,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); cable; number of turbines per row (partial); power line id (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial),True,30.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,136,10,Notification,"If after construction, cable or pipeline deviate from approved COP or GAP, notify affected lease operators and ROW/RUE grant holders of deviation and provide BOEM evidence of such notices.",Deviation from approved COP or GAP,1.0,notice/evidence,30 CFR 658(c)(1),notification; compliance; infrastructure integrity,0.05721466509170567,0.002342441335712465,0.07515448424612865,0.018656716417910446,0.3,48,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); cable; lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); cable type (partial),True,1.0 notice/evidence,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,§ 285.913,Offshore,232,10,Jurisdictional,"You must submit a written report to BSEE that includes a summary of the removal activities, a description of any mitigation measures you took, and a statement signed by your authorized representative if you used explosives.",Decommissioning phase of offshore facilities,60.0,days,BSEE regulations,decommissioning; regulatory compliance,0.05681537281930731,0.00023515426666423692,0.058553412399394995,0.014925373134328358,0.3617021276595745,27,outer continental shelf a (partial); regulation; cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); regulation type (partial); number of blades (partial),True,60.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,,Offshore,309,10,Jurisdictional,"You must request approval of each assignment on a form approved by BOEM, and submit originals of each instrument that creates or transfers ownership of record title or certified copies thereof within 90 days after the last party executes the transfer agreement.",Lease or grant assignment,90.0,days,§ 585.409 (a),lease assignment; documentation; timelines,0.05674651186975739,0.002551514798236355,0.07267778849747628,0.01444043321299639,0.3103448275862069,38,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); current time (partial); down time (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,224,Offshore,294,10,Jurisdictional,"Within 45 days after you receive the lease copies, you must pay the first 12 months’ rent, as required in § 585.503.",Lease acquisition,45.0,days,§ 585.503,leasing; finance,0.0564198188440793,0.002826449970449378,0.09862935940472264,0.0078125,0.2413793103448276,12,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); lease date (partial); turbine position y (partial); lease type (partial); impact area uri (partial); wind lease (partial); lease number (partial); lease term (partial),True,45.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-2.5-pro,278,Offshore,346,10,Jurisdictional,"If the guarantor's financial information is not publicly available, it must be submitted and updated annually within 90 days of the end of the fiscal year (FY).",Guarantors providing non-public financial information.,90.0,days,BOEM,financial reporting; compliance monitoring; corporate governance,0.05608487702231111,0.0013359693254329594,0.05678845770967887,0.018656716417910446,0.34782608695652173,43,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); end date (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,"§ 285.421, § 285.433",Offshore,185,10,Jurisdictional,"Within 2 years following termination of a lease or grant, you must remove or dispose of all facilities, installations, and other devices permanently or temporarily attached to the seabed on the OCS in accordance with your Plan approved by BOEM.",Post-termination obligations,2.0,years,BSEE § 285.433,decommissioning; regulatory compliance,0.05571450378758722,0.0016377252799764468,0.03940899566583744,0.021739130434782608,0.3888888888888889,44,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial),True,2.0 years,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,585.502,Offshore,324,10,Jurisdictional,"For a competitive lease or grant offered through sealed bidding, you must submit a deposit of 20 percent of the total bid amount, unless some other amount is specified in the Final Sale Notice.",Lease or grant acquisition through sealed bidding,20.0,percent,§ 585.502,leasing; financial guarantees,0.055606767988027855,0.0022957026611107076,0.08010885924616842,0.0149812734082397,0.2765957446808511,33,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,20.0 percent,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,,Offshore,142,10,Safety,"Submit plan of corrective action report on observed detrimental effects on cable, P/L, or facility within 30 days of discovery; take remedial action and submit report of remedial action within 30 days after completion.","Cables, pipelines (P/L), facilities",30.0,days,30 CFR 285.816,corrective action; remedial action; reporting,0.05533658653454341,0.0009454199603708562,0.07559016576367432,0.011406844106463879,0.3,15,outer continental shelf a (partial); cut in wind speed (partial); cable; number of turbines per row (partial); power line id (partial); turbine position y (partial); cable type (partial); power line (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,30.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,§ 585.502,Offshore,324,10,Jurisdictional,"You must submit a deposit of 20 percent of the total bid amount, unless some other amount is specified in the Final Sale Notice.",Competitive lease or grant acquisition process,20.0,percent,Final Sale Notice,bidding process; lease acquisition,0.05522016784977312,0.0023752567095457694,0.08288490867822505,0.015444015444015444,0.2631578947368421,33,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,20.0 percent,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,128,10,Financial,"Execute and provide $300,000 minimum limited lease or grant-specific bond or increase financial assurance and required information.",Financial assurance for lease or grant-specific activities.,300000.0,USD,30 CFR 585.520; 521; 525(a) thru (f); Form BOEM-0005,financial assurance; regulatory compliance,0.055109222989311764,0.002485676391312584,0.0636851797884871,0.018796992481203006,0.3125,49,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,300000.0 USD,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
deepseek-chat,DOC-2023-OWF-001,Offshore,316,10,Technical,Wind turbines must be spaced at least 0.8 nautical miles apart,Commercial-scale offshore wind farms,0.8,nautical miles,International Electrotechnical Commission Standard 61400-3,technical; safety,0.05490905459331444,0.004860497519928199,0.07896279161931881,0.011764705882352941,0.2692307692307692,41,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,0.8 nautical miles,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,,Offshore,348,10,Jurisdictional,"If you fail, or your operator or operating rights owner fails, to comply with any law, term, or regulation, your guarantor must either take corrective action or provide, within 7 days or other agreed upon time period, sufficient funds for BOEM to complete corrective action.","Compliance with laws, terms, or regulations",7.0,days,Bureau of Ocean Energy Management (BOEM),regulatory compliance; financial assurance,0.0547414266690758,0.002858153910688456,0.059458212374433564,0.021660649819494584,0.3142857142857143,47,outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); current time (partial); down time (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,7.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,§ 585.409,Offshore,309,10,Jurisdictional,"You must request approval of each assignment on a form approved by BOEM, and submit originals of each instrument that creates or transfers ownership of record title or certified copies thereof within 90 days after the last party executes the transfer agreement.",Lease or grant assignment process,90.0,days,BOEM regulations § 585.409,regulatory compliance; lease management,0.05450353598486002,0.0030660112622037205,0.06386582655811242,0.014336917562724014,0.3125,39,outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,90.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gemini-1.5-pro,280,Offshore,348,10,Technical,"When forfeiture of the guaranty is called for, the agreement must provide that your guarantor will either bring your lease(s) or grant(s) into compliance or provide, within 7 days, sufficient funds to permit BOEM to complete corrective action.","Lease or grant agreements, Non-compliance remediation",7.0,days,,financial guarantee; remediation; compliance,0.054429587561204654,0.0025631202390422347,0.07300835987918754,0.014652014652014652,0.2857142857142857,42,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,7.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,,Offshore,348,10,Jurisdictional,"The agreement must provide that your guarantor will either bring your lease(s) or grant(s) into compliance or provide, within 7 days, sufficient funds to permit BOEM to complete corrective action.",Lease(s) or grant(s) covered by the agreement,7.0,days,Bureau of Ocean Energy Management (BOEM),compliance; financial assurance,0.0543668673136369,0.0028809941037065087,0.06001187014884447,0.015037593984962405,0.3220338983050847,43,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,7.0 days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
gpt-4o-mini,§ 585.640,Offshore,387,10,Jurisdictional,"You must notify the BSEE, within 5 business days, any time you cease commercial operations, without an approved suspension, under your approved COP.",Commercial operations under the approved COP,5.0,business days,BSEE regulations § 585.635,regulatory compliance; operational oversight,0.053152055257979045,0.0019784878874418016,0.07912392773875268,0.011538461538461539,0.2631578947368421,30,outer continental shelf a (partial); regulation; cut in wind speed (partial); current time (partial); down time (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); time; distance to substation (partial),True,5.0 business days,comprehensive_scientific,0.05,Low-Medium Relevance,🔵
