model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method
deepseek-chat,OWED-2023-001,Offshore,14,23,Spatial,Minimum distance between turbines must be at least 5 times the rotor diameter.,U.S. federal waters,5,rotor diameters,Federal Energy Regulatory Commission (FERC),Wind farm layout optimization; Safety,0.1223161054367575,0.00811887279908496,0.1972433902458606,0.03162055335968379,0.5357142857142857,63,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); current time (partial); down time (partial),True,5 rotor diameters,comprehensive_scientific
deepseek-chat,NSW-2023-45,Offshore,128,33,Environmental,All turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Marine habitat conservation,0.12230063346708536,0.006756997367880271,0.16848471721698177,0.04838709677419355,0.59375,74,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,3.6.7.5,Offshore,845,20,Spatial,"Removal of groups of WTGs, creating spacing of greater than 1 nautical mile (1.9 kilometer), could allow for scientific research and surveys in those areas, decreasing the impact.",Wind Turbine Generators (WTGs) spacing,1.9,kilometers,,scientific research; marine impact assessment,0.12226382186445106,0.0061982544731171586,0.214906733584014,0.0390625,0.475,61,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); impact assessment; torpedo testing area (partial); number of turbines per row (partial),True,1.9 kilometers,comprehensive_scientific
gemini-1.5-pro,74,Offshore,93,17,Technical,Omni-directional wind and yaw misalignment up to ±180 degrees is in general required to be considered in the abnormal turbine operating mode as defined in DLC 6.2a and 6.2b.,Turbine yaw misalignment in abnormal operating mode (DLC 6.2a and 6.2b),180.0,degrees,ABS Guide for Building and Classing Offshore Wind Turbine Installations (2010),turbine control; safety,0.12219684531617775,0.008422707073100912,0.22549939208260666,0.022556390977443608,0.4666666666666667,58,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,180.0 degrees,comprehensive_scientific
gpt-4o-mini,7 of 26,Onshore,9,19,Spatial,Urban and residential areas must be excluded from wind energy siting at a minimum distance of 1125 m.,Onshore wind energy siting studies,1125.0,meters,Table 2,land use planning; environmental impact assessment,0.12219162075033942,0.0077364488566202426,0.18803429406547834,0.04780876494023904,0.53125,64,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial); power line id (partial),True,1125.0 meters,comprehensive_scientific
deepseek-chat,NS-OWF-2023-REG12,Offshore,310,23,Spatial,Wind turbines must maintain a minimum spacing of 1.5 times the rotor diameter between adjacent units,North Sea Exclusive Economic Zone,1.5,rotor diameters,OSPAR Commission Annex VII,technical; safety,0.12214640031387114,0.006939584529975053,0.18489331326206312,0.04365079365079365,0.5517241379310345,68,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); current time (partial),True,1.5 rotor diameters,comprehensive_scientific
deepseek-chat,NSW-REG-2023-001,Offshore,33,49,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Marine habitat conservation,0.12195608762313118,0.008299625344933285,0.16514879431624824,0.048582995951417005,0.59375,74,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
deepseek-chat,NSW-REG-2023-001,Offshore,244,48,Environmental,Wind turbines must maintain a minimum distance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,North Sea Wind Regulatory Authority (NSWRA),environmental; spatial,0.12193768843709371,0.008770639797871132,0.1863830483854079,0.044715447154471545,0.5357142857142857,65,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
deepseek-chat,OWF-NS-2023-001,Offshore,94,22,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,EU Marine Strategy Framework Directive (MSFD),Environmental protection; Marine habitats,0.12189416104710074,0.006860793106808971,0.18044967855111108,0.043824701195219126,0.5625,73,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
deepseek-chat,NSW-REG-2023-001,Offshore,249,22,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulatory Authority (NSOWRA),environmental; spatial,0.12178162315780229,0.008095086957986032,0.17202701501213374,0.04435483870967742,0.5806451612903226,71,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
deepseek-chat,NSW-2023-004,Offshore,53,12,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zones,1,km,"North Sea Offshore Wind Accord (NSOWA), Article 12",environmental; spatial,0.12171840063810574,0.006648524330726382,0.18014683555590458,0.043824701195219126,0.5625,72,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,,Offshore,213,26,Environmental,21 of the 29 conservation recommendations (provided by NMFS) must be applied to the Project,The Project,21,,"NMFS conservation recommendations (May 2, 2024), BOEM response (July 12, 2024)",environmental impact assessment; marine life protection; Essential Fish Habitat (EFH),0.12164981034277811,0.00412904121700417,0.22145715781449515,0.046875,0.4418604651162791,48,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; end date (partial); caribbean fishery management council (partial); life cycle (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,21,comprehensive_scientific
gemini-1.5-pro,25 of 29,Offshore,42,27,Technical,The Permittee shall provide written notification to the EPA at least 7 days prior to the first WTG entering first power.,First power generation of the first WTG,7.0,days,,commissioning; power generation,0.12154931522625209,0.011775867471704076,0.23463808358959964,0.02390438247011952,0.4166666666666667,63,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); power; turbine status (partial); number of turbines per row (partial),True,7.0 days,comprehensive_scientific
deepseek-chat,NSW-REG-2023-004,Offshore,293,39,Environmental,All wind turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),environmental; spatial,0.12139743895251176,0.006764892677460726,0.18350924068036037,0.044,0.5483870967741935,67,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,Page 17 of 93,Offshore,60,26,Safety,The use of cable protection measures through the proposed Cape Charles to Delaware Bay Shipping Safety Fairway should be limited in extent and vertical profile to maintain vessel navigability. Cable protection measures through the proposed fairway should not result in more than a 20 percent reduction in the measured water depth above the protection measure.,Cape Charles to Delaware Bay Shipping Safety Fairway,20,percent,Section 2.15.2,navigational safety; cable protection,0.1211647482424498,0.003429330350189236,0.25200522096082567,0.03345724907063197,0.375,31,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial),True,20 percent,comprehensive_scientific
gpt-4o-mini,1.6 - 1.8,Offshore,6,34,Environmental,The Lessee must ensure all vessels maintain a separation distance of 50 meters (164 ft) or greater from any sighted sea turtle.,Marine environment around the wind farm site.,50.0,meters,,marine wildlife protection; environmental impact assessment,0.12110979559227528,0.00787770086144855,0.17663798328752647,0.047058823529411764,0.5555555555555556,49,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); impact assessment; life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,50.0 meters,comprehensive_scientific
claude-3-haiku-20240307,,Onshore,47,31,Spatial,"Specialized access roads, sometimes even requiring alterations to the public roads serving the project site. Development may not be possible if the access road serving the project area is a twisting, 15-foot-wide, private easement over adjacent lands owned by one or more third parties or the easement provides that it is limited to agricultural use or to certain times or seasons or other limited use.",Wind project facilities,15,feet,STOEL RIVES LLP,Technical; Jurisdictional,0.1210884913166391,0.004814498729024627,0.22680956998787277,0.031914893617021274,0.4473684210526316,62,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); torpedo testing area (partial); current time (partial); down time (partial); power line id (partial); turbine position y (partial),True,15 feet,comprehensive_scientific
gpt-4o-mini,,Offshore,84,42,Spatial,"All bottom-disturbing activities shall be distanced at least 1,000 ft from any National Marine Sanctuary boundary and 500 ft from any other sensitive benthic features.",Site characterization and site assessment activities,1000,ft,,environmental impact assessment; benthic protection,0.12107000253207892,0.00467200227093964,0.22540332960236542,0.027131782945736434,0.46153846153846156,23,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; turbine position y (partial); site name (partial); wind speed at 10m (partial); distance to substation (partial); landing site (partial); distance to population center (partial); wind speed at 50m (partial),True,1000 ft,comprehensive_scientific
gemini-1.5-pro,,Offshore,125,11,Technical,"If any of the foundations fail the 10% test, then all of the foundations on the project must be 10% tested.","Turbine foundations, Operational phase",10.0,%,,structural integrity; maintenance,0.12095533399395302,0.003803484379510216,0.12923957092210564,0.024,0.7586206896551724,30,outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial),True,10.0 %,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,83,26,Jurisdictional,"Not less than 60 days prior to commencing offshore construction activities, the Lessee must provide the USCG with a plan that describes the schedule and process for seabed preparation, export and inter-array cable installation, and WTGs and OSSs installation, including all planned mitigations to be implemented to minimize any adverse impacts to navigation while installation is ongoing.",Entire lease area,60,days,3.2.1,Jurisdictional,0.12090315887799635,0.005286826325845184,0.23294831800390714,0.024822695035460994,0.4393939393939394,66,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment (partial); min depth (partial); torpedo testing area (partial); cable; min kilovolt (partial); lease date (partial),True,60 days,comprehensive_scientific
gemini-1.5-pro,,Onshore,69,31,Jurisdictional,"All energy facilities proposed in agricultural areas must be allowed, subject to a conditional use permit, with criteria defined by state law.",Agricultural areas,150.0,MW,State law,land use; permitting,0.12086667327397654,0.0023319493958079093,0.2479277932003261,0.027777777777777776,0.4,27,outer continental shelf a (partial); cut in wind speed (partial); torpedo testing area (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); missile testing area (partial); test area (partial); restricted area (partial),True,150.0 MW,comprehensive_scientific
gpt-4o-mini,4.1.2.5,Offshore,253,22,Environmental,A 7 km exclusion zone would be monitored by trained endangered species observer for at least 30 minutes.,Exclusion zone around the wind farm site during construction activities.,7,kilometers,,environmental impact assessment; marine wildlife protection,0.12080684162278799,0.00886190020946514,0.19747278023311857,0.047244094488188976,0.4857142857142857,57,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); impact assessment; end date (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,7 kilometers,comprehensive_scientific
gemini-1.5-pro,65 of 93,Offshore,143,26,Technical,"For all monopiles, the Lessee must use the minimum amount of hammer energy necessary to effectively and safely install and maintain the integrity of the piles. Hammer energies must not exceed 4,400 kilojoules (kJ) for monopile installation.",Monopile installation,4400,kJ,,installation procedure; structural integrity,0.12076388163133403,0.0024145532231237598,0.26326152489749904,0.015209125475285171,0.37777777777777777,29,outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial),True,4400 kJ,comprehensive_scientific
gpt-4o-mini,OCS-R1-05,Offshore,44,27,Jurisdictional,The ability to construct an OCS source under this permit shall become invalid if construction is not commenced within 18 months after the effective date of this Permit.,Outer Continental Shelf construction,18,months,40 C.F.R. § 55.6(b)(4),construction timelines; permitting,0.1206981812961787,0.003656586997063579,0.23853115431021063,0.02247191011235955,0.4318181818181818,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); end date (partial); current time (partial); down time (partial); outer continental shelf name (partial); lease date (partial); number of turbines per row (partial); power line id (partial),True,18 months,comprehensive_scientific
deepseek-chat,NSOWDG-2023-0042,Offshore,481,11,Spatial,Minimum spacing between turbines shall be 5 times the rotor diameter,German exclusive economic zone,5,rotor diameters,German Federal Maritime and Hydrographic Agency,technical; safety,0.12065448560915683,0.005600046720953543,0.19549266751369582,0.028,0.5416666666666666,52,outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); current time (partial); down time (partial); min kilovolt (partial),True,5 rotor diameters,comprehensive_scientific
gemini-1.5-pro,,Offshore,205,26,Environmental,BOEM is required to provide NMFS with a detailed response to each EFH conservation recommendation within 30 days of receipt.,Essential Fish Habitat (EFH) consultation,30,days,Section 304(b)(4)(B) of the MSA,environmental impact assessment; fisheries management,0.12058469859725271,0.003471873390372205,0.2425483793201189,0.034482758620689655,0.3953488372093023,44,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; end date (partial); caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,30 days,comprehensive_scientific
gpt-4o-mini,BOEM-2011-0053-0047,Offshore,585,22,Environmental,"Monitoring of the 7-km buffer zone is required, and to specify how such monitoring must be conducted.",Buffer zone for pile driving,7,km,Appendix B,marine mammal protection; environmental monitoring,0.12056583496050069,0.003252371269616803,0.20975857926009542,0.023622047244094488,0.5161290322580645,22,outer continental shelf a (partial); cut in wind speed (partial); zone; end date (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); danger zone (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,7 km,comprehensive_scientific
deepseek-chat,OWF-NS-2023-001,Offshore,1,23,Environmental,All wind turbines must maintain a minimum clearance of 1 km from designated marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulatory Authority (NSOWRA),environmental; spatial,0.1205144770492954,0.007305239572648142,0.1716524552571588,0.040160642570281124,0.5806451612903226,65,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); design; min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
claude-3-haiku-20240307,10-41,Offshore,362,48,Spatial,Cofferdam HDD Anchoring Area shall not exceed 20.21 acres of permanent impacts,Oyster Creek IECRC – Barnegat Bay Alt A – Base Case to Marina,20.21,acres,Ocean Wind 1 Offshore Wind Farm Essential Fish Habitat Assessment,Environmental,0.12049575008173136,0.00794307007397825,0.24226759719361066,0.04263565891472868,0.3611111111111111,53,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); impact assessment (partial); torpedo testing area (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,20.21 acres,comprehensive_scientific
gpt-4o-mini,Volume I 3-23,Offshore,118,5,Environmental,Dredged materials will be dewatered and placed in trucks for disposal/placement at an upland landfill location within 161 km (100 mi) of the US Wind Substations area.,Upland landfill location for dredged materials,161,km,,waste management; environmental impact assessment,0.12049528793811427,0.005468060638678158,0.187771064988655,0.03488372093023256,0.55,54,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; caribbean fishery management council (partial); torpedo testing area (partial); number of turbines per row (partial); wind zone (partial); wind speed at 10m (partial); distance to substation (partial),True,161 km,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,88,49,Environmental,All wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,North Sea offshore wind projects,500,meters,Marine Environmental Protection Agency (MEPA),wildlife protection; project siting,0.12042365212323101,0.007130935041028129,0.20643779289258646,0.043824701195219126,0.46875,56,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
deepseek-chat,NSW-REG-2023-004,Offshore,136,7,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulatory Authority (NSOWRA),environmental; spatial,0.12041968854459432,0.008095086957986032,0.17202701501213374,0.044534412955465584,0.5666666666666667,71,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,118,33,Environmental,Turbine foundations must avoid coral reef habitats within a 500-meter buffer zone.,North Atlantic offshore wind lease areas,500,meters,Marine Protection Act (MPA-2020),environmental; spatial,0.12035741492536668,0.008504707330413986,0.16006284459701037,0.04838709677419355,0.5925925925925926,74,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial); torpedo testing area (partial),True,500 meters,comprehensive_scientific
gpt-4o-mini,50 CFR 217.264(c)(6),Offshore,14,40,Technical,Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m[3]/(minute*m).,Impact pile driving phase,0.5,m[3]/(minute*m),50 CFR 217.264(c)(9)(ii),noise control; environmental impact assessment,0.12034635173768657,0.002343774064827546,0.23160470350749673,0.018867924528301886,0.46153846153846156,23,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,0.5 m[3]/(minute*m),comprehensive_scientific
claude-3-haiku-20240307,,Offshore,241,49,Environmental,The SRWF operations could have limited adverse effects on habitat suitability for EFH-designated species within a certain distance of each monopile foundation.,Within a certain distance of each monopile foundation,722,ft,Section 5.1.1.2,Environmental,0.12026727537389886,0.0032679461006387546,0.21156633618403994,0.027450980392156862,0.5,27,outer continental shelf a (partial); cut in wind speed (partial); foundation; design; number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,722 ft,comprehensive_scientific
deepseek-reasoner,OWF-REG-2023-004,Offshore,19,18,Spatial,Maintain minimum distance of 1.5 km between any turbine foundation and existing submarine cables,All offshore wind farm developments in designated maritime zones,1500,meters,"Offshore Infrastructure Protection Act, Section 8(2)(c)",Technical; Safety,0.12015416423059291,0.007067841965648201,0.1584002587912794,0.03474903474903475,0.6285714285714286,66,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; farm power output (partial); turbine status (partial); design,True,1500 meters,comprehensive_scientific
deepseek-chat,OWED-2023-001,Offshore,2,49,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind lease areas,500,meters,"Marine Mammal Protection Act (MMPA), Section 101(a)(5)(D)",wildlife protection; marine biology,0.12013818201644277,0.007253187745579419,0.1907471274800834,0.04330708661417323,0.5135135135135135,70,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); life cycle (partial); torpedo testing area (partial),True,500 meters,comprehensive_scientific
deepseek-chat,NSW-REG-2023-001,Offshore,4,45,Environmental,Wind turbines must maintain a minimum distance of 500 meters from known marine mammal migration routes.,North Sea offshore wind development zones,500,meters,North Sea Environmental Protection Agency (NSEPA),environmental; wildlife protection,0.12007707118427756,0.007282371044335451,0.19442927133693844,0.04417670682730924,0.5,62,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); life cycle (partial),True,500 meters,comprehensive_scientific
gemini-1.5-pro,Page 3-65,Offshore,112,29,Technical,The soft start procedure must not be less than 20 minutes.,Pile installation activities,20.0,minutes,,noise mitigation; marine mammal protection; sea turtle protection,0.12005245733108563,0.0031751369996085065,0.2667191003019005,0.0199203187250996,0.34782608695652173,26,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); wind speed at 10m (partial); installation; gulf of mexico fishery management council (partial); number of blades (partial),True,20.0 minutes,comprehensive_scientific
deepseek-chat,OWED-2023-001,Offshore,185,22,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind zones,500,meters,Marine Mammal Protection Act (MMPA),wildlife protection; project siting,0.11997126697977006,0.006266092988261809,0.2036986850674398,0.0398406374501992,0.4838709677419355,55,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
gemini-1.5-pro,61,Offshore,92,7,Technical,Power cables with extruded insulation and accessories for rated voltages from 6 kV (Um = 7.2 kV) up to 30 kV (Um = 36 kV) must comply with IEC 60502-2.,Power cables,30.0,kV,IEC 60502-2,electrical engineering; power cables,0.1198272033319707,0.005997107796913056,0.1950737007106849,0.01953125,0.55,36,outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); power; cable; min kilovolt (partial); power line id (partial); turbine position y (partial); cable type (partial); power line (partial),True,30.0 kV,comprehensive_scientific
deepseek-chat,NS-OWDR-2023-0042,Offshore,626,20,Spatial,Minimum 1 km spacing required between turbines,North Sea wind energy areas,1,km,North Sea Wind Power Hub Agreement,technical; safety,0.11955362910975088,0.008809517903019605,0.13985249291489654,0.037037037037037035,0.6666666666666666,68,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); power; turbine status (partial); min depth (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,"Vol. 89, No. 204",Offshore,13,35,Safety,The area within 500 meters of the center point of the positions provided in the table below is an individual safety zone.,"Empire Wind 1 Wind Farm Project Area, Outer Continental Shelf, Lease OCS–A 0512, Offshore New York and New Jersey, Atlantic Ocean",500.0,meters,33 CFR 147.T01–0704,navigation safety; safety zone,0.11953763311352907,0.011318343003154145,0.18121302693189262,0.053231939163498096,0.5,65,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); zone; farm power output (partial); torpedo testing area (partial); outer continental shelf name (partial); lease date (partial); number of turbines per row (partial),True,500.0 meters,comprehensive_scientific
gpt-4o-mini,5-78,Offshore,251,49,Technical,The OCS-DC cooling water intake was designed to maintain a through screen velocity less than 0.5 feet per second (ft/s).,Cooling water intake system,0.5,ft/s,EPA threshold for new facilities,environmental impact assessment; marine biology; aquatic life protection,0.11948335542731349,0.0031762273038800377,0.19521411178897718,0.0421455938697318,0.5121951219512195,26,cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; design; life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,0.5 ft/s,comprehensive_scientific
deepseek-chat,Document identifier if available,Offshore,70,49,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,European offshore wind projects,500,meters,EU Marine Strategy Framework Directive (MSFD),Environmental protection; Spatial planning,0.11944898274123458,0.006666679943338787,0.21318241519000838,0.04,0.4482758620689655,59,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial),True,500 meters,comprehensive_scientific
gemini-1.5-pro,268,Offshore,485,22,Environmental,A 200-m radius exclusion zone for listed marine mammals and sea turtles must be established around any vessel conducting the sub-bottom sampling.,Sub-bottom sampling,200.0,meters,,marine mammal protection; sea turtle protection; environmental impact assessment,0.1193256792988141,0.004006619732520177,0.2004056001815156,0.03125,0.5135135135135135,21,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; turbine position y (partial); wind zone (partial); danger zone (partial); distance to substation (partial); distance to population center (partial),True,200.0 meters,comprehensive_scientific
gemini-2.5-flash,20,Offshore,66,26,Technical,"The Lessee must submit a plan for additional monitoring and/or mitigation to BSEE for review and concurrence if scour protection losses develop within 10 percent of the maximum loss allowance, edge scour develops within 10 percent of the maximum allowance, or spud depressions from installation affect scour protection stability.","Wind farm foundations and scour protection, during installation and operational phases.",10.0,percent,Section 2.20.4 of the document,structural integrity; geotechnical engineering; monitoring; mitigation planning,0.11929055529383106,0.0051587405844976935,0.20190611346987525,0.03985507246376811,0.4868421052631579,59,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); foundation; farm power output (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); max vtip (partial); wind speed at 10m (partial),True,10.0 percent,comprehensive_scientific
deepseek-chat,OWF-NS-2023-001,Offshore,956,20,Environmental,All turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental; Spatial,0.11913516911813521,0.005788276005821849,0.1786097626455692,0.04032258064516129,0.5517241379310345,66,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,64,20,Spatial,"The construction, O&M, and eventual decommissioning of an up to 2.2 GW wind energy facility offshore Maryland would occur within the range of the design parameters outlined in the COP (US Wind 2024), subject to applicable mitigation measures.",Offshore wind energy facility in Maryland,2.2,GW,COP (US Wind 2024),"Technical, Environmental",0.11912882911061352,0.00757959401788579,0.17166518412238577,0.030534351145038167,0.5849056603773585,57,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); design; cable; number of turbines per row (partial); power line id (partial); turbine position y (partial); wind zone (partial); cable type (partial),True,2.2 GW,comprehensive_scientific
