document_id,chunk_number,data_type,index,entity_name,jurisdiction,role,type,requirement,scope,numerical_value,unit,source,related_domains
17,45,constraint,1,,,,Technical,"Consider ""normal"" and ""abnormal"" turbine operating conditions in design.",US Outer Continental Shelf (OCS),,,"ABS calibration study (Yu et al., 2011)","technical, safety"
17,45,constraint,2,,,,Technical,"Address design considerations such as resonance avoidance, wave slamming, and fatigue resistance.",US Outer Continental Shelf (OCS),,,Mentioned as potentially dominant factors influencing structural reliability,"technical, safety, structural"
17,45,entity,0,IEC (International Electrotechnical Commission),International,Standards development (IEC 61400-3),,,,,,,
17,45,entity,1,ABS (American Bureau of Shipping),International (US focus in this context),Calibration studies and design guidance,,,,,,,
17,45,entity,2,MMI (DNV Maritime),International,Design and verification of offshore structures,,,,,,,
17,46,constraint,0,,,,Safety,Reliability Index for Normal Conditions under Wind or Wave Loads,"GOM (Gulf of Mexico), Atlantic (various locations), MA, TX",,,"Yu et al., 2011 [2.86]","structural safety, wind loads, wave loads"
17,46,constraint,1,,,,Safety,Reliability Index for Abnormal Conditions under Wind or Wave Loads,"GOM (Gulf of Mexico), Atlantic (various locations), MA, TX",,,"Yu et al., 2011 [2.86]","structural safety, wind loads, wave loads"
17,46,constraint,2,,,,Technical,Consideration of failure of yaw control system with omni-directional hurricane winds,GOM offshore Texas,,,Yu et al. (2011) [2.86],"yaw control system, hurricane winds"
17,46,constraint,3,,,,Technical,Relative increase in structural response due to change of return period from 50-year to 100-year is approximately 60%,GOM offshore Texas,60,%,Yu et al. (2011) [2.86],"structural response, return period"
17,46,constraint,4,,,,Technical,Fixed offshore platform design according to API RP 2A-WSD,GOM,,,Document mentions API RP 2A-WSD in context of 20-30% increase in structural response for 50-100yr return period change,structural design
17,46,constraint,5,,,,Technical,ABS (100yr),"Not specified, appears in table headers",,,Document table headers,design standards
17,46,constraint,6,,,,Technical,IEC (50-yr),"North Sea, appears in table headers",,,Document table headers,design standards
17,46,entity,0,ABS,"International (likely, based on context)",Standards development organization,,,,,,,
17,46,entity,1,IEC,International,Standards development organization,,,,,,,
17,46,entity,2,API,International (industry body),Standards development organization (specifically mentioned in relation to RP 2A-WSD),,,,,,,
17,47,entity,0,International Energy Agency (IEA),International,Research and collaboration on offshore wind turbine design standards through initiatives like IEA Wind Task 23 and IEA Wind Task 30.,,,,,,,
17,48,constraint,0,,,,Technical,Relevant load cases originally defined in IEC 61400-3 for bottom-founded offshore wind turbines,"US OCS, Hurricane-prone areas",,,IEC 61400-3,"structural design, safety"
17,50,constraint,0,,,,Safety,"Consider 50-year and 100-year return periods for extreme turbulent wind, waves, currents, and water levels in design.",Offshore wind turbine design,,,Inferred from the document's load case descriptions,"structural, safety"
17,50,constraint,1,,,,Safety,"Design must account for collinear, ±30° cross waves, and ±90° cross waves.",Offshore wind turbine design,30,degrees,Inferred from the document's load case descriptions,"structural, safety"
17,50,constraint,2,,,,Safety,Design must account for yaw misalignment of ±80° in normal operation and -1800° ≤ ϕ < 1800° in abnormal operation.,Offshore wind turbine yaw control system,80,degrees,Inferred from the document's load case descriptions,"control systems, safety"
17,50,constraint,3,,,,Safety,Use different safety factors for normal and abnormal turbine operating modes as defined in IEC 61400-3 (2009) for LRFD and ABS Guide (2010) for WSD design approaches.,Offshore wind turbine design,,,"IEC 61400-3 (2009), ABS Guide (2010)","structural, safety"
17,50,entity,0,IEC,International,Standards development for electrotechnology,,,,,,,
17,50,entity,1,ABS (American Bureau of Shipping),International,Classification society providing standards and guidance for marine and offshore structures,,,,,,,
17,51,constraint,0,,,,Technical,Consideration of wind models recommended in API RP-2A-WSD (2007),Offshore wind turbine design,,,API RP-2A-WSD (2007),"structural, aerodynamic"
17,51,constraint,1,,,,Safety,Evaluation of loads on the wind turbine support structure for a range of yaw misalignment angles,Offshore wind turbine design,,,Inferred from document - likely related to broader safety standards,"safety, structural"
17,51,constraint,2,,,,Safety,Evaluation of the effect of blade pitch angle locking on the loads on turbine support structure,Offshore wind turbine design,,,Inferred from document - likely related to broader safety standards,"safety, structural"
17,53,constraint,0,,,,Technical,"Consideration of static wind drag load on the nacelle and support structure, as well as wave slamming load where applicable.",Offshore wind turbine design,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,53,constraint,1,,,,Environmental,Site-specific metocean data must be used for design.,Offshore wind farm design,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"environmental, safety"
17,53,constraint,2,,,,Technical,Metocean data should consider water depth effects on significant wave height.,Offshore wind farm design,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"environmental, technical"
17,53,constraint,3,,,,Technical,Consideration of API standards,Offshore wind farm design,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),technical
17,53,constraint,4,,,,Technical,Consideration of ASCE-7 (2010),Offshore wind farm design,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),technical
17,53,entity,0,ABS,Not specified in document excerpt,Acquired gridded wind map and performed site assessment for US Atlantic Coast.,,,,,,,
17,53,entity,1,NOAA NDBC,US Federal,Provides buoy database referenced for metocean data comparison.,,,,,,,
17,54,constraint,0,,,,Technical,"1-minute mean wind speeds at 10 m above surface with 10-year, 50-year and 100-year return periods must be calculated.",Atlantic Coast (30 miles offshore),,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural design, safety"
17,54,constraint,1,,,,Technical,Significant wave height must be calculated using the parametric model developed by Young (1988).,Atlantic Coast (30 miles offshore),,,Design Standards for Offshore Wind Farms Final Report (M10PC00105); Young (1988) [2.83],"structural design, safety"
17,54,constraint,2,,,,Technical,Surface current should be estimated as 2 to 3 % of the one-hour sustained wind speed during a tropical storm.,Atlantic Coast (30 miles offshore),2-3,% of one-hour sustained wind speed,API RP 2A-WSD (2007),"structural design, safety"
17,54,constraint,3,,,,Technical,Storm surge heights must be derived using the SLOSH program.,Atlantic Coast (30 miles offshore),,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"safety, structural design"
17,54,constraint,4,,,,Technical,Metocean data for the West Central region of the Gulf of Mexico should be extracted from API Bulletin 2INT-MET (2007).,Gulf of Mexico (West Central Region),,,API Bulletin 2INT-MET (2007),"environmental, safety, structural design"
17,54,entity,0,Federal Emergency Management Agency (FEMA),Federal (US),Development of SLOSH program for storm surge analysis,,,,,,,
17,54,entity,1,United States Army Corps of Engineers (USACE),Federal (US),Development of SLOSH program for storm surge analysis,,,,,,,
17,54,entity,2,National Weather Service (NWS),Federal (US),Development of SLOSH program for storm surge analysis,,,,,,,
17,55,constraint,0,,,,Technical,Consideration of 50-year and 100-year return wind speeds and wave height for design.,"Gulf of Mexico, specifically near Galveston Bay",,,Implied from the document's analysis methodology,"structural design, safety"
17,55,constraint,1,,,,Technical,Use of Gumbel curve fitting for determining 50-year and 100-year return wind speeds and wave height.,"Gulf of Mexico, specifically near Galveston Bay",,,Explicitly stated in the document's methodology,"data analysis, structural design"
17,55,constraint,2,,,,Technical,Consideration of current speed and surge height.,"Gulf of Mexico, specifically near Galveston Bay",,,API Bulletin 2INT-MET (2007),"structural design, safety"
17,55,entity,0,NOAA NDBC (National Oceanic and Atmospheric Administration National Data Buoy Center),Federal (US),Data provider for metocean conditions,,,,,,,
17,55,entity,1,API (American Petroleum Institute),Industry body,"Provides standards and recommended practices, specifically API Bulletin 2INT-MET (2007) for metocean conditions",,,,,,,
17,56,constraint,0,,,,Technical,The coupled aero-hydro-servo-elastic analyses are carried out using the FAST program developed by NREL.,Offshore wind turbine design and analysis,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"technical, safety"
17,56,constraint,1,,,,Technical,The modeling capability in the FAST program is currently limited to the monopile type of turbine support structure with a clamped foundation and constant drag and inertia coefficients.,Offshore wind turbine foundation modeling using FAST,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,technical
17,56,constraint,2,,,,Technical,"An equivalent monopile emulating the first four natural frequencies and mode shapes as well as the mass, stiffness and wave drag and inertial loads of the actual structure is derived for the load analysis using the FAST program.",Offshore wind turbine foundation modeling for non-monopile structures using FAST,4,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,technical
17,56,entity,0,NREL (National Renewable Energy Laboratory),Federal (US),Development of FAST software for wind turbine analysis,,,,,,,
17,57,constraint,0,,,,Technical,Kaimal wind spectrum and exponential coherence function,Wind field simulation,,,IEC 61400-1 (2005),"technical, safety"
17,57,constraint,1,,,,Technical,Wind model recommendations,Wind field simulation,,,API Bulletin 2INT MET (2007),"technical, safety"
17,57,entity,0,IEC,International,"Standards development for electrical, electronic and related technologies",,,,,,,
17,57,entity,1,API,International,Standards development for the oil and gas industry,,,,,,,
17,58,constraint,0,,,,Technical,The slamming load calculation follows the guidance given in IEC 61400-3 Annex D.,Offshore wind turbine support structures,,,IEC 61400-3 Annex D,"safety, structural"
17,58,entity,0,IEC,International,Standards development organization,,,,,,,
17,59,constraint,0,,,,Technical,The natural frequencies of the offshore wind turbine must be compared against the turbine Campbell chart to verify that there is no resonance between the turbine RNA and turbine’s support structure.,Offshore wind turbines,,,Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,59,constraint,1,,,,Technical,Modal shapes must be used as input to the FAST analysis.,Offshore wind turbines,,,Design Standards for Offshore Wind Farms Final Report,"structural, simulation"
17,59,constraint,2,,,,Technical,Modal shapes must be employed to verify the equivalent monopile model for the FAST simulation.,"Offshore wind turbines, monopile foundations",,,Design Standards for Offshore Wind Farms Final Report,"structural, simulation"
17,59,constraint,3,,,,Technical,The FAST program requires uniform drag (Cd) and inertia (Cm) coefficients of the equivalent monopile as inputs.,"Offshore wind turbines, monopile foundations, FAST simulation",,,Design Standards for Offshore Wind Farms Final Report,"hydrodynamic, simulation"
17,60,constraint,0,,,,Technical,Dynamic structural analysis should be performed for all load combinations derived from FAST simulation results (tower base loads and mudline loads) to identify maximum responses in each structural member.,Offshore wind turbine support structures,,,"Design Standards for Offshore Wind Farms Final Report (M10PC00105), Section 2.2.2.3","structural, safety"
17,60,constraint,1,,,,Technical,Tower base loads for one load combination expected to generate maximum structural responses should be determined and applied in structural dynamic analysis.,Offshore wind turbine support structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,60,constraint,2,,,,Technical,Time history of stream function wave under a given site condition should be applied to the support structure in conjunction with the selected load combination of tower base loads.,Offshore wind turbine support structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,60,constraint,3,,,,Technical,"Inertia effects are assumed to be accounted for in the FAST simulation and the quasi-static tower base loads, therefore inertia effect does not need to be considered separately in the structural analysis.",Offshore wind turbine support structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,62,constraint,0,,,,Technical,Load and Resistance Factor Design (LRFD) strength criteria,Offshore wind turbine support structures,,,IEC 61400-3 (2009) in conjunction with ISO 19902 (2007),"structural, safety"
17,62,constraint,1,,,,Technical,Working Stress Design (WSD) strength criteria,Offshore wind turbine support structures,,,ABS Guide (2011),"structural, safety"
17,62,constraint,2,,,,Safety,Strength criteria for extreme design condition,Offshore wind turbine support structures,,,API RP 2A-WSD (2007),"structural, safety"
17,62,constraint,3,,,,Safety,Extreme condition defined as a 50-year return event,Offshore wind turbines,50,years,IEC 61400-3 (2009),"safety, design"
17,62,entity,0,IEC,International,Standards development for electrotechnology,,,,,,,
17,62,entity,1,ISO,International,Standards development,,,,,,,
17,62,entity,2,ABS,International,Classification society providing standards and guidance for marine and offshore structures,,,,,,,
17,62,entity,3,API,International,Standards development for the oil and gas industry,,,,,,,
17,63,constraint,0,,,,Technical,"Strength criteria, particularly the load factors, must meet the specifications in IEC 61400-3.",Offshore wind farms,,,IEC 61400-3,"structural safety, design"
17,63,constraint,1,,,,Technical,Load factors according to IEC 61400-3 are applied to load cases for both the 50-year and 100-year return conditions.,Offshore wind farms,50,years,IEC 61400-3,"structural safety, design, metocean conditions"
17,63,constraint,2,,,,Technical,Load factors according to IEC 61400-3 are applied to load cases for both the 50-year and 100-year return conditions.,Offshore wind farms,100,years,IEC 61400-3,"structural safety, design, metocean conditions"
17,63,constraint,3,,,,Technical,"When maximum wave height (Hmax) reaches the breaking limit, wave slamming load and dynamic structural analysis must be performed.",Offshore wind farms,,,Derived from document M10PC00105,"structural safety, design, metocean conditions"
17,63,constraint,4,,,,Technical,The logarithmic wind shear equation from API RP 2A-WSD (2007) must be used to convert wind speed predictions based on buoy data.,"Offshore wind farms, Gulf of Mexico",,,API RP 2A-WSD (2007),"metocean conditions, design"
17,63,entity,0,IEC,International,Standards development for electrotechnology,,,,,,,
17,63,entity,1,API,International,Standards development for the oil and gas industry,,,,,,,
17,64,constraint,0,,,,Technical,1-hour mean wind speed at 10 m above the mean water level...converted using the logarithmic wind shear equation,TX Site in the Gulf of Mexico,,,API RP 2A-WSD (2007),"Meteorological, Technical"
17,64,constraint,1,,,,Technical,"Current speed, surge height and wave period of maximum wave height (Tmax) are approximately taken as the regional data... at the water depth of 13.7 m",GOM West Central,13.7,m,API Bulletin 2INT-MET (2007),"Meteorological, Hydrodynamic"
17,64,entity,0,API (American Petroleum Institute),Industry Standards,"Development of standards and recommended practices for the oil and gas industry, which are often applied to offshore wind projects.",,,,,,,
17,65,constraint,0,,,,Technical,10-min mean wind speed at 10m above the mean water level is derived using the 1-hr mean wind speed at 10m above the mean water level and the conversion equation specified in API RP 2A-WSD (2007).,Offshore wind farms,,,API RP 2A-WSD (2007),"technical, safety"
17,65,constraint,1,,,,Safety,"When the breaking limit of wave height is reached, wave slamming load needs to be taken into account.",Offshore wind farms,,,Document M10PC00105,"safety, structural"
17,65,entity,0,American Petroleum Institute (API),Industry standard,Standard development for wind turbine design (API RP 2A-WSD),,,,,,,
17,66,constraint,0,,,,Technical,Logarithmic wind shear equation as defined in API RP 2A-WSD (2007),TX Site in GOM,,,API RP 2A-WSD (2007),"Technical, Safety"
17,66,constraint,1,,,,Technical,Conversion equation for 10-min mean wind speed from 1-hr mean wind speed as specified in API RP 2A-WSD (2007),General (applicable to all locations in the table),,,API RP 2A-WSD (2007),"Technical, Safety"
17,66,entity,0,American Petroleum Institute (API),Industry Standard,Standard Setting Organization,,,,,,,
17,67,constraint,0,,,,Technical,Breaking wave height (Hb) to wavelength (L0) ratio is determined according to Dean (1974) [2.20],Offshore wind farms,,,Dean (1974) [2.20],"structural safety, design"
17,67,constraint,1,,,,Safety,Wave slamming load needs to be taken into account when the breaking limit of maximum wave height is reached.,Offshore wind farms,,,Document M10PC00105,"structural safety, design"
17,68,constraint,0,,,,Technical,The soil at all site locations is assumed to be composed of stiff clays.,All site locations,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,Geotechnical
17,68,constraint,1,,,,Technical,The undrained shear strength (cu) of the soil is a function of depth (z) below the mudline as depicted in Figure 2.16.,All site locations,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,Geotechnical
17,68,constraint,2,,,,Technical,The effective unit weight of the soil is taken as 8 kN/m3.,All site locations,8,kN/m3,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,Geotechnical
17,68,constraint,3,,,,Technical,The effect of sea floor slope and scour is not considered in the case studies.,Case studies,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"Geotechnical, Structural"
17,68,constraint,4,,,,Technical,The wind turbine rotor-nacelle assembly (RNA) selected for the case studies is the NREL 5-MW baseline offshore wind turbine.,Case studies,5,MW,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report, Jonkman et al., 2009",Technical
17,69,constraint,0,,,,Technical,The structural frequency of the support structure must lie between 0.20 Hz and 0.34 Hz to avoid resonance with the rotor.,Offshore wind turbine support structures,0.20,Hz,Contract M10PC00105: Desi g n Standards for Offshore Wind Farms Final Re p ort,"structural, safety"
17,69,constraint,1,,,,Technical,The structural frequency of the support structure must lie between 0.20 Hz and 0.34 Hz to avoid resonance with the rotor.,Offshore wind turbine support structures,0.34,Hz,Contract M10PC00105: Desi g n Standards for Offshore Wind Farms Final Re p ort,"structural, safety"
17,80,constraint,0,,,,Technical,Minimum number of realizations for turbulent (random) wind field and aerodynamic load simulation must be determined through sensitivity studies to ensure statistically converged structural responses.,Offshore wind turbine support structures,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,80,constraint,1,,,,Technical,Optimal size of wind field domain and grid resolution must be determined through sensitivity studies.,Offshore wind turbine aerodynamic load simulations,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"technical, safety"
17,81,constraint,0,,,,Technical,The number of realizations of wind data and the resultant structural responses for each load case shall be 12.,GOM West Central region,12,realizations,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,81,constraint,1,,,,Technical,The 10-minute mean wind speed used for design considerations shall be 42.5 m/s at 10 m above the mean sea level.,GOM West Central region (100-year return period),42.5,m/s,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,81,constraint,2,,,,Technical,The size of the domain where the wind data is calculated should be sufficiently large to cover the blade rotating plane with certain margins.,Wind data calculation domain,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),technical
17,82,constraint,0,,,,Technical,Consider wind load induced dynamic response in the design of offshore oil/gas platform structures.,Offshore oil/gas platform structures,,,"API RP 2A-WSD (2007) [2.5], API Bulletin 2INT-MET (2007) [2.4] and ISO 19901-1 [2.41]","structural design, wind loading"
17,82,constraint,1,,,,Technical,Use the NPD wind spectrum (Frøya wind model) and the two-point coherence function in conjunction with the logarithmic wind shear law for representing turbulent wind.,Offshore oil/gas platform structures,,,"API RP 2A-WSD (2007) [2.5], API Bulletin 2INT-MET (2007) [2.4] and ISO 19901-1 [2.41]",wind modeling
17,82,entity,0,API (American Petroleum Institute),International (Industry Standard),"Develops standards and recommended practices for the oil and gas industry, including those related to wind loading on offshore structures.",,,,,,,
17,82,entity,1,ISO (International Organization for Standardization),International,"Develops international standards, including those related to wind turbine design and offshore structures (ISO 19901-1).",,,,,,,
17,83,constraint,0,,,,Technical,Use of Kaimal's model and Mann's model for wind modeling as described in IEC 61400-1 (2005),Offshore wind turbines,,,IEC 61400-1 (2005),"Technical, Safety"
17,83,constraint,1,,,,Technical,Wind shear law formulated in a power law format as described in IEC 61400-1 (2005),Offshore wind turbines,,,IEC 61400-1 (2005),"Technical, Safety"
17,83,constraint,2,,,,Technical,Consideration of wind models appropriate for open ocean surface,Offshore wind turbines,,,State-of-the-art review of hurricane wind modeling (Section 2.1.1),"Technical, Safety"
17,83,constraint,3,,,,Technical,Use of the extreme wind speed model (EWM) for wind shear and Kaimal's model for turbulence as described in IEC 61400-1 (2005),"Offshore wind turbines (referred to as ""IEC wind model"" in the document)",,,IEC 61400-1 (2005),"Technical, Safety"
17,83,constraint,4,,,,Technical,Use of the model described in API Bulletin 2INT MET (2007),"Offshore wind turbines (referred to as ""API wind model"" in the document)",,,API Bulletin 2INT MET (2007),"Technical, Safety"
17,83,entity,0,IEC,International,Standards development,,,,,,,
17,83,entity,1,API,International,Standards development,,,,,,,
17,84,constraint,0,,,,Technical,"Wind speed calculations shall consider averaging time periods shorter than 3600 seconds (1 hour) using the formula u(z, t) = U(z) [1 - .041 Iu(z) ln(t / t0)] for t < t0",Offshore wind farms,3600,seconds,API wind model,"technical, safety"
17,84,constraint,1,,,,Technical,Wind shear for extreme wind speed model (EWM) shall be calculated using the power law equation V(z) = Vref * (z / zref)^0.11,Offshore wind farms,0.11,N/A (exponent),IEC 61400-1,"technical, safety"
17,84,entity,0,API,International (Industry Standard),Development of wind model standards,,,,,,,
17,84,entity,1,IEC,International (Industry Standard),Development of wind turbine and wind farm standards (IEC 61400-1),,,,,,,
17,85,constraint,0,,,,Technical,The one-point spectrum for the energy density of the longitudinal wind speed fluctuations must be calculated according to the formula provided in equation (2.3).,GOM West Central,,,API Model,"structural design, wind load calculation"
17,85,constraint,1,,,,Technical,Power spectral densities for wind fluctuations in three dimensions must be calculated according to equation (2.4).,GOM West Central,,,IEC 61400-1 (2005),"structural design, wind load calculation"
17,85,constraint,2,,,,Technical,Spectral parameters for the Kaimal model must adhere to the values provided in Table 2.29.,GOM West Central,,,IEC 61400-1 (2005),"structural design, wind load calculation"
17,85,entity,0,API,Industry Standard,Standards Development,,,,,,,
17,85,entity,1,IEC,International,Standards Development,,,,,,,
17,86,constraint,0,,,,Technical,Consideration of API wind model for floating wind turbine support structures due to potential for higher responses compared to IEC wind spectrum.,Floating wind turbine support structures,,,API wind model,"structural design, safety"
17,86,constraint,1,,,,Technical,Consideration of IEC wind model for bottom-founded wind turbine support structures due to potential for exciting large structural responses.,Bottom-founded wind turbine support structures,,,IEC wind model,"structural design, safety"
17,86,constraint,2,,,,Technical,"Scale parameter of the turbulence, Λ1 = 0.7 * z for z ≤ 60m; Λ1 = 42 for z ≥ 60m",Wind turbine turbulence modeling,,m,API and/or IEC (unclear from provided text),"technical, design"
17,86,entity,0,API,Industry standard (implied),Development of wind model standards,,,,,,,
17,86,entity,1,IEC,International standard (implied),Development of wind model standards,,,,,,,
17,87,constraint,0,,,,Technical,Mean wind speed calculation: Iu = .006 [ 1 + .0043 U0 ] (z/10)^.022 / [ 1 + .0043 U0 ],Offshore wind farms,".006, .0043, .022","Coefficients in the equation, dimensionless",API wind model (Equation 2.5),"Structural design, wind load calculation"
17,87,constraint,1,,,,Technical,Longitudinal turbulence standard deviation calculation (10-minute averaging): σ1 = .011 * Vref,Offshore wind farms,.011,"Coefficient in the equation, dimensionless",IEC wind model (Equation 2.6),"Structural design, wind load calculation"
17,87,constraint,2,,,,Technical,"Standard deviations for horizontal and vertical wind components are assumed as 80% and 50%, respectively, of the longitudinal component's standard deviation.",Offshore wind farms,"80, 50",Percentage,API and IEC wind models,"Structural design, wind load calculation"
17,87,entity,0,API,Industry standard,Provides wind model standards,,,,,,,
17,87,entity,1,IEC,International standard,Provides wind model standards,,,,,,,
17,88,constraint,0,,,,Technical,Consideration of API wind model for turbulence intensity calculations.,GOM West Central region,,,API Wind Model,"structural design, wind turbine design"
17,88,constraint,1,,,,Technical,Consideration of IEC wind model for turbulence intensity calculations.,GOM West Central region,,,IEC Wind Model,"structural design, wind turbine design"
17,88,constraint,2,,,,Technical,Use of 100-year return wind condition for analysis.,GOM West Central region,100,years,Document M10PC00105,"structural design, risk assessment"
17,88,entity,0,API (American Petroleum Institute),Industry Standard,Development of wind model standards (API Wind Model),,,,,,,
17,88,entity,1,IEC (International Electrotechnical Commission),International Standard,Development of wind model standards (IEC Wind Model),,,,,,,
17,89,constraint,0,,,,Technical,"The squared correlation between the spectral energy densities S(f) of the longitudinal wind speed fluctuations between two points (xj, yj, zj), j = 1, 2, (in meter) in space is described by the two-point coherence function: Coh(f) = exp{ -1/U_0^3 * Σ[A]_i } where A_i = α_i * f * r_i * ∆_i^q_i * z_g^-p_i and z_g = 10 * z_1 * z_2, with α_i, r_i, q_i, p_i, and ∆_i defined in Table 2.32.",Offshore Wind Farms,,,API Bulletin 2INT-MET (2007),"structural design, wind load calculation"
17,89,constraint,1,,,,Technical,Coefficients and Distances for the Coherence Function as defined in Table 2.32.,Offshore Wind Farms,,,API Bulletin 2INT-MET (2007),"structural design, wind load calculation"
17,89,constraint,2,,,,Technical,"An exponential coherence model is used to account for the spatial correlation of the longitudinal wind speed: Coh(r, f) = exp[-12 * (f * r / V_hub)^2 + (0.012 * r / L_c)^2]",Offshore Wind Farms,,,IEC 61400-1 (2005),"structural design, wind load calculation"
17,89,entity,0,American Petroleum Institute (API),International,Standards Development Organization,,,,,,,
17,89,entity,1,International Electrotechnical Commission (IEC),International,Standards Development Organization,,,,,,,
17,90,constraint,0,,,,Technical,Use of the IEC (Kaimal model) and API (NPD model) for coherence functions in wind data analysis.,GOM (Gulf of Mexico) West Central region,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"Technical, Safety"
17,90,constraint,1,,,,Technical,Consideration of 100-year return wind conditions in wind data analysis.,GOM (Gulf of Mexico) West Central region,100,years,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"Technical, Safety"
17,90,constraint,2,,,,Technical,10-minute mean wind speed at hub height (V_hub) must be considered.,Offshore Wind Farms,10,minutes,Design Standards for Offshore Wind Farms Final Report (M10PC00105),Technical
17,90,constraint,3,,,,Technical,Coherence scale parameter (L_c) is calculated as 8.1 Λ 1.,Offshore Wind Farms,8.1,m,Design Standards for Offshore Wind Farms Final Report (M10PC00105),Technical
17,90,entity,0,IEC (International Electrotechnical Commission),International,Standards Development for Electrical and Electronic Technologies,,,,,,,
17,90,entity,1,API (American Petroleum Institute),International,Standards Development for Oil and Gas Industry,,,,,,,
17,91,constraint,0,,,,Technical,Use of API and IEC wind models for structural response analysis of jacket support structures.,GOM West Central region,,,API and IEC design guidelines,"structural, safety"
17,91,constraint,1,,,,Technical,Consideration of 100-year return turbulent wind condition for design.,GOM West Central region,100,years,Document M10PC00105,"structural, safety"
17,91,constraint,2,,,,Technical,API wind model simulation time scale of 1 hour.,Wind load analysis using API wind model,1,hour,API design guidelines,technical
17,91,constraint,3,,,,Technical,IEC wind model simulation time scale of 10 minutes.,Wind load analysis using IEC wind model,10,minutes,IEC design guidelines,technical
17,91,entity,0,API,International,"Standards development for the oil and gas industry, which are often applied in offshore wind",,,,,,,
17,91,entity,1,IEC,International,"Standards development for electrical, electronic and related technologies, including wind turbines",,,,,,,
17,92,constraint,0,,,,Technical,Use of the API wind model,"Offshore floating wind turbine support structures where low frequency responses are significant for dynamic stability, global motions, and design of electric cables and mooring systems.",,,API,"structural design, cable design, mooring system design"
17,92,constraint,1,,,,Technical,Use of the IEC wind model,"Bottom-founded offshore wind turbines, particularly in areas where high frequency wind fluctuations are relevant.",,,IEC,structural design
17,92,constraint,2,,,,Technical,Consideration of wave loads in conjunction with wind loads,"Offshore wind turbine support structures, especially where wave forces and/or slamming forces are predominant.",,,Implied - best practice based on document analysis,structural design
17,92,entity,0,API,International (Industry Standard),"Develops standards and recommended practices for the oil and gas industry, which are often applied to offshore wind projects.",,,,,,,
17,92,entity,1,IEC,International (Industry Standard),"Develops international standards for electrical, electronic, and related technologies, including wind turbine standards.",,,,,,,
17,93,constraint,0,,,,Technical,Kaimal model referenced in IEC 61400-1 (2005) and IEC 61400-3 (2009) is used to generate turbulent wind data.,Offshore wind turbines,,,IEC 61400-1 (2005) and IEC 61400-3 (2009),technical
17,93,constraint,1,,,,Technical,"For DLC 6.1a (normal turbine operating modes, turbulent wind condition), ±8 degrees yaw misalignment should be considered.",Offshore wind turbines,8,degrees,IEC 61400-3 (2009),"safety, technical"
17,93,constraint,2,,,,Technical,"For DLC 6.1b and 6.1c (companion load cases, steady-state wind model), ±15 degrees of yaw misalignment should be considered.",Offshore wind turbines,15,degrees,IEC 61400-3 (2009),"safety, technical"
17,93,constraint,3,,,,Technical,"For DLC 6.2a and 6.2b (abnormal turbine operating mode, loss of electrical grid connection), yaw misalignment up to ±180 degrees should be considered unless there are at least 6 hours of backup power supply.",Offshore wind turbines,180,degrees,IEC 61400-3 (2009),"safety, technical"
17,93,constraint,4,,,,Technical,A stricter requirement in terms of the capacity of backup power supply is imposed (specifics not detailed in this document excerpt).,Offshore wind turbines,,,GL’s guideline (2005) [2.32],"safety, technical"
17,93,constraint,5,,,,Technical,Omni-directional wind and yaw misalignment up to ±180 degrees is generally required to be considered in the abnormal turbine operating mode as defined in DLC 6.2a and 6.2b.,Offshore wind turbine installations,180,degrees,ABS Guide for Building and Classing Offshore Wind Turbine Installations (2010),"safety, technical"
17,93,entity,0,IEC,International,"Standards development for electrical, electronic, and related technologies",,,,,,,
17,93,entity,1,GL,International,Classification and technical assurance provider (now DNV),,,,,,,
17,93,entity,2,ABS,International,Classification society for marine and offshore structures,,,,,,,
