row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
3123,11,gemini-1.5-pro,Technical,"WTG Wiring, Tooling and Equipment",10.0,%,A calibration certificate is required of all tooling and equipment used for production and 10% checks.,False,,,
3124,11,gemini-1.5-pro,Technical,Wind farms with a total installed capacity between 75 MW and 99.99 MW,75.0,MW,Mandatory reporting begins for plants with a total installed capacity between 75 MW and 99.99 MW.,False,,,
3147,11,gemini-2.5-pro,Technical,"Modern solid dielectric components for medium and high voltage cable systems on wind farms, typically performed during construction and periodically during plant shutdowns.",5.0,pC,An off-line 50/60 Hz PD (partial discharge) test with better than 5 pC sensitivity is required to determine whether or not components are in or out of specification.,False,,,
3191,11,gpt-4o-mini,Technical,Foundation construction phase,2,,"The structural engineer of record shall review the formwork, reinforcing steel installation, anchor bolt cage installation, electrical, and other embeds prior to concrete placement.",False,,,
3222,11,gpt-4o-mini,Technical,Transformer operation phase,26,kV,"If, at any time, the dielectric strength of the fluid drops below 26 kV, it should be filtered until it tests at 26 kV or better.",False,,,
3229,11,gpt-4o-mini,Technical,Transformer maintenance operations.,10,psi,"Check the transformer nameplate for maximum tank internal pressure, usually 7-10 psi, to avoid damaging the main tank or fins.",False,,,
3232,11,gpt-4o-mini,Technical,Lubrication intervals in high temperature conditions,158,°F,It is recommended to shorten the intervals when in increased operating temperature environments.,False,,,
3239,11,deepseek-chat,Technical,North Sea offshore installations,50,years,Substation platforms shall be designed to withstand 1-in-50-year wave conditions,False,,,
3242,11,deepseek-chat,Technical,All turbine structures in hurricane-prone regions,50,m/s,Offshore wind turbines must be designed to withstand 1-minute sustained wind speeds of 50 m/s,False,,,
3262,11,gpt-4o-mini,Technical,Gearbox maintenance procedures during operation phase.,5,gallons,"Purge/spray the interior gearbox housing, gears, bearings, and shafts using 5-gallons of new gear lubricant.",False,,,
3276,11,gemini-1.5-pro,Technical,Gearbox lubrication oil,1000.0,ppm,Water levels at 1000 ppm (0.10%) as unsatisfactory,False,,,
3287,11,gpt-4o-mini,Safety,Full body harness maintenance procedures.,160,°F,Water temperature for wash and rinse must not exceed 160°F (70°C).,False,,,
3291,11,gpt-4o-mini,Technical,Main power transformer testing.,40,kV,Test Oil Dielectric from Bottom Drain Valve should be 40 kV or higher.,False,,,
3309,11,deepseek-chat,Environmental,All offshore wind turbines in European waters,25,meters,All offshore wind turbines must maintain a minimum clearance of 25 meters between the lowest blade tip and highest astronomical tide level,False,,,
3367,11,deepseek-chat,Environmental,North Sea offshore wind projects,1,km,Wind turbines must maintain a minimum clearance of 1 km from identified marine mammal habitats.,False,,,
3378,11,gpt-4o-mini,Safety,Site safety,30,days,"Fire extinguishers should be certified and record keeping should be in place to meet International Code Council (ICC) Section 306 Factory Group F, which requires 30-day testing or electronic monitoring.",False,,,
3420,11,gemini-1.5-pro,Safety,Transformer maintenance during purging,5.0,%,Ensure no open flame or ignition source is present until LEL is less than 5%.,False,,,
3432,11,gemini-1.5-pro,Safety,Detachable cable sleeve,1.0,year,A formal inspection of a detachable cable sleeve must be performed at least annually by a competent person other than the user.,False,,,
3481,11,gpt-4o-mini,Technical,Transformer maintenance phase,8,hours,"Test samples should be taken only after the fluid has settled for some time, varying from eight hours for a barrel to several days for a larger transformer.",False,,,
3500,11,gemini-1.5-pro,Technical,Road Specifications,100.0,ft,Maximum vertical crest in any 100' section within specifications.,True,"404, 406","404, 406","Page 404: ""...lled per design tolerances. yes no 10. road section incline grade less than % grade per specifications. yes no 11. road section maximum side-to-side grade within specifications. yes no 12. maximum vertical crest in any 100' section within specifications. ( inches) yes no 13. maximum vertical sag in any 100' section within specifications. ( inches) yes no 14. were there any non-conformance reports filed? yes no if yes, list...""
Page 406: ""...lled per design tolerances. yes no 12. road section incline grade less than % grade per specifications. yes no 13. road section maximum side-to-side grade within specifications. yes no 14. maximum vertical crest in any 100' section within specifications. ( inches) yes no 15. maximum vertical sag in any 100' section within specifications. ( inches) yes no 16. were there any non-conformance reports filed? yes no if yes, list..."""
3501,11,gemini-1.5-pro,Technical,Road Specifications,100.0,ft,Maximum vertical sag in any 100' section within specifications.,True,"404, 406","404, 406","Page 404: ""...ifications. yes no 11. road section maximum side-to-side grade within specifications. yes no 12. maximum vertical crest in any 100' section within specifications. ( inches) yes no 13. maximum vertical sag in any 100' section within specifications. ( inches) yes no 14. were there any non-conformance reports filed? yes no if yes, list ncr # . has it been resolved? yes n/a no""
Page 406: ""...ifications. yes no 13. road section maximum side-to-side grade within specifications. yes no 14. maximum vertical crest in any 100' section within specifications. ( inches) yes no 15. maximum vertical sag in any 100' section within specifications. ( inches) yes no 16. were there any non-conformance reports filed? yes no if yes, list ncr # . has it been resolved? yes n/a no"""
3544,11,deepseek-chat,Technical,Fixed-bottom turbines in >30m water depth,100,years,Wind turbine foundations must withstand a 1-in-100-year extreme wave event,False,,,
3572,11,gemini-1.5-pro,Safety,Wind farm electrical systems,5.0,years,"The arc flash hazard analysis and safety program should be implemented at the early stages of a project. This safety program should be periodically updated, while the arc flash hazard analysis should be revaluated at a minimum of every 5 years or if the system or connecting electric grid has changed.",False,,,
3579,11,gpt-4o-mini,Technical,Post-testing phase,5,days,"Submit reports of activities, actions taken, and test results to Company Construction, Inc. within five (5) calendar days of completion.",False,,,
3586,11,gpt-4o-mini,Technical,"Construction phase, testing of materials and equipment",5,days,"Test reports shall be generated by the party performing the test and provided to Company Construction, Inc. within five (5) calendar days of completion.",False,,,
3592,11,gpt-4o-mini,Technical,Blade production phase,1,mΩ,All connections must be checked by measuring the resistance before the connection is covered by resin or the blade mold is closed.,False,,,
3645,11,gemini-1.5-pro,Safety,Fire Safety,30.0,days,"Fire extinguishers should be certified and record keeping should be in place to meet International Code Council (ICC) Section 306 Factory Group F, which requires 30-day testing or electronic monitoring.",False,,,
3714,11,gemini-1.5-pro,Technical,Gearbox lubrication oil,500.0,ppm,Water levels at 500 ppm (0.05%) as borderline and 1000 ppm (0.10%) as unsatisfactory,False,,,
3718,11,deepseek-chat,Technical,All offshore installations in Category 1 wind zones,1000,year return period,"Substation platforms shall be designed to withstand 1,000-year return period wave loads",False,,,
3766,11,deepseek-chat,Technical,All offshore structures in North Atlantic,1000,year return period,"Wind turbine foundations must be designed to withstand a 1,000-year return period storm event",False,,,
3789,11,gpt-4o-mini,Technical,Turbine foundations,90,%,"If the population of tested anchor bolts has an average 'as found' tension of less than 90% of the engineered specified value, that tower is to be deemed a failure, thus requiring 100% re-tensioning.",False,,,
3803,11,gemini-1.5-pro,Safety,Transmission lines,5.0,years,The completed work plan will be retained on site for a minimum of 5 years.,False,,,
3807,11,gpt-4o-mini,Technical,Turbine foundations,85,%,"If any singular anchor bolt is discovered to have an 'as found' tension of less than 85% of the specified tension, it is to be deemed a failure and will require 100% of the anchor bolts to be tensioned on that tower following the procedure described in Section 7.",False,,,
3822,11,deepseek-chat,Technical,Fixed-bottom offshore wind turbines in North Sea,1.5,safety factor,Tower structures shall be designed to withstand 1-year return period loads with a safety factor of 1.5,False,,,
3851,11,gemini-1.5-pro,Technical,Road construction,100.0,ft,Maximum vertical crest in any 100' section within specifications.,True,"404, 406","404, 406","Page 404: ""...lled per design tolerances. yes no 10. road section incline grade less than % grade per specifications. yes no 11. road section maximum side-to-side grade within specifications. yes no 12. maximum vertical crest in any 100' section within specifications. ( inches) yes no 13. maximum vertical sag in any 100' section within specifications. ( inches) yes no 14. were there any non-conformance reports filed? yes no if yes, list...""
Page 406: ""...lled per design tolerances. yes no 12. road section incline grade less than % grade per specifications. yes no 13. road section maximum side-to-side grade within specifications. yes no 14. maximum vertical crest in any 100' section within specifications. ( inches) yes no 15. maximum vertical sag in any 100' section within specifications. ( inches) yes no 16. were there any non-conformance reports filed? yes no if yes, list..."""
3852,11,gemini-1.5-pro,Technical,Road construction,100.0,ft,Maximum vertical sag in any 100' section within specifications.,True,"404, 406","404, 406","Page 404: ""...ifications. yes no 11. road section maximum side-to-side grade within specifications. yes no 12. maximum vertical crest in any 100' section within specifications. ( inches) yes no 13. maximum vertical sag in any 100' section within specifications. ( inches) yes no 14. were there any non-conformance reports filed? yes no if yes, list ncr # . has it been resolved? yes n/a no""
Page 406: ""...ifications. yes no 13. road section maximum side-to-side grade within specifications. yes no 14. maximum vertical crest in any 100' section within specifications. ( inches) yes no 15. maximum vertical sag in any 100' section within specifications. ( inches) yes no 16. were there any non-conformance reports filed? yes no if yes, list ncr # . has it been resolved? yes n/a no"""
3877,11,gemini-1.5-pro,Safety,Converter maintenance,30.0,minutes,"If capacitor discharge times are unknown, wait a MINIMUM of 30 minutes!",False,,,
3920,11,gpt-4o-mini,Technical,Maintenance of surge arrestors.,2,years,"Surge arrestors should be visually inspected annually, and infrared inspection should be performed every 2 years or after system failures or per the manufacturer’s recommendation.",False,,,
3941,11,deepseek-chat,Spatial,North Sea Exclusive Economic Zone,1,km,Wind turbines must maintain a minimum clearance of 1 km from designated shipping lanes,False,,,
3964,11,deepseek-chat,Environmental,North Sea development zone,15,meters,All turbine foundations must maintain a minimum clearance of 15 meters from the seabed to allow for marine life passage,False,,,
3978,11,deepseek-chat,Technical,Fixed-bottom offshore wind turbines in North Atlantic,100,years,Wind turbine foundations must withstand a 100-year storm event,False,,,
3986,11,gemini-1.5-pro,Technical,Gearbox lubrication,2.0,mg/g KOH,Total Acid Number of gear lube oil shall not exceed 2.0 mg/g KOH over new oil value.,False,,,
3992,11,gemini-1.5-pro,Technical,"Turbine foundations, Operational phase, Anchor bolts",85.0,%,"If any singular anchor bolt is discovered to have an “as found” tension of less than 85% of the specified tension, it is to be deemed a failure and will require 100% of the anchor bolts to be tensioned on that tower.",False,,,
4002,11,deepseek-chat,Safety,Offshore substations,25,meters,Helicopter landing zones on OSS platforms must have a minimum diameter of 25m,False,,,
4005,11,deepseek-chat,Environmental,North Sea offshore projects,500,meters,Turbine foundations must avoid coral reefs within a 500-meter buffer zone.,False,,,
4013,11,gpt-4o-mini,Technical,Operational phase,3,mm,For a safe guidance of the brushes in the brush holder it is normally suggested that the distance between holder and shaft surface is no more than 3 mm (0.125”).,False,,,
4044,11,claude-3-haiku-20240307,Technical,Down conductor system of wind turbines,200.0,kA,The down conductor system must be able to handle impulse current of at least 200kA at 10/350 μs (lightning protection level 1 in accordance with IEC 61400-24) without signs of internal arcing and without temperatures exceeding critical levels in relation to conductor isolation and GFRP/CFRP materials in general.,False,,,
4063,11,gpt-4o-mini,Technical,Operational phase,5,years,Off-line 50 Hz or 60Hz PD testing is recommended every 5 years.,True,202,202,"Page 202: ""...to perform the task. 9.3. periodic testing comparative infrared testing is recommended annually to check the con- dition of the mechanical connection of cable system joints and termina- tions. off-line 50 hz or 60hz pd testing is recommended every 5 years. in many cases operators will focus testing efforts on systems that are most critical (nearest the substation), that have components with a histo- ry of failure, or that have components with margina..."""
4106,11,gpt-4o-mini,Technical,Operational phase,40-50,%,Consistency reductions of as much as 40-50% may be considered typical for in-service greases and it is necessary to establish action criteria based on statistical analysis or comparative operating histories.,False,,,
4138,11,gpt-4o-mini,Technical,Surge arrestors in wind energy power plant substations and transmission lines.,2,years,"Surge arrestors should be visually inspected annually. Electrical tests should be performed every 2 years, after system failures, or per the manufacturer’s recommendation.",False,,,
4143,11,gpt-4o-mini,Technical,Thermal inspections of substations,75,%,IR scans are effective when above about 75% load.,True,245,245,"Page 245: ""...tion of barrier posts, evidence of corrosion, and encroachment of vegetation to ensure foundations are consistent with design requirements. include bolt torque checks. 11.4. ir scans: 11.4.1. ir scans are effective when above about 75% load. 11.4.2. scan the entire substation looking for temperature anoma- lies. check all electrical connections in the substation yard, as well as in the control house. 11.4.3. weather conditions c..."""
4171,11,deepseek-chat,Spatial,Designated shipping routes in German Bight,1,kilometers,Minimum 1km spacing required between turbine arrays in shipping lanes,False,,,
4186,11,gpt-4o-mini,Technical,Operational phase,5,years,Off-line 50 Hz or 60 Hz PD testing is recommended every 5 years.,True,222,222,"Page 222: ""...d to perform the task. 9.2. periodic testing comparative infrared testing is recommend annually to check the condi- tion of the mechanical connection of cable system joints and termina- tions. off-line 50 hz or 60 hz pd testing is recommended every 5 years. cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no..."""
4190,11,gemini-1.5-pro,Safety,Transmission lines,25.0,feet,"""Clearance 2"" distance shall be a minimum of 25 feet radial clearance between vegetation and all phase conductors under all rated electrical operating conditions.",False,,,
4201,11,gemini-1.5-pro,Technical,Gearbox lubrication,288.0,mm2/sec (cSt),Viscosity of gear lube oil shall be maintained within the range of 288 to 352 mm2/sec (cSt).,False,,,
4203,11,gpt-4o-mini,Technical,Gearbox oil sampling procedures,5,minutes,"If the turbine has not been running, make sure to activate the oil pump for a minimum of 5 minutes before taking an oil sample.",False,,,
4220,11,deepseek-chat,Technical,All fixed-bottom offshore wind structures,1.5,safety factor,Turbine foundations must withstand 1-in-50-year wave conditions with a safety factor of 1.5,False,,,
4237,11,deepseek-chat,Technical,North Atlantic offshore projects,50,year return period,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,False,,,
4248,11,gpt-4o-mini,Technical,Bearings during operation,11,°C,The bearing outer ring can be up to 11°C hotter than the housing.,False,,,
4266,11,gpt-4o-mini,Technical,Battery operation phase,3,°C,Negative terminal temperature should be less than 3°C (5°F) above room/area ambient temperature.,False,,,
4267,11,deepseek-chat,Spatial,U.S. federal waters,1,nautical mile,No wind turbine may be installed within 1 nautical mile of a designated shipping lane.,False,,,
4274,11,gpt-4o-mini,Technical,Gearbox oil sampling procedures,1,minute,"If the turbine has been running, turn the oil pump on for 1-minute before taking an oil sample.",False,,,
4278,11,gpt-4o-mini,Technical,Generator collector ring assembly maintenance procedures,10,megaohms,A 1000 volt phase-to-phase and phase-to-ground insulation resistance test of the collector ring assembly is also suggested before and after cleaning.,False,,,
4282,11,gemini-1.5-pro,Technical,Main Power Transformer,40.0,kV,Test Oil Dielectric from Bottom Drain Valve Should be 40 kV or higher.,False,,,
4295,11,gpt-4o-mini,Safety,Full body harness maintenance procedures.,200,°F,The harness and pads may be air dried or tumble dried on low heat not exceeding 200°F.,False,,,
4299,11,gemini-1.5-pro,Technical,Solid dielectric components of wind turbines,5.0,pC,"IEEE, IEC, and ICEA standards require an off-line 50/60 Hz PD test with better than 5 pC sensitivity to determine whether or not components are in or out of specification.",False,,,
4303,11,gemini-1.5-pro,Technical,"Turbine foundations, Operational phase, Anchor bolts",90.0,%,"If the population of tested anchor bolts has an average “as found” tension of less than 90% of the engineered specified value, that tower is to be deemed a failure, thus requiring 100% re-tensioning.",False,,,
4364,11,gpt-4o-mini,Technical,Operational phase,320,mm2/sec,"The viscosity of wind turbine gear oil is normally 320 mm2/sec, which is referred to as ISO VG 320.",False,,,
4385,11,gpt-4o-mini,Technical,Transformers during operation phase,1,,A PI value of less than 1 indicates possible deterioration and that the transformer is in need of repair.,False,,,
4428,11,gemini-1.5-pro,Technical,Gearbox lubrication,600.0,ppm,Water content in gear lube oil shall not exceed 600 ppm.,False,,,
4432,11,deepseek-chat,Spatial,All offshore wind farms in designated maritime zones,1,nautical mile,Wind turbines must maintain a minimum distance of 1 nautical mile from shipping lanes.,False,,,
4438,11,gpt-4o-mini,Technical,Converter maintenance phase,5,years,Coolant should be completely replaced (to renew the corrosion inhibitors) every 5 years unless otherwise specified by the manufacturer.,False,,,
4448,11,deepseek-chat,Safety,All offshore wind O&M platforms,20,meters,Helicopter landing areas on offshore platforms must have a minimum diameter of 20 meters,False,,,
4450,11,gemini-1.5-pro,Technical,IEEE 48 Terminations,5.0,pC,No PD >5pC up to 1.5Uo,True,"201, 222","201, 222","Page 201: ""...e equal to the level of system over voltage protection which is typically 2 times the operating voltage for 35 kv systems (line to ground, 1.0uo). cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table b: cable system insulation test standards."" | ""...ge protection which is typically 2 times the operating voltage for 35 kv systems (line to ground, 1.0uo). cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table b: cable system insulation test standards.""
Page 222: ""...ondi- tion of the mechanical connection of cable system joints and termina- tions. off-line 50 hz or 60 hz pd testing is recommended every 5 years. cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table a: cable system insulation test standards."" | ""...f cable system joints and termina- tions. off-line 50 hz or 60 hz pd testing is recommended every 5 years. cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table a: cable system insulation test standards."""
4451,11,gemini-1.5-pro,Technical,IEEE 404 Joints,5.0,pC,No PD >5pC up to 1.5Uo,True,"201, 222","201, 222","Page 201: ""...e equal to the level of system over voltage protection which is typically 2 times the operating voltage for 35 kv systems (line to ground, 1.0uo). cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table b: cable system insulation test standards."" | ""...ge protection which is typically 2 times the operating voltage for 35 kv systems (line to ground, 1.0uo). cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table b: cable system insulation test standards.""
Page 222: ""...ondi- tion of the mechanical connection of cable system joints and termina- tions. off-line 50 hz or 60 hz pd testing is recommended every 5 years. cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table a: cable system insulation test standards."" | ""...f cable system joints and termina- tions. off-line 50 hz or 60 hz pd testing is recommended every 5 years. cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table a: cable system insulation test standards."""
4456,11,gemini-1.5-pro,Technical,Gearbox lubrication,10.0,ml,Foam in gear lube oil after 10 minutes settling time shall not exceed 10 ml.,False,,,
4472,11,gemini-1.5-pro,Technical,Wind turbine gearbox,1000.0,,"The full-flow filter installed on the gearbox should meet or exceed specifications. Specifications include, but are not limited to: filter rating (particle size where ß X(C) ≥ 1000), differential pressure (ΔP), compatibility, and integrity.",False,,,
4555,11,gpt-4o-mini,Technical,Collector ring assembly,0.003,inches,The textbook limit for out-of-roundness on a collector ring is 0.003”.,False,,,
4571,11,deepseek-chat,Spatial,North Sea exclusive economic zone,1,nautical mile,Minimum 1 nautical mile separation between turbine arrays and shipping lanes,False,,,
4575,11,deepseek-chat,Technical,All offshore installations in EU waters,50,year return period,Substation platforms shall be designed to withstand 1-in-50-year wave heights with additional safety factors,False,,,
4622,11,gpt-4o-mini,Technical,Insulation testing for AC electric machinery.,2300,V,"Recommended Practice for Insulation Testing of AC Electric Machinery (2300 V and Above) with High Direct Voltage, IEEE Std. 95-2002, 2002.",False,,,
4652,11,deepseek-chat,Environmental,North Sea Exclusive Economic Zone,15,meters,All turbine foundations must maintain a minimum clearance of 15 meters from the seabed to protect benthic habitats,False,,,
4658,11,gpt-4o-mini,Technical,Bearings during operation,82,°C,The temperature should be no more than 82°C on the bearing housing.,True,308,308,"Page 308: ""...ondition monitoring procedures in general, the temperature sensor must be attached in close proximity to the bearing/component under analysis. 1. simple troubleshooting rules for bearings the temperature should be no more than 82°c on the bearing housing. the bearing outer ring can be up to 11°c hotter than the housing. note that lubri- cants are typically selected to run at lower temperatures and a temperature rise of 28°c may cause oil viscosity t..."""
4660,11,gpt-4o-mini,Technical,Wind turbine operation,6,months,Full-flow filters are changed at a convenient service interval.,True,37,37,"Page 37: ""...specific site may be specified by the gearbox or turbine manufacture, or by an in-house specification. 3.1. on-time this is the strategy used by the majority of wind turbine operators. full-flow filters are changed at a convenient service interval. currently, the most common service interval for land-based turbines is 6 months. because filters are expected to last a minimum of 6 months, many are changed before dirt holding capacity has been..."""
4666,11,gpt-4o-mini,Safety,Transmission lines,25,feet,Clearance 2 distance shall be a minimum of 25 feet radial clearance between vegetation and all phase conductors under all rated electrical operating conditions.,False,,,
4669,11,gpt-4o-mini,Technical,Operational phase,2.0,,General industry condemning limits are 2.0 over new oil value.,False,,,
4670,11,gpt-4o-mini,Technical,Interior tower basement wall,75,kips,"Technician should sign interior tower basement wall under the doorway with initials, date, and description of work, i.e. 10% tension @ 75 kips, and company abbreviations.",False,,,
4735,11,gpt-4o-mini,Technical,Electric motors and generators during operation,135,°C,The machine should alert a warning condition when the winding temperature is greater than 135°C.,False,,,
4765,11,gpt-4o-mini,Technical,Separable Connectors (IEEE 386),3,pC,No PD >3pC up to 1.3Uo,True,"201, 222","201, 222","Page 201: ""...g voltage for 35 kv systems (line to ground, 1.0uo). cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table b: cable system insulation test standards.""
Page 222: ""...z or 60 hz pd testing is recommended every 5 years. cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table a: cable system insulation test standards."""
4766,11,gemini-1.5-pro,Technical,IEEE 386 Separable Connectors,3.0,pC,No PD >3pC up to 1.3Uo,True,"201, 222","201, 222","Page 201: ""...g voltage for 35 kv systems (line to ground, 1.0uo). cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table b: cable system insulation test standards.""
Page 222: ""...z or 60 hz pd testing is recommended every 5 years. cable component thresholds ieee 48 terminations no pd >5pc up to 1.5uo ieee 404 joints no pd >5pc up to 1.5uo ieee 386 separable connectors no pd >3pc up to 1.3uo icea s-94-649 mv cable no pd >5pc up to 2uo* table a: cable system insulation test standards."""
4777,11,gemini-1.5-pro,Technical,Insulating fluid in transformers,26.0,kV,Filtration should be continued until the dielectric test of the insulating fluid is 26 kV or better.,False,,,
4783,11,gemini-1.5-pro,Technical,"Generator Collector Ring Assembly, Collector Rings",0.003,,"The textbook limit for out-of-roundness on a collector ring is 0.003""",False,,,
4799,11,gpt-4o-mini,Technical,Converter maintenance phase,6,months,Coolant level and refractive index should be tested every 6 months unless otherwise specified by the manufacturer.,False,,,
4823,11,deepseek-chat,Technical,Fixed-bottom offshore wind turbines,100,years,Wind turbine foundations must withstand a 100-year return period storm event.,False,,,
4849,11,gpt-4o-mini,Technical,Oil sampling procedures for wind turbine gearboxes.,3.5,oz,Purge with approximately the same amount of oil as the sample bottle size from a recommended sampling port.,False,,,
4889,11,deepseek-chat,Technical,All offshore structures,1.5,safety factor,Wind turbine foundations must withstand 100-year extreme wave conditions with a safety factor of 1.5,False,,,
4894,11,gpt-4o-mini,Technical,Base tensioning for tower foundations,10,%,The tensioning process shall be conducted by randomly selecting 10% of the interior anchor bolts and 10% of the exterior anchor bolts.,False,,,
4903,11,deepseek-chat,Technical,All offshore structures in North Sea,25,meters,Turbine foundations must withstand wave heights of at least 25 meters,False,,,
4917,11,gemini-1.5-pro,Technical,Concrete testing for foundations,50.0,cubic yards,"Concrete test cylinders shall be made following the recommendations of the ACI, with one set made within the first 50 cubic yards placed and one additional set made within each 150 cubic yards placed thereafter or according to foundation specifications.",False,,,
4929,11,gpt-4o-mini,Technical,Blade production phase,1,mΩ,Resistance measurements must be performed with a calibrated ‘4-point measuring method’ instrument and all individual sub-connections must demonstrate resistances below 1 mΩ.,False,,,
4964,11,gpt-4o-mini,Technical,Operational phase,3,years,The spring force should be checked every year with an appropriate spring scale device and springs should be replaced every 3 to 5 years depending on type of application.,False,,,
4993,11,gpt-4o-mini,Technical,"Operational phase, specifically related to wind turbine gear oil.",100,ppm,Water greater than 100 ppm (0.01%) will reduce bearing life significantly.,False,,,
5036,11,deepseek-chat,Safety,All rotating components,22,meters,Minimum clearance between turbine blades and sea surface at lowest astronomical tide must be,False,,,
5043,11,gpt-4o-mini,Technical,Transformers during operation phase,1.25,,DAR readings below 1.25 indicate cause for investigation or repair of the transformer.,False,,,
5044,11,deepseek-chat,Technical,All offshore installations,70,m/s,Wind turbines must withstand extreme wind speeds of,False,,,
5067,11,gemini-1.5-pro,Technical,"Generator Collector Ring Assembly, Brush Holder",3.0,mm,"the distance between holder and slip ring surface is no more than 3 mm (0.125"")",False,,,
5069,11,gpt-4o-mini,Technical,Construction phase,5,days,"Submit reports of activities, actions taken, and test results to Company Construction, Inc. within five (5) calendar days of completion.",False,,,
5077,11,gpt-4o-mini,Technical,Inspection and testing phase,2,days,"Reports indicating non-compliance with contract documents shall be submitted to Company Construction, Inc. within two (2) calendar days of completion.",False,,,
5096,11,gpt-4o-mini,Technical,Transformers during operation phase,0.5,%,"The TTR is performed to ensure that the turns ratio of the transformer is correct by verifying that none of the transformer windings are shorted. Generally, values should not exceed 0.5% as compared to the calculated value or the adjacent coils.",False,,,
5106,11,deepseek-chat,Technical,All offshore installations,50,year return period,Tower structures must withstand 1-in-50-year extreme wind conditions,False,,,
5148,11,gemini-1.5-pro,Safety,Document management,3.0,working days,"Customer/owner, supplier, subcontractor, or consultant that receives copies is required to acknowledge in writing within 3 working days receipt of the associated documents.",False,,,
5160,11,gemini-1.5-pro,Technical,"Turbine foundations, Anchor Bolts",100.0,percent,One hundred percent tensioning should be completed to the highest engineered specified value.,False,,,
5168,11,gpt-4o-mini,Technical,Operational phase,4,times per year,Thermography should be done quarterly.,False,,,
5170,11,gpt-4o-mini,Technical,Gearbox filters,1000,,"Specifications include, but are not limited to: filter rating (particle size where ß X(C) ≥ 1000), differential pressure (ΔP), compatibility, and integrity.",False,,,
5185,11,gpt-4o-mini,Technical,Brush holder assembly,3,mm,The distance between holder and slip ring surface is no more than 3 mm (0.125”).,False,,,
5188,11,deepseek-chat,Technical,All offshore installations,18.5,meters,Substation platforms must withstand wave heights with a 100-year return period,False,,,
5196,11,deepseek-chat,Technical,All offshore installations,25,meters,Substation platforms must withstand wave heights of,False,,,
5207,11,gpt-4o-mini,Technical,Operational phase,1,year,Visual and infrared camera inspections are recommended on a yearly basis.,False,,,
5218,11,gpt-4o-mini,Technical,Electrical insulation in generators,5000,megohms,Insulation resistance testing is covered in detail in IEEE Standard 43-2000.,False,,,
5272,11,gpt-4o-mini,Technical,Wind turbine generation plants,100,MW,Mandatory reporting begins for plants with a total installed capacity between 100 MW and 199.99 MW.,False,,,
5277,11,deepseek-chat,Technical,All offshore wind turbines exceeding 200 feet in height,200,feet,Wind turbines must be equipped with aircraft warning lights meeting FAA specifications,False,,,
5282,11,gpt-4o-mini,Technical,Turbine foundations,50,cubic yards,"Concrete test cylinders shall be made following the recommendations of the ACI, with one set made within the first 50 cubic yards placed and one additional set made within each 150 cubic yards placed thereafter or according to foundation specifications.",False,,,
