row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,match_type,pages_found,highlighted_pages,matching_text_snippets,similarity_score
4916,40,gpt-4o-mini,Safety,Active North Atlantic right whale areas during vessel transit.,10.0,kn,All LOA Holder's vessels must transit at 10 kn or less within any active North Atlantic right whale.,none,,,,0.0
4926,40,gemini-1.5-pro,Environmental,Transit within 500m of a large whale (excluding North Atlantic right whale),10.0,kn,"LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less when any large whale (other than a North Atlantic right whale) is observed within 500 meters (m; 1,640 feet (ft)) of an underway vessel",none,,,,0.0
4934,40,gpt-4o-mini,Technical,Bubble curtain installation during construction phase.,100.0,percent,"The lowest bubble ring must be in contact with the seafloor for the full circumference of the ring, and the weights attached to the bottom ring must ensure 100-percent seafloor contact.",none,,,,0.0
4939,40,gpt-4o-mini,Technical,Construction phase,24.0,hours,"LOA Holder must ensure the detection is reported as soon as possible to NMFS, but no longer than 24 hours after the detection.",none,,,,0.0
4951,40,gpt-4o-mini,Safety,Vessels operating in marine environments during construction activities.,10.0,kn,LOA Holder's vessels underway must not divert or alter course to approach any marine mammal.,exact,7,7,"Page 7: ""...does not apply to any vessel towing gear or any situation where respecting the relevant separation distance would be unsafe (i.e., any situation where the vessel is navigationally constrained); (13) loa holder's vessels underway must not divert or alter course to approach any marine mammal. if a separation distance is triggered, any vessel underway must avoid abrupt changes in course direction and transit at 10 kn or less until the animal is outside the relevant separation distance; (14...""",1.0
5027,40,deepseek-chat,Technical,All offshore wind facilities in US waters,30,%,Substation foundations must be designed to withstand a 100-year storm event with 30% additional safety margin,none,,,,0.0
5040,40,gpt-4o-mini,Safety,Specified geographical region during project activities involving vessels.,10.0,kn,"LOA Holder must comply with the following vessel strike avoidance measures, unless an emergency situation presents a threat to the health, safety, or life of a person.",none,,,,0.0
5063,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,1.0,PAM operator per acoustic data stream,"Concurrently, at least one PAM operator per acoustic data stream (equivalent to the number of acoustic buoys) must be actively monitoring for marine mammals 60 minutes before, during, and 30 minutes after impact pile driving or UXO/MEC detonation in accordance with a NMFS-approved PAM Plan",none,,,,0.0
5103,40,gpt-4o-mini,Safety,Impact pile driving phase,15.0,minutes,Impact pile driving must be delayed until the animal has been visually observed exiting the clearance zone or until a specific time period has elapsed with no further sightings.,none,,,,0.0
5149,40,gpt-4o-mini,Technical,In-water survey gear usage during construction.,1700.0,lbs,"All fishery survey-related lines must include the breaking strength of all lines being less than 1,700 pounds (lbs).",none,,,,0.0
5161,40,gemini-1.5-pro,Technical,UXO/MEC detonation reporting,95.0,percent,"The final report must include at least the maximum, mean, minimum, median (L 50) and L 5 (95 percent exceedance) statistics for each metric.",none,,,,0.0
5182,40,gpt-4o-mini,Safety,Survey activities using acoustic sources.,30.0,minutes,LOA Holder is required to ramp-up acoustic sources prior to commencing full power and ensure visual clearance zones are fully visible.,none,,,,0.0
5230,40,gemini-1.5-pro,Environmental,UXO/MEC detonation,24.0,hours,"For any UXO/MEC detonation, these systems must be monitored for 24 hours and immediately prior to blasting",none,,,,0.0
5235,40,gemini-1.5-pro,Technical,UXO/MEC detonation mitigation,72.0,hours,LOA Holder must provide NMFS Office of Protected Resources with a bubble curtain performance test and maintenance report to review within 72 hours after each UO/MEC is detonated.,none,,,,0.0
5254,40,claude-3-haiku-20240307,Safety,Cofferdams and goal posts,12,hours,All installation and removal of sheet piles for cofferdams and casing pipes for goal posts must only occur for up to 12 hours for each cofferdam and up to 1 hour daily for each goal post (within a single 24-hour period),none,,,,0.0
5265,40,gpt-4o-mini,Technical,Operational phase,30.0,semester hours,All PSOs and PAM operators must have successfully attained a bachelor's degree from an accredited college or university with a major in one of the natural sciences.,none,,,,0.0
5267,40,gemini-1.5-pro,Environmental,North Atlantic right whale sightings,24.0,hours,"must ensure the sighting is immediately (if not feasible, as soon as possible and no longer than 24 hours after the sighting) reported to NMFS and the Right Whale Sightings Advisory System (RWSAS)",none,,,,0.0
5379,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,24.0,hours,LOA Holder must conduct PAM for at least 24 hours immediately prior to pile driving or UXO/MEC detonation activities.,none,,,,0.0
5389,40,gpt-4o-mini,Technical,UXO/MEC detonation operations,0.5,m [3]/(minute*m),LOA Holder must deploy at least a double big bubble curtain during all UXO/MEC detonations.,exact,12,12,"Page 12: ""...e used. clearance zone size is measured using the radial distance from the uxo/mec to be detonated; (8) loa holder must utilize nmfs-approved pam systems, as described in (c)(17) of this section. (9) loa holder must deploy at least a double big bubble curtain during all uxo/mec detonations. the bubble curtain must be deployed at a distance that avoids damage to the hose nozzles: (i) any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m3/(minute*m). t...""",1.0
5396,40,gpt-4o-mini,Safety,UXO/MEC detonation operations,1.0,detonation,No more than one detonation may occur within a 24-hour period.,none,,,,0.0
5429,40,gpt-4o-mini,Technical,Hydrophone calibration during construction and operation phases.,0.75,dB,"If any in-situ calibration checks for hydrophones reveal a calibration drift greater than 0.75 dB, LOA Holder must indicate full details of the calibration procedure, results, and any associated issues in the 48-hour interim reports.",none,,,,0.0
5432,40,claude-3-haiku-20240307,Technical,Passive Acoustic Monitoring (PAM) systems,1,km,"The PAM system components (i.e., acoustic buoys) must not be placed closer than 1 km to the pile being driven so that the activities do not mask the PAM system.",none,,,,0.0
5446,40,gemini-1.5-pro,Environmental,HRG surveys,30.0,minutes,"PSOs on HRG vessels must begin monitoring 30 minutes prior to activating acoustic sources, during the use of these acoustic sources, and for 30 minutes after use of these acoustic sources has ceased",none,,,,0.0
5473,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities using aerial platform,2.0,PSOs,"If an aerial platform is required or used (per § 217.264(e)(7)), at least two on-duty PSOs must be actively searching for marine mammals.",none,,,,0.0
5522,40,claude-3-haiku-20240307,Safety,Vessels,500,meters,LOA Holder's vessels must maintain a minimum separation distance of 500 m from North Atlantic,exact,6,6,"Page 6: ""...quent detection shall trigger a 24-hour reset. a slowdown in the transit corridor expires when there has been no further visual or acoustic detection in the transit corridor in the past 24 hours; (9) loa holder's vessels must maintain a minimum separation distance of 500 m from north atlantic right whales. if underway, all vessels must steer a course away from any sighted north atlantic right whale at 10 kn or less such that the 500-m minimum separation distance requirement is not violate...""",1.0
5544,40,gpt-4o-mini,Safety,Impact pile driving and UXO/MEC detonation activities.,3.0,,At least three on-duty PSOs must be stationed and observing from the activity platform during impact pile driving or UXO/MEC detonation.,none,,,,0.0
5609,40,gemini-1.5-pro,Technical,Pile driving platform during pile driving activities,3.0,,"LOA Holder must utilize PSO(s) and PAM operator(s), as described in § 217.265(c). At least three on duty PSOs must be on the pile driving platform.",none,,,,0.0
5615,40,gpt-4o-mini,Safety,UXO/MEC detonation operations,10.0,units,"LOA Holder may detonate a maximum of 10 UXO/MECs, of varying sizes but no larger than 1,000 pounds (lbs; 454 kilograms (kg)) charge weight (i.e., E12), over the effective period of this rulemaking and LOA.",none,,,,0.0
5773,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,3.0,PSOs,At least three on-duty PSOs must be stationed and observing from the activity platform during impact pile driving or UXO/MEC detonation and at least three on-duty PSOs must be stationed on each dedicated PSO vessel.,none,,,,0.0
5887,40,gemini-1.5-pro,Safety,Vessel transit,16.0,VHF Channel,"LOA Holder must continuously monitor the U.S. Coast Guard VHF Channel 16 at the onset of transiting through the duration of transiting, over which North Atlantic right whale sightings are broadcasted.",none,,,,0.0
5950,40,gemini-1.5-pro,Technical,Waters around pile driving activity,2.0,,"Two dedicated-PSO vessels must be used at least 60 minutes before, during, and 30 minutes after all pile driving",none,,,,0.0
5959,40,claude-3-haiku-20240307,Safety,Vibratory pile driving for cofferdams and casing pipes,30,minutes,"LOA Holder must utilize PSO(s), as described in § 217.265(d). At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation",none,,,,0.0
5976,40,claude-3-haiku-20240307,Safety,Underway vessels,10,knots,"LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less when any large whale (other than a North Atlantic right whale) is observed within 500 meters (m; 1,640 feet (ft)) of an underway vessel.",none,,,,0.0
5995,40,gpt-4o-mini,Technical,"Northwestern Atlantic Ocean offshore environment, PSO and PAM operator roles.",90.0,days,Lead PSO or PAM operators must be unconditionally approved and have a minimum of 90 days in a northwestern Atlantic Ocean offshore environment performing the role.,none,,,,0.0
6010,40,gemini-1.5-pro,Technical,Bubble curtain deployment for UXO/MEC detonation,100.0,percent,The bubble curtain(s) must surround 100 percent of the piling perimeter throughout the full depth of the water column,none,,,,0.0
6020,40,gemini-1.5-pro,Technical,Bubble curtain specifications for UXO/MEC detonation,0.5,m^3/(minute*m),Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m^3/(minute*m),none,,,,0.0
6023,40,gpt-4o-mini,Safety,UXO/MEC detonation activities.,48.0,hours,LOA Holder must provide NMFS Office of Protected Resources with notification of planned UXO/MEC detonation as soon as possible but at least 48 hours prior to the planned detonation.,none,,,,0.0
6063,40,gpt-4o-mini,Environmental,UXO/MEC detonation,24.0,hours,"For any UXO/MEC detonation, these systems must be monitored for 24 hours and immediately prior to blasting.",none,,,,0.0
6071,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,24.0,hours,The PAM operator must review all detections from the previous 24-hour period immediately prior to pile driving and UXO/MEC detonation activities.,none,,,,0.0
6108,40,gemini-1.5-pro,Technical,Personnel Certification (PSO/PAM),5.0,years,A conditionally-approved PSO or PAM operator may be one who has completed training in the last 5 years but has not yet attained the requisite field experience.,none,,,,0.0
