row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
3667,40,gemini-1.5-pro,Technical,Hydrophone calibration for sound level measurements,2.0,years,"Hydrophone calibration must conform to International Electrotechnical Commission (IEC) 60565, or an equivalent standard procedure, from a factory or accredited source.",False,,,
3700,40,gemini-1.5-pro,Technical,"Pile driving activities during offshore wind farm construction, specifically monopile installation",3.0,,"LOA Holder must conduct sound field verification (SFV) measurements during pile driving activities associated with the installation of, at minimum, the first three monopile foundations.",False,,,
3707,40,gemini-1.5-pro,Technical,Sound measurements during foundation installation and UXO/MEC operations,95.0,percent,"LOA Holder must report estimated marine mammal Level A harassment and Level B harassment acoustic isopleths, calculated using the maximum-overdepth L5 (95 percent exceedance level, maximum of both hydrophones) of the associated sound metric",False,,,
3712,40,gpt-4o-mini,Safety,Operational phase,30.0,minutes,"During this 30-minute pre-start clearance period, the entire applicable clearance zones must be visible.",False,,,
3732,40,claude-3-haiku-20240307,Technical,Passive Acoustic Monitoring (PAM) systems,10,km,The PAM system must be able to detect a vocalization of North Atlantic right whales up to 10 km (6.2 mi).,False,,,
3733,40,gemini-1.5-pro,Environmental,Marine mammal protection during pre-deployment phase,1.0,nmi,"If marine mammals are sighted within 1 nmi of the planned location and 15 minutes before gear deployment, then LOA Holder and/or its cooperating institutions, contracted vessels, or commercially hired captains, as appropriate, must move the vessel away from the marine mammal to a different section of the sampling area. If, after moving on, marine mammals are still visible from the vessel, LOA Holder and its cooperating institutions, contracted vessels, or commercially hired captains must move again or skip the station",False,,,
3760,40,gpt-4o-mini,Safety,Fishery monitoring surveys during construction activities.,15.0,minutes,Gear may be deployed after 15 minutes of no marine mammal sightings within 1 nautical mile of the sampling station.,False,,,
3790,40,gpt-4o-mini,Safety,In-water activities,60.0,days,A description of the training program must be provided to NMFS at least 60 days prior to the initial training before in-water activities begin.,False,,,
3810,40,gpt-4o-mini,Technical,Monitoring during construction phase,90.0,days,"Full detection data, metadata, and location of recorders from all real time hydrophones used for monitoring during construction must be submitted within 90 calendar days following completion of activities requiring PAM for mitigation.",False,,,
3846,40,gemini-1.5-pro,Environmental,Reporting requirement following marine mammal monitoring,30.0,days,LOA Holder must provide a final report within 30 days following resolution of NMFS' comments on the draft report.,False,,,
3856,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm development,5.0,km,"If the clearance zone is larger than 5 km, at least one dedicated PSO vessel (with at least three on-duty PSOs) and an aerial platform (with at least two on-duty PSOs) must be used",False,,,
3872,40,gemini-1.5-pro,Environmental,Marine mammal protection during UXO/MEC detonation,10.0,dB,"LOA Holder must not exceed modeled distances to NMFS marine mammal Level A harassment and Level B harassment thresholds, assuming 10-dB attenuation, for UXO/MEC detonations.",False,,,
3889,40,gemini-1.5-pro,Technical,Marine mammal exclusion zones,60.0,minutes,Clearance zones must be fully visible for at least 60 minutes and all marine mammal(s) must be [excluded],False,,,
3893,40,gpt-4o-mini,Safety,Installation of sheet piles and casing pipe during construction phase.,30.0,minutes,"Sheet pile or casing pipe installation must only commence when visual clearance zones are fully visible and clear of marine mammals, as determined by the Lead PSO, for at least 30 minutes immediately prior to initiation of vibratory pile driving.",False,,,
3904,40,gemini-1.5-pro,Jurisdictional,Letter of Authorization (LOA) for incidental take of marine mammals,2028.0,year,"An LOA, unless suspended or revoked, may be effective for a period of time not to exceed October 12, 2028.",False,,,
3905,40,gemini-1.5-pro,Environmental,Cofferdam and casing pipe installation,2.0,,"LOA Holder must utilize PSO(s), as described in § 217.265(d). At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation.",False,,,
3908,40,claude-3-haiku-20240307,Safety,Offshore wind farm construction,"[15, 30]",minutes,"If pile driving has been shut down due to the presence of a marine mammal other than a North Atlantic right whale, pile driving must not restart until either the marine mammal(s) has voluntarily left the specific clearance zones and has been visually or acoustically confirmed beyond that clearance zone, or, when specific time periods have elapsed with no further sightings or acoustic detections have occurred. The specific time periods are 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other marine mammal species.",False,,,
3909,40,gpt-4o-mini,Safety,Operational phase,60.0,minutes,"Prior to a ramp-up procedure starting or activating acoustic sources, the acoustic source operator must notify a designated PSO of the planned start of ramp-up as agreed upon with the Lead PSO.",False,,,
3957,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm development,1.0,detonation,No more than one detonation may occur within a 24-hour period,True,12,12,"Page 12: ""...e effective period of this rulemaking and loa; (3) loa holder must not detonate uxo/mecs from november 1 through april 31, annually; (4) uxo/mec detonations must only occur during daylight hours; (5) no more than one detonation may occur within a 24-hour period; (6) loa holder must establish and implement clearance zones for uxo/mec detonation using both visual and acoustic monitoring, as described in paragraphs (c)(7), (8), and (12) through (14) of this se..."""
3959,40,gemini-1.5-pro,Environmental,Interaction with North Atlantic right whales,500.0,m,LOA Holder's vessels must maintain a minimum separation distance of 500 m from North Atlantic right whales.,False,,,
3996,40,gemini-1.5-pro,Environmental,Installation of sheet piles and casing pipe,30.0,minutes,"Sheet pile or casing pipe installation must only commence when visual clearance zones are fully visible (e.g., not obscured by darkness, rain, fog, etc.) and clear of marine mammals, as determined by the Lead PSO, for at least 30 minutes immediately prior to initiation of vibratory pile driving.",False,,,
4000,40,gemini-1.5-pro,Reporting,In-water construction activities,60.0,days,A description of the training program must be provided to NMFS at least 60 days prior to the initial training before in-water activities begin.,False,,,
4012,40,deepseek-chat,Technical,Fixed-bottom turbines in North Sea,50,year return period,Turbine foundations must withstand 1-in-50-year extreme wave conditions,False,,,
4027,40,gpt-4o-mini,Safety,Clearance zone during UXO/MEC detonations,60.0,minutes,"Detonation may only commence if all marine mammals have been confirmed to have voluntarily left the clearance zones and been visually confirmed to be beyond the clearance zone, or when 60 minutes have elapsed without any redetections for whales (including the North Atlantic right whale) or 15 minutes have elapsed without any redetections of delphinids, harbor porpoises, or seals.",False,,,
4134,40,gemini-1.5-pro,Safety,Vessel transit in North Atlantic right whale areas,10.0,kn,All LOA Holder's vessels must transit at 10 kn or less within any active North Atlantic right whale [area],False,,,
4137,40,gpt-4o-mini,Safety,"10 kilometers around transiting vessels, operational phase",10.0,kn,"If a North Atlantic right whale is reported via any of the monitoring systems within 10 kilometers of a transiting vessel(s), that vessel must operate at 10 knots or less for 24 hours following the reported detection.",False,,,
4142,40,gpt-4o-mini,Safety,"Transit corridor, operational phase",10.0,kn,"If a North Atlantic right whale is detected via visual observation or PAM within or approaching the transit corridor, all crew transfer vessels must travel at 10 kn or less for 24 hours following the detection.",False,,,
4150,40,deepseek-chat,Spatial,German EEZ wind energy areas,1,kilometers,Minimum 1km spacing between wind turbines in array configuration,False,,,
4173,40,gemini-1.5-pro,Environmental,Mitigation measures for foundation installation noise levels,3.0,monopiles,"If any of the interim SFV measurement reports submitted for the first three monopiles indicate the modeled distances to NMFS marine mammal Level A harassment and Level B harassment thresholds assuming 10-dB attenuation, then LOA Holder must implement additional sound attenuation measures on all subsequent foundations.",False,,,
4193,40,gemini-1.5-pro,Technical,Offshore wind farm construction (marine mammal observation),7.0,x magnification,PSOs must use standard handheld (7x) binoculars,False,,,
4213,40,gpt-4o-mini,Environmental,Pile driving activities related to offshore wind farm construction.,30.0,minutes,"If pile driving has been shut down due to the presence of a North Atlantic right whale, pile driving may not restart until the North Atlantic right whale has neither been visually or acoustically detected for 30 minutes.",False,,,
4214,40,gpt-4o-mini,Safety,HRG surveys conducted during daylight and night.,1.0,PSO,At least one PSO must be on active duty monitoring during HRG surveys conducted during daylight and at least two PSOs must be on active duty monitoring during HRG surveys conducted at night.,False,,,
4219,40,gpt-4o-mini,Environmental,Operational phase,60.0,days,A 5-year report must be prepared and submitted within 60 calendar days following receipt of any NMFS Office of Protected Resources comments on the draft report.,False,,,
4224,40,claude-3-haiku-20240307,Safety,Offshore wind farm construction,30,minutes,"If pile driving has been shut down due to the presence of a North Atlantic right whale, pile driving may not restart until the North Atlantic right whale has neither been visually or acoustically detected for 30 minutes",False,,,
4268,40,gemini-1.5-pro,Environmental,Foundation installation,10.0,dB,"LOA Holder must optimize the sound attenuation systems ( *e.g.,* ensure hose maintenance, pressure testing, *etc.* ) to meet noise levels modeled, assuming 10-dB attenuation, within three piles or else foundation installation activities must cease until NMFS and LOA Holder can evaluate the situation and ensure future piles must not exceed noise levels modeled assuming 10-dB attenuation",False,,,
4327,40,gpt-4o-mini,Technical,PAM system deployment during construction phase.,1.0,km,The PAM system components must not be placed closer than 1 km to the pile being driven.,False,,,
4337,40,gpt-4o-mini,Safety,In-water construction activities,10.0,meters,"If a marine mammal is on a path towards or comes within 10 meters (m) (32.8 feet) of equipment, LOA Holder must cease operations until the marine mammal has moved more than 10 m on a path away from the activity to avoid direct interaction with equipment;",False,,,
4348,40,gpt-4o-mini,Environmental,Pile driving activities related to offshore wind farm construction.,15.0,minutes,"If pile driving has been shut down due to the presence of a marine mammal other than a North Atlantic right whale, pile driving must not restart until either the marine mammal(s) has voluntarily left the specific clearance zones and has been visually or acoustically confirmed beyond that clearance zone, or, when specific time periods have elapsed with no further sightings or acoustic detections have occurred.",False,,,
4378,40,gemini-1.5-pro,Technical,"Pile driving activities during offshore wind farm construction, specifically sound field verification",10.0,dB,"SFV measurements must continue until at least three consecutive piles demonstrate noise levels are at or below those modeled, assuming 10 decibels (dB) of attenuation.",False,,,
4384,40,gpt-4o-mini,Safety,Operational phase,100.0,meters,LOA Holder's vessels must maintain a minimum separation distance of 100 m from sperm whales and non-North Atlantic right whale baleen whales.,False,,,
4400,40,gemini-1.5-pro,Environmental,Acoustic source operation during construction,30.0,minutes,"If an acoustic source is shut down for a period longer than 30 minutes, all clearance and ramp-up procedures must be initiated.",False,,,
4411,40,gpt-4o-mini,Technical,Pile driving phase,20.0,Hz,The frequency range of SFV measurement systems must cover the range of at least 20 hertz (Hz) to 20 kilohertz (kHz).,False,,,
4420,40,gpt-4o-mini,Safety,Vessels operating in marine environments during construction activities.,10.0,kn,"If a plan is not submitted or approved by NMFS prior to vessel operations, all project vessels transiting, year round, must travel at speeds of 10-kn or less.",False,,,
4429,40,gemini-1.5-pro,Technical,"Construction phase, Passive Acoustic Monitoring (PAM) data",90.0,calendar days,"Full detection data, metadata, and location of recorders (or GPS tracks, if applicable) from all real time hydrophones used for monitoring during construction must be submitted within 90 calendar days following completion of activities requiring PAM for mitigation via the ISO standard metadata forms available on the NMFS Passive Acoustic Reporting System website.",False,,,
4441,40,gpt-4o-mini,Safety,Monitoring during WTG and OSS foundation installation and UXO/MEC detonations,4.0,hours,"PSOs and PAM operators must not exceed 4 consecutive watch hours on duty at any time, must have a 2-hour (minimum) break between watches, and must not exceed a combined watch schedule of more than 12 hours in a 24-hour period.",False,,,
4457,40,gemini-1.5-pro,Technical,Offshore wind farm construction (pile driving with bubble curtains),72.0,hours,LOA Holder must provide NMFS Office of Protected Resources with a bubble curtain performance test and maintenance report to review within 72 hours after each pile using a bubble curtain is installed.,False,,,
4463,40,gemini-1.5-pro,Reporting,Fishery surveys,24.0,hours,LOA Holder must report any lost gear associated with the fishery surveys to the NMFS GARFO Protected Resources Division as soon as possible or within 24 hours of the documented time of missing or lost gear.,False,,,
4467,40,gpt-4o-mini,Technical,Monopile installation,11.0,meters,Monopiles must be no larger than 11 m in diameter.,False,,,
4477,40,gpt-4o-mini,Safety,Vibratory pile driving associated with cofferdam and casing pipe installation,2.0,PSOs,"At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation.",False,,,
4489,40,gemini-1.5-pro,Environmental,Transit within 10km of a reported North Atlantic right whale,10.0,km,"If a North Atlantic right whale is reported via any of the monitoring systems within 10 kilometers (km; 6.2 miles (mi)) of a transiting vessel(s), that vessel must operate at 10 knots (kn; 11.5 miles per hour (mph)) or less for 24 hours following the reported detection",False,,,
4532,40,gemini-1.5-pro,Environmental,Fisheries monitoring surveys,15.0,minutes,"Survey gear must be deployed as soon as possible once the vessel arrives on station. Gear must not be deployed if there is a risk of interaction with marine mammals. Gear may be deployed after 15 minutes of no marine mammal sightings within 1 nautical mile (nmi; 1,852 m) of the sampling station",False,,,
4537,40,gemini-1.5-pro,Safety,Vessel operations in the vicinity of North Atlantic right whales,500.0,meters,"If a North Atlantic right whale is sighted within 500 m of an underway vessel, that vessel must reduce speed and shift the engine to neutral. Engines must not be engaged until the whale has moved outside of the vessel's path and beyond 500 m.",False,,,
4544,40,gpt-4o-mini,Technical,Pin pile installation,5.0,meters,Pin piles must be no larger than 5 m in diameter.,True,7,7,"Page 7: ""...d safely install and maintain the integrity of the piles must be used. hammer energies must not exceed 4,000 kilojoules for monopile installation. no more than two monopiles may be installed per day. pin piles must be no larger than 5 m in diameter. during all pin pile installation, the minimum amount of hammer energy necessary to effectively and safely install and maintain the integrity of the piles must be used. hammer energies must not exceed..."""
4550,40,gemini-1.5-pro,Environmental,Pile driving activities,180.0,days,LOA Holder must submit a Pile Driving Mitigation Plan to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of pile driving and abide by the Plan if approved.,False,,,
4581,40,gemini-1.5-pro,Safety,Vessel operations during construction,10.0,kn,"If a separation distance is triggered, any vessel underway must avoid abrupt changes in course direction and transit at 10 kn or less until the animal is outside the relevant separation distance.",False,,,
4582,40,gemini-1.5-pro,Technical,Dedicated PSO vessels during specified time periods around pile driving,3.0,,Each dedicated PSO vessel must have at least three PSOs on duty during these time periods.,False,,,
4584,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm development,10.0,UXO/MECs,"LOA Holder may detonate a maximum of 10 UXO/MECs, of varying sizes but no larger than 1,000 pounds (lbs; 454 kilograms (kg)) charge weight (i.e., E12), over the effective period of this rulemaking and LOA",False,,,
4590,40,gemini-1.5-pro,Environmental,UXO/MEC detonation - PAM,180.0,days,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of UXO/MEC detonations and abide by the Plan if approved.,False,,,
4614,40,gemini-1.5-pro,Environmental,UXO/MEC detonation during offshore wind farm activities,72.0,hours,"If an UXO/MEC detonation occurs, within 72 hours after a detonation but before the next detonation, whichever is sooner, LOA Holder must report to NMFS Office of Protected Resources the time, date, location (latitude/longitude Decimal Degrees), charge weight size, justification on why detonation was necessary and other means of removal or avoidance could not occur, all detections of marine mammals within the UXO/MEC zones, and any mitigative action taken.",False,,,
4615,40,gpt-4o-mini,Safety,Operational phase,24.0,hours,LOA Holder must report any lost gear associated with the fishery surveys to the NMFS GARFO Protected Resources Division as soon as possible or within 24 hours of the documented time of missing or lost gear.,False,,,
4671,40,gemini-1.5-pro,Technical,Offshore wind farm construction (marine mammal observation),25.0,x magnification,"PSOs must use high magnification (25x) binoculars, standard handheld (7x) binoculars",True,20,20,"Page 20: ""...collection software system (i.e., mysticetus or similar system) who must be responsible for requesting that the designated crewmember implement the necessary mitigation procedures (i.e., delay); (6) psos must use high magnification (25x) binoculars, standard handheld (7x) binoculars, and the naked eye to search continuously for marine mammals. during foundation installation and uxo/ mec detonations, at least two psos on the pile driving and detonation-dedicated pso vessel must b..."""
4756,40,gemini-1.5-pro,Technical,"Construction phase, Passive Acoustic Monitoring (PAM) data",90.0,days,The full acoustic recordings from real-time systems must also be sent to the National Centers for Environmental Information (NCEI) for archiving within 90 days following completion of activities requiring PAM for mitigation.,False,,,
4786,40,gpt-4o-mini,Safety,UXO/MEC detonation operations,5.0,km,"If the clearance zone is larger than 5 km, at least one dedicated PSO vessel (with at least three on-duty PSOs) and an aerial platform (with at least two on-duty PSOs) must be used.",False,,,
4829,40,gemini-1.5-pro,Environmental,In-water construction heavy machinery activities,10.0,meters,"For in-water construction heavy machinery activities listed in § 217.260(c), if a marine mammal is on a path towards or comes within 10 meters (m) (32.8 feet) of equipment, LOA Holder must cease operations until the marine mammal has moved more than 10 m on a path away from the activity to avoid direct interaction with equipment",False,,,
4874,40,gemini-1.5-pro,Technical,"Impact pile driving, Noise abatement systems, Bubble curtains",0.5,m^3/(minute*m),Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m^3/(minute*m). The bubble curtain(s) must surround 100 percent of the piling perimeter throughout the full depth of the water column.,False,,,
4877,40,gemini-1.5-pro,Safety,Vessel operations in the vicinity of delphinoid cetaceans and pinnipeds,50.0,meters,"If a delphinid cetacean or pinniped is sighted within 50 m of a transiting vessel, LOA Holder's vessel must shift the engine to neutral, with an exception made for those that approach the vessel. Engines must not be engaged until the animal(s) has moved outside of the vessel's path and beyond 50 m",False,,,
4884,40,gpt-4o-mini,Safety,"Construction phase, UXO/MEC detonations",60.0,minutes,Clearance zones must be fully visible for at least 60 minutes and all marine mammal(s) must be.,False,,,
4891,40,gpt-4o-mini,Safety,"500 meters around underway vessels, operational phase",500.0,m,"LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less when any large whale (other than a North Atlantic right whale) is observed within 500 meters of an underway vessel.",False,,,
4909,40,gemini-1.5-pro,Technical,Personnel Certification (PSO/PAM),5.0,years,"An unconditionally approved PSO or PAM operator is one who has completed training within the last 5 years and attained the necessary experience (i.e., demonstrate experience with monitoring for marine mammals at clearance and shutdown zone sizes similar to those produced during the respective activity).",False,,,
4916,40,gpt-4o-mini,Safety,Active North Atlantic right whale areas during vessel transit.,10.0,kn,All LOA Holder's vessels must transit at 10 kn or less within any active North Atlantic right whale.,False,,,
4926,40,gemini-1.5-pro,Environmental,Transit within 500m of a large whale (excluding North Atlantic right whale),10.0,kn,"LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less when any large whale (other than a North Atlantic right whale) is observed within 500 meters (m; 1,640 feet (ft)) of an underway vessel",False,,,
4934,40,gpt-4o-mini,Technical,Bubble curtain installation during construction phase.,100.0,percent,"The lowest bubble ring must be in contact with the seafloor for the full circumference of the ring, and the weights attached to the bottom ring must ensure 100-percent seafloor contact.",False,,,
4939,40,gpt-4o-mini,Technical,Construction phase,24.0,hours,"LOA Holder must ensure the detection is reported as soon as possible to NMFS, but no longer than 24 hours after the detection.",False,,,
4951,40,gpt-4o-mini,Safety,Vessels operating in marine environments during construction activities.,10.0,kn,LOA Holder's vessels underway must not divert or alter course to approach any marine mammal.,True,7,7,"Page 7: ""...does not apply to any vessel towing gear or any situation where respecting the relevant separation distance would be unsafe (i.e., any situation where the vessel is navigationally constrained); (13) loa holder's vessels underway must not divert or alter course to approach any marine mammal. if a separation distance is triggered, any vessel underway must avoid abrupt changes in course direction and transit at 10 kn or less until the animal is outside the relevant separation distance; (14..."""
4961,40,gemini-1.5-pro,Technical,UXO/MEC detonation mitigation,100.0,percent,"The lowest bubble ring must be in contact with the seafloor for the full circumference of the ring, and the weights attached to the bottom ring must ensure 100-percent seafloor contact",False,,,
5027,40,deepseek-chat,Technical,All offshore wind facilities in US waters,30,%,Substation foundations must be designed to withstand a 100-year storm event with 30% additional safety margin,False,,,
5040,40,gpt-4o-mini,Safety,Specified geographical region during project activities involving vessels.,10.0,kn,"LOA Holder must comply with the following vessel strike avoidance measures, unless an emergency situation presents a threat to the health, safety, or life of a person.",False,,,
5063,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,1.0,PAM operator per acoustic data stream,"Concurrently, at least one PAM operator per acoustic data stream (equivalent to the number of acoustic buoys) must be actively monitoring for marine mammals 60 minutes before, during, and 30 minutes after impact pile driving or UXO/MEC detonation in accordance with a NMFS-approved PAM Plan",False,,,
5091,40,gpt-4o-mini,Technical,In-water survey gear usage during construction.,90.0,minutes,Each chevron trap must have a vertical buoy line and must limit soak duration to 90 minutes or less.,False,,,
5103,40,gpt-4o-mini,Safety,Impact pile driving phase,15.0,minutes,Impact pile driving must be delayed until the animal has been visually observed exiting the clearance zone or until a specific time period has elapsed with no further sightings.,False,,,
5104,40,gemini-1.5-pro,Safety,Vessel operations in the vicinity of sperm whales and non-North Atlantic right whale baleen whales,100.0,meters,"If one of these species (sperm whales and non-North Atlantic right whale baleen whales) is sighted within 100 m of a transiting vessel, LOA Holder's vessel must reduce speed and shift the engine to neutral. Engines must not be engaged until the whale has moved outside of the vessel's path and beyond 100 m",False,,,
5149,40,gpt-4o-mini,Technical,In-water survey gear usage during construction.,1700.0,lbs,"All fishery survey-related lines must include the breaking strength of all lines being less than 1,700 pounds (lbs).",False,,,
5161,40,gemini-1.5-pro,Technical,UXO/MEC detonation reporting,95.0,percent,"The final report must include at least the maximum, mean, minimum, median (L 50) and L 5 (95 percent exceedance) statistics for each metric.",False,,,
5182,40,gpt-4o-mini,Safety,Survey activities using acoustic sources.,30.0,minutes,LOA Holder is required to ramp-up acoustic sources prior to commencing full power and ensure visual clearance zones are fully visible.,False,,,
5205,40,gemini-1.5-pro,Safety,Vessel transit,4.0,hours,"At the onset of transiting and at least once every 4 hours, vessel operators and/or trained crew member(s) must also monitor the project's Situational Awareness System, WhaleAlert, and relevant NOAA information systems such as the Right Whale Sighting Advisory System (RWSAS) for the presence of North Atlantic right whales",False,,,
5230,40,gemini-1.5-pro,Environmental,UXO/MEC detonation,24.0,hours,"For any UXO/MEC detonation, these systems must be monitored for 24 hours and immediately prior to blasting",False,,,
5235,40,gemini-1.5-pro,Technical,UXO/MEC detonation mitigation,72.0,hours,LOA Holder must provide NMFS Office of Protected Resources with a bubble curtain performance test and maintenance report to review within 72 hours after each UO/MEC is detonated.,False,,,
5237,40,gpt-4o-mini,Environmental,Operational phase,30.0,days,LOA Holder must provide a final report within 30 days following resolution of NMFS' comments on the draft report.,False,,,
5254,40,claude-3-haiku-20240307,Safety,Cofferdams and goal posts,12,hours,All installation and removal of sheet piles for cofferdams and casing pipes for goal posts must only occur for up to 12 hours for each cofferdam and up to 1 hour daily for each goal post (within a single 24-hour period),False,,,
5265,40,gpt-4o-mini,Technical,Operational phase,30.0,semester hours,All PSOs and PAM operators must have successfully attained a bachelor's degree from an accredited college or university with a major in one of the natural sciences.,False,,,
5267,40,gemini-1.5-pro,Environmental,North Atlantic right whale sightings,24.0,hours,"must ensure the sighting is immediately (if not feasible, as soon as possible and no longer than 24 hours after the sighting) reported to NMFS and the Right Whale Sightings Advisory System (RWSAS)",False,,,
5309,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm activities,48.0,hours,"LOA Holder must provide NMFS Office of Protected Resources with notification of planned UXO/MEC detonation as soon as possible but at least 48 hours prior to the planned detonation, unless this 48-hour notification would create delays to the detonation that would result in imminent risk of human life or safety.",False,,,
5340,40,gpt-4o-mini,Technical,UXO/MEC detonation activities,180.0,days,LOA Holder must submit a SFV Plan for UXO/MEC detonation to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of UXO/MEC detonation activities and abide by the Plan if approved.,False,,,
5356,40,gemini-2.5-flash,Environmental,Personnel (PSO and PAM operators) involved in marine mammal monitoring for the Ocean Wind 1 project during construction.,60.0,days,"LOA Holder must submit resumes for approval at least 60 days prior to PSO and PAM operator use. Resumes must include information related to relevant education, experience, and training, including dates, duration, location, and description of prior PSO or PAM operator experience. Resumes must be accompanied by relevant documentation of successful completion of necessary training.",False,,,
5366,40,gemini-1.5-pro,Technical,Offshore wind farm construction (foundation installation and UXO/MEC detonation),90.0,percent,"The report must include, at minimum: hammer energies/schedule used during pile driving, including, the total number of strikes and the maximum hammer energy; the model-estimated acoustic ranges (R 95 %) to compare with the real-world sound field measurements; the estimated UXO/MEC charge size (or physical size if charge size is unknown) and donor charge size in trinitrotoluene (TNT) equivalent weight for either high (donor charge used to detonate/destroy UXO/MEC) or low order detonations and description of UXO/MEC (e.g., munition type, state of submergence, approximate age); peak sound pressure level (SPL pk ), root-mean-square sound pressure level that contains 90 percent of the acoustic energy (SPL rms ), and sound exposure level (SEL, in single strike for pile driving, SEL ss ), for each hydrophone, including at least the maximum, arithmetic mean, minimum",False,,,
5375,40,gemini-1.5-pro,Safety,LOA Holder's vessels transiting and surveying,180.0,degrees,"LOA Holder's underway vessels (e.g., transiting, surveying) operating at any speed must have a dedicated visual observer on duty at all times to monitor for marine mammals within a 180° direction of the forward path of the vessel (90° port to 90° starboard) located at an appropriate vantage point for ensuring vessels are maintaining appropriate separation distances.",False,,,
5379,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,24.0,hours,LOA Holder must conduct PAM for at least 24 hours immediately prior to pile driving or UXO/MEC detonation activities.,False,,,
5389,40,gpt-4o-mini,Technical,UXO/MEC detonation operations,0.5,m [3]/(minute*m),LOA Holder must deploy at least a double big bubble curtain during all UXO/MEC detonations.,True,12,12,"Page 12: ""...e used. clearance zone size is measured using the radial distance from the uxo/mec to be detonated; (8) loa holder must utilize nmfs-approved pam systems, as described in (c)(17) of this section. (9) loa holder must deploy at least a double big bubble curtain during all uxo/mec detonations. the bubble curtain must be deployed at a distance that avoids damage to the hose nozzles: (i) any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m3/(minute*m). t..."""
5396,40,gpt-4o-mini,Safety,UXO/MEC detonation operations,1.0,detonation,No more than one detonation may occur within a 24-hour period.,False,,,
5429,40,gpt-4o-mini,Technical,Hydrophone calibration during construction and operation phases.,0.75,dB,"If any in-situ calibration checks for hydrophones reveal a calibration drift greater than 0.75 dB, LOA Holder must indicate full details of the calibration procedure, results, and any associated issues in the 48-hour interim reports.",False,,,
5432,40,claude-3-haiku-20240307,Technical,Passive Acoustic Monitoring (PAM) systems,1,km,"The PAM system components (i.e., acoustic buoys) must not be placed closer than 1 km to the pile being driven so that the activities do not mask the PAM system.",False,,,
5441,40,gpt-4o-mini,Safety,Post-detonation reporting for UXO/MEC activities.,72.0,hours,"If an UXO/MEC detonation occurs, within 72 hours after a detonation but before the next detonation, whichever is sooner, LOA Holder must report to NMFS Office of Protected Resources the time, date, location (latitude/longitude Decimal Degrees), charge weight size, justification on why detonation was necessary and other means of removal or avoidance could not occur, all detections of marine mammals within the UXO/MEC zones, and any mitigative action taken.",False,,,
5443,40,gpt-4o-mini,Technical,"Construction phase, bubble curtain performance",72.0,hours,LOA Holder must provide NMFS Office of Protected Resources with a bubble curtain performance test and maintenance report to review within 72 hours after each UO/MEC is detonated.,False,,,
5446,40,gemini-1.5-pro,Environmental,HRG surveys,30.0,minutes,"PSOs on HRG vessels must begin monitoring 30 minutes prior to activating acoustic sources, during the use of these acoustic sources, and for 30 minutes after use of these acoustic sources has ceased",False,,,
5452,40,gemini-1.5-pro,Environmental,"Construction phase, Pile driving and UXO/MEC detonation activities",1.0,business day,"If at any time [...] LOA Holder becomes aware of any issue [...] which may [...] call into question the validity of any measured Level A harassment or Level B harassment isopleths [...], LOA Holder must inform NMFS Office of Protected Resources within 1 business day of becoming aware of this issue or before the next pile is driven (or UXO/MEC is detonated), whichever comes first.",False,,,
5473,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities using aerial platform,2.0,PSOs,"If an aerial platform is required or used (per § 217.264(e)(7)), at least two on-duty PSOs must be actively searching for marine mammals.",False,,,
5480,40,gpt-4o-mini,Safety,HRG surveys using acoustic sources.,30.0,minutes,"PSOs on HRG vessels must begin monitoring 30 minutes prior to activating acoustic sources, during the use of these acoustic sources, and for 30 minutes after use of these acoustic sources has ceased.",False,,,
5492,40,gemini-1.5-pro,Environmental,Acoustic source operation during construction,30.0,minutes,"If an acoustic source is shut down for reasons other than mitigation for less than 30 minutes, acoustic sources may be activated again without ramp-up only if PSOs have maintained constant observation and no additional detections of any marine mammal occurred within the respective shutdown zones.",False,,,
