row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,match_type,pages_found,highlighted_pages,matching_text_snippets,similarity_score
4740,10,gpt-4o-mini,Jurisdictional,Noncompetitive lease acquisition process,0.25,dollars per acre,"If you request a noncompetitive lease, you must submit an acquisition fee of $0.25 per acre, unless otherwise set by the Director.",fuzzy,255,255,"Page 255: ""...if you request a noncompetitive lease, you must submit an acquisition fee of $0.25 per acre, unless otherwise set by the director, as provided in § 585.500. (b) if boem determines there is no competit...""",0.7202216066481995
4744,10,gpt-4o-mini,Jurisdictional,Revenue distribution among eligible States,27.0,percent,Eligible States share the 27 percent of the total revenues from the qualified project as mandated under the OCS Lands Act.,fuzzy,290,290,"Page 290: ""eligible states share the 27 percent of the total revenues from the qualified project as mandated under the ocs lands act. hence, if the qualified project 290""",0.8714285714285714
4771,10,gemini-1.5-pro,Jurisdictional,"Lease or grant termination, Decommissioning",2.0,years,"Within 2 years following termination of a lease or grant, you must remove or dispose of all facilities, installations, and other devices permanently or temporarily attached to the seabed on the OCS in accordance with your Plan approved by BOEM",fuzzy,116,116,"Page 116: ""...within 2 years following termination of a lease or grant, you must remove or dispose of all facilities, installations, and other devices permanently or temporarily attached to the seabed on the ocs in...""",0.9918367346938776
4778,10,gpt-4o-mini,Jurisdictional,Request for lease or grant suspension,90.0,days,You must submit a written request to BOEM that includes the following information no later than 90 days prior to the expiration of your appropriate lease or grant term.,fuzzy,241,241,"Page 241: ""...you must submit a written request to boem that includes the following information no later than 90 days prior to the expiration of your appropriate lease or grant term: (a) the reasons you are request...""",0.7304347826086957
4816,10,gpt-4o-mini,Jurisdictional,Limited lease data and information,3.0,years,BOEM will review data and information for possible release: At 3 years after the lease terminates.,fuzzy,104,104,"Page 104: ""bsee will review data and information for possible release: (1) commercial lease at the earlier of: (i) 3 years after the initiation of commercial generation; or 104""",0.6615969581749049
4856,10,gpt-4o-mini,Financial,Initial lease payment,12.0,months,You must pay ONRR the initial 12 months' rent 45 days after you receive the lease copies from BOEM in accordance with the requirements provided in § 585.500(a).,fuzzy,256,256,"Page 256: ""...you must pay onrr the initial 12 months' rent 45 days after you receive the lease copies from boem in accordance with the requirements provided in § 585.500(a). (2) you must pay onrr, under the regula...""",0.6438631790744467
4858,10,gemini-1.5-pro,Safety,All facilities and pertinent components of the mooring systems for any floating facilities,1.0,year,"You must submit a report annually to us no later than November 1 that must include: (1) A list of facilities inspected in the preceding 12 months; (2) The type of inspection employed, ( i.e., visual, magnetic particle, ultrasonic testing); and (3) A summary of the inspection indicating what repairs, if any, were needed and the overall structural condition of the facility.",fuzzy,150,150,"Page 150: ""...and (2) how you are monitoring the corrosion protection for both the above-water and below-water structures. (b) you must submit a report annually to us no later than november 1 that must include: (1)...""",0.7589013224821973
4933,10,gpt-4o-mini,Jurisdictional,Limited lease data and information.,3.0,years,BSEE will review data and information for possible release: (2) Limited lease at 3 years after the lease terminates.,fuzzy,104,104,"Page 104: ""bsee will review data and information for possible release: (1) commercial lease at the earlier of: (i) 3 years after the initiation of commercial generation; or 104""",0.7117437722419929
4952,10,gemini-1.5-pro,Jurisdictional,Lease acquisition and initial rent,12.0,months,"For acquisition fees or the initial 12 months' rent paid for the preliminary term of your lease, you must make your electronic payments through the Fees for Services page on the BOEM Web site at http://www.boem.gov, and you must include one copy of the Pay.gov confirmation receipt page with your unsolicited request.",fuzzy,253,253,"Page 253: ""...payments § 585.500 how do i make payments under this part? (a) for acquisition fees or the initial 12 months' rent paid for the preliminary term of your lease, you must make your electronic payments t...""",0.698237885462555
4957,10,gpt-4o-mini,Jurisdictional,Commencement of commercial operations without a FERC license.,30.0,days,"If you are conducting activities on your lease that do not require a FERC license, then you may commence commercial operations 30 days after the CVA or project engineer has submitted to BSEE the final Fabrication and Installation Report.",fuzzy,122,122,"Page 122: ""...if you are conducting activities on your lease that: (a) do not require a ferc license (e.g., wind), then you may commence commercial operations 30 days after the cva or project engineer has submitted...""",0.6685472496473907
4960,10,gpt-4o-mini,Jurisdictional,Commercial lease data and information.,3.0,years,BSEE will review data and information for possible release: (1) Commercial lease at the earlier of: (i) 3 years after the initiation of commercial generation; or (ii) 3 years after the lease terminates.,fuzzy,104,104,"Page 104: ""have a . . . then bsee will review data and information for possible release: (1) commercial lease at the earlier of: (i) 3 years after the initiation of commercial generation; or 104""",0.8415584415584415
4988,10,gemini-1.5-pro,Safety,Offshore wind facilities,15.0,days,You must provide a written report of the following incidents to us within 15 days after the incident: (1) Any injuries that result in the injured person not being able to return to work or to all of their normal duties the day after the injury occurred; and (2) All incidents that require personnel on the facility to muster for evacuation for reasons not related to weather or drills.,fuzzy,153,153,"Page 153: ""...systems); (8) other incidents resulting in property or equipment damage greater than $25,000; and (9) any other incidents involving significant environmental damage, or harm. (b) you must provide a wr...""",0.7897435897435897
4998,10,gpt-4o-mini,Jurisdictional,General business operations related to wind farm leasing.,3.0,business days,You must notify BOEM within 3 business days after you learn of any action filed alleging that you are insolvent or bankrupt.,fuzzy,60,60,"Page 60: ""notify boem within 3 business days after learning of any action filed alleging respondent is insolvent or bankrupt. 1 1 notice 1 1 0 60""",0.7799227799227799
5065,10,gemini-1.5-pro,Technical,Location plat,100.0,feet/inch,"Your plat must be drawn to a scale of 1 inch equals 100 feet and include the coordinates of the lease, ROW grant, or RUE grant block boundary lines. You must submit 1 paper copy and 1 electronic copy.",fuzzy,126,126,"Page 126: ""...your plat must be drawn to a scale of 1 inch equals 100 feet and include the coordinates of the lease, row grant, or rue grant block boundary lines. you must submit 1 paper copy and 1 electronic copy....""",0.704225352112676
5070,10,gpt-4o-mini,Financial,Financial assurance for offshore wind farm projects,500000000.0,USD,"Certificates of deposit or savings accounts in a bank or financial institution organized or authorized to transact business in the United States with: Minimum net assets of $500,000,000; and Minimum Bankrate.com Safe & Sound rating of 3 Stars, and Capitalization, Assets, Equity and Liquidity (CAEL) rating of 3 or less.",fuzzy,274,274,"Page 274: ""...certificates of deposit or savings accounts in a bank or financial institution organized or authorized to transact business in the united states with: (i) minimum net assets of $500,000,000; and (ii) ...""",0.9770290964777948
5095,10,gemini-1.5-pro,Technical,Commercial operations,10.0,business days,You must notify BSEE within 10 business days after commencing commercial operations.,fuzzy,72,72,"Page 72: ""notify bsee within 10 business days after commencing commercial operations. 1 1 notice 1 0 1 72""",0.8379888268156425
5098,10,gemini-1.5-pro,Jurisdictional,ROW grant,70.0,$/nautical mile,"For each ROW grant BOEM approves under subpart C of this part, you must pay ONRR, under the regulations at 30 CFR part 1218, an annual rent as follows, unless specified otherwise in the Final Sale Notice: (1) A fee of $70 for each nautical mile or part of a nautical mile of the OCS that your ROW crosses",fuzzy,263,263,"Page 263: ""...for each row grant boem approves under subpart c of this part, you must pay onrr, under the regulations at 30 cfr part 1218, an annual rent as follows, unless specified otherwise in the final sale not...""",0.9854132901134521
5177,10,gpt-4o-mini,Financial,Financial assurance for offshore wind farm operations,3.0,business days,"If your surety is decertified by the Treasury, becomes bankrupt or insolvent, or if your surety's charter or license is suspended or revoked, or if any other approved financial assurance expires for any reason, you must: Inform BOEM within 3 business days about the financial assurance lapse.",fuzzy,282,282,"Page 282: ""...assurance § 585.530 what must i do if my financial assurance lapses? (a) if your surety is decertified by the treasury, becomes bankrupt or insolvent, or if your surety's charter or license is suspend...""",0.6666666666666666
5238,10,gpt-4o-mini,Financial,Financial assurance for offshore wind farm operations,3.0,business days,"You must notify BOEM within 3 business days after you learn of any action filed alleging that you, your surety, or third-party guarantor, is insolvent or bankrupt.",fuzzy,282,282,"Page 282: ""...you must notify boem within 3 business days after you learn of any action filed alleging that you, your surety, or third-party guarantor, is insolvent or bankrupt. § 585.531 what happens if the value ...""",0.806930693069307
5281,10,gemini-1.5-pro,Jurisdictional,"Lease or grant agreements, Termination of guarantee",90.0,days,"If your guarantor wants to terminate the period of liability, your guarantor must notify you and us at least 90 days before the proposed termination date, obtain our approval for termination of all or a specified portion of the guarantee for liabilities arising",fuzzy,280,280,"Page 280: ""...if your guarantor wants to terminate the period of liability, your guarantor must notify you and us at least 90 days before the proposed termination date, obtain our approval for termination of all or...""",0.9923954372623575
5294,10,gemini-1.5-pro,Jurisdictional,Data and information related to limited wind energy leases.,3.0,years,BOEM will review data and information for possible release 3 years after the lease terminates for limited leases.,fuzzy,104,104,"Page 104: ""bsee will review data and information for possible release: (1) commercial lease at the earlier of: (i) 3 years after the initiation of commercial generation; or 104""",0.6258992805755396
5315,10,gpt-4o-mini,Financial,"Limited lease, ROW grant, or RUE grant",300000.0,USD,"You or a proposed assignee must guarantee compliance with all terms and conditions of the lease or grant by providing either: (1) A $300,000 minimum, lease- or grant-specific bond; or (2) Another approved financial assurance instrument of such minimum level as specified in §§ 585.526 through 585.529.",fuzzy,270,270,"Page 270: ""...you or a proposed assignee must guarantee compliance with all terms and conditions of the lease or grant by providing either: (1) a $300,000 minimum, lease- or grant-specific bond; or (2) another appr...""",0.6741321388577828
5400,10,gpt-4o-mini,Jurisdictional,ROW or RUE grant data and information.,10.0,years,BSEE will review data and information for possible release: (3) ROW or RUE grant at the earliest of: (i) 10 years after the approval of the grant; (ii) Grant termination; or (iii) 3 years after the completion of construction activities.,fuzzy,201,201,"Page 201: ""...lease at 3 years after the lease terminates. (3) row or rue grant at the earliest of: (i) 10 years after the approval of the grant; (ii) grant termination; or (iii) 3 years after the completion of con...""",0.7765726681127982
5426,10,gemini-1.5-pro,Jurisdictional,Data and information related to commercial wind energy leases.,3.0,years,BOEM will review data and information for possible release 3 years after the initiation of commercial generation or 3 years after the lease terminates for commercial leases.,fuzzy,104,104,"Page 104: ""bsee will review data and information for possible release: (1) commercial lease at the earlier of: (i) 3 years after the initiation of commercial generation; or 104""",0.6745562130177515
5433,10,gpt-4o-mini,Jurisdictional,Commercial lease data and information,3.0,years,BOEM will review data and information for possible release: At the earlier of: (1) 3 years after the initiation of commercial generation or (2) 3 years after the lease terminates.,fuzzy,104,104,"Page 104: "". . then bsee will review data and information for possible release: (1) commercial lease at the earlier of: (i) 3 years after the initiation of commercial generation; or 104""",0.7762039660056658
5502,10,gpt-4o-mini,Technical,Submission requirements for Fabrication and Installation Report,1.0,copy,You must submit 1 paper copy and 1 electronic copy.,fuzzy,127,127,"Page 127: ""you must submit 1 paper copy and 1 electronic copy. 127""",0.9622641509433962
5514,10,gemini-1.5-pro,Technical,Decommissioning,2.0,years,"Submit for approval, in format specified, copies of the SAP, COP, or GAP decommissioning application and site clearance plan at least 2 years before decommissioning activities begin, 90 days after completion of activities, or 90 days after cancellation, relinquishment, or other termination of lease or grant.",fuzzy,75,75,"Page 75: ""...elsewhere in parts 285 and 585. **** 909 902; 905, 906; 907; 908(b), (c); 909; 638(a) 902(d); 908(a) 910(b) reporting and recordkeeping requirement subtotal submit for approval, in format specified, c...""",0.6173826173826173
5532,10,gpt-4o-mini,Jurisdictional,Lease execution and financial assurance,10.0,business days,Within 10 business days after you receive the lease copies you must: Execute the lease; File financial assurance as required under §§ 585.515 through 585.537.,fuzzy,223,223,"Page 223: ""within 10 business days after you receive the lease copies you must: (i) execute the lease; (ii) file financial assurance as required under §§ 585.515 through 585.537; and 223""",0.9429429429429429
5578,10,gpt-4o-mini,Jurisdictional,ROW grant associated with renewable energy projects,70.0,USD,"You must pay ONRR, under the regulations at 30 CFR part 1218, an annual rent as follows, unless specified otherwise in the Final Sale Notice: A fee of $70 for each nautical mile or part of a nautical mile of the OCS that your ROW crosses.",fuzzy,263,263,"Page 263: ""...you must pay onrr, under the regulations at 30 cfr part 1218, an annual rent as follows, unless specified otherwise in the final sale notice: (1) a fee of $70 for each nautical mile or part of a nauti...""",0.9713114754098361
5602,10,gpt-4o-mini,Jurisdictional,Data release process.,3.0,years,"If we determine that release of such data and information will result in: (2) Substantial competitive harm or disclosure of trade secrets, then the data and information will not be released at that time but will be subject to further review every 3 years thereafter.",fuzzy,105,105,"Page 105: ""...rue grant at the earliest of: (i) 10 years after the approval of the grant; (ii) grant termination; or (iii) 3 years after the completion of construction activities. (c) after considering any objectio...""",0.6093928980526919
5651,10,gemini-1.5-pro,Jurisdictional,Noncompetitive lease acquisition,0.25,USD/acre,"If you request a noncompetitive lease, you must submit an acquisition fee of $0.25 per acre, unless otherwise set by the Director, as provided in § 585.500.",fuzzy,255,255,"Page 255: ""...if you request a noncompetitive lease, you must submit an acquisition fee of $0.25 per acre, unless otherwise set by the director, as provided in § 585.500. (b) if boem determines there is no competit...""",0.8062015503875969
5684,10,gemini-1.5-pro,Jurisdictional,Reconsideration of rejected bids,15.0,days,"A bidder whose bid we reject may file a written request for reconsideration with the Director within 15 days of the date of the receipt of the notice of rejection, accompanied by a statement of reasons, with one copy to us.",fuzzy,365,365,"Page 365: ""...a bidder whose bid we reject may file a written request for reconsideration with the director within 15 days of the date of the receipt of the notice of rejection, accompanied by a statement of reason...""",0.6435786435786436
5685,10,gemini-1.5-pro,Technical,"Lease or grant agreements, Non-compliance remediation",7.0,days,"If you fail, or your operator or operating rights owner fails, to comply with any law, term, or regulation, your guarantor must either take corrective action or provide, within 7 days or other agreed upon time period, sufficient funds for BOEM to complete corrective action.",fuzzy,280,280,"Page 280: ""...if you fail, or your operator or operating rights owner fails, to comply with any law, term, or regulation, your guarantor must either take corrective action or provide, within 7 days or other agreed ...""",0.6241457858769932
5700,10,gemini-1.5-pro,Safety,Commercial operation commencement,10.0,business days,Notify BSEE within 10 business days after commencing commercial operations.,fuzzy,72,72,"Page 72: ""notify bsee within 10 business days after commencing commercial operations. 1 1 notice 1 0 1 72""",0.8823529411764706
5825,10,gpt-4o-mini,Jurisdictional,Termination of liability period,90.0,days,"If your guarantor wants to terminate the period of liability, your guarantor must notify you and us at least 90 days before the proposed termination date.",fuzzy,280,280,"Page 280: ""...if your guarantor wants to terminate the period of liability, your guarantor must notify you and us at least 90 days before the proposed termination date, obtain our approval for termination of all or...""",0.7303102625298329
5846,10,gemini-1.5-pro,Jurisdictional,Activities under approved GAP,6.0,months,"If you cease activities for an indefinite period that exceeds 6 months, BOEM may cancel your lease or grant under § 585.422, as applicable, and you must initiate the decommissioning process, as set forth in part 285, subpart I, of this title.",fuzzy,333,333,"Page 333: ""...if you cease activities for an indefinite period that exceeds 6 months, boem may cancel your lease or grant under § 585.422, as applicable, and you must initiate the decommissioning process, as set fo...""",0.8551236749116607
5852,10,gpt-4o-mini,Jurisdictional,Federal jurisdiction over offshore leases and grants.,30.0,days,BOEM determines or has previously determined after notice and opportunity for a hearing that you: (i) Remained in violation of the terms and conditions of any lease or grant issued under the OCS Lands Act for a period extending longer than 30 days (or such other period allowed for compliance) after BOEM or BSEE directed you to comply.,fuzzy,185,185,"Page 185: ""...boem determines or has previously determined after notice and opportunity for a hearing that you: (i) remained in violation of the terms and conditions of any lease or grant issued under the ocs lands...""",0.8057553956834532
5859,10,gemini-1.5-pro,Financial,Lease security,100000.0,USD,"Execute and provide $100,000 minimum lease-specific bond or other approved security",fuzzy,266,266,"Page 266: ""lease operator provides a $100,000 minimum, lease-specific bond or other 266""",0.7421383647798742
5883,10,gemini-1.5-pro,Jurisdictional,Lease or grant assignment,90.0,days,"You must request approval of each assignment on a form approved by BOEM, and submit originals of each instrument that creates or transfers ownership of record title or certified copies thereof within 90 days after the last party executes the transfer agreement.",fuzzy,239,239,"Page 239: ""...you do not need to request an assignment for mergers, name changes, or changes of business form. you must notify boem of these events under § 585.109. § 585.409 how do i request approval of a lease or...""",0.6244019138755981
5886,10,gpt-4o-mini,Jurisdictional,Post-construction phase.,1.0,notice,Notify BOEM in writing within 30 days of completion of construction and installation activities under SAP.,fuzzy,70,70,"Page 70: ""notify boem in writing within 30 days of completing installation activities under the gap. 1 2 notices 2 2 0 70""",0.7741935483870968
5928,10,gpt-4o-mini,Jurisdictional,Post-termination obligations,2.0,years,"Within 2 years following termination of a lease or grant, you must remove or dispose of all facilities, installations, and other devices permanently or temporarily attached to the seabed on the OCS in accordance with your Plan approved by BOEM.",fuzzy,116,116,"Page 116: ""...within 2 years following termination of a lease or grant, you must remove or dispose of all facilities, installations, and other devices permanently or temporarily attached to the seabed on the ocs in...""",0.9898167006109979
5938,10,gpt-4o-mini,Reporting,GAP compliance,4.0,certifications,"Submit annual, or at other time periods as BSEE determines, GAP compliance certification, recommendations, reports, etc.",fuzzy,69,69,"Page 69: ""annual, or at other time periods as bsee determines, sap compliance certification, effectiveness statement, recommendations, reports, supporting documentation, etc. 40 4 certificatio ns 160 0 160 69""",0.7044025157232704
5942,10,gpt-4o-mini,Technical,Records retention,3.0,records,"Make fabrication quality control, installation towing, and other records available to CVA/project engineer for review (retention required by § 285.714).",fuzzy,72,72,"Page 72: ""...make fabrication quality control, installation towing, and other records available to cva/project engineer for review (retention required by § 285.714). 1 3 records retention 3 0 3 713 notify bsee wit...""",0.7037037037037037
6044,10,gpt-4o-mini,Jurisdictional,Documentation of oral directives,10.0,business days,BOEM will document in writing any such oral directives within 10 business days.,fuzzy,346,346,"Page 346: ""follow-up, in writing, any oral request or notification you made, within 3 business days; 346""",0.6162790697674418
6054,10,gpt-4o-mini,Jurisdictional,ROW or RUE grant data and information,10.0,years,BOEM will review data and information for possible release: At the earliest of: (1) 10 years after the approval of the grant; (2) Grant termination; or (3) 3 years after the completion of construction activities.,fuzzy,201,201,"Page 201: ""...the lease terminates. (3) row or rue grant at the earliest of: (i) 10 years after the approval of the grant; (ii) grant termination; or (iii) 3 years after the completion of construction activities. 2...""",0.6376811594202898
6072,10,gemini-1.5-pro,Financial,Financial assurance for offshore wind projects,3.0,business days,"If your surety is decertified by the Treasury, becomes bankrupt or insolvent, or if your surety's charter or license is suspended or revoked, or if any other approved financial assurance expires for any reason, you must: (1) Inform BOEM within 3 business days about the financial assurance lapse; and (2) Provide new financial assurance in the amount set by BOEM",fuzzy,282,282,"Page 282: ""...assurance § 585.530 what must i do if my financial assurance lapses? (a) if your surety is decertified by the treasury, becomes bankrupt or insolvent, or if your surety's charter or license is suspend...""",0.7653276955602537
6104,10,gemini-1.5-pro,Jurisdictional,Lease agreement,10.0,business days,Within 10 business days after you receive the lease copies you must: (i) Execute the lease; (ii) File financial assurance as required under §§ 585.515 through 585.537,fuzzy,223,223,"Page 223: ""within 10 business days after you receive the lease copies you must: (i) execute the lease; (ii) file financial assurance as required under §§ 585.515 through 585.537; and 223""",0.9736070381231672
6139,10,gemini-1.5-pro,Jurisdictional,Lease or grant under this part,3.0,business days,"Follow up, in writing, any oral request or notification you made, within 3 business days",fuzzy,346,346,"Page 346: ""follow-up, in writing, any oral request or notification you made, within 3 business days; 346""",0.9613259668508287
