row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
1795,26,claude-3-haiku-20240307,Environmental,Offshore wind farm lease area and within 1 mile of the lease area,72,hours,"Any occurrence of a dead or injured ESA-listed bird or bat in or within 1 mile of the lease area must be reported to BOEM, BSEE, and USFWS as soon as practicable, no later than 72 hours after the sighting, and the dead specimen will be carefully collected and preserved if practicable.",False,,,
1801,26,gemini-1.5-pro,Safety,Offshore construction activities,60,days,"Not less than 60 days prior to commencing offshore construction activities, the Lessee must provide the USCG with a plan that describes the schedule and process for seabed preparation, export and inter-array cable installation, and WTGs and OSSs installation, including all planned mitigations to be implemented to minimize any adverse impacts to navigation while installation is ongoing.",False,,,
1818,26,deepseek-chat,Safety,All offshore wind turbines,22,meters,Minimum clearance of 22 meters between lowest blade tip and mean high water spring tide,False,,,
1829,26,gemini-1.5-pro,Environmental,Vessel transits within 1640 feet (500m) of the project area,1640,feet,"Vessel transits to and from the Project area that require PSOs will maintain a speed commensurate with weather conditions and effectively detecting sea turtles prior to reaching the 1,640-feet (500 m) avoidance measure.",False,,,
1837,26,gemini-1.5-pro,Environmental,Foundation installation (pile driving),"[60, 30]",minutes,"These PSOs must maintain watch at all times 60 minutes prior to, during, and 30 minutes following all pile-driving activities.",False,,,
1842,26,gpt-4o-mini,Environmental,"Lease Area, during construction and operation phases.",1,year,"The Lessee must conduct long-term monitoring of ambient noise and baleen whale, and commercially important fish vocalizations in the Lease Area before, during, and following construction.",False,,,
1857,26,gemini-1.5-pro,Environmental,"Pre-Commissioning, Avian Protection",180,days,"At least 180 days prior to the start of commissioning of the first WTG, the Lessee must distribute a Compensatory Mitigation Plan for piping plovers, red knot, and roseate tern to BOEM, BSEE, and USFWS for review and comment.",False,,,
1858,26,gpt-4o-mini,Jurisdictional,Seabed preparation activities within 500 m of in-use infrastructure.,60,business days,"If the Lessee concludes that it will be unable to reach a cable crossing agreement, the Lessee must inform BOEM as soon as possible, and no later than 60 business days before seabed preparation activities.",False,,,
1863,26,gemini-1.5-pro,Technical,Commissioning of the last WTG,30,days,"At least 30, but no more than 60, days prior to the completion of commissioning of the last WTG (i.e., that date by which every WTG in the Project is installed with potential for blade rotation), the Lessee must notify NORAD for RAM scheduling.",False,,,
1874,26,gpt-4o-mini,Technical,Export and inter-array cables,3.3,feet,"The Lessee must install the export and inter-array cables using jetting, trenching, or plowing.",False,,,
1888,26,gpt-4o-mini,Environmental,Monitoring activities,12,hours,The PSO and PAM operator monitoring teams for all activities must also monitor these systems no less frequently than every 12 hours.,False,,,
1904,26,gemini-1.5-pro,Environmental,Vessel operations with a PSO around protected species,100,meters,"A PSO must monitor a protected species separation distance of 100 m for sea turtles and 500 m or greater for marine mammals visible at the surface, to ensure detection of that animal in time to take necessary measures to avoid striking the animal.",False,,,
1907,26,gemini-1.5-pro,Safety,WTG design,50,years,WTG to be able to withstand a 50-year return interval event,False,,,
1909,26,gemini-1.5-pro,Environmental,Lease area and within 1 mile,72,hours,"Any occurrence of a dead or injured ESA-listed bird or bat in or within 1 mile of the lease area must be reported to BOEM, BSEE, and USFWS [...] no later than 72 hours after the sighting and, if practicable, the dead specimen will be carefully collected and preserved in the best possible state.",False,,,
1915,26,gpt-4o-mini,Environmental,"Project area, monitoring zones",10,fish,"The Lessee must report any occurrence of at least 10 dead non-ESA-listed fish within established shutdown or monitoring zones to BOEM and to BSEE as soon as practicable, but no later than 24 hours after the sighting.",False,,,
1918,26,gpt-4o-mini,Technical,"Interarray and export cables, post-installation phase.",1,year,"Inspections must occur within 1 year following completion of the initial post-installation inspection, and every 3 years thereafter.",False,,,
1920,26,gemini-1.5-pro,Environmental,"Pre-Commissioning, Avian Protection",60,days,"BOEM, BSEE, and USFWS will review the Compensatory Mitigation Plan and provide any comments on the plan to the Lessee within 60 days of its submittal.",False,,,
1943,26,gpt-4o-mini,Safety,Operational phase,10,knots,Vessel operators must reduce vessel speed to 10 knots (18.5 mph) or less while operating in any Seasonal Management Area (SMA) and Dynamic Management Area (DMA) or Slow Zone or North Atlantic right whales (NARWs).,False,,,
1981,26,gemini-1.5-pro,Safety,"Offshore wind farm OSS, met tower, WTGs, and scour protection",10,%,"At a minimum, post-storm event inspections must be conducted for each OSS, met tower, and 10% of the WTGs including associated scour protection, following each storm where any condition(s) exceeds the one-half the design return period.",False,,,
2015,26,gpt-4o-mini,Technical,Project evaluation phase,180,days,"The Lessee must provide all information necessary for evaluation of the potential submarine power cables, data cables, and acoustic monitoring devices to be used in the Project to osd.dod-siting-clearinghouse for a 180-day review.",False,,,
2027,26,gemini-1.5-pro,Environmental,Fisheries monitoring surveys,1852,m,"If marine mammals are sighted in the area within 15 minutes before deploying gear and are considered by survey staff to be at risk of interaction with the research gear, then the sampling station must be either moved or canceled, or the activity must be suspended, until there are no marine mammal sightings within 1,852 m of sampling location for 15 minutes.",False,,,
2028,26,gemini-1.5-pro,Technical,Monopile foundations,11,m,Monopiles must be no larger than 11 m in diameter.,False,,,
2030,26,claude-3-haiku-20240307,Technical,Offshore wind farm project,5,years,"Within 5 years of the commissioning of the first WTG and every 5 years thereafter for the operational life of the Project, the Lessee must provide BOEM with a review of best available scientific and commercial data on technologies and methods that have been implemented or are being studied to reduce or minimize bird collisions at WTGs.",False,,,
2044,26,gpt-4o-mini,Safety,Operational phase,500,meters,"If a vessel is underway, a PSO must monitor a protected species separation distance of 100 m for sea turtles and 500 m or greater for marine mammals visible at the surface.",False,,,
2057,26,gemini-1.5-pro,Environmental,Foundation installation (pile driving),3,PSOs,"At least three visual PSOs must be stationed on the pile driving vessel and at least three visual PSOs must be stationed on each of the two secondary, PSO-dedicated vessels.",False,,,
2068,26,gemini-1.5-pro,Technical,Reporting,90,days,The Lessee must provide BOEM and BSEE with a foundation scour monitoring report within 90 days of completing each foundation scour inspection.,False,,,
2069,26,gemini-1.5-pro,Environmental,Fisheries monitoring surveys,1,nmi,"If marine mammals are sighted in the area within 15 minutes before deploying gear and are considered by survey staff to be at risk of interaction with the research gear, then the sampling station must be either moved or canceled, or the activity must be suspended, until there are no marine mammal sightings within 1 nmi (1,852 m) of sampling location for 15 minutes.",False,,,
2071,26,gpt-4o-mini,Environmental,Operational phase,24,hours,"The Lessee must notify BOEM, BSEE, and NMFS GARFO-PRD via email within 24 hours of any interaction with a sea turtle or sturgeon.",False,,,
2087,26,gpt-4o-mini,Environmental,Vessel operations,4,hours,"Year-round, all vessel operators must monitor the Project’s Situational Awareness System, WhaleAlert, USCG VHF Channel 16, and the Right Whale Sighting Advisory System (RWSAS) for the presence of NARWs once every 4-hour shift during Project-related activities.",False,,,
2107,26,claude-3-haiku-20240307,Spatial,Offshore wind turbine generators (WTGs) and offshore substation (OSS),14,miles,No surface occupancy within 14 miles (22.5-kilometers) from shore,False,,,
2121,26,gemini-1.5-pro,Environmental,Take of ESA-listed species,24,hours,The Lessee must report to BOEM and BSEE within 24 hours of confirmation any take of an ESA-listed species.,False,,,
2130,26,gemini-1.5-pro,Technical,Oil spill modeling,10,g/m^2,Oiling probabilities and minimum travel times must be calculated for exposure threshold concentrations reaching 10 g/m^2.,False,,,
2145,26,gemini-1.5-pro,Technical,Trawl survey operations,20,minutes,The Lessee must commence trawl operations as soon as possible once the vessel arrives on station; the target tow time must be limited to 20 minutes.,False,,,
2161,26,gpt-4o-mini,Technical,Installation activities.,2,weeks,"The Lessee must provide BSEE, BOEM, and the USCG with a construction status update every 2 weeks during months in which installation activities are ongoing.",False,,,
2179,26,claude-3-haiku-20240307,Spatial,"Offshore wind energy facility in Lease Area OCS-A 0490 offshore Maryland, with transmission cables making landfall in Delaware",114,Wind Turbine Generators (WTGs),"The selected alternative will allow for the construction, operation, maintenance, and eventual decommissioning of an offshore wind energy facility (the Project) consisting of up to 114 WTGs and up to 4 OSSs on the OCS offshore Maryland within Lease Area OCS-A 0490, with transmission cables making landfall at 3Rs Beach, Delaware.",False,,,
2220,26,gemini-1.5-pro,Safety,"Lease area, WTG operation",1,,The Lessee must include a shutdown procedure in its Emergency Response Procedure and test the shutdown capability (functioning) of at least one WTG within the lease area at least annually.,False,,,
2246,26,gpt-4o-mini,Safety,Foundation installation phase.,180,days,"No sooner than 180 days and no less than 60 days before foundation installation, the Lessee must file an application with the Commander of the Fifth Coast Guard District to establish Private Aids to Navigation (PATON).",False,,,
2272,26,claude-3-haiku-20240307,Technical,Offshore wind farm construction activities,2,weeks,"Every 2 weeks during months in which installation activities are ongoing, the Lessee must provide BSEE, BOEM, and the USCG with a construction status update and any changes to the schedule or process described in the plan required by Section 3.2.1 (Installation Schedule).",False,,,
2291,26,gemini-1.5-pro,Safety,Offshore wind farm construction and commissioning,80000,USD,"At least 30, but no more than 60, days prior to the completion of commissioning of the last WTG, the Lessee must contribute funds in the amount of $80,000 to NORAD toward the execution of the RAM.",False,,,
2322,26,gemini-1.5-pro,Environmental,Brigantine Wilderness Area,180,days,"The Lessee must submit the framework (if required) to BOEM, and the Federal Land Manager or National Park Service Representative for the impacted Class I area within 180 days of COP approval, or on a schedule agreed to by the Lessee, BOEM, and the applicable Federal Land Manager or National Park Service representative for the impacted Class I area.",False,,,
2323,26,gpt-4o-mini,Technical,Operational phase,30,business days,"Within 30 business days of submitting the annual monitoring report, the Lessee must meet with BOEM, BSEE, and USFWS to discuss the monitoring results.",False,,,
2325,26,gpt-4o-mini,Financial,Commissioning of WTGs,80000,USD,"An additional $80,000 per affected radar to NORAD toward the execution of additional RAM when the last WTG is commissioned if commissioning of the last WTG occurs later than 3 years from commissioning of the first WTG.",False,,,
2328,26,gemini-1.5-pro,Safety,"Vessel operations within specific zones (SMA, DMA, Slow Zone) relevant to North Atlantic right whale protection",10,knots,"Regardless of vessel size, vessel operators must reduce vessel speed to 10 knots (18.5 mph) or less while operating in any Seasonal Management Area (SMA) and Dynamic Management Area (DMA) or Slow Zone or North Atlantic right whales (NARWs), unless the vessel is operating in a designated DMA or Slow Zone where right whales have not been detected and it is not reasonable to expect the presence of NARWs (e.g., Long Island Sound, shallow harbors).",False,,,
2331,26,gpt-4o-mini,Safety,"OSS, met tower, and WTGs.",10,%,"Post-storm event inspections must be conducted for each OSS, met tower, and 10% of the WTGs including associated scour protection, following each storm where any condition(s) exceeds the one-half the design return period.",False,,,
2363,26,gemini-1.5-pro,Technical,Interarray and export cables,30,days,The Lessee must notify BSEE within 30 days if monitoring systems detect changes that exceed thresholds of the cable design associated with the chosen monitoring technique.,False,,,
2404,26,gpt-4o-mini,Environmental,"Construction activities associated with the proposed Project (i.e., pile driving and HRG site and characterization surveys)",5,years,"NMFS intends to promulgate an ITR and issue an LOA to US Wind, if specific findings are made, which would authorize take of marine mammals incidental to specified construction activities.",False,,,
2409,26,gpt-4o-mini,Technical,"Interarray and export cables, reporting phase.",90,days,The Lessee must provide BSEE and BOEM with a cable monitoring report within 90 days following each inspection.,False,,,
2421,26,claude-3-haiku-20240307,Spatial,"Impact Pile-Driving for WTG, OSS, and Met Tower Foundation Installation",250,meters,Sea turtles (visual detection) - 250 m,False,,,
2435,26,gemini-1.5-pro,Environmental,Southeast Region (NC-FL),8779425343,,If in the Southeast Region (NC-FL): contact the NMFS Southeast Stranding Hotline (877-942-5343) regarding strandings.,False,,,
2462,26,gemini-1.5-pro,Safety,Offshore wind farm construction and commissioning (projects exceeding 3 years),80000,USD,"If the time gap between the commissioning of the first and last WTG is anticipated to be 3 years or greater, the Lessee must contribute additional funds in the amount of $80,000 per affected radar to NORAD toward the execution of the RAM when 50 percent of the WTGs are commissioned, and an additional $80,000 per affected radar to NORAD toward the execution of additional RAM when the last WTG is commissioned if commissioning of the last WTG occurs later than 3 years from commissioning of the first WTG.",False,,,
2489,26,gpt-4o-mini,Jurisdictional,"Seabed preparation activities within 500 m of active, in-service submarine cables or other in-use infrastructure.",60,business days,"The Lessee must provide final cable crossing agreements for each active, in-service submarine cable or other types of in-use infrastructure to BOEM at least 60 business days before seabed preparation activities which occur within 500 m of such infrastructure.",False,,,
2495,26,gemini-1.5-pro,Technical,Submarine cable crossings within 500m of existing infrastructure,60,business days,"If the Lessee concludes that it will be unable to reach a cable crossing agreement, the Lessee must inform BOEM as soon as possible, and no later than 60 business days before seabed preparation activities which occur within 500 m of the in-use infrastructure, including boulder clearance.",False,,,
2507,26,gpt-4o-mini,Environmental,"Lease area, operational phase",1,mile,"Any occurrence of a dead or injured ESA-listed bird or bat in or within 1 mile of the lease area must be reported to BOEM, BSEE, and USFWS as soon as practicable, no later than 72 hours after the sighting.",False,,,
2509,26,gpt-4o-mini,Environmental,Commissioning phase of the first WTG.,180,days,"At least 180 days prior to the start of commissioning of the first WTG, the Lessee must distribute a Compensatory Mitigation Plan for piping plovers, red knot, and roseate tern to BOEM, BSEE, and USFWS for review and comment.",False,,,
2521,26,gpt-4o-mini,Spatial,Construction phase,1,nmi,The Lessee must not adjust approved structure locations in a way that narrows any linear rows and columns oriented north – south to less than 1 nautical miles (nmi) or east to west to less than 0.76 nmi.,False,,,
2536,26,claude-3-haiku-20240307,Spatial,Offshore wind farm within the Lease Area,1,nmi,"Based on USCG recommendations in the New Jersey Port Access Route Study (PARS), US Wind's proposed layout included a 1 nmi (1.9 km) setback from the outer boundary of the south-eastbound traffic lane of the current Traffic Separation Scheme for the southeastern approach to the Delaware Bay or its proposed extension, which removed 7 of the 121 WTG positions, resulting in a total of up to 114 WTGs.",False,,,
2539,26,gemini-1.5-pro,Safety,Offshore wind farm construction and operation,4,hours,"PSOs and PAM operators must be on watch for no more than a maximum of 4 consecutive hours, followed by a break of at least 2 hours between watches.",False,,,
2559,26,gpt-4o-mini,Environmental,Post-construction phase,12,months,The Lessee must submit a comprehensive report after each full year of post-construction monitoring.,False,,,
2578,26,gemini-1.5-pro,Environmental,Mitigation of project impacts on 12 NMFS surveys,12,,The Lessee must conduct activities in accordance with such agreement.,False,,,
2596,26,gemini-1.5-pro,Technical,Interarray and export cables,180,days,"Additional inspections must be conducted within 180 days of a storm event (as defined in the Post-Storm Event Monitoring Plan, described in Section 2.21).",False,,,
2601,26,gpt-4o-mini,Technical,Operational phase,500,meters,All vessels must have a visual observer on board who is responsible for monitoring the vessel strike avoidance zone (500 m) for marine mammals and sea turtles.,False,,,
2602,26,gemini-1.5-pro,Technical,"Planning phase, Passive Acoustic Monitoring Plan Submission",60,days,"If there are fewer than 120 days between the commencement of any construction activity and this COP approval, the Lessee must submit the plan as soon as practicable and no later than 60 days prior to commencing activities.",False,,,
2604,26,gemini-1.5-pro,Technical,WTGs,5,years,"Within 5 years of the commissioning of the first WTG and every 5 years thereafter for the operational life of the Project, the Lessee must provide BOEM with a review of best available scientific and commercial data on technologies and methods that have been implemented or are being studied to reduce or minimize bird collisions at WTGs.",False,,,
2615,26,gemini-1.5-pro,Spatial,"Turbine layout, micrositing",1,nmi,"The Lessee must not adjust approved structure locations in a way that narrows any linear rows and columns oriented north – south to less than 1 nautical miles (nmi) or east to west to less than 0.76 nmi; except the met tower position located on the western edge of the west to east row, which must not be less than 0.47 nmi from the nearest gridded location.",False,,,
2618,26,gpt-4o-mini,Technical,Lease area,10000,Hz,"The sampling rate (minimum 10 kHz) of the recorders must prioritize baleen whale detections but must also have a minimum capability to record noise from vessels, pile-driving, and WTG operation in the lease area.",False,,,
2635,26,gemini-1.5-pro,Spatial,Wind Turbine Generator (WTG) placement,1,nmi,1 nmi (1.9 kilometer) setback from the traffic separation scheme (TSS) from Delaware Bay,False,,,
2651,26,gemini-1.5-pro,Environmental,Potential archaeological resources,24,hours,"If a possible impact to a potential archaeological resource occurs, the Lessee must immediately halt operations; report the incident with 24 hours to BOEM and BSEE; and provide a written report within 72 hours to BOEM and BSEE.",False,,,
2653,26,gemini-1.5-pro,Spatial,11 specified ASLFs,50,meters,"Establishing protective buffers for 11 ASLFs (P-03-A, P-03-B, P-03-C, P-03-D, P-03-E, P-04-B, P-05-A, P-05-B, P-05-C, P-05-D, P-05-E) by a distance of no less than 164 feet (50 meters) from the known extent of the resource for placement of proposed Project structures and when conducting seafloor-disturbing activities.",False,,,
2656,26,gemini-1.5-pro,Technical,Met tower pin pile foundations,1.8,m,Met towers pin piles must be no larger than 1.8 m in diameter,False,,,
2658,26,claude-3-haiku-20240307,Spatial,Offshore wind farm project activities,1500,m,"Additional observers must be deployed on additional platforms for every 1,500 m that a clearance or shutdown zone is expanded beyond the initial clearance and shutdown zones.",False,,,
2659,26,gpt-4o-mini,Environmental,Effectiveness review of the Compensatory Mitigation Plan.,5,years,"The Lessee must review the effectiveness of the plan with BOEM, BSEE and USFWS at regular (5 year) intervals thereafter or as new information becomes available.",False,,,
2661,26,gpt-4o-mini,Financial,Project financial planning and reserve requirements during construction and decommissioning phases.,100,percent,"The Lessee must ensure the reserve amount allows for, at a minimum, 100 percent of annual revenue exposure allocated to the Project during the projected post-COP approval pre-construction and construction years and, pending BSEE approval of the decommissioning plan, decommissioning years.",False,,,
2668,26,gpt-4o-mini,Environmental,Sea turtles (visual detection),250,meters,250 m,True,108,108,"Page 108: ""...distance observable by the visual psos on all pso platforms); at any distance within the 10,000 m monitoring zone monitored by pam other large whales (visual and pam monitoring) monopiles - 5,250 m 3-m pin piles - 1,400 m 1.8-m pin piles - 200 m monopiles - 2,900 m 3-m pin piles - 1,400 m 1.8-m pin piles - 100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos nar..."" | ""...al and pam monitoring) monopiles - 5,250 m 3-m pin piles - 1,400 m 1.8-m pin piles - 200 m monopiles - 2,900 m 3-m pin piles - 1,400 m 1.8-m pin piles - 100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large whales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown zones incorporated into the proposed act..."" | ""...pam monitoring) monopiles - 5,250 m 3-m pin piles - 1,400 m 1.8-m pin piles - 200 m monopiles - 2,900 m 3-m pin piles - 1,400 m 1.8-m pin piles - 100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large whales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown zones incorporated into the proposed action; th..."""
2682,26,gpt-4o-mini,Environmental,"WTG foundations, operational phase",10,,The Lessee must conduct a survey around at least 10 WTG foundations for lost fishing gear annually for the first three years following COP approval and every 5 years thereafter.,False,,,
2687,26,claude-3-haiku-20240307,Technical,Offshore wind farm construction and decommissioning activities,1000,feet,"The plats must be at a scale of 1 inch = 1,000 feet (300 meters) with Differential Global Positioning System (DGPS) accuracy.",False,,,
2688,26,gemini-1.5-pro,Spatial,"Offshore wind farm, PAM System Placement",50,meters,"Except as allowed by BOEM under Stipulation 4.2.6 of Addendum C of the Lease and Section 7.1.2 above, the PAM placement activities must avoid potential archaeological resources by a minimum of 164 feet (50 meters) from the outer edge of magnetic anomalies or acoustic contacts for each of the resources, and the avoidance distance must be calculated from the maximum discernible extent of the archaeological resource.",False,,,
2700,26,deepseek-chat,Environmental,North Sea offshore wind development zones,1,km,Wind turbines must maintain a minimum distance of 1 km from identified marine mammal migration routes,False,,,
2708,26,gemini-1.5-pro,Environmental,Survey mitigation during project lifecycle,30,days,The Lessee must initiate coordination with NMFS NEFSC to develop the survey mitigation agreement [...] no later than 30 days after the issuance of the Project’s COP approval.,False,,,
2717,26,deepseek-chat,Technical,Offshore electrical infrastructure in North Sea,100,years,Substation platforms shall be designed to withstand a 100-year return period storm event,False,,,
2723,26,gpt-4o-mini,Technical,Shutdown zone during active pile driving,48,hours,file this report with BOEM and BSEE within 48 hours of the incident.,False,,,
2729,26,gemini-1.5-pro,Environmental,Boulder relocation,120,days,"The Lessee must submit a Boulder Identification and Relocation Plan(s) to BOEM and BSEE for the agencies’ 60-day review (in coordination with NMFS GARFO-HESD), 120 days prior to boulder relocation activities within the scope of the plan.",False,,,
2737,26,gpt-4o-mini,Technical,Operational phase,14,days,The OSRP must include a stochastic spill trajectory analysis for the WCD facility.,False,,,
2741,26,gpt-4o-mini,Spatial,"Areas within 1,640 ft (500 m) of sensitive habitats and resources during construction and operations/maintenance.",500,meters,"The Lessee must prepare and implement an Anchoring Plan(s) for all areas where anchoring or buoy placement occurs and jack-up barges are used during construction and operations/maintenance within 1,640 ft (500 m) of habitats, resources, and submerged infrastructure that are sensitive.",False,,,
2744,26,gemini-1.5-pro,Technical,OCS,4,,The Lessee may construct and install ... up to 4 offshore substations (OSSs),False,,,
2747,26,gemini-1.5-pro,Safety,Vessel operation during offshore wind farm activities,4,knots,"If a sea turtle or manta ray is sighted at any distance within the operating vessel’s forward path, the vessel operator must slow down to 4 knots or less and steer away (unless unsafe to do so) until there is a separation distance of at least 100 m",False,,,
2751,26,gemini-1.5-pro,Technical,Pin pile foundations,3,m,Pin piles must be no larger than 3 m in diameter.,True,111,111,"Page 111: ""...inimum amount of hammer energy necessary to effectively and safely install and maintain the integrity of the piles. hammer energies must not exceed 4,400 kilojoules (kj) for monopile installation. pin piles must be no larger than 3 m in diameter. hammer energies must not exceed 1,500 kj for 3-m pin pile installation. met towers pin piles must be no larger than 1.8 m in diameter, and hammer energies must not exceed 1,500 kj for met tower pin..."""
2758,26,gemini-1.5-pro,Environmental,Impact pile-driving,250,m,Maintain a clearance zone of 250 m for sea turtles during impact pile-driving.,False,,,
2759,26,gemini-1.5-pro,Environmental,Impact pile-driving,250,m,Maintain a shutdown zone of 250 m for sea turtles during impact pile-driving.,False,,,
2779,26,gpt-4o-mini,Environmental,Operational phase,500,meters,"The Lessee must ensure that vessel operators and crew members maintain a vigilant watch for marine mammals and sea turtles, and reduce vessel speed, alter the vessel’s course, or stop the vessel as necessary to avoid striking marine mammals or sea turtles.",False,,,
2788,26,gemini-1.5-pro,Safety,Lease Area's Primary SMS,30,days,The Lessee must submit its Lease Area’s Primary SMS to BSEE within 30 days of COP approval.,False,,,
2792,26,gpt-4o-mini,Safety,Expanded clearance and/or shutdown zones,1500,meters,"The Lessee must ensure that, if the clearance and/or shutdown zones are expanded due to the verification of sound fields from Project activities, PSO coverage is sufficient to reliably monitor the expanded clearance and/or shutdown zones.",False,,,
2795,26,gemini-1.5-pro,Safety,Vessel operation during offshore wind farm activities,4,knots,"If operational safety prevents avoidance of such areas, vessels must slow to 4 knots while transiting through such areas.",False,,,
2807,26,gemini-1.5-pro,Environmental,WTG foundations,10,,The Lessee must conduct a survey around at least 10 WTG foundations for lost fishing gear annually for the first three years following COP approval and every 5 years thereafter.,False,,,
2833,26,gpt-4o-mini,Safety,Operational phase,50,meters,"If a sea turtle is sighted within 50 m of the forward path of the operating vessel, the vessel operator must shift to neutral when safe to do so.",False,,,
2842,26,gemini-1.5-pro,Safety,Project leadership and key personnel,5,individuals,"In addition, the Lessee must provide such information for each director and the top five executives of the Lessee and the project operator. The Lessee must also provide the following information for each identified person: full legal name, date of birth, country of citizenship, and permanent address.",False,,,
2843,26,gpt-4o-mini,Environmental,Response to EFH conservation recommendations,30,days,BOEM is required to provide NMFS with a detailed response to each EFH conservation recommendation within 30 days of receipt.,False,,,
2853,26,claude-3-haiku-20240307,Technical,Onshore substations,3,substations,The POI will include construction of three new substations in the vicinity of the existing substation.,False,,,
2862,26,gemini-1.5-pro,Environmental,Sightings or acoustic detections of NARWs,24,hours,The Lessee must report all sightings or acoustic detections of NARWs immediately (no later than 24 hours).,False,,,
2880,26,gpt-4o-mini,Technical,Pre-lay grapnel run activities,120,days,The Lessee must submit a Pre-lay Grapnel Run Plan for BSEE review and concurrence.,False,,,
2884,26,gpt-4o-mini,Environmental,Lease Area,180,days,The Lessee may request temporary withholding of the public release of raw acoustic data collected within the Lease Area for up to 180 days after collection of that data.,False,,,
2887,26,deepseek-chat,Spatial,New offshore developments,1,km,Minimum 1 km spacing required between turbines,False,,,
2888,26,gemini-1.5-pro,Environmental,Impact pile-driving for monopile foundations,2900,m,"Maintain a clearance zone of 2,900 m for North Atlantic right whales (NARW) during impact pile-driving for monopiles.",False,,,
2889,26,gemini-1.5-pro,Environmental,Impact pile-driving for monopile foundations,2900,m,"Maintain a shutdown zone of 2,900 m for North Atlantic right whales (NARW) during impact pile-driving for monopiles.",False,,,
2899,26,gemini-1.5-pro,Technical,Boulder relocation reporting,5,years,"The Lessee must also provide BOEM and BSEE a comprehensive list and shapefile of boulder locations to which boulders were relocated (latitude, longitude), boulder dimensions (m), any safety distances or zones to limit boulder relocation near third-party assets (m), and areas of active (within last 5 years) fishing (i.e., as a raster file for use in ArcGIS).",False,,,
2914,26,gemini-1.5-pro,Environmental,Offshore wind farm operation (clearance/shutdown zones),1500,m,"Additional observers must be deployed on additional platforms for every 1,500 m that a clearance or shutdown zone is expanded beyond the initial clearance and shutdown zones (Table 5.10-1; Section 5.10).",False,,,
2927,26,claude-3-haiku-20240307,Technical,Offshore components within Lease Area,121,WTGs,"The offshore components of the Project will consist of up to 121 wind turbines generators (WTGs) ranging from 14 to 18-megawatt (MW), four offshore substations, and one Met Tower.",False,,,
2942,26,gemini-1.5-pro,Safety,Vessel operation during offshore wind farm activities,200,meters,"If a large whale is sighted within 200 m of the forward path of a vessel, the vessel operator must reduce speed and shift the engine to neutral.",False,,,
2970,26,gemini-1.5-pro,Safety,Vessel operation during offshore wind farm activities,50,meters,"If a sea turtle is sighted within 50 m of the forward path of the operating vessel, the vessel operator must shift to neutral when safe to do so and then proceed away from the turtle at a speed of 4 knots when the sea turtle is no longer in the forward path of the vessel.",False,,,
2989,26,gpt-4o-mini,Safety,Commissioning phase of the wind turbine generators (WTGs),30,days,"At least 30, but no more than 60, days prior to the completion of commissioning of the last WTG, the Lessee must notify NORAD for RAM scheduling.",False,,,
3012,26,gpt-4o-mini,Environmental,Boulder relocation activities,120,days,"The Lessee must submit a Boulder Identification and Relocation Plan(s) to BOEM and BSEE for the agencies’ 60-day review, 120 days prior to boulder relocation activities within the scope of the plan.",False,,,
3027,26,gpt-4o-mini,Safety,Fisheries surveys involving Atlantic sturgeon and sea turtles.,15,minutes,"Handling times for these species must be minimized (i.e., kept to 15 minutes or less) to limit the amount of stress placed on the animals.",False,,,
3028,26,gpt-4o-mini,Environmental,Project area affecting NMFS NEFSC surveys,30,days,The Lessee must initiate coordination with NMFS NEFSC to develop the survey mitigation agreement described above.,False,,,
3034,26,gpt-4o-mini,Technical,Sound attenuation measures,10,dB,"Expansion of the zones will be reconsidered after additional sound attenuation measures are in place that reduce distances to at or below those modeled assuming 10 dB, as verified by SFV.",False,,,
3047,26,gemini-1.5-pro,Technical,Oil spill modeling,100,,The stochastic analysis must incorporate a minimum of 100 different trajectory simulations using random start dates selected over a multi-year period.,False,,,
3058,26,claude-3-haiku-20240307,Safety,Offshore wind farm construction and operation activities,10,Knots,"Regardless of vessel size, vessel operators must reduce vessel speed to 10 knots (18.5 mph) or less while operating in any Seasonal Management Area (SMA) and Dynamic Management Area (DMA) or Slow Zone or North Atlantic right whales (NARWs), unless the vessel is operating in a designated DMA or Slow Zone where right whales have not been detected and it is not reasonable to expect the presence of NARWs (e.g., Long Island Sound, shallow harbors).",False,,,
3061,26,deepseek-chat,Environmental,North Sea offshore wind farms,500,meters,All turbines must maintain a minimum clearance of 500 meters from migratory bird pathways.,False,,,
3062,26,gpt-4o-mini,Technical,Operational phase,20,minutes,The Lessee must commence trawl operations as soon as possible once the vessel arrives on station; the target tow time must be limited to 20 minutes.,False,,,
3071,26,gemini-1.5-pro,Technical,"Anchoring activities, export and interarray cable construction",120,days,"The Lessee must provide the proposed Anchoring Plan to BOEM and BSEE, for the agencies’ 60-day review (in coordination with NMFS GARFO-HESD), at least 120 days before anchoring activities or at least 120 days before construction begins for export and interarray cables, whichever is earlier.",False,,,
3085,26,gpt-4o-mini,Environmental,All areas of operation,24,hours,The Lessee must notify BSEE within 24 hours of any releases of marine debris.,False,,,
