row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,match_type,pages_found,highlighted_pages,matching_text_snippets,similarity_score
4916,40,gpt-4o-mini,Safety,Active North Atlantic right whale areas during vessel transit.,10.0,kn,All LOA Holder's vessels must transit at 10 kn or less within any active North Atlantic right whale.,none,,,,0.0
4926,40,gemini-1.5-pro,Environmental,Transit within 500m of a large whale (excluding North Atlantic right whale),10.0,kn,"LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less when any large whale (other than a North Atlantic right whale) is observed within 500 meters (m; 1,640 feet (ft)) of an underway vessel",none,,,,0.0
4934,40,gpt-4o-mini,Technical,Bubble curtain installation during construction phase.,100.0,percent,"The lowest bubble ring must be in contact with the seafloor for the full circumference of the ring, and the weights attached to the bottom ring must ensure 100-percent seafloor contact.",none,,,,0.0
4939,40,gpt-4o-mini,Technical,Construction phase,24.0,hours,"LOA Holder must ensure the detection is reported as soon as possible to NMFS, but no longer than 24 hours after the detection.",none,,,,0.0
4951,40,gpt-4o-mini,Safety,Vessels operating in marine environments during construction activities.,10.0,kn,LOA Holder's vessels underway must not divert or alter course to approach any marine mammal.,exact,7,7,"Page 7: ""...does not apply to any vessel towing gear or any situation where respecting the relevant separation distance would be unsafe (i.e., any situation where the vessel is navigationally constrained); (13) loa holder's vessels underway must not divert or alter course to approach any marine mammal. if a separation distance is triggered, any vessel underway must avoid abrupt changes in course direction and transit at 10 kn or less until the animal is outside the relevant separation distance; (14...""",1.0
5027,40,deepseek-chat,Technical,All offshore wind facilities in US waters,30,%,Substation foundations must be designed to withstand a 100-year storm event with 30% additional safety margin,none,,,,0.0
5040,40,gpt-4o-mini,Safety,Specified geographical region during project activities involving vessels.,10.0,kn,"LOA Holder must comply with the following vessel strike avoidance measures, unless an emergency situation presents a threat to the health, safety, or life of a person.",none,,,,0.0
5063,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,1.0,PAM operator per acoustic data stream,"Concurrently, at least one PAM operator per acoustic data stream (equivalent to the number of acoustic buoys) must be actively monitoring for marine mammals 60 minutes before, during, and 30 minutes after impact pile driving or UXO/MEC detonation in accordance with a NMFS-approved PAM Plan",none,,,,0.0
5103,40,gpt-4o-mini,Safety,Impact pile driving phase,15.0,minutes,Impact pile driving must be delayed until the animal has been visually observed exiting the clearance zone or until a specific time period has elapsed with no further sightings.,none,,,,0.0
5149,40,gpt-4o-mini,Technical,In-water survey gear usage during construction.,1700.0,lbs,"All fishery survey-related lines must include the breaking strength of all lines being less than 1,700 pounds (lbs).",none,,,,0.0
5161,40,gemini-1.5-pro,Technical,UXO/MEC detonation reporting,95.0,percent,"The final report must include at least the maximum, mean, minimum, median (L 50) and L 5 (95 percent exceedance) statistics for each metric.",none,,,,0.0
5182,40,gpt-4o-mini,Safety,Survey activities using acoustic sources.,30.0,minutes,LOA Holder is required to ramp-up acoustic sources prior to commencing full power and ensure visual clearance zones are fully visible.,none,,,,0.0
5230,40,gemini-1.5-pro,Environmental,UXO/MEC detonation,24.0,hours,"For any UXO/MEC detonation, these systems must be monitored for 24 hours and immediately prior to blasting",none,,,,0.0
5235,40,gemini-1.5-pro,Technical,UXO/MEC detonation mitigation,72.0,hours,LOA Holder must provide NMFS Office of Protected Resources with a bubble curtain performance test and maintenance report to review within 72 hours after each UO/MEC is detonated.,none,,,,0.0
5254,40,claude-3-haiku-20240307,Safety,Cofferdams and goal posts,12,hours,All installation and removal of sheet piles for cofferdams and casing pipes for goal posts must only occur for up to 12 hours for each cofferdam and up to 1 hour daily for each goal post (within a single 24-hour period),none,,,,0.0
5265,40,gpt-4o-mini,Technical,Operational phase,30.0,semester hours,All PSOs and PAM operators must have successfully attained a bachelor's degree from an accredited college or university with a major in one of the natural sciences.,none,,,,0.0
5267,40,gemini-1.5-pro,Environmental,North Atlantic right whale sightings,24.0,hours,"must ensure the sighting is immediately (if not feasible, as soon as possible and no longer than 24 hours after the sighting) reported to NMFS and the Right Whale Sightings Advisory System (RWSAS)",none,,,,0.0
5379,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,24.0,hours,LOA Holder must conduct PAM for at least 24 hours immediately prior to pile driving or UXO/MEC detonation activities.,none,,,,0.0
5389,40,gpt-4o-mini,Technical,UXO/MEC detonation operations,0.5,m [3]/(minute*m),LOA Holder must deploy at least a double big bubble curtain during all UXO/MEC detonations.,exact,12,12,"Page 12: ""...e used. clearance zone size is measured using the radial distance from the uxo/mec to be detonated; (8) loa holder must utilize nmfs-approved pam systems, as described in (c)(17) of this section. (9) loa holder must deploy at least a double big bubble curtain during all uxo/mec detonations. the bubble curtain must be deployed at a distance that avoids damage to the hose nozzles: (i) any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m3/(minute*m). t...""",1.0
5396,40,gpt-4o-mini,Safety,UXO/MEC detonation operations,1.0,detonation,No more than one detonation may occur within a 24-hour period.,none,,,,0.0
5429,40,gpt-4o-mini,Technical,Hydrophone calibration during construction and operation phases.,0.75,dB,"If any in-situ calibration checks for hydrophones reveal a calibration drift greater than 0.75 dB, LOA Holder must indicate full details of the calibration procedure, results, and any associated issues in the 48-hour interim reports.",none,,,,0.0
5432,40,claude-3-haiku-20240307,Technical,Passive Acoustic Monitoring (PAM) systems,1,km,"The PAM system components (i.e., acoustic buoys) must not be placed closer than 1 km to the pile being driven so that the activities do not mask the PAM system.",none,,,,0.0
5446,40,gemini-1.5-pro,Environmental,HRG surveys,30.0,minutes,"PSOs on HRG vessels must begin monitoring 30 minutes prior to activating acoustic sources, during the use of these acoustic sources, and for 30 minutes after use of these acoustic sources has ceased",none,,,,0.0
5473,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities using aerial platform,2.0,PSOs,"If an aerial platform is required or used (per § 217.264(e)(7)), at least two on-duty PSOs must be actively searching for marine mammals.",none,,,,0.0
5522,40,claude-3-haiku-20240307,Safety,Vessels,500,meters,LOA Holder's vessels must maintain a minimum separation distance of 500 m from North Atlantic,exact,6,6,"Page 6: ""...quent detection shall trigger a 24-hour reset. a slowdown in the transit corridor expires when there has been no further visual or acoustic detection in the transit corridor in the past 24 hours; (9) loa holder's vessels must maintain a minimum separation distance of 500 m from north atlantic right whales. if underway, all vessels must steer a course away from any sighted north atlantic right whale at 10 kn or less such that the 500-m minimum separation distance requirement is not violate...""",1.0
5544,40,gpt-4o-mini,Safety,Impact pile driving and UXO/MEC detonation activities.,3.0,,At least three on-duty PSOs must be stationed and observing from the activity platform during impact pile driving or UXO/MEC detonation.,none,,,,0.0
5609,40,gemini-1.5-pro,Technical,Pile driving platform during pile driving activities,3.0,,"LOA Holder must utilize PSO(s) and PAM operator(s), as described in § 217.265(c). At least three on duty PSOs must be on the pile driving platform.",none,,,,0.0
5615,40,gpt-4o-mini,Safety,UXO/MEC detonation operations,10.0,units,"LOA Holder may detonate a maximum of 10 UXO/MECs, of varying sizes but no larger than 1,000 pounds (lbs; 454 kilograms (kg)) charge weight (i.e., E12), over the effective period of this rulemaking and LOA.",none,,,,0.0
5773,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,3.0,PSOs,At least three on-duty PSOs must be stationed and observing from the activity platform during impact pile driving or UXO/MEC detonation and at least three on-duty PSOs must be stationed on each dedicated PSO vessel.,none,,,,0.0
5887,40,gemini-1.5-pro,Safety,Vessel transit,16.0,VHF Channel,"LOA Holder must continuously monitor the U.S. Coast Guard VHF Channel 16 at the onset of transiting through the duration of transiting, over which North Atlantic right whale sightings are broadcasted.",none,,,,0.0
5950,40,gemini-1.5-pro,Technical,Waters around pile driving activity,2.0,,"Two dedicated-PSO vessels must be used at least 60 minutes before, during, and 30 minutes after all pile driving",none,,,,0.0
5959,40,claude-3-haiku-20240307,Safety,Vibratory pile driving for cofferdams and casing pipes,30,minutes,"LOA Holder must utilize PSO(s), as described in § 217.265(d). At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation",none,,,,0.0
5976,40,claude-3-haiku-20240307,Safety,Underway vessels,10,knots,"LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less when any large whale (other than a North Atlantic right whale) is observed within 500 meters (m; 1,640 feet (ft)) of an underway vessel.",none,,,,0.0
5995,40,gpt-4o-mini,Technical,"Northwestern Atlantic Ocean offshore environment, PSO and PAM operator roles.",90.0,days,Lead PSO or PAM operators must be unconditionally approved and have a minimum of 90 days in a northwestern Atlantic Ocean offshore environment performing the role.,none,,,,0.0
6010,40,gemini-1.5-pro,Technical,Bubble curtain deployment for UXO/MEC detonation,100.0,percent,The bubble curtain(s) must surround 100 percent of the piling perimeter throughout the full depth of the water column,none,,,,0.0
6020,40,gemini-1.5-pro,Technical,Bubble curtain specifications for UXO/MEC detonation,0.5,m^3/(minute*m),Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m^3/(minute*m),none,,,,0.0
6023,40,gpt-4o-mini,Safety,UXO/MEC detonation activities.,48.0,hours,LOA Holder must provide NMFS Office of Protected Resources with notification of planned UXO/MEC detonation as soon as possible but at least 48 hours prior to the planned detonation.,none,,,,0.0
6063,40,gpt-4o-mini,Environmental,UXO/MEC detonation,24.0,hours,"For any UXO/MEC detonation, these systems must be monitored for 24 hours and immediately prior to blasting.",none,,,,0.0
6071,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,24.0,hours,The PAM operator must review all detections from the previous 24-hour period immediately prior to pile driving and UXO/MEC detonation activities.,none,,,,0.0
6108,40,gemini-1.5-pro,Technical,Personnel Certification (PSO/PAM),5.0,years,A conditionally-approved PSO or PAM operator may be one who has completed training in the last 5 years but has not yet attained the requisite field experience.,none,,,,0.0
259,40,claude-3-haiku-20240307,Safety,Project area,10,knots,"All LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less for at least 24 hours when a North Atlantic right whale is sighted at any distance by any project-related personnel or acoustically detected by any project-related PAM system. Each subsequent observation or acoustic detection in the Project area shall trigger an additional 24-hour period.",fuzzy,6,6,"Page 6: ""...(6) all loa holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less for at least 24 hours when a north atlantic right whale is sighted at any distance by any project-relat...""",0.7678391959798995
348,40,gpt-4o-mini,Safety,"Project area, operational phase",10.0,kn,"All LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less for at least 24 hours when a North Atlantic right whale is sighted at any distance by any project-related personnel or acoustically detected by any project-related PAM system.",fuzzy,6,6,"Page 6: ""...(6) all loa holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less for at least 24 hours when a north atlantic right whale is sighted at any distance by any project-relat...""",0.6083995459704881
552,40,gemini-1.5-pro,Environmental,Offshore wind farm construction (foundation installation and UXO/MEC detonation),48.0,hours,"must provide the initial results of the SFV measurements to NMFS Office of Protected Resources in an interim report after each foundation installation event and each UXO/MEC detonation event as soon as they are available and prior to a subsequent detonation or foundation installation, but no later than 48 hours after each completed foundation installation event and 48 hours after a detonation.",fuzzy,23,23,"Page 23: ""...60 calendar days of nmfs office of protected resources receipt of the draft report, the report shall be considered final. (8) for those foundation piles and uxo/mec detonations requiring sfv measureme...""",0.7644787644787645
1122,40,gpt-4o-mini,Technical,Foundation installation activities (impact pile driving),180.0,days,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of foundation installation activities (impact pile driving) and abide by the Plan if approved.,fuzzy,11,11,"Page 11: ""...with this plan prior to the start of any pile driving. the plan must include a description of all monitoring equipment and pam and pso protocols (including number and location of psos) for all pile dr...""",0.6264501160092807
1459,40,claude-3-haiku-20240307,Environmental,Offshore wind farm construction,30,minutes,"Sheet pile or casing pipe installation must only commence when visual clearance zones are fully visible (e.g., not obscured by darkness, rain, fog, etc.) and clear of marine mammals, as determined by the Lead PSO, for at least 30 minutes immediately prior to initiation of vibratory pile driving.",fuzzy,21,21,"Page 21: ""...sheet pile or casing pipe installation must only commence when visual clearance zones are fully visible (e.g., not obscured by darkness, rain, fog, etc.) and clear of marine mammals, as determined by ...""",0.6592427616926503
1703,40,gemini-1.5-pro,Environmental,Fisheries monitoring surveys within the project area,1.0,nmi,"Marine mammal monitoring must be conducted within 1 nmi from the planned survey location by the trained captain and/or a member of the scientific crew for 15 minutes prior to deploying gear, throughout gear deployment and use, and for 15 minutes after haul back.",fuzzy,21,21,"Page 21: ""...marine mammal monitoring must be conducted within 1 nmi from the planned survey location by the trained captain and/or a member of the scientific crew for 15 minutes prior to deploying gear, throughou...""",0.7207702888583218
2040,40,claude-3-haiku-20240307,Environmental,Offshore wind farm site surveys,"[1, 2]",PSOs,"At least one PSO must be on active duty monitoring during HRG surveys conducted during daylight (i.e., from 30 minutes prior to civil sunrise through 30 minutes following civil sunset) and at least two PSOs must be on activity duty monitoring during HRG surveys conducted at night.",fuzzy,21,21,"Page 21: ""...the potential to result in harassment and must be implemented by loa holder: (1) between four and six psos must be present on every 24-hour survey vessel and two to three psos must be present on every...""",0.6542056074766355
2279,40,gpt-4o-mini,Safety,"Transit corridor from port to Lease Area, operational phase",10.0,kn,"If LOA Holder's vessel(s) are traveling at speeds greater than 10 kn in a transit corridor from a port to the Lease Area, in addition to the required dedicated visual observer, LOA Holder must monitor the transit corridor in real-time with PAM prior to and during transits.",fuzzy,6,6,"Page 6: ""...kn or less when any large whale (other than a north atlantic right whale) is observed within 500 meters (m; 1,640 feet (ft)) of an underway vessel; (8) if loa holder's vessel(s) are traveling at speed...""",0.6363636363636364
2587,40,gemini-1.5-pro,Environmental,North Atlantic right whale sightings,24.0,hours,"LOA Holder must submit a summary report to NMFS Greater Atlantic Regional Fisheries (GARFO), NMFS Office of Protected Resources, and NMFS Northeast Fisheries Science Center (NEFSC) within 24 hours with the above information and the vessel/platform from which the sighting was made, activity the vessel/platform was engaged in at time of sighting, project construction and/or survey activity at the time of the sighting (e.g., pile driving, cable installation, HRG survey), distance from vessel/platform to sighting at time of detection, and any mitigation actions taken in response to the sighting.",fuzzy,25,25,"Page 25: ""...loa holder must submit a summary report to nmfs greater atlantic regional fisheries (garfo; nmfs.gar.incidental-take@noaa.gov), nmfs office of protected resources, and nmfs northeast fisheries science...""",0.9292929292929293
2666,40,gemini-1.5-pro,Environmental,Impact pile driving,60.0,minutes,"For North Atlantic right whales, any visual observation or acoustic detection must trigger a delay to the commencement of pile driving. The clearance zone may only be declared clear if no North Atlantic right whale acoustic or visual detections have occurred within the clearance zone during the 60-minute monitoring period",fuzzy,8,8,"Page 8: ""...the animal has been visually observed exiting the clearance zone or until a specific time period has elapsed with no further sightings. the specific time periods are 15 minutes for small odontocetes a...""",0.6850477200424178
2773,40,gpt-4o-mini,Safety,Operational phase,15.0,minutes,"If a marine mammal is observed within a clearance zone during the clearance period, ramp-up or acoustic surveys may not begin until the animal(s) has been observed voluntarily exiting its respective clearance zone or until a specific time period has elapsed with no further sighting.",fuzzy,15,15,"Page 15: ""...period is a period when no marine mammals are detected in the relevant zone; (10) if a marine mammal is observed within a clearance zone during the clearance period, ramp-up or acoustic surveys may no...""",0.6409966024915063
2846,40,gemini-1.5-pro,Environmental,"Construction and Operation phases, North Atlantic Right Whale sightings",24.0,hours,LOA Holder must submit situational reports if the following circumstances occur (including all instances wherein an exemption is taken must be reported to NMFS Office of Protected Resources within 24 hours): If a North Atlantic right whale is observed at any time by PSOs or project personnel,fuzzy,25,25,"Page 25: ""...(13) loa holder must submit situational reports if the following circumstances occur (including all instances wherein an exemption is taken must be reported to nmfs office of protected resources withi...""",0.6396495071193866
2973,40,gpt-4o-mini,Environmental,Level B harassment zone during survey operations,15.0,minutes,"If an acoustic source has been shut down due to the presence of a marine mammal, the use of an acoustic source may not commence or resume until the animal(s) has been confirmed to have left the Level B harassment zone or until a full 15 minutes (for small odontocetes and seals) or 30 minutes (for all other marine mammals) have elapsed with no further sighting.",fuzzy,15,15,"Page 15: ""...that belongs to a genus other than those specified in this paragraph (f)(12) of this section is detected in the shutdown zone; (13) if an acoustic source has been shut down due to the presence of a ma...""",0.8013318534961155
3035,40,gpt-4o-mini,Safety,"Construction phase, Level B harassment zone",15.0,minutes,"The activity must not commence or resume until the animal(s) has been confirmed to have left and is on a path away from the Level B harassment zone or after 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other species with no further sightings;",fuzzy,4,4,"Page 4: ""...the activity must not commence or resume until the animal(s) has been confirmed to have left and is on a path away from the level b harassment zone or after 15 minutes for small odontocetes and pinnip...""",0.6473429951690821
3118,40,claude-3-haiku-20240307,Safety,Transit corridor from port to lease area,10,knots,"If LOA Holder's vessel(s) are traveling at speeds greater than 10 kn ( *i.e.,* no speed restrictions are enacted) in a transit corridor from a port to the Lease Area, in addition to the required dedicated visual observer, LOA Holder must monitor the transit corridor in real-time with PAM prior to and during transits. If a North Atlantic right whale is detected via visual observation or PAM within or approaching the transit corridor, all crew transfer vessels must travel at 10 kn or less for 24 hours following the detection. Each subsequent detection shall trigger a 24-hour reset. A slowdown in the transit corridor expires when there has been no further visual or acoustic detection in the transit corridor in the past 24 hours.",fuzzy,6,6,"Page 6: ""...speed restrictions are enacted) in a transit corridor from a port to the lease area, in addition to the required dedicated visual observer, loa holder must monitor the transit corridor in real-time wi...""",0.9046199701937406
3169,40,gemini-1.5-pro,Technical,Foundation installation and UXO/MEC detonations,2.0,,"During foundation installation and UXO/MEC detonations, at least two PSOs on the pile driving and detonation-dedicated PSO vessel must be equipped with functional Big Eye binoculars (e.g., 25 x 150; 2.7 view angle; individual ocular focus; height control); these must be pedestal mounted on the deck at the best vantage point that provides for optimal sea surface observation and PSO safety.",fuzzy,20,20,"Page 20: ""...(7x) binoculars, and the naked eye to search continuously for marine mammals. during foundation installation and uxo/ mec detonations, at least two psos on the pile driving and detonation-dedicated ps...""",0.7562862669245648
3391,40,gemini-1.5-pro,Environmental,Acoustic source operation,30.0,minutes,"LOA Holder is required to ramp-up acoustic sources prior to commencing full power, unless the equipment operates on a binary on/off switch, and ensure visual clearance zones are fully visible and clear of marine mammals, as determined by the Lead PSO, for at least 30 minutes immediately prior to the initiation of survey activities using acoustic sources specified in the LOA.",fuzzy,14,14,"Page 14: ""...level to meet the survey objective, when in use, and must be turned off when they are not necessary for the survey; (5) loa holder is required to ramp-up acoustic sources prior to commencing full powe...""",0.7789256198347108
3404,40,gpt-4o-mini,Environmental,Sampling area during gear deployment,1.0,nmi,"If marine mammals are sighted within 1 nmi of the planned location and 15 minutes before gear deployment, then LOA Holder and/or its cooperating institutions, contracted vessels, or commercially hired captains must move the vessel away from the marine mammal to a different section of the sampling area.",fuzzy,16,16,"Page 16: ""...if marine mammals are sighted within 1 nmi of the planned location and 15 minutes before gear deployment, then loa holder and/or its cooperating institutions, contracted vessels, or commercially hired...""",0.6594124047878128
3415,40,gemini-1.5-pro,Environmental,Offshore wind farm operation (ramp-up procedures for acoustic sources),60.0,minutes,"Prior to a ramp-up procedure starting or activating acoustic sources, the acoustic source operator must notify a designated PSO of the planned start of ramp-up. The notification time should not be less than 60 minutes prior to the planned ramp-up or activation.",fuzzy,15,15,"Page 15: ""...exiting its respective shutdown zone or until 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other species, has elapsed with no further sightings; (6) prior to a ramp-up proced...""",0.6060606060606061
3507,40,gemini-1.5-pro,Technical,Protected species observer (PSO) and passive acoustic monitoring (PAM) operator qualifications,30.0,semester hours,"All PSOs and PAM operators must have successfully attained a bachelor's degree from an accredited college or university with a major in one of the natural sciences, a minimum of 30 semester hours or equivalent in the biological sciences, and at least one undergraduate course in math or statistics.",fuzzy,17,17,"Page 17: ""...with and instruct relevant crew with regard to the presence of protected species and mitigation requirements; (2) all psos and pam operators must have successfully attained a bachelor's degree from an...""",0.6499454743729552
3547,40,gemini-1.5-pro,Safety,Offshore wind farm construction activities,360.0,degrees,"All PSOs must be located at the best vantage point(s) on any platform, as determined by the Lead PSO, in order to obtain 360-degree visual coverage of the entire clearance and shutdown zones around the activity area, and as much of the Level B harassment zone as possible.",fuzzy,19,19,"Page 19: ""...all psos must be located at the best vantage point(s) on any platform, as determined by the lead pso, in order to obtain 360-degree visual coverage of the entire clearance and shutdown zones around th...""",0.7139107611548556
3566,40,gemini-1.5-pro,Safety,Vessel operations within a specified geographical region during wind farm activities.,10.0,kn,"LOA Holder must comply with the following vessel strike avoidance measures, unless an emergency situation presents a threat to the health, safety, or life of a person or when a vessel, actively engaged in emergency rescue or response duties, including vessel-in-distress or environmental crisis response, requires speeds in excess of 10 kn to fulfill those responsibilities, while in the specified geographical region",fuzzy,5,5,"Page 5: ""...loa holder must comply with the following vessel strike avoidance measures, unless an emergency situation presents a threat to the health, safety, or life of a person or when a vessel, actively engage...""",0.776536312849162
3733,40,gemini-1.5-pro,Environmental,Marine mammal protection during pre-deployment phase,1.0,nmi,"If marine mammals are sighted within 1 nmi of the planned location and 15 minutes before gear deployment, then LOA Holder and/or its cooperating institutions, contracted vessels, or commercially hired captains, as appropriate, must move the vessel away from the marine mammal to a different section of the sampling area. If, after moving on, marine mammals are still visible from the vessel, LOA Holder and its cooperating institutions, contracted vessels, or commercially hired captains must move again or skip the station",fuzzy,16,16,"Page 16: ""...if marine mammals are sighted within 1 nmi of the planned location and 15 minutes before gear deployment, then loa holder and/or its cooperating institutions, contracted vessels, or commercially hired...""",0.9183494293239683
3908,40,claude-3-haiku-20240307,Safety,Offshore wind farm construction,"[15, 30]",minutes,"If pile driving has been shut down due to the presence of a marine mammal other than a North Atlantic right whale, pile driving must not restart until either the marine mammal(s) has voluntarily left the specific clearance zones and has been visually or acoustically confirmed beyond that clearance zone, or, when specific time periods have elapsed with no further sightings or acoustic detections have occurred. The specific time periods are 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other marine mammal species.",fuzzy,9,9,"Page 9: ""...for 30 minutes; (14) if pile driving has been shut down due to the presence of a marine mammal other than a north atlantic right whale, pile driving must not restart until either the marine mammal(s) ...""",0.9401561144839549
4027,40,gpt-4o-mini,Safety,Clearance zone during UXO/MEC detonations,60.0,minutes,"Detonation may only commence if all marine mammals have been confirmed to have voluntarily left the clearance zones and been visually confirmed to be beyond the clearance zone, or when 60 minutes have elapsed without any redetections for whales (including the North Atlantic right whale) or 15 minutes have elapsed without any redetections of delphinids, harbor porpoises, or seals.",fuzzy,13,13,"Page 13: ""...minutes and the zone must be acoustically cleared during this time. if a marine mammal is observed entering or within the clearance zone prior to denotation, the activity must be delayed. detonation m...""",0.7485265225933202
4173,40,gemini-1.5-pro,Environmental,Mitigation measures for foundation installation noise levels,3.0,monopiles,"If any of the interim SFV measurement reports submitted for the first three monopiles indicate the modeled distances to NMFS marine mammal Level A harassment and Level B harassment thresholds assuming 10-dB attenuation, then LOA Holder must implement additional sound attenuation measures on all subsequent foundations.",fuzzy,10,10,"Page 10: ""...if any of the interim sfv measurement reports submitted for the first three monopiles indicate the modeled distances to nmfs marine mammal level a harassment and level b harassment thresholds assuming...""",0.629812438302073
4268,40,gemini-1.5-pro,Environmental,Foundation installation,10.0,dB,"LOA Holder must optimize the sound attenuation systems ( *e.g.,* ensure hose maintenance, pressure testing, *etc.* ) to meet noise levels modeled, assuming 10-dB attenuation, within three piles or else foundation installation activities must cease until NMFS and LOA Holder can evaluate the situation and ensure future piles must not exceed noise levels modeled assuming 10-dB attenuation",fuzzy,10,10,"Page 10: ""...loa holder must also increase clearance and shutdown zone sizes to those identified by nmfs until sfv measurements on at least three additional foundations demonstrate acoustic distances to harassment...""",0.7087198515769945
4337,40,gpt-4o-mini,Safety,In-water construction activities,10.0,meters,"If a marine mammal is on a path towards or comes within 10 meters (m) (32.8 feet) of equipment, LOA Holder must cease operations until the marine mammal has moved more than 10 m on a path away from the activity to avoid direct interaction with equipment;",fuzzy,4,4,"Page 4: ""...have left and is on a path away from the level b harassment zone or after 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other species with no further sightings; (9) for in-wat...""",0.6225490196078431
4348,40,gpt-4o-mini,Environmental,Pile driving activities related to offshore wind farm construction.,15.0,minutes,"If pile driving has been shut down due to the presence of a marine mammal other than a North Atlantic right whale, pile driving must not restart until either the marine mammal(s) has voluntarily left the specific clearance zones and has been visually or acoustically confirmed beyond that clearance zone, or, when specific time periods have elapsed with no further sightings or acoustic detections have occurred.",fuzzy,9,9,"Page 9: ""...for 30 minutes; (14) if pile driving has been shut down due to the presence of a marine mammal other than a north atlantic right whale, pile driving must not restart until either the marine mammal(s) ...""",0.8054740957966764
4429,40,gemini-1.5-pro,Technical,"Construction phase, Passive Acoustic Monitoring (PAM) data",90.0,calendar days,"Full detection data, metadata, and location of recorders (or GPS tracks, if applicable) from all real time hydrophones used for monitoring during construction must be submitted within 90 calendar days following completion of activities requiring PAM for mitigation via the ISO standard metadata forms available on the NMFS Passive Acoustic Reporting System website.",fuzzy,25,25,"Page 25: ""...calling the hotline is not necessary when reporting pam detections via the template; (12) full detection data, metadata, and location of recorders (or gps tracks, if applicable) from all real- time hy...""",0.6331309627059843
4489,40,gemini-1.5-pro,Environmental,Transit within 10km of a reported North Atlantic right whale,10.0,km,"If a North Atlantic right whale is reported via any of the monitoring systems within 10 kilometers (km; 6.2 miles (mi)) of a transiting vessel(s), that vessel must operate at 10 knots (kn; 11.5 miles per hour (mph)) or less for 24 hours following the reported detection",fuzzy,6,6,"Page 6: ""...24-hour period. if a north atlantic right whale is reported via any of the monitoring systems (refer back to paragraph (b)(4) of this section) within 10 kilometers (km; 6.2 miles (mi)) of a transiting...""",0.6366863905325444
4532,40,gemini-1.5-pro,Environmental,Fisheries monitoring surveys,15.0,minutes,"Survey gear must be deployed as soon as possible once the vessel arrives on station. Gear must not be deployed if there is a risk of interaction with marine mammals. Gear may be deployed after 15 minutes of no marine mammal sightings within 1 nautical mile (nmi; 1,852 m) of the sampling station",fuzzy,16,16,"Page 16: ""...to fishery monitoring surveys: (1) survey gear must be deployed as soon as possible once the vessel arrives on station. gear must not be deployed if there is a risk of interaction with marine mammals....""",0.6504961411245865
4537,40,gemini-1.5-pro,Safety,Vessel operations in the vicinity of North Atlantic right whales,500.0,meters,"If a North Atlantic right whale is sighted within 500 m of an underway vessel, that vessel must reduce speed and shift the engine to neutral. Engines must not be engaged until the whale has moved outside of the vessel's path and beyond 500 m.",fuzzy,6,6,"Page 6: ""...right whale at 10 kn or less such that the 500-m minimum separation distance requirement is not violated. if a north atlantic right whale is sighted within 500 m of an underway vessel, that vessel mus...""",0.6126582278481013
4614,40,gemini-1.5-pro,Environmental,UXO/MEC detonation during offshore wind farm activities,72.0,hours,"If an UXO/MEC detonation occurs, within 72 hours after a detonation but before the next detonation, whichever is sooner, LOA Holder must report to NMFS Office of Protected Resources the time, date, location (latitude/longitude Decimal Degrees), charge weight size, justification on why detonation was necessary and other means of removal or avoidance could not occur, all detections of marine mammals within the UXO/MEC zones, and any mitigative action taken.",fuzzy,26,26,"Page 26: ""...if an uxo/mec detonation occurs, within 72 hours after a detonation but before the next detonation, whichever is sooner, loa holder must report to nmfs office of protected resources the time, date, lo...""",0.8307692307692308
4829,40,gemini-1.5-pro,Environmental,In-water construction heavy machinery activities,10.0,meters,"For in-water construction heavy machinery activities listed in § 217.260(c), if a marine mammal is on a path towards or comes within 10 meters (m) (32.8 feet) of equipment, LOA Holder must cease operations until the marine mammal has moved more than 10 m on a path away from the activity to avoid direct interaction with equipment",fuzzy,4,4,"Page 4: ""...have left and is on a path away from the level b harassment zone or after 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other species with no further sightings; (9) for in-wat...""",0.7399103139013453
