row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,match_type,pages_found,highlighted_pages,matching_text_snippets,similarity_score
5430,10,gpt-4o-mini,Jurisdictional,Operational phase,72.0,hours,"If there is a change in the designated operator, you must provide written notice to BOEM and identify the new designated operator within 72 hours on a form approved by BOEM.",none,,,,0.0
5579,10,deepseek-chat,Spatial,U.S. federal waters,1,nautical mile,Offshore wind turbines must maintain a minimum clearance of 1 nautical mile from shipping lanes.,none,,,,0.0
5580,10,gpt-4o-mini,Financial,Lease issuance phase,0.25,dollars per acre,"If your lease is issued non-competitively, the acquisition fee is $0.25 per acre, unless otherwise set by the Director.",none,,,,0.0
5607,10,gemini-1.5-pro,Jurisdictional,Commercial Operations,30.0,days,"You may commence commercial operations or other approved activities 30 days after BSEE receives that certification report, unless BSEE notifies you within that time period of its objections to the certification report.",none,,,,0.0
5613,10,gpt-4o-mini,Safety,Operational phase,12.0,hours,Report within 24 hours when any required equipment taken out of service for more than 12 hours; provide written confirmation if reported orally.,none,,,,0.0
5622,10,gpt-4o-mini,Financial,Commercial generation of electricity phase,0.02,,"Unless BOEM specifies otherwise, in the operating fee rate, 'r' is 0.02 for each year the operating fee applies when you begin commercial generation of electricity.",none,,,,0.0
5647,10,gpt-4o-mini,Financial,"SAP, COP, and decommissioning stages of activities covered by the indemnity agreement.",90.0,days,"Your guarantor must submit the information in the following table, to be updated annually within 90 days of the end of the fiscal year (FY) or as otherwise prescribed.",none,,,,0.0
5648,10,gpt-4o-mini,Jurisdictional,GAP modifications,50.0,,Submit revised or modified GAPs and required additional information.,none,,,,0.0
5668,10,gpt-4o-mini,Safety,Operational phase,12.0,hours,You must report within 24 hours when equipment necessary for implementing your approved plan is removed from service for more than 12 hours.,none,,,,0.0
5673,10,gpt-4o-mini,Financial,National Historic Preservation Act responsibilities,0.5,payment,"If applicable, submit payment for BSEE/BOEM costs in carrying out National Historic Preservation Act responsibilities.",none,,,,0.0
5677,10,gpt-4o-mini,Cultural,Archaeological investigations,10.0,report,"If requested, conduct further archaeological investigations, and submit report/information.",none,,,,0.0
5686,10,gemini-1.5-pro,Jurisdictional,Commercial operations,6.0,months,"If you cease commercial operations for an indefinite period which extends longer than 6 months, we may cancel your lease under § 585.422 and, you must initiate the decommissioning process as set forth in part 285, subpart I, of this title.",none,,,,0.0
5711,10,gemini-1.5-pro,Technical,Operating fee rate for offshore wind energy projects,0.02,,"In the operating fee rate, “r” is 0.02 for each year the operating fee applies when you begin commercial generation of electricity.",none,,,,0.0
5720,10,gpt-4o-mini,Jurisdictional,Lease or grant under § 585.422,6.0,months,"If you cease activities for an indefinite period that exceeds 6 months, BOEM may cancel your lease or grant under § 585.422.",none,,,,0.0
5742,10,gpt-4o-mini,Financial,Financial assurance for offshore wind farm projects.,115.0,percent,You must post 115 percent of your financial assurance amount.,none,,,,0.0
5752,10,gemini-1.5-pro,Spatial,Bottom Disturbances,500.0,feet,"Changes in the locations of bottom disturbances (anchors, chains, etc.) by 500 feet (152 meters) or greater from the approved locations require a revision to the GAP.",none,,,,0.0
5763,10,deepseek-chat,Spatial,Designated traffic separation zones,1,kilometers,Minimum 1km separation required between turbine arrays and shipping lanes,none,,,,0.0
5776,10,gemini-1.5-pro,Jurisdictional,Lease or grant transfer,90.0,days,"Within 90 days after last party executes a transfer agreement, submit copies of a lease or grant assignment application, including originals of each instrument creating or transferring ownership of record title, eligibility, and other qualifications; and evidence that agent is authorized to execute assignment, in format specified.",none,,,,0.0
5791,10,gemini-1.5-pro,Jurisdictional,Lease application process,45.0,days,BOEM will publish in the Federal Register Calls for Information and Nominations for leasing in specified areas.,none,,,,0.0
5809,10,gemini-1.5-pro,Jurisdictional,Lease or grant-specific bond,300000.0,USD,"Execute and provide $300,000 minimum limited lease or grant-specific bond or increase financial assurance and required information.",none,,,,0.0
5811,10,gpt-4o-mini,Safety,Operational phase,90.0,days,"Request reimbursement within 90 days for food, quarters, and transportation provided to BSEE reps during inspection.",none,,,,0.0
5812,10,gpt-4o-mini,Jurisdictional,Commercial operations under the approved COP,6.0,months,"If you cease commercial operations for an indefinite period which extends longer than 6 months, we may cancel your lease under § 585.422.",none,,,,0.0
5815,10,gpt-4o-mini,Jurisdictional,Supplemental or decommissioning bonds submitted under § 585.516,7.0,years,"Your bond will not be released until BOEM determines that you have met all your decommissioning, site clearance, and other obligations.",none,,,,0.0
5847,10,gemini-1.5-pro,Jurisdictional,Competitive Lease Execution,10.0,business days,"Within 10 business days, execute 3 copies of lease form and return to BOEM with required payments, including evidence that agent is authorized to act for bidder; if applicable, submit information to support delay in execution—competitive leases.",none,,,,0.0
5850,10,gpt-4o-mini,Safety,Operational phase,30.0,days,"Submit plan of corrective action report on observed detrimental effects on cable, P/L, or facility within 30 days of discovery; take remedial action and submit report of remedial action within 30 days after completion.",none,,,,0.0
5857,10,gpt-4o-mini,Notification,Deviation from approved COP or GAP,1.0,notice/evidence,"If after construction, cable or pipeline deviate from approved COP or GAP, notify affected lease operators and ROW/RUE grant holders of deviation and provide BOEM evidence of such notices.",none,,,,0.0
5879,10,gpt-4o-mini,Jurisdictional,Decommissioning phase of offshore facilities,60.0,days,"You must submit a written report to BSEE that includes a summary of the removal activities, a description of any mitigation measures you took, and a statement signed by your authorized representative if you used explosives.",none,,,,0.0
5911,10,gemini-2.5-pro,Jurisdictional,Guarantors providing non-public financial information.,90.0,days,"If the guarantor's financial information is not publicly available, it must be submitted and updated annually within 90 days of the end of the fiscal year (FY).",none,,,,0.0
5934,10,gemini-1.5-pro,Jurisdictional,Lease or grant acquisition through sealed bidding,20.0,percent,"For a competitive lease or grant offered through sealed bidding, you must submit a deposit of 20 percent of the total bid amount, unless some other amount is specified in the Final Sale Notice.",none,,,,0.0
5937,10,claude-3-haiku-20240307,Technical,Offshore wind leases issued competitively or noncompetitively,0.02,Unitless rate,"BOEM will specify the operating fee rate, 'r', which is 0.02 for each year the operating fee applies when you begin commercial generation of electricity.",none,,,,0.0
5952,10,deepseek-chat,Spatial,U.S. territorial waters,5,nautical miles,No construction within 5 nautical miles of active shipping lanes.,none,,,,0.0
5961,10,gpt-4o-mini,Jurisdictional,Competitive lease or grant acquisition process,20.0,percent,"You must submit a deposit of 20 percent of the total bid amount, unless some other amount is specified in the Final Sale Notice.",none,,,,0.0
5971,10,deepseek-chat,Technical,Commercial-scale offshore wind farms,0.8,nautical miles,Wind turbines must be spaced at least 0.8 nautical miles apart,none,,,,0.0
5973,10,gemini-1.5-pro,Technical,Lease or grant activities,31.0,,Submit this information no later than March 31 of each year,none,,,,0.0
5981,10,gemini-1.5-pro,Jurisdictional,All leases,3.0,$/acre/year,Initial Rent: $3 per acre per year,none,,,,0.0
5994,10,gemini-1.5-pro,Technical,"Lease or grant agreements, Non-compliance remediation",7.0,days,"When forfeiture of the guaranty is called for, the agreement must provide that your guarantor will either bring your lease(s) or grant(s) into compliance or provide, within 7 days, sufficient funds to permit BOEM to complete corrective action.",none,,,,0.0
5996,10,gpt-4o-mini,Jurisdictional,Lease(s) or grant(s) covered by the agreement,7.0,days,"The agreement must provide that your guarantor will either bring your lease(s) or grant(s) into compliance or provide, within 7 days, sufficient funds to permit BOEM to complete corrective action.",none,,,,0.0
6004,10,gpt-4o-mini,Jurisdictional,Bid rejection decisions,15.0,days,An unsuccessful bidder may apply for reconsideration by the Director within 15 days of the date of the receipt of the notice of rejection.,none,,,,0.0
6048,10,gemini-1.5-pro,Jurisdictional,All leases,3.0,$/acre/year,Subsequent Rent: $3 per acre per year,none,,,,0.0
6079,10,gpt-4o-mini,Jurisdictional,Lease or grant qualifications.,20.0,submissions,Submit evidence of qualifications to hold a lease or grant; submit required supporting information (electronically if required).,none,,,,0.0
6080,10,gpt-4o-mini,Jurisdictional,Renewable Energy Activities,8.0,comments,Submit information in response to Federal Register notice of proposed ROW or RUE grant area or comments on notice of grant auction.,none,,,,0.0
6085,10,gemini-1.5-pro,Jurisdictional,Directives and decisions requiring prior BOEM approval,10.0,business days,BOEM may give oral directives or decisions whenever prior BOEM approval is required under this part. BOEM will document in writing any such oral directives within 10 business days.,none,,,,0.0
6117,10,gpt-4o-mini,Jurisdictional,Reconsideration process for rejected bids in offshore renewable energy leases.,15.0,days,A bidder whose bid we reject may file a written request for reconsideration with the Director within 15 days of the date of the receipt of the notice of rejection.,none,,,,0.0
6121,10,deepseek-chat,Technical,North Atlantic offshore projects,18,meters,Wind turbines must withstand maximum wave heights of 18 meters,none,,,,0.0
6131,10,gpt-4o-mini,Jurisdictional,CVA requirement waiver,40.0,hours,Request waiver of CVA requirement in writing; lessee must demonstrate standard design and best practices.,none,,,,0.0
6138,10,gpt-4o-mini,Safety,Operational phase,15.0,days,You must provide a written report of the following incidents to us within 15 days after the incident.,none,,,,0.0
32,10,gemini-1.5-pro,Technical,Lease Area,5.0,years,"After the first adjustment, BOEM may adjust the capacity factor (to accurately represent a comparison of actual generation over a given period of time with the amount of power a facility would have generated if it had run at full capacity) no earlier than in 5-year intervals from the most recent year that BOEM adjusts the capacity factor.",fuzzy,261,261,"Page 261: ""...a comparison of actual production over a given period of time with the amount of power a facility would have produced if it had run at full capacity) in a subsequent year. (ii) after the first adjustm...""",0.7516629711751663
485,10,claude-3-haiku-20240307,Spatial,Offshore wind farm project easements,200.0,feet,"The size of the project easement area for a cable or a pipeline is the full length of the corridor and a width of 200 feet (61 meters), centered on the cable or pipeline.",fuzzy,262,262,"Page 262: ""the size of the project easement area for a cable or a pipeline is the full length of the corridor and a width of 200 feet (61 meters), centered on the cable or pipeline; and""",0.9825581395348837
494,10,gpt-4o-mini,Reporting,Facility design,1.0,report,"Submit Facility Design Report, including copies of the cover letter, certification statement, and all required information (1­ 3 paper or electronic copies as specified).",fuzzy,71,71,"Page 71: ""submit fabrication and installation report, including copies of the cover letter, certification statement, and all required information, in format specified. 160 1 report 160 0 160 71""",0.7365439093484419
495,10,gemini-1.5-pro,Technical,Project area geotechnical investigation,1.0,boring (minimum),The results of a minimum of one deep boring (with soil sampling and testing) at each edge of the project area and within the project area as needed to determine the vertical and lateral variation in seabed conditions and to provide the relevant geotechnical data required for design.,fuzzy,309,309,"Page 309: ""...(iii) the results of a minimum of one deep boring (with soil sampling and testing) at each edge of the project area and within the project area as needed to determine the vertical and lateral variatio...""",0.6172300981461287
521,10,gemini-2.5-pro,Jurisdictional,"Operational phase, lease management",5.0,year,"After the first adjustment, BOEM may adjust the capacity factor (to accurately represent a comparison of actual generation over a given period of time with the amount of power a facility would have generated if it had run at full capacity) no earlier than in 5-­year intervals from the most recent year that BOEM adjusts the capacity factor.",fuzzy,261,261,"Page 261: ""...a comparison of actual production over a given period of time with the amount of power a facility would have produced if it had run at full capacity) in a subsequent year. (ii) after the first adjustm...""",0.7530454042081949
624,10,gemini-1.5-pro,Reporting,Completion of installation activities,30.0,days,You must notify BSEE in writing within 30 days of completing installation activities approved in your SAP.,fuzzy,70,70,"Page 70: ""notify boem in writing within 30 days of completing installation activities under the gap. 1 2 notices 2 2 0 70""",0.7373271889400922
660,10,gpt-4o-mini,Reporting,Fabrication and installation,1.0,report,"Submit Fabrication and Installation Report, including copies of the cover letter, certification statement, and all required information, in format specified.",fuzzy,71,71,"Page 71: ""submit fabrication and installation report, including copies of the cover letter, certification statement, and all required information, in format specified. 160 1 report 160 0 160 71""",0.9235294117647059
720,10,gpt-4o-mini,Jurisdictional,Lease term extension,3.0,requests,"Request additional time to extend preliminary or site assessment term of commercial or limited lease, including revised schedule for SAP, COP, or GAP submission.",fuzzy,63,63,"Page 63: ""...request additional time to extend preliminary or site assessment term of commercial or limited lease, including revised schedule for sap, cop, or gap submission. 1 3 requests 3 3 0 237(b) request leas...""",0.7318181818181818
817,10,gemini-1.5-pro,Jurisdictional,Limited lease operations term,5.0,years,"Each limited lease has an operations term of five years for conducting site assessment, technology testing, or other activities.",fuzzy,226,226,"Page 226: ""...each limited lease has an operations term of five years for conducting site assessment, technology testing, or other activities. the operations term we may order or grant a suspension of the operation...""",0.6918918918918919
831,10,gemini-1.5-pro,Reporting,Site assessment activities,1.0,day of the month,You must prepare and submit to BOEM a report annually on November 1 of each year that summarizes your site assessment activities and the results of those activities.,fuzzy,302,302,"Page 302: ""...you must prepare and submit to boem a report annually on november 1 of each year that summarizes your site assessment activities and the results of those activities. boem will withhold trade secrets a...""",0.7692307692307693
1025,10,gemini-1.5-pro,Spatial,Lease or grant area,5.0,years,"At an interval no more frequent than every 5 years, BOEM may review your lease or grant area to determine whether the lease or grant area is larger than needed to develop the project and manage activities in a manner that is consistent with the provisions of this part.",fuzzy,252,252,"Page 252: ""...at an interval no more frequent than every 5 years, boem may review your lease or grant area to determine whether the lease or grant area is larger than needed to develop the project and manage activi...""",0.6568986568986569
1088,10,claude-3-haiku-20240307,Spatial,Offshore right-of-way (ROW) grants,200.0,feet,"An ROW grant includes the full length of the corridor on which a cable, pipeline, or associated facility is located, and is 200 feet (61 meters) in width, centered on the cable or pipeline, unless safety and environmental factors during construction and maintenance of the associated cable or pipeline require a greater width.",fuzzy,230,230,"Page 230: ""...and rue grants include? (a) an row grant: (1) includes the full length of the corridor on which a cable, pipeline, or associated facility is located; (2) is 200 feet (61 meters) in width, centered on ...""",0.6985854189336235
1296,10,gemini-1.5-pro,Safety,Offshore facilities,25000.0,USD,"You must report the following incidents to us immediately via oral communication, and provide a written follow-up report (paper copy or electronically transmitted) within 15-business days after the incident: (1) Fatalities; (2) Incidents that require the evacuation of person(s) from the facility to shore or to another offshore facility; (3) Fires and explosions; (4) Collisions that result in property or equipment damage greater than $25,000; (5) Incidents involving structural damage to an OCS facility that is severe enough so that activities on the facility cannot continue until repairs are made",fuzzy,152,152,"Page 152: ""...with § 254.46 of this chapter. § 285.831 what incidents must i report, and when must i report them? (a) you must report the following incidents to us immediately via oral communication, and provide a ...""",0.7265437048917401
1501,10,gpt-4o-mini,Safety,Installation activities approved in your GAP,30.0,days,You must notify BSEE in writing within 30 days after completing installation activities approved in your GAP.,fuzzy,70,70,"Page 70: ""notify boem in writing within 30 days of completing installation activities under the gap. 1 2 notices 2 2 0 70""",0.7272727272727273
1542,10,gemini-1.5-pro,Jurisdictional,Project easement,5.0,USD/acre,"You must pay ONRR, under the regulations at 30 CFR part 1218, a rent fee for your project easement of $5 per acre, subject to a minimum of $450 per year, unless specified otherwise in the Final Sale Notice or lease",fuzzy,262,262,"Page 262: ""...you must pay onrr, under the regulations at 30 cfr part 1218, a rent fee for your project easement of $5 per acre, subject to a minimum of $450 per year, unless specified otherwise in the final sale n...""",0.7039473684210527
1558,10,gemini-2.5-flash,Jurisdictional,Lease or grant holder requesting a suspension,90.0,days,"You must submit a written request to BOEM that includes the following information no later than 90 days prior to the expiration of your appropriate lease or grant term: (a) The reasons you are requesting suspension of your lease or grant term, and the length of additional time requested.",fuzzy,241,241,"Page 241: ""...you must submit a written request to boem that includes the following information no later than 90 days prior to the expiration of your appropriate lease or grant term: (a) the reasons you are request...""",0.993103448275862
1585,10,claude-3-haiku-20240307,Jurisdictional,Offshore wind farm project easements,5.0,dollars per acre,"You must pay ONRR, under the regulations at 30 CFR part 1218, a rent fee for your project easement of $5 per acre, subject to a minimum of $450 per year, unless specified otherwise in the Final Sale Notice or lease.",fuzzy,262,262,"Page 262: ""...you must pay onrr, under the regulations at 30 cfr part 1218, a rent fee for your project easement of $5 per acre, subject to a minimum of $450 per year, unless specified otherwise in the final sale n...""",0.7027914614121511
1880,10,gemini-1.5-pro,Spatial,ROW grant,200.0,feet,"An additional $5 per acre, subject to a minimum of $450 for use of the entire affected area, if you hold a ROW grant that includes a site outside the corridor of a 200-foot width (61 meters), centered on the cable or pipeline. The affected area includes the areal extent of anchor chains, risers, and other devices associated with a site outside the corridor.",fuzzy,264,264,"Page 264: ""...an additional $5 per acre, subject to a minimum of $450 for use of the entire affected area, if you hold a row grant that includes a site outside the corridor of a 200­ foot width (61 meters), centere...""",0.8063063063063063
1895,10,gpt-4o-mini,Jurisdictional,Lease or grant issued under the OCS Lands Act,30.0,days,"The Secretary may cancel any lease or grant issued under this part when the lessee or grantee has failed to comply with any applicable provision of the OCS Lands Act or these regulations; any order of the Director; or any term, condition or stipulation contained in the lease or grant.",fuzzy,117,117,"Page 117: ""...the secretary may cancel any lease or grant issued under part 585 or part 586 of this title when: (1) the secretary determines after notice and opportunity for a hearing that, with respect to the leas...""",0.746268656716418
1932,10,claude-3-haiku-20240307,Jurisdictional,Offshore wind lease,45.0,days,"Within 45 days after you receive the lease copies, you must pay the first 12 months' rent, as required in § 585.503.",fuzzy,223,223,"Page 223: ""within 10 business days after you receive the lease copies you must: (i) execute the lease; (ii) file financial assurance as required under §§ 585.515 through 585.537; and 223""",0.6185567010309279
1949,10,gpt-4o-mini,Technical,Outer Continental Shelf (OCS),2.0,years,"Within 2 years following termination of a lease or grant, you must remove or dispose of all facilities, installations, and other devices permanently or temporarily attached to the seabed on the OCS in accordance with a plan approved by BOEM under subpart F of this part or an application approved by BSEE under part 285, subpart I of this title.",fuzzy,249,249,"Page 249: ""...the lease or grant within 6 months. (b) within 2 years following termination of a lease or grant, you must remove or dispose of all facilities, installations, and other devices permanently or temporar...""",0.750816104461371
1986,10,gpt-4o-mini,Environmental,Lease or grant activities,1.0,notice,"Notify BOEM if endangered or threatened species, or their designated critical habitat, may be in the vicinity of the lease or grant or may be affected by lease or grant activities.",fuzzy,336,336,"Page 336: ""actions: (1) you must notify us that endangered or threatened species may be present in the vicinity of the lease or grant or may be affected by your actions; and 336""",0.6763005780346821
2066,10,gemini-1.5-pro,Jurisdictional,Lease management,120.0,days,"You must notify BOEM as soon as practicable following the merger, name change, or change in business form, but no later than 120 days after the earliest of either the effective date, or the date of filing the change or action with the Secretary of the State or other authorized official in the State of original registry.",fuzzy,189,189,"Page 189: ""...that you are insolvent or bankrupt. § 585.110 when must i notify boem of mergers, name changes, or changes of business form? you must notify boem in writing of any merger, name change, or change of bu...""",0.7345537757437071
2096,10,gemini-1.5-pro,Financial,Commercial lease for offshore wind energy projects,100000.0,USD,"Before BOEM will issue your commercial lease or approve an assignment of an existing commercial lease, you (or, for an assignment, the proposed assignee) must guarantee compliance with all terms and conditions of the lease by providing either: (1) A $100,000 minimum, lease-specific bond; or (2) Another approved financial assurance instrument guaranteeing performance up to $100,000",fuzzy,266,266,"Page 266: ""...before boem will issue your commercial lease or approve an assignment of an existing commercial lease, you (or, for an assignment, the proposed assignee) must guarantee compliance with all terms and c...""",0.7848360655737705
2099,10,gpt-4o-mini,Jurisdictional,Outer Continental Shelf (OCS) Leasing,30.0,comments,"Submit comments and required information in response to Federal Register notices on Request for Interest in OCS Leasing, Call for Information and Nominations (Call), Area Identification, and Notices of Sale.",fuzzy,62,62,"Page 62: ""...thru 216 submit nominations and general comments in response to federal register notices on request for interest in ocs leasing, call for information and nominations (call), area identification, and n...""",0.6578449905482041
2329,10,gemini-1.5-pro,Safety,"Cable, pipeline, or facility affected by environmental or other conditions",30.0,days,"If environmental or other conditions adversely affect a cable, pipeline, or facility so as to endanger the safety or the environment, you must: Submit a plan of corrective action to BSEE within 30 days of the discovery of the adverse effect.",fuzzy,147,147,"Page 147: ""...if environmental or other conditions adversely affect a cable, pipeline, or facility so as to endanger the safety or the environment, you must: (a) submit a plan of corrective action to bsee within 30...""",0.7370030581039755
2420,10,gemini-1.5-pro,Spatial,"Project easement, off-lease areas",200.0,feet,"A project easement may include off-lease areas that: (1) Contain the sites on which cable, pipeline, or associated facilities are located; (2) Do not exceed 200 feet (61 meters) in width, unless safety and environmental factors during construction and maintenance of the associated cables or pipelines require a greater width; and (3) For associated facilities, are limited to the area reasonably necessary for power or pumping stations or other accessory facilities.",fuzzy,316,316,"Page 316: ""...a project easement may include off- lease areas that: (1) contain the sites on which cable, pipeline, or associated facilities are located; (2) do not exceed 200 feet (61 meters) in width, unless safe...""",0.9946751863684771
2456,10,gemini-1.5-pro,Technical,Offshore wind farm operation (without FERC license),30.0,days,You may commence commercial operations 30 days after the CVA or project engineer has submitted to BSEE the final Fabrication and Installation Report for the fabrication and installation review.,fuzzy,122,122,"Page 122: ""...you may commence commercial operations 30 days after the cva or project engineer has submitted to bsee the final fabrication and installation report for the fabrication and installation review, as pro...""",0.6905187835420393
2516,10,gemini-1.5-pro,Jurisdictional,Post-installation,30.0,days,Notify BSEE in writing within 30 days after completing installation activities approved in your GAP.,fuzzy,70,70,"Page 70: ""notify boem in writing within 30 days of completing installation activities under the gap. 1 2 notices 2 2 0 70""",0.7582938388625592
2527,10,gemini-1.5-pro,Technical,Offshore wind farm operation,7.0,days,You must notify BSEE in writing at least 7 days before commencing commercial operations.,fuzzy,72,72,"Page 72: ""3 713 notify bsee within 10 business days after commencing commercial operations. 1 1 notice 1 0 1 72""",0.6666666666666666
2571,10,gpt-4o-mini,Safety,"Cable, pipeline, or facility affected by environmental or other conditions.",30.0,days,Submit to the BSEE a report of the remedial action taken within 30 days after completion.,fuzzy,147,147,"Page 147: ""submit to the bsee a report of the remedial action taken within 30 days after completion. 147""",0.978021978021978
2626,10,gpt-4o-mini,Jurisdictional,Lease execution and financial assurance for offshore wind farm leases.,10.0,business days,"Within 10 business days after you receive the lease copies, you must execute the lease, file financial assurance as required under §§ 585.515-.537 as applicable, and pay the balance of the bonus bid as specified in the lease sale notice.",fuzzy,223,223,"Page 223: ""...you a notice with 3 copies of the lease form. (1) within 10 business days after you receive the lease copies you must: (i) execute the lease; (ii) file financial assurance as required under §§ 585.515...""",0.6190476190476191
2647,10,gemini-2.5-flash,Financial,Activities relating to the generation of electricity on a lease (operational phase),8760.0,hours,"BOEM will determine the annual operating fee for activities relating to the generation of electricity on your lease based on the following formula, F = M * H * c * P * r, where H is the number of hours in a year, equal to 8,760.",fuzzy,259,259,"Page 259: ""...at 30 cfr part 1218, operating fees on your commercial lease when you begin commercial generation, as described in § 585.503. (a) boem will determine the annual operating fee for activities relating t...""",0.602921646746348
2692,10,gpt-4o-mini,Jurisdictional,Construction of OCS facility,60.0,surveys/reports,"Before beginning construction of OCS facility described in GAP, demonstrate operational SMS identified in GAP, submit initial findings.",fuzzy,70,70,"Page 70: ""...before beginning construction of ocs facility described in gap, demonstrate operational sms identified in gap, submit initial findings. 30 2 surveys/ reports 60 5 55 653(a) notify boem in writing with...""",0.6443914081145584
2857,10,gemini-1.5-pro,Technical,"Decommissioning of facilities, cables, and pipelines",60.0,days,"Within 60 days after you remove a facility, cable, or pipeline, you must submit a written report to BSEE that includes: (a) A summary of the removal activities, including the date they were completed; (b) A description of any mitigation measures you took; and (c) If you used explosives, a statement signed by your authorized representative that certifies that the types and amount of explosives you used in removing the facility were consistent with those in the approved decommissioning application.",fuzzy,164,164,"Page 164: ""...within 60 days after you remove a facility, cable, or pipeline, you must submit a written report to bsee that includes the following: (a) a summary of the removal activities, including the date they w...""",0.8851590106007067
2894,10,gemini-1.5-pro,Jurisdictional,Completion of construction and installation,30.0,days,Notify BSEE in writing no later than 30 days after completion of construction and installation activities.,fuzzy,70,70,"Page 70: ""notify boem in writing within 30 days of completing installation activities under the gap. 1 2 notices 2 2 0 70""",0.6359447004608295
2912,10,gemini-1.5-pro,Jurisdictional,Lease or grant renewal/extension,90.0,days,You must submit a written request to BOEM that includes the following information no later than 90 days prior to the expiration of your appropriate lease or grant term,fuzzy,241,241,"Page 241: ""...you must submit a written request to boem that includes the following information no later than 90 days prior to the expiration of your appropriate lease or grant term: (a) the reasons you are request...""",0.7276688453159041
2931,10,gemini-1.5-pro,Environmental,Decommissioning of offshore wind facilities,1000.0,feet,"If you, your subcontractors, or any agent acting on your behalf discovers any archaeological resource while conducting decommissioning activities, you must immediately halt bottom-disturbing activities within 1,000 feet of the discovery and report the discovery to us within 72 hours.",fuzzy,157,157,"Page 157: ""...(e) if you, your subcontractors, or any agent acting on your behalf discovers any archaeological resource while conducting decommissioning activities, you must immediately halt bottom-disturbing activ...""",0.610752688172043
2943,10,gpt-4o-mini,Jurisdictional,General business operations related to wind farm leasing.,120.0,days,"You must notify BOEM in writing of any merger, name change, or change of business form as soon as practicable following the merger, name change, or change in business form, but no later than 120 days after the earliest of either the effective date, or the date of filing the change or action with the Secretary of the State or other authorized official in the State of original registry.",fuzzy,354,354,"Page 354: ""...i notify boem of mergers, name changes, or changes of business form? you must notify boem in writing of any merger, name change, or change of business form. you must notify boem as soon as practicable...""",0.8147368421052632
3156,10,gemini-1.5-pro,Jurisdictional,Completion of installation activities under GAP,30.0,days,Notify BOEM in writing within 30 days of completing installation activities under the GAP.,fuzzy,70,70,"Page 70: ""notify boem in writing within 30 days of completing installation activities under the gap. 1 2 notices 2 2 0 70""",0.8955223880597015
3196,10,gpt-4o-mini,Technical,"Commercial lease, site assessment phase",12.0,months,You must submit your SAP or GAP no later than 12 months from the date of lease or grant issuance.,fuzzy,320,320,"Page 320: ""you must submit your gap no later than 12 months from the date of the lease or grant issuance. § 585.641 what must i demonstrate in my gap? 320""",0.75
3337,10,gpt-4o-mini,Environmental,Proposed activities,6.0,submission,Submit information to ensure proposed activities will be conducted in compliance with the ESA and MMPA; including agreements and mitigating measures designed to avoid or minimize adverse effects and incidental take of endangered species or critical habitat.,fuzzy,73,73,"Page 73: ""...or their designated critical habitat, may be in the vicinity of the lease or grant or may be affected by lease or grant activities. 1 2 notices 2 2 0 701(e), (f) submit information to ensure proposed ...""",0.6018735362997658
3369,10,gpt-4o-mini,Jurisdictional,Payment of rent for offshore wind farm leases.,45.0,days,"Within 45 days after you receive the lease copies, you must pay the first 12 months’ rent as required in § 585.503.",fuzzy,223,223,"Page 223: ""within 10 business days after you receive the lease copies you must: (i) execute the lease; (ii) file financial assurance as required under §§ 585.515 through 585.537; and 223""",0.6206896551724138
3425,10,gpt-4o-mini,Technical,Construction and Operations Plans (COPs),1000.0,hours,"If requesting an operations term for commercial lease, within time specified before the end of site assessment term, submit copies of COP, or FERC license application, including required information to assist BOEM/BSEE to comply with NEPA/CZMA such as hazard info, air quality, SMS, and all required information, surveys and/or their results, reports, certifications, project easements, supporting data and information, requests, etc., in format specified.",fuzzy,68,68,"Page 68: ""...if requesting an operations term for commercial lease, within time specified before the end of site assessment term, submit copies of cop, or ferc license application, including required information t...""",0.9661016949152542
3509,10,gpt-4o-mini,Jurisdictional,Decommissioning application submission timeline,90.0,days,"You must submit your decommissioning application upon the earliest of the following dates: (a) 2 years before the expiration of your lease. (b) 90 days after completion of your commercial activities on a commercial lease. (c) 90 days after completion of your approved activities under a limited lease on a ROW grant or RUE grant. (d) 90 days after cancellation, relinquishment, or other termination of your lease or grant.",fuzzy,158,158,"Page 158: ""...you must submit your decommissioning application upon the earliest of the following dates: (a) 2 years before the expiration of your lease. (b) 90 days after completion of your commercial activities o...""",0.9952830188679245
3535,10,gpt-4o-mini,Jurisdictional,Area extending 3 nautical miles seaward of State submerged lands,3.0,nautical miles,"A qualified project for the purpose of revenue sharing with eligible coastal States is one authorized under subsection 8(p) of the OCS Lands Act, which includes acreage within the area extending 3 nautical miles seaward of State submerged lands.",fuzzy,289,289,"Page 289: ""...a qualified project for the purpose of revenue sharing with eligible coastal states is one authorized under subsection 8(p) of the ocs lands act, which includes acreage within the area extending 3 nau...""",0.601965601965602
3554,10,gpt-4o-mini,Jurisdictional,Lease payment obligation for offshore wind farm leases,12.0,months,"Within 45 days after you receive the lease copies, you must pay the first 12 months’ rent, as required in § 585.503.",fuzzy,223,223,"Page 223: ""within 10 business days after you receive the lease copies you must: (i) execute the lease; (ii) file financial assurance as required under §§ 585.515 through 585.537; and 223""",0.6185567010309279
