doc_id,chunk,input_text,llm_output
27,23,"## ( volume of fuel consumed during operating day,  gal ) 𝓂= fuel flow rate = ( 𝑒𝑛𝑔𝑖𝑛𝑒 𝑜𝑝𝑒𝑟𝑎𝑡𝑖𝑛𝑔 𝑡𝑖𝑚𝑒 𝑑𝑢𝑟𝑖𝑛𝑔 𝑜𝑝𝑒𝑟𝑎𝑡𝑖𝑛𝑔 𝑑𝑎𝑦, ℎ𝑜𝑢𝑟𝑠 )
##### BSFC = Brake specific fuel consumption (gal-fuel/kW-hr), value is specific for each engine and located on the issued engine specifications .  For OCS sources, permittee shall utilize emission factors from: EPA issued Certificate of Conformity (COC) for each applicable engine containing the emission standards in 40 C.F.R. Part 60, NSPS IIII, Tier Marine Engine Standards at 40 C.F.R. Part 1042, or Nonroad Engine Standards at 40 C.F.R. Part 1039, engine manufacturer specifications, or site-specific testing derived factors. Note that the engine emission standards may be presented as NO X + HC *or NO X and HC separately. If the Tier level combines both NO X and either HC * *or THC into one emission limit, then that emission limit shall be multiplied by * *0.976 for NO X and 0.024 for either HC or THC (to determine the VOC ratio of * *the emissions which shall be calculated as 1.053 times the HC emission * *factors). Manufacturers specifications that indicate specific NO X /HC ratios, or * *specific HC or VOC emission factors shall supersede any general assumptions * *presented here for purposes of the emission calculation demonstration.*   For purposes of calculating emissions from vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source, the permittee shall utilize emission factors from: an applicable Engine International Air Pollution Prevention (“EIAPP”) or International Air Pollution Prevention (“IAPP”) certificate, issued by EPA, containing associated engine Annex VI NO X standards, engine manufacturers specifications, or engine manufacturers testing data.   For purposes of calculating emissions from vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source without a Certificate of Conformity, EIAPP certificate, or IAPP certificate, the Permittee shall utilize the most representative NOx and VOC emission factors for the vessel utilized as contained in the EPA Port Emissions Inventory Guidance (EPA-420-B-22-011, April 2022). Note that *when engine manufacturers specifications contain specific HC or VOC emission * *factors, they shall supersede any general assumptions presented here for * *purposes of the emission calculation demonstration. If the engine * *manufacturers’ specifications do not contain HC or VOC emission factors, * *Permittee shall then utilize the most representative VOC emissions factors for * *the vessel utilized as contained in the EPA Ports Emissions Inventory Guidance * *(EPA-420-B-22-011, April 2022). * Page 15 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Offshore Wind Farm Fuel Consumption and Emission Standards"",
    ""document_number"": ""EPA-420-B-22-011"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Permittee shall utilize emission factors from: EPA issued Certificate of Conformity (COC) for each applicable engine containing the emission standards in 40 C.F.R. Part 60, NSPS IIII, Tier Marine Engine Standards at 40 C.F.R. Part 1042, or Nonroad Engine Standards at 40 C.F.R. Part 1039, engine manufacturer specifications, or site-specific testing derived factors."",
      ""scope"": ""Offshore sources"",
      ""numerical_value"": ""NOx + HC or NOx and HC separately; if combined, multiply by 0.976 for NOx and 0.024 for HC or THC"",
      ""unit"": ""ratio"",
      ""source"": ""40 C.F.R. Part 60, NSPS IIII, Tier Marine Engine Standards at 40 C.F.R. Part 1042, or Nonroad Engine Standards at 40 C.F.R. Part 1039"",
      ""related_domains"": ""emissions, environmental protection""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source, the permittee shall utilize emission factors from: an applicable Engine International Air Pollution Prevention (“EIAPP”) or International Air Pollution Prevention (“IAPP”) certificate, issued by EPA, containing associated engine Annex VI NOx standards, engine manufacturers specifications, or engine manufacturers testing data."",
      ""scope"": ""Vessels within 25 NM of offshore sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""EPA EIAPP or IAPP certificate, Annex VI NOx standards"",
      ""related_domains"": ""emissions, environmental protection""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For vessels without a Certificate of Conformity, EIAPP certificate, or IAPP certificate, the Permittee shall utilize the most representative NOx and VOC"
27,24,-----,"Since no specific document or text was provided for analysis, I cannot extract any regulatory or technical information. Here is the structured null response as instructed:

```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```

If you provide a technical or regulatory document related to offshore wind farms, I can analyze it and extract the requested structured data. Let me know how you'd like to proceed!"
27,25,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 ii) Beginning at the Operational Phase Start Date, at the end of each operating day, the Permittee shall incorporate daily emissions calculated in Section IV(A)(5)(i) into the 365-day total (in units of tons) for NO X and VOC. These emissions shall be summed for all from the emission sources defined in Section IV(A)(5) for determining compliance with the facility-wide emissions cap.  B. Emission Unit Group ( EUG) 1—OCS Generator Engine(s) on the OSS(s) and/or WTG(s): The requirements in Section IV(B) apply to all OCS generator engines located on the OSS(s) and/or WTG(s). This includes OCS generator engines utilized in both construction and operation phases on the OSS(s) and/or WTG(s).  1. EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall not exceed the emission standards ( in terms of g/kW-hr) for the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, dependent on the final selected engine size and associated displacement) contained in 40 C.F.R. Part 1042, or the EPA Tier 4 Nonroad Engine Standards contained in 40 C.F.R. Part 1039 (dependent on the final selected engine size and associated displacement).  [40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] 2. EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall be operated in accordance with the Good Combustion and Operating Practices (“GCOP”) Plan (the “plan”) for the facility. The plan shall be incorporated into the facility standard operating procedures (“SOPs”) and shall be made available for inspection. The plan specifically should include, but is not limited to: i.) a list of combustion optimization practices and a means of verifying the practices have occurred for each engine type based on the most recent manufacturers’ specifications issued for the engines at the time that they are certified (and any updates from the manufacturer should be noted and amended in the plan); ii.) a list of combustion and operation practices to be used to lower energy consumption and a means of verifying the practices have occurred (if applicable); and iii.) a list of the design choices determined to be LAER/BACT and verification that designs were implemented in the final construction. [40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] C. EUG 2—Marine Engines on Vessels when Operating as OCS Source(s): The following requirements in Section IV(C) apply to all Marine Engines on Vessels when operating as OCS Source(s). This includes propulsion and auxiliary generator engines utilized in the construction and operation phases of the project when operating as OCS Source(s).  1. EUG 2 - Marine Engines on Vessels when Operating as OCS Source(s) shall be operated in accordance with the GCOP Plan for the facility. The plan shall be incorporated into the facility SOPs and shall be made available for inspection. The plan specifically should include, but is not limited to: i.) a list of combustion optimization practices and a means Page 16 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Beginning at the Operational Phase Start Date, at the end of each operating day, the Permittee shall incorporate daily emissions calculated in Section IV(A)(5)(i) into the 365-day total (in units of tons) for NO X and VOC. These emissions shall be summed for all from the emission sources defined in Section IV(A)(5) for determining compliance with the facility-wide emissions cap."",
      ""scope"": ""Offshore wind farm operations"",
      ""numerical_value"": ""365-day total"",
      ""unit"": ""tons"",
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
      ""related_domains"": ""Air emissions, environmental protection""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall not exceed the emission standards (in terms of g/kW-hr) for the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, dependent on the final selected engine size and associated displacement) contained in 40 C.F.R. Part 1042, or the EPA Tier 4 Nonroad Engine Standards contained in 40 C.F.R. Part 1039 (dependent on the final selected engine size and associated displacement)."",
      ""scope"": ""OCS generator engines on OSS(s) and/or WTG(s)"",
      ""numerical_value"": ""g/kW-hr"",
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 1042, 40 C.F.R. Part 1039"",
      ""related_domains"": ""Engine emissions, technical standards""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall be operated in accordance with the Good Combustion and Operating Practices (“"
27,26,-----,"Since no specific document or technical documentation was provided for analysis, I cannot extract regulatory or technical information. Here is the structured output indicating null values:

```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```

If you provide a relevant offshore wind farm regulatory or technical document, I can extract the required structured data accordingly. Let me know how you'd like to proceed!"
27,27,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 of verifying the practices have occurred for each engine type based on the most recent manufacturers’ specifications issued for the engines at the time that they are certified (and any updates from the manufacturer should be noted and amended in the plan); ii.) a list of combustion and operation practices to be used to lower energy consumption and a means of verifying the practices have occurred (if applicable); and iii.) a list of the design choices determined to be LAER/BACT and verification that designs were implemented in the final construction.  [40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] 2. The Marine Engines on the Charybdis Vessel(s) while operating as an OCS source, which is indicated to be used (but not limited to) the WTG installation activities, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NO X, HC, and CO emission standards specified within 40 C.F.R. Part 1042. Note that the final NO X emission standard will depend on the specific engines and associated maximum test speed of the engine in revolutions per minute (rpm).  [40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] 3. The Marine Engines on the Eco Edison Vessel, while operating as an OCS source, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NO X, HC, and CO emission standards or Marine Tier 4 (Category 2 Marine Engines) NO X, HC, and CO emission standards specified within 40 C.F.R. Part 1042. Note that the applicable emission standards will depend on the specific engines and associated maximum test speed of the engine in rpm. Tier 4 emission standards apply to engine(s) at or above 600 kW, and Tier 3 emission standards apply to engine(s) below 600 kW. [40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] 4. The Marine Engines on Primary Crew Transfer Vessel, while operating as an OCS source, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NO X, HC, and CO emission standards or Marine Tier 4 (Category 2 Marine Engines) NO X, HC, and CO emission standards specified within 40 C.F.R. Part 1042. Note that the applicable emission standards will depend on the specific engines and associated maximum test speed of the engine in rpm. Tier 4 emission standards apply to engine(s) at or above 600 kW, and Tier 3 emission standards apply to engine(s) below 600 kW. [40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] 5. Engines on vessels while operating as OCS sources that satisfy the definition of a tugboat, towboat, push boat, crew and supply vessel, dredge, or barge (as defined in Section III and which do not meet definition of an “ exempt vessel ” (as defined in Section III) shall be certified by the manufacturer to meet or emit less than the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, depending on engine size) as contained within 40 C.F.R. Part 1042, except if one of the conditions in subparagraph (5)(i) or (5)(ii)., below, is met, in which case the Permittee may use the next lower Tier engine (i.e., Tier 3). Similarly, if one of the conditions in Section IV(C)(5)(i) or (ii), Page 17 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Verification of practices for each engine type based on the most recent manufacturers’ specifications issued for the engines at the time that they are certified (and any updates from the manufacturer should be noted and amended in the plan)"",
      ""scope"": ""Marine engines on vessels used for WTG installation activities"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 52.21, 310 C.M.R. 7.00 Appendix A"",
      ""related_domains"": ""Emission control, engine certification""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""List of combustion and operation practices to be used to lower energy consumption and a means of verifying the practices have occurred (if applicable)"",
      ""scope"": ""Marine engines on vessels used for WTG installation activities"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 52.21, 310 C.M.R. 7.00 Appendix A"",
      ""related_domains"": ""Energy efficiency, emission control""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""List of the design choices determined to be LAER/BACT and verification that designs were implemented in the final construction"",
      ""scope"": ""Marine engines on vessels used for WTG installation activities"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 52.21, 310 C.M.R. 7.00 Appendix A"",
      ""related_domains"": ""Best Available Control Technology (BACT), Lowest Achievable Emission Rate (LAER)""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Marine Engines on the Charybdis Vessel(s) while operating as an OCS source shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NOx, HC, and"
27,28,-----,"Since no specific document or text was provided for analysis, I cannot extract regulatory or technical information. Here is the structured null response as instructed:

```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```

If you provide a document or excerpt containing regulatory or technical details related to offshore wind farms, I can extract the relevant structured data as per your requirements."
27,29,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 below, is met regarding the use of a Tier 4 engine, the Permittee may use a Tier 3 engine in lieu of a Tier 4 engine. If one of the conditions in Section IV(C)(5)(i) or (ii) is met regarding the use of a Tier 3 engine, the Permittee may use a Tier 2 engine in lieu of a Tier 3 engine. To use a lesser Tier engine, as described above, the Permittee shall ensure one of the following conditions is met: i. A vessel with a higher Tier engine is not available within two hours of when the vessel must be deployed; or ii. The total emissions associated with the use of a vessel with the higher Tier engine(s) would be greater than the total emissions associated with the use of the vessel with the next lower Tier engine(s). For purposes of this subparagraph, when determining the total emissions associated with the use of a vessel with a particular engine, the Permittee shall include the emissions of the vessel that would occur when the vessel would be in transit to the WDA from the vessel’s starting location. At a minimum, all applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 2 marine engine emission standards contained within 40 C.F.R. Part 1042. [40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] 6. All applicable engines on U.S.-flagged vessels when operating as OCS source(s), and otherwise not subject to Section IV(C)(2)-(5), shall be certified to the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, depending on engine size) as contained within 40 C.F.R. Part 1042, except if one of the conditions in subparagraph (6)(i). or (6)(ii)., below, is met, in which case the Permittee may use the next lower Tier engine (i.e., Tier 3). Similarly, if one of the conditions in Section IV(C)(6)(i) or (ii), below, is met regarding the use of a Tier 4 engine, the Permittee may use a Tier 3 engine in lieu of a Tier 4 engine. If one of the conditions in Section IV(C)(6) (i) or (ii) is met regarding the use of a Tier 3 engine, the Permittee may use a Tier 2 engine in lieu of a Tier 3 engine. If one of the conditions in Section IV(C)(6) (i) or (ii) is met regarding the use of a Tier 2 engine, the Permittee may use a Tier 1 engine in lieu of a Tier 2 engine. To use a lesser Tier engine, as described above, Permittee shall ensure one of the following conditions is met:  i. A vessel with a higher Tier engine is not available within two hours of when the vessel must be deployed; or  ii. The total emissions associated with the use of a vessel with the higher Tier engine(s) would be greater than the total emissions associated with the use of the vessel with the next lower Tier engine(s). For purposes of this subparagraph, when determining the total emissions associated with the use of a vessel with a particular engine, the Permittee shall include the emissions of the vessel that would occur when the vessel would be in transit to the WDA from the vessel’s starting location. Page 18 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Permittee may use a Tier 3 engine in lieu of a Tier 4 engine if a vessel with a higher Tier engine is not available within two hours of when the vessel must be deployed or if total emissions with the higher Tier engine would be greater than with the next lower Tier engine."",
      ""scope"": ""U.S.-flagged vessels operating as OCS sources"",
      ""numerical_value"": ""2"",
      ""unit"": ""hours"",
      ""source"": ""40 C.F.R. Part 1042, 40 C.F.R. Part 60 Subpart IIII, 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": ""emissions, marine engines""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Permittee may use a Tier 2 engine in lieu of a Tier 3 engine if a vessel with a higher Tier engine is not available within two hours of when the vessel must be deployed or if total emissions with the higher Tier engine would be greater than with the next lower Tier engine."",
      ""scope"": ""U.S.-flagged vessels operating as OCS sources"",
      ""numerical_value"": ""2"",
      ""unit"": ""hours"",
      ""source"": ""40 C.F.R. Part 1042, 40 C.F.R. Part 60 Subpart IIII, 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": ""emissions, marine engines""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All applicable engines subject to this condition shall comply with emission standards equal to or cleaner than EPA Tier 2 marine engine emission standards."",
      ""scope"": ""U.S.-flagged vessels operating as OCS sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part "
27,30,-----,"Since you haven't provided any specific technical documents or regulatory texts to analyze, I cannot extract the requested information. My function is to analyze provided documentation and extract structured regulatory data, but without input documents, I cannot generate the requested JSON output.

For me to assist you properly, please provide:
1. The actual regulatory documents or technical specifications you want analyzed
2. Any relevant excerpts containing offshore wind farm regulations
3. Specific standards or guidelines you need processed

Without this input, I must return null for all values as instructed. When you provide the documents, I'll be able to extract the regulatory entities, constraints, and requirements in the structured JSON format you requested.

Would you like to upload or paste the documents you need analyzed? I'm ready to process them as soon as they're provided."
27,31,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 At a minimum, all applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 1 marine engine emission standards contained within 40 C.F.R. Part 1042.  [40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] 7. All applicable engines on U.S.-flagged or foreign-flagged vessels while those vessels are operating as an OCS source within the ECA (and otherwise not subject to Section IV (C)(2)-(6), shall be certified to meet or emit less than the MARPOL Annex VI Tier III NO X emission standards (in terms of g/kW-hr), except if one of the conditions in Section IV(C)(7)(i) or (ii) below, is met, in which case the Permittee may use the next lower Tier engine (i.e., Tier II). Similarly, if one of the conditions in Section IV(C)(7)(i) or (ii), below, is met regarding the use of a Tier II engine, the Permittee may use a Tier I engine in lieu of a Tier II engine. To use a lesser Tier engine, as described above, Permittee shall ensure one of the following conditions is met: i. A vessel with a higher Tier is not available within two hours of when the vessel must be deployed; or ii. The total emissions associated with the use of a vessel with the higher Tier engine(s) would be greater than the total emissions associated with the use of the vessel with the next lower Tier engine(s). For purposes of this subparagraph, when determining the total emissions associated with the use of a vessel with a particular engine, the Permittee shall include the emissions of the vessel that would occur when the vessel would be in transit to the WDA from the vessel’s starting location. At a minimum, all applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than MARPOL Annex VI Tier I NO X emission standards contained within 40 C.F.R. Part 1043. [40 C.F.R. Part 1043 (§1043.1–1043.100), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A] D. EUG 3—MV and HV GIS on the OSS: The following requirements in Section IV(D) apply to the MV and HV GISs on the OSS.  1. Permittee shall install sealed leak detection systems on the MV, and HV GIS on the OSS equipment with alarms. Compliance shall be demonstrated with a copy of the manufacturer's specifications onsite and periodic alarm testing procedures in the frequency specified within those specifications. [40 C.F.R. Part 52.21] 2. Leak detection shall be repaired within five (5) days of discover. Permittee shall document and maintain records of the equipment repaired including but not limited to the estimated time of leakage and volume of gas leaked during that time.  [40 C.F.R. Part 52.21] Page 19 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 1 marine engine emission standards contained within 40 C.F.R. Part 1042."",
      ""scope"": ""Engines on vessels operating as an OCS source within the ECA"",
      ""numerical_value"": ""EPA Tier 1"",
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 1042"",
      ""related_domains"": ""emission control, marine engines""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All applicable engines on U.S.-flagged or foreign-flagged vessels while those vessels are operating as an OCS source within the ECA shall be certified to meet or emit less than the MARPOL Annex VI Tier III NOx emission standards (in terms of g/kW-hr), except if one of the conditions in Section IV(C)(7)(i) or (ii) below is met."",
      ""scope"": ""Engines on vessels operating as an OCS source within the ECA"",
      ""numerical_value"": ""MARPOL Annex VI Tier III"",
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 1043"",
      ""related_domains"": ""emission control, marine engines""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Permittee shall install sealed leak detection systems on the MV and HV GIS on the OSS equipment with alarms."",
      ""scope"": ""MV and HV GIS on the OSS"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 52.21"",
      ""related_domains"": ""leak detection, gas insulation""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Leak detection shall be repaired within five (5) days of"
27,32,"-----

##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 3. Leak rate of SF 6 shall not exceed 0.5% per year from the MV and HV SWGs on the OSS. The facility shall demonstrate compliance with this requirement by mass balance and account for leakage periods.  [40 C.F.R. Part 52.21] 4. Permittee must maintain emissions of sulfur hexafluoride (SF 6 ) emissions from GIS below 1.0% maximum annual leak rate. Permittee may demonstrate compliance with this requirement by complying with Section IV(D)(3) (the more stringent requirement).  [310 CMR 7.72(4)(a)] 5. Permittee shall comply with any manufacturer-recommended maintenance procedures or industry best practices that have the effect of reducing leakage of SF 6 . Permittee may demonstrate compliance with this requirement by complying with Section IV(D)()(1) and (2). [310 CMR 7.72 (4)(b)] 6. The facility will be required to comply with all annual reporting requirements, including but not limited, the number of pounds of SF 6 emitted from GIS equipment owned, leased, operated, or controlled by the federal reporting GIS owner and located in Massachusetts during the year, using the equation specified in 40 C.F.R. §98.303 (and provided below). Note that Nameplate Capacity refers to the full and proper charge of equipment rather than to the actual charge, which may reflect leakage.  [310 CMR 7.72 (6)]

𝑈𝑠𝑒𝑟 𝐸𝑚𝑖𝑠𝑠𝑖𝑜𝑛𝑠= (𝐷𝑒𝑐𝑟𝑒𝑎𝑠𝑒 𝑖𝑛 𝑆𝐹 � 𝑖𝑛𝑣𝑒𝑛𝑡𝑜𝑟𝑦) + (𝐴𝑐𝑞𝑢𝑖𝑠𝑖𝑡𝑖𝑜𝑛𝑠 𝑜𝑓 𝑆𝐹 � ) −(𝐷𝑖𝑠𝑏𝑢𝑟𝑠𝑒𝑚𝑛𝑒𝑡 𝑜𝑓 𝑆𝐹 � )","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Leak rate of SF6 shall not exceed 0.5% per year from the MV and HV SWGs on the OSS."",
      ""scope"": ""MV and HV SWGs on the OSS"",
      ""numerical_value"": ""0.5"",
      ""unit"": ""% per year"",
      ""source"": ""40 C.F.R. Part 52.21"",
      ""related_domains"": ""emissions control""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Permittee must maintain emissions of sulfur hexafluoride (SF6) emissions from GIS below 1.0% maximum annual leak rate."",
      ""scope"": ""GIS equipment"",
      ""numerical_value"": ""1.0"",
      ""unit"": ""% per year"",
      ""source"": ""310 CMR 7.72(4)(a)"",
      ""related_domains"": ""emissions control""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Permittee shall comply with any manufacturer-recommended maintenance procedures or industry best practices that have the effect of reducing leakage of SF6."",
      ""scope"": ""SF6 leakage reduction"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""310 CMR 7.72(4)(b)"",
      ""related_domains"": ""emissions control, maintenance""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The facility will be required to comply with all annual reporting requirements, including the number of pounds of SF6 emitted from GIS equipment owned, leased, operated, or controlled by the federal reporting GIS owner and located in Massachusetts during the year, using the equation specified in 40 C.F.R. §98.303."",
      ""scope"": ""GIS equipment in Massachusetts"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""310 CMR 7.72(6)"",
      ""related_domains"": ""emissions reporting""
"
27,33,"−(𝑁𝑒𝑡 𝐼𝑛𝑐𝑟𝑒𝑎𝑠𝑒 𝑖𝑛 𝑇𝑜𝑡𝑎𝑙 𝑁𝑎𝑚𝑒𝑝𝑙𝑎𝑡𝑒 𝐶𝑎𝑝𝑎𝑐𝑖𝑡𝑦 𝑜𝑓 𝐸𝑞𝑢𝑖𝑝𝑚𝑒𝑛𝑡 𝑂𝑝𝑒𝑟𝑎𝑡𝑒𝑑)
##### Where:  Decrease in SF 6 Inventory = (pounds of SF 6 stored in containers, but not in energized equipment, at the beginning of the year) − (pounds of SF 6 stored in containers, but not in energized equipment, at the end of the year).  Acquisitions of SF 6 = (pounds of SF 6 purchased from chemical producers or distributors in bulk) + (pounds of SF 6 purchased from equipment manufacturers or distributors with or inside equipment, including hermetically sealed-pressure switchgear) + (pounds of SF 6 returned to facility after off-site recycling). Disbursements of SF 6 = (pounds of SF 6 in bulk and contained in equipment that is sold to other entities) + (pounds of SF 6 returned to suppliers) + (pounds of SF 6 sent off site for recycling) + (pounds of SF 6 sent off-site for destruction).  Net Increase in Total Nameplate Capacity of Equipment Operated = (The Nameplate Capacity of new equipment in pounds, including hermetically sealed- pressure switchgear) − (Nameplate Capacity of retiring equipment in pounds, including hermetically sealed-pressure switchgear).  Page 20 of 29

-----","```json
{
  ""document_metadata"": {
    ""title"": ""SF6 Inventory Management and Equipment Capacity Calculation"",
    ""document_number"": ""Page 20 of 29"",
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```"
