model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method,threshold_level,relevance_category,priority_color
gpt-4.1,OCS-R1-05,Offshore,48,27,Jurisdictional,"The Permittee shall submit the permit application fee of $24,305 for a major comprehensive plan approval for the OCS permit.",Permit application for Outer Continental Shelf wind project,24305.0,USD,"SECTION XIV. Permit Fees [40 C.F.R. § 55.10(1)– (3), 310 CMR 4.10(2)(c)(4)]",permitting; project financing,0.10994557099035,0.0044637615182181,0.1892092484544426,0.0262172284644194,0.4615384615384615,35,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); outer continental shelf name (partial); number of turbines per row (partial); wind zone (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial); number of blades (partial); max wind speed (partial),True,24305.0 USD,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4.1,OCS-R1-05,Offshore,48,27,Jurisdictional,"In the event of any changes in control or ownership of the Project, this permit shall be binding on all subsequent owners and operators. The Permittee shall notify the succeeding owner and operator of the existence of this permit and its conditions before such change, if possible, but in no case later than 14 days after such change. Notification shall be sent by letter with a copy forwarded within five (5) days to the EPA.",Ownership transfer of the offshore wind project,14.0,days,SECTION XII. Transfer of Ownership,permitting; legal compliance; project ownership,0.1096145875186047,0.0032199766019044,0.2100813642065782,0.0275862068965517,0.3978494623655914,46,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,14.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4.1,OCS-R1-05,Offshore,48,27,Jurisdictional,The Permittee shall submit the application fees to the EPA within 60 days from receipt of written notice by the EPA of the fee amount due.,Permit application for Outer Continental Shelf wind project,60.0,days,SECTION XIV. Permit Fees,permitting; project financing,0.1091965566854075,0.0051902275735164,0.2200025817876995,0.027027027027027,0.3571428571428571,40,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,60.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-reasoner,,Offshore,18,18,Environmental,Turbine noise emissions must not exceed 125 dB re 1 μPa at 1 meter during pile driving activities,Pile driving operations at offshore wind farms,125,dB re 1 μPa at 1 meter,Environmental Protection Agency (EPA),"Environmental Protection, Marine Life",0.1089856364885746,0.0054154516864964,0.1977295818460134,0.0316205533596837,0.4117647058823529,51,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); life cycle (partial); number of turbines per row (partial); turbine position y (partial),True,125 dB re 1 μPa at 1 meter,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,page 16 of 28,Offshore,33,40,Technical,Trawl tows must be limited to a maximum of a 20-minute trawl time at 3.0 kn,Trawl surveys,20.0,minutes,,environmental impact assessment; survey methodology,0.108600461257825,0.0032307162079807,0.2108221210436474,0.028,0.3846153846153846,41,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; min depth (partial); current time (partial); down time (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); max vtip (partial),True,20.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4.1,OCS-R1-05,Offshore,32,27,Technical,Leak rate of SF6 shall not exceed 0.5% per year from the MV and HV SWGs on the OSS. The facility shall demonstrate compliance with this requirement by mass balance and account for leakage periods.,"Offshore Substation (OSS) Medium Voltage (MV) and High Voltage (HV) Switchgears (SWGs), operational phase",0.5,percent per year,40 C.F.R. Part 52.21,air emissions; equipment integrity; environmental compliance,0.1084071408173333,0.0035145167078354,0.2011228251388502,0.0287769784172661,0.4090909090909091,27,outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); voltage; distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); operational event (partial),True,0.5 percent per year,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,OCS-R1-05,Offshore,48,27,Jurisdictional,"The Permittee shall submit the permit application fee of $24,305 for a major comprehensive plan approval for the OCS permit.",Permitting,24305.0,USD,"Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05, Section XIV.A, [40 C.F.R. § 55.10(1)– (3), 310 CMR 4.10(2)(c)(4)]",permitting; fees,0.1083712164018625,0.002347753384726,0.1948635309322617,0.018450184501845,0.4528301886792453,19,outer continental shelf a (partial); cut in wind speed (partial); outer continental shelf name (partial); number of turbines per row (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial); number of blades (partial); wind speed at 50m (partial); impact area uri (partial); specific humidity at 2m (partial),True,24305.0 USD,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,BOEM-2023-001,Offshore,6,44,Environmental,Underwater noise must not exceed 160 dB re 1 µPa during pile driving.,U.S. federal waters,160,dB re 1 µPa,Environmental Protection Agency (EPA),Marine life protection; Noise pollution,0.1083524604511864,0.0022816504128343,0.2365228688450224,0.0157480314960629,0.3333333333333333,18,outer continental shelf a (partial); cut in wind speed (partial); life cycle (partial); turbine position y (partial); wind speed at 10m (partial); water bodies (partial); mgmt agency (partial); wind speed at 50m (partial); gen efficiency (partial); impact area uri (partial),True,160 dB re 1 µPa,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,page 21 of 28,Offshore,45,40,Environmental,"Marine mammal monitoring must be conducted within 1 nmi from the planned survey location by the trained captain and/or a member of the scientific crew for 15 minutes prior to deploying gear, throughout gear deployment and use, and for 15 minutes after haul back.",Fisheries monitoring surveys within the project area,1.0,nmi,50 CFR 217.265(f)(2),marine mammal monitoring; environmental monitoring; fisheries surveys,0.1081472804729603,0.0028720946166444,0.1831683019278349,0.0329670329670329,0.4545454545454545,43,outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,1.0 nmi,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,19,40,Technical,LOA Holder must submit 48-hour interim reports after each foundation is measured.,Reporting requirements for foundation measurements,48.0,hours,§ 217.265(g),reporting; monitoring,0.1070132284388243,0.001321967329253,0.2524765723028338,0.0078740157480314,0.2916666666666667,14,outer continental shelf a (partial); cut in wind speed (partial); foundation; wind speed at 10m (partial); distance to substation (partial); distance to population center (partial); wind speed at 50m (partial); power monitoring (partial); specific humidity at 2m (partial); temperature at 2m (partial),True,48.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,OCS-R1-05,Offshore,48,27,Jurisdictional,The Permittee shall submit the application fees to the EPA within 60 days from receipt of written notice by the EPA of the fee amount due.,Permitting,60.0,days,"Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05, Section XIV.B",permitting; fees,0.1068287028446524,0.0026939566453178,0.2235984015613799,0.0189393939393939,0.3488372093023256,25,outer continental shelf a (partial); cut in wind speed (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); distance to population center (partial),True,60.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,11,Offshore,19,34,Technical,The Lessee must submit to the Lessor within 90 days after installation of the facility a narrative report that contains a summary of the fabrication and deployment process,Fabrication and installation reporting,90.0,days,,reporting; documentation; construction,0.1065521129435086,0.0022164151924006,0.2095680265921983,0.01953125,0.3888888888888889,26,outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); distance to population center (partial),True,90.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,page 3 of 28,Offshore,5,40,Environmental,The marine mammal monitoring team must monitor these systems no less than every 4 hours.,In-water activities and vessel operations,4.0,hours,50 CFR 217.264(a)(3),marine mammal monitoring; environmental monitoring,0.1060848478754789,0.0015223491559383,0.194547219296204,0.0234375,0.4242424242424242,21,cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); water bodies (partial); distance to population center (partial); naval operations area (partial),True,4.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4.1-mini,,Offshore,5,18,Procedural,A Coordinated Project Plan (CPP) must be developed within 60 days of posting a project to the Permitting Dashboard after submission of a FAST-41 initiation notice.,Projects designated as 'covered projects' under FAST-41 and posted to the Permitting Dashboard.,60.0,days,FAST-41 regulations and Federal Permitting Improvement Steering Council (FPISC) requirements,project coordination; permitting timeline; regulatory process,0.1053061493882796,0.0012629088458885,0.2183924287019073,0.018450184501845,0.3559322033898305,39,outer continental shelf a (partial); regulation; cut in wind speed (partial); caribbean fishery management council (partial); design; current time (partial); down time (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,60.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,8,34,Spatial,"The Lessee must ensure the establishment of a default 7 km (22,966 ft) radius exclusion zone for marine mammals and sea turtles around each pile driving site.",Pile driving activities,7.0,km,,marine mammal protection; sea turtle protection; pile driving operations,0.1050750112031149,0.003305387488266,0.176245576657906,0.0348837209302325,0.4390243902439024,25,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; number of turbines per row (partial); wind zone (partial); site name (partial); wind speed at 10m (partial); danger zone (partial); gulf of mexico fishery management council (partial),True,7.0 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,NO 211 X,Offshore,20,27,Environmental,"Beginning at the Operational Phase Start Date, each operating day, the Permittee shall calculate emissions of NO X and VOC from the emission sources defined in Specific Page 13 of 29.",Operational phase,6,,,emission monitoring; air quality management,0.1049798434646922,0.0032717209344607,0.1657840258991554,0.0389105058365758,0.4615384615384615,34,outer continental shelf a (partial); cut in wind speed (partial); end date (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,6,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,OCS-R1-05,Offshore,32,27,Environmental,Leak rate of SF 6 shall not exceed 0.5% per year from the MV and HV SWGs on the OSS.,MV and HV SWGs on the OSS,0.5,%,40 C.F.R. Part 52.21,sf6 emissions; environmental protection,0.1045661538725331,0.0020855395691973,0.174271576004285,0.0191570881226053,0.4761904761904761,19,outer continental shelf a (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); year established (partial); wind speed at 50m (partial); specific humidity at 2m (partial),True,0.5 %,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,22,40,Environmental,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of foundation installation activities (impact pile driving) and abide by the Plan if approved.,Foundation installation (impact pile driving),180.0,days,NMFS Office of Protected Resources,marine mammal protection; passive acoustic monitoring,0.1044431597611256,0.0036562816029751,0.1381024054519463,0.0454545454545454,0.5245901639344263,44,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; impact assessment (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); installation,True,180.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,26,40,Environmental,PAM must also be conducted for at least 60 minutes and the zone must be acoustically cleared during this time.,Marine mammal protection during UXO/MEC detonation,60.0,minutes,,marine mammal protection; underwater noise mitigation; passive acoustic monitoring,0.1039798570178344,0.0035812491047873,0.2092633920252657,0.0231660231660231,0.3513513513513513,33,outer continental shelf a (partial); cut in wind speed (partial); zone; min depth (partial); current time (partial); down time (partial); min kilovolt (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,60.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,50 CFR 217.264(a)(3),Offshore,5,40,Environmental,The marine mammal monitoring team must monitor these systems no less than every 4 hours.,Monitoring systems,4.0,hours,50 CFR 217.264(a)(3),marine mammal monitoring; environmental impact assessment,0.1038339383683146,0.0024508381870951,0.1963367797450537,0.0197628458498023,0.4,16,cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; turbine position y (partial); distance to substation (partial); distance to population center (partial); impact type (partial); power monitoring (partial); impact area uri (partial),True,4.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,1.8.14 - 1.9.3,Offshore,12,34,Environmental,Subsequent restart of the pile driving equipment may only occur following clearance of the exclusion zone of any marine mammal or sea turtle for at least 60 minutes.,Exclusion zone during pile driving activities,60.0,minutes,,marine wildlife protection; construction regulation,0.1036964581087817,0.0038879362923221,0.1781324440141867,0.0310077519379844,0.425,36,sea depth (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); zone; min depth (partial); life cycle (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial),True,60.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4.1-mini,,Offshore,14,18,Environmental,"The benthic habitat assessment shall include multibeam and side scan sonar data for 100 percent of the project area; if 100 percent coverage is impracticable, modeled bathymetry and modeled surface feature classes may be accepted for project areas without geophysical survey data based on available acoustic surveys and grab sample survey results.",Entire project area during benthic habitat assessment for COP submittal.,100.0,percent,BOEM Guidelines pursuant to 30 CFR Part 585,environmental impact assessment; geophysical survey; marine habitat mapping,0.1034337455192658,0.0048601079981574,0.1839633552643116,0.0387323943661971,0.3855421686746988,61,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); impact assessment; caribbean fishery management council (partial); torpedo testing area (partial); cable; number of turbines per row (partial); power line id (partial),True,100.0 percent,comprehensive_scientific,0.1,Medium-High Relevance,🟡
claude-3-haiku-20240307,,Offshore,44,40,Environmental,"At least one PSO must be on active duty monitoring during HRG surveys conducted during daylight (i.e., from 30 minutes prior to civil sunrise through 30 minutes following civil sunset) and at least two PSOs must be on activity duty monitoring during HRG surveys conducted at night.",Offshore wind farm site surveys,"[1, 2]",PSOs,Offshore Wind Farm Regulations,Environmental; Safety,0.103170930744485,0.0055239840017746,0.2104454059598998,0.0224719101123595,0.3333333333333333,50,wind direction (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); farm power output (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,"[1, 2] PSOs",comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,30,40,Environmental,PSOs [must] monitor the clearance zone(s) for 30 minutes prior to the initiation of ramp-up or activation (pre-start clearance).,Offshore wind farm operation (ramp-up procedures for acoustic sources),30.0,minutes,,marine mammal protection; acoustic impact mitigation,0.1030778397276194,0.0052611443539213,0.1423819550598438,0.0348837209302325,0.5128205128205128,50,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); impact assessment (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); wind zone (partial),True,30.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,OCS-R1-05,Offshore,19,27,Environmental,"The Permittee shall not cause, suffer, allow, or permit the emission of smoke from any OCS Source which has a shade, density, or appearance equal to or greater than No. 1 of the [Ringelmann] Chart for a period, or aggregate period of time in excess of six minutes during any one hour, provided that at no time during the said six minutes shall the shade, density, or appearance be equal to or greater than No. 2 of the [Ringelmann] Chart.",Emissions from any Outer Continental Shelf (OCS) Source,6.0,minutes,310 CMR 7.06(1)(a),air quality; emissions,0.1024185177177352,0.004024366685339,0.1491232687510155,0.0354609929078014,0.4897959183673469,49,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); min depth (partial); current time (partial); down time (partial); outer continental shelf name (partial); min kilovolt (partial); number of turbines per row (partial); power line id (partial),True,6.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Technical,The Permittee shall provide written notification to the EPA at least 7 days prior to the first WTG entering first power.,Commissioning of first Wind Turbine Generator (WTG),7.0,days (advance notice),"OCS Preconstruction Air Permit No. OCS-R1-05, Section IX",commissioning; regulatory notification,0.1018584091620049,0.0095597462771998,0.1809623041771055,0.023076923076923,0.391304347826087,64,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); power; turbine status (partial); number of turbines per row (partial),True,7.0 days (advance notice),comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,50 CFR 217.265(c)(3),Offshore,43,40,Safety,At least two PSOs must be on active duty during all activities related to the installation and removal of cofferdams and goal posts.,Installation and removal of cofferdams and goal posts.,2.0,,50 CFR 217.265(d)(1),marine mammal protection; construction safety,0.1010315883059762,0.0019620534079521,0.1715433976058073,0.0229885057471264,0.4418604651162791,25,outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); distance to population center (partial),True,2.0,comprehensive_scientific,0.1,Medium-High Relevance,🟡
claude-3-haiku-20240307,,Offshore,22,40,Environmental,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of foundation installation activities (impact pile driving) and abide by the Plan if approved.,Foundation installation activities (impact pile driving),180,days,NMFS Office of Protected Resources,Environmental; Safety,0.1010112422184311,0.0031582385512415,0.1405739640739233,0.0378787878787878,0.5,42,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; impact assessment (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); installation,True,180 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,Page 25 of 29,Offshore,42,27,Jurisdictional,The Permittee shall provide written notification to the EPA at least 7 days prior to the first WTG entering first power.,Wind Turbine Generators (WTG),7,days,"40 C.F.R. Part 55 (§ 55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A",permitting; operational compliance,0.1003309090962082,0.0094848888356425,0.1730984445737745,0.0263157894736842,0.3934426229508196,64,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); power; turbine status (partial); end date (partial),True,7 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,,Offshore,14,34,Technical,The Lessee must ensure that the results of acoustic monitoring of the first pile are submitted to the Lessor and NMFS within 24 hours of installation.,Pile driving activities during construction phase.,24.0,hours,,acoustic monitoring; construction monitoring,0.1001396091265542,0.0015947179033615,0.195170145534819,0.0155642023346303,0.3783783783783784,23,outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); distance to population center (partial); wind speed at 50m (partial),True,24.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,43,44,Environmental,"When PAM is used for long-term monitoring, all data (detection data, metadata, GPS data, and ambient noise data) should be provided via the formatted spreadsheets and uploaded within 90 days of the retrieval of the recorder or data collection.",Long-term monitoring,90.0,days,,passive acoustic monitoring; marine mammal monitoring; data reporting,0.1000530308259237,0.001200813377079,0.1809331284684471,0.0149253731343283,0.4230769230769231,35,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); load; number of turbines per row (partial); power line id (partial); turbine position y (partial); load factor (partial); wind speed at 10m (partial); distance to substation (partial),True,90.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,50 CFR Part 217 Subpart AA (up to date as of 6/12/2025) 50 CFR 217.265(c)(2) (enhanced display) page 20 of 28; 50 CFR 217.265(c)(3),Offshore,43,40,Technical,At least two PSOs must be on active duty during all activities related to the installation and removal of cofferdams and goal posts,Cofferdam and goal post installation and removal,2.0,PSOs,50 CFR 217.265(d)(1),personnel requirements; construction activities,0.1000150879409963,0.0015972492277446,0.1910716499189766,0.0151515151515151,0.3902439024390244,23,outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); distance to population center (partial),True,2.0 PSOs,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,12,34,Environmental,Subsequent restart of the pile driving equipment may only occur following clearance of the exclusion zone of any marine mammal or sea turtle for at least 60 minutes.,Pile driving activities during construction,60.0,minutes,,marine mammal protection; sea turtle protection; environmental impact mitigation,0.0999986373000579,0.002596929174917,0.1800652550125182,0.027027027027027,0.3953488372093023,32,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,60.0 minutes,comprehensive_scientific,0.08,Medium Relevance,🟢
gpt-4o-mini,,Offshore,10,40,Safety,"If LOA Holder's vessel(s) are traveling at speeds greater than 10 kn in a transit corridor from a port to the Lease Area, in addition to the required dedicated visual observer, LOA Holder must monitor the transit corridor in real-time with PAM prior to and during transits.","Transit corridor from port to Lease Area, operational phase",10.0,kn,,marine wildlife protection; navigational safety,0.0999928947102675,0.0063141599710043,0.1103128376410219,0.0449438202247191,0.5538461538461539,63,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); life cycle (partial); torpedo testing area (partial); current time (partial); down time (partial); lease date (partial); number of turbines per row (partial); power line id (partial),True,10.0 kn,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,page 6 of 28,Offshore,12,40,Safety,"If a plan is not submitted or approved by NMFS prior to vessel operations, all project vessels transiting, year round, must travel at speeds of 10-kn or less.",Vessel operations during construction,10.0,kn,50 CFR 217.264(b)(16),marine mammal protection; vessel operations; right whale protection; navigation safety,0.0999902119990131,0.0017456413357333,0.168585125180907,0.0335820895522388,0.42,33,outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); max wind speed (partial); wind speed (partial),True,10.0 kn,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,,Offshore,8,34,Environmental,"If additional PSO approvals are required after this time, the Lessee must provide additional résumés to the Lessor fifteen (15) calendar days prior to each PSO’s start date.",Meteorological tower foundation construction,15.0,calendar days,,protected species observation; environmental impact assessment,0.0999824957410281,0.0054709793094645,0.1669069876507819,0.0386100386100386,0.4,45,tower cost (partial); outer continental shelf a (partial); lease id (partial); foundation; impact assessment; end date (partial); current time (partial); down time (partial); lease date (partial); power line id (partial),True,15.0 calendar days,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,page 6 of 28,Offshore,12,40,Environmental,LOA Holder must submit a North Atlantic Right Whale Vessel Strike Avoidance Plan to NMFS Office of Protected Resources for review and approval at least 90 days prior to the planned start of vessel activity.,Vessel operations during construction,90.0,days,50 CFR 217.264(b)(16),marine mammal protection; vessel operations; right whale protection; environmental impact assessment,0.0998406130237994,0.0026504243952093,0.1507310053519841,0.0485074626865671,0.4385964912280701,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,90.0 days,comprehensive_scientific,0.08,Medium Relevance,🟢
gpt-4o-mini,50 CFR 217.265(g)(13)(ii),Offshore,55,40,Environmental,must ensure the sighting is immediately reported to NMFS and the Right Whale Sightings Advisory System (RWSAS).,Northeast Region (Maine to Virginia/North Carolina border) and Southeast Region (North Carolina to Florida),24.0,hours,50 CFR 217.265(g)(13)(ii),marine mammal protection; environmental monitoring,0.0998094724006087,0.0016658386256927,0.179467022157671,0.0265151515151515,0.4,32,cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); hurricane id (partial); geospatial id (partial),True,24.0 hours,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,,Offshore,49,40,Environmental,LOA Holder must submit its draft 5-year report to NMFS Office of Protected Resources on all visual and acoustic monitoring conducted within 90 calendar days of the completion of activities occurring under the LOA.,5-year monitoring report submission,90.0,calendar days,NMFS Office of Protected Resources,marine mammal monitoring; environmental impact assessment; reporting,0.0995519910101664,0.0023955306053651,0.1449218964460979,0.0303030303030303,0.490566037735849,27,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; end date (partial); number of turbines per row (partial); turbine position y (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); wind resource id (partial),True,90.0 calendar days,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,,Offshore,19,40,Environmental,"LOA Holder must not exceed modeled distances to NMFS marine mammal Level A harassment and Level B harassment thresholds, assuming 10-dB attenuation, for foundation installation.",Foundation installation noise levels,10.0,dB,NMFS,environmental impact assessment; marine mammal protection; noise pollution,0.0993090899903733,0.0036669063268067,0.1720554884193284,0.0311284046692607,0.4,29,outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); foundation; impact assessment; min depth (partial); min kilovolt (partial); wind speed at 10m (partial); installation; distance to substation (partial),True,10.0 dB,comprehensive_scientific,0.08,Medium Relevance,🟢
gpt-4o-mini,Page 25 of 29,Offshore,42,27,Jurisdictional,"The Permittee shall notify the EPA, in writing, at least 30 days, but no more than 90 days, prior to locating the first OCS source within the WDA.",Outer Continental Shelf (OCS) source within the Wind Development Area (WDA),30,days,"40 C.F.R. Part 55 (§ 55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A",permitting; environmental compliance,0.0992367178184053,0.004580781322219,0.1714077700858443,0.0327272727272727,0.3943661971830985,47,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); end date (partial); torpedo testing area (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,30 days,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,,Offshore,11,40,Environmental,LOA Holder's vessels must maintain a minimum separation distance of 50 m from all delphinoid cetaceans and pinnipeds with an exception made for those that approach the vessel.,Vessel operations in the vicinity of delphinoid cetaceans and pinnipeds,50.0,meters,,marine mammal protection; vessel operation; environmental impact assessment,0.0990905946534006,0.0025074635416453,0.1514536469507577,0.034090909090909,0.4583333333333333,43,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; min depth (partial); min kilovolt (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,50.0 meters,comprehensive_scientific,0.08,Medium Relevance,🟢
