YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 03 12 15 00 155  6.5  7.7  0.77  4.00  4.02 999 1021.3   9.8   6.6   9.2 99.0 99.00
2006 03 12 16 00 179  5.3  6.0  0.74  3.70  3.91 999 1020.3   9.1   6.7   8.7 99.0 99.00
2006 03 12 17 00 200  5.3  6.1  0.77  8.33  4.18 999 1019.4   8.5   6.8   8.0 99.0 99.00
2006 03 12 18 00 203  8.4  9.5  0.82  3.85  3.75 999 1017.9   8.9   6.8   8.5 99.0 99.00
2006 03 12 19 00 219  6.3  7.6  0.88  3.85  3.75 999 1017.6   8.7   6.8   8.3 99.0 99.00
2006 03 12 20 00 202  6.5  7.5  0.88  3.85  3.90 999 1016.6   9.1   6.8   8.6 99.0 99.00
2006 03 12 21 00 198  6.0  6.7  0.90  3.85  3.92 999 1015.9   9.2   6.8   8.8 99.0 99.00
2006 03 12 22 00 246  2.3  2.7  0.85  3.85  3.94 999 1016.8   8.9   6.9   8.4 99.0 99.00
2006 03 12 23 00 254  5.3  6.5  0.81  3.85  4.00 999 1017.0  12.1   6.9  11.4 99.0 99.00
2006 03 13 00 00 220  3.3  4.5  0.73  3.85  3.96 999 1017.4  14.1   6.8  13.1 99.0 99.00
2006 03 13 01 00 192  6.3  7.0  0.75  4.35  4.16 999 1016.8  11.7   6.8  11.1 99.0 99.00
2006 03 13 02 00 172  2.5  3.4  0.77  4.35  4.22 999 1016.8  10.4   6.8   9.8 99.0 99.00
2006 03 13 03 00 202  4.7  5.4  0.74  4.35  4.35 999 1016.1  10.3   6.9   9.7 99.0 99.00
2006 03 13 04 00 286  2.9  6.5  0.76  4.35  4.51 999 1016.9  10.2   6.9   9.6 99.0 99.00
2006 03 13 05 00 316  0.7  1.2  0.76  4.17  4.33 999 1016.2  10.4   6.8   9.8 99.0 99.00
2006 03 13 06 00 227  2.6  3.3  0.83  4.55  4.52 999 1015.7   8.0   6.8   7.4 99.0 99.00
2006 03 13 07 00 276  2.1  2.5  0.88  4.76  4.56 999 1015.8   8.0   6.8   7.3 99.0 99.00
2006 03 13 08 00 237  1.6  2.5  0.88  5.56  4.51 999 1015.2   9.1   6.8   8.5 99.0 99.00
2006 03 13 09 00 240  0.9  2.0  0.92  4.76  4.47 999 1014.8   8.9   6.8   8.2 99.0 99.00
2006 03 13 10 00 189  2.3  2.8  0.96  5.00  4.58 999 1014.6   8.8   6.9   8.2 99.0 99.00
2006 03 13 11 00 179  3.8  4.3  0.98  5.00  4.63 999 1014.4   8.5   6.8   7.9 99.0 99.00
2006 03 13 12 00 196  5.8  6.4  0.94  5.00  4.43 999 1014.2   8.9   6.8   8.3 99.0 99.00
2006 03 13 13 00 202  6.0  6.8  0.87  5.56  4.59 999 1014.4   9.0   6.9   8.5 99.0 99.00
2006 03 13 14 00 202  5.7  6.5  0.96  5.56  4.69 999 1014.2   9.1   7.0   8.7 99.0 99.00
2006 03 13 15 00 195  5.9  6.5  0.91  5.56  4.95 999 1013.6   9.1   7.1   8.7 99.0 99.00
2006 03 13 16 00 201  6.5  7.5  0.82  5.88  4.30 999 1012.9   9.4   7.1   9.0 99.0 99.00
2006 03 13 17 00 201  7.5  8.3  0.91  5.88  4.37 999 1011.7   9.8   7.1   9.3 99.0 99.00
2006 03 13 18 00 201  7.4  8.4  1.05  6.25  4.19 999 1010.4  10.0   7.1   9.5 99.0 99.00
2006 03 13 20 00 199  7.6  8.6  1.16  6.67  4.26 999 1008.2  10.4   7.2   9.9 99.0 99.00
2006 03 13 21 00 202  9.6 10.9  1.32  6.67  4.15 999 1007.2  11.1   7.2  10.7 99.0 99.00
2006 03 13 22 00 202  9.9 11.2  1.45  6.25  4.33 999 1006.8  11.6   7.2  11.1 99.0 99.00
2006 03 13 23 00 198 10.0 11.2  1.65  4.76  4.31 999 1006.2  11.7   7.3  11.0 99.0 99.00
2006 03 14 00 00 195  9.8 11.5  1.77  5.26  4.43 999 1005.8  11.7   7.2  11.0 99.0 99.00
2006 03 14 01 00 197 10.5 11.9  1.72  5.56  4.34 999 1005.2  11.7   7.2  11.1 99.0 99.00
2006 03 14 02 00 206 10.2 12.0  1.62  6.25  4.33 999 1004.8  11.5   7.2  10.8 99.0 99.00
2006 03 14 03 00 210 10.3 11.8  1.73  5.88  4.53 999 1004.4  11.5   7.2  10.8 99.0 99.00
2006 03 14 04 00 209 10.5 12.3  1.90  6.25  4.79 999 1003.9  11.4   7.2  10.7 99.0 99.00
2006 03 14 05 00 210 10.5 12.5  2.11  6.67  5.05 999 1002.9  11.4   7.2  10.7 99.0 99.00
2006 03 14 06 00 212 10.4 11.9  1.96  6.25  4.84 999 1002.6  10.9   7.1  10.2 99.0 99.00
2006 03 14 07 00 211 10.9 12.8  1.95  5.88  4.89 999 1001.8  10.4   7.1   9.8 99.0 99.00
2006 03 14 08 00 209 10.0 11.4  2.02  6.67  4.92 999 1000.6  10.2   7.0   9.6 99.0 99.00
2006 03 14 09 00 213 10.5 12.5  1.93  6.67  4.85 999 1000.3  10.3   7.1   9.7 99.0 99.00
2006 03 14 10 00 218  9.9 11.2  1.98  6.67  4.80 999 1000.5  10.3   7.2   9.6 99.0 99.00
2006 03 14 11 00 208  8.4 10.3  1.89  7.14  4.91 999  999.8  10.6   7.1  10.0 99.0 99.00
2006 03 14 12 00 204 10.1 11.9  1.98  7.14  4.84 999  999.5  10.5   7.1   9.9 99.0 99.00
2006 03 14 13 00 215 10.2 12.1  1.91  7.14  4.77 999  999.7  10.2   7.1   9.6 99.0 99.00
2006 03 14 14 00 219  9.3 10.8  1.77  6.67  4.80 999 1000.2  10.0   7.1   9.4 99.0 99.00
2006 03 14 15 00 299  4.4  5.2  1.61  7.69  4.93 999 1002.2  11.2   7.1   8.5 99.0 99.00
2006 03 14 16 00 292  3.1  3.6  1.44  7.14  5.15 999 1002.1  10.2   7.1   7.2 99.0 99.00
2006 03 14 17 00 280  3.7  4.3  1.51  7.69  5.08 999 1002.6  10.2   7.1   7.0 99.0 99.00
2006 03 14 18 00 304  3.1  3.8  1.40  7.14  4.99 999 1002.4   9.6   7.1   7.2 99.0 99.00
2006 03 14 19 00 293  5.9  7.4  1.53  8.33  5.24 999 1002.6  10.4   7.4   3.7 99.0 99.00
2006 03 14 20 00 315  5.6  7.2  1.48  7.14  5.06 999 1002.2  10.5   7.5   3.3 99.0 99.00
2006 03 14 21 00 306  7.0  8.6  1.49  7.69  4.88 999 1002.4  10.9   7.5   3.0 99.0 99.00
2006 03 14 22 00 298  8.8 11.1  1.57  7.69  4.77 999 1002.8  11.3   7.5   1.9 99.0 99.00
2006 03 14 23 00 293 10.2 13.8  1.57  5.00  4.72 999 1003.9  11.5   7.5  -0.8 99.0 99.00
2006 03 15 00 00 292  8.1  9.7  1.73  5.56  4.72 999 1005.3  10.4   7.3   1.3 99.0 99.00
2006 03 15 01 00 304 11.6 14.9  1.72  5.26  4.66 999 1006.4  10.3   7.3  -0.5 99.0 99.00
2006 03 15 02 00 309 13.0 16.7  1.86  5.26  4.62 999 1008.0   8.9   7.3  -0.8 99.0 99.00
2006 03 15 03 00 307 15.6 21.4  2.16  5.26  4.68 999 1009.8   7.3   7.3 999.0 99.0 99.00
2006 03 15 04 00 314 11.7 13.8  2.20  5.88  4.79 999 1010.7   6.7   7.2 999.0 99.0 99.00
2006 03 15 05 00 312  8.9 10.3  1.74  5.56  4.50 999 1010.5   6.6   7.2 999.0 99.0 99.00
2006 03 15 06 00 300  7.0  8.4  1.31  5.56  4.30 999 1010.1   6.7   7.2  -2.6 99.0 99.00
2006 03 15 07 00 283  7.3  9.4  1.04  5.00  4.17 999 1010.2   6.5   7.1  -2.5 99.0 99.00
2006 03 15 08 00 279  9.0 10.8  0.91  7.69  3.99 999 1009.9   6.5   7.1  -2.2 99.0 99.00
2006 03 15 09 00 279 12.7 15.0  0.98  7.69  3.73 999 1009.7   6.4   7.0  -2.4 99.0 99.00
2006 03 15 10 00 290 11.7 13.8  1.28  4.00  3.90 999 1010.3   6.5   7.0  -2.4 99.0 99.00
2006 03 15 11 00 298 12.4 14.5  1.37  4.76  3.99 999 1011.0   6.4   6.9  -2.4 99.0 99.00
2006 03 15 12 00 286 11.3 14.2  1.44  5.00  4.30 999 1011.9   6.2   7.0  -3.0 99.0 99.00
2006 03 15 13 00 289 12.9 15.5  1.50  5.56  4.16 999 1012.8   5.7   7.0  -2.8 99.0 99.00
2006 03 15 14 00 293 13.6 17.0  1.66  4.76  4.15 999 1012.6   5.7   7.1  -4.7 99.0 99.00
2006 03 15 15 00 293 14.3 17.5  1.75  4.55  4.31 999 1012.1   6.1   7.1  -6.2 99.0 99.00
2006 03 15 16 00 293 13.2 16.0  1.93  5.56  4.49 999 1012.3   6.2   7.1  -5.4 99.0 99.00
2006 03 15 17 00 288 13.6 17.2  2.03  5.56  4.44 999 1012.2   6.6   7.1  -4.4 99.0 99.00
2006 03 15 18 00 289 11.5 13.8  1.85  5.56  4.35 999 1012.0   6.9   7.1  -3.6 99.0 99.00
2006 03 15 19 00 294 11.1 14.1  1.80  5.26  4.31 999 1011.5   7.5   7.2  -3.2 99.0 99.00
2006 03 15 20 00 294 11.5 14.8  1.67  5.26  4.24 999 1011.2   8.0   7.2  -2.9 99.0 99.00
2006 03 15 21 00 290 11.5 14.6  1.73  5.26  4.36 999 1011.3   8.4   7.2  -3.0 99.0 99.00
2006 03 15 22 00 290 11.2 13.5  1.66  5.56  4.36 999 1011.9   8.6   7.2  -2.5 99.0 99.00
2006 03 15 23 00 294 10.9 13.3  1.88  5.56  4.60 999 1012.7   8.6   7.3  -2.7 99.0 99.00
2006 03 16 00 00 290 10.1 12.2  1.64  5.88  4.50 999 1013.6   8.4   7.4  -2.6 99.0 99.00
2006 03 16 01 00 294 10.7 13.2  1.57  5.26  4.39 999 1014.7   8.2   7.4  -3.8 99.0 99.00
2006 03 16 02 00 299  9.5 11.7  1.44  5.56  4.27 999 1015.7   7.7   7.3  -2.9 99.0 99.00
2006 03 16 03 00 299  9.3 11.6  1.33  5.56  4.17 999 1016.6   7.4   7.3  -3.4 99.0 99.00
2006 03 16 04 00 295  8.4 10.9  1.26  5.26  4.10 999 1016.7   7.0   7.3  -3.1 99.0 99.00
2006 03 16 05 00 288  8.9 10.4  1.16  4.76  3.92 999 1016.8   6.7   7.3  -3.3 99.0 99.00
2006 03 16 06 00 296 10.2 12.1  1.13  5.26  3.79 999 1017.2   6.7   7.2  -3.7 99.0 99.00
2006 03 16 07 00 297  8.4 10.2  1.07  5.00  3.71 999 1017.9   6.3   7.2  -3.3 99.0 99.00
2006 03 16 08 00 299  9.0 10.4  1.00  4.55  3.68 999 1017.8   6.1   7.2  -4.2 99.0 99.00
2006 03 16 09 00 295  9.1 11.2  1.04  4.35  3.78 999 1018.2   6.0   7.2  -4.0 99.0 99.00
2006 03 16 10 00 297  7.8  9.2  0.83  4.35  3.60 999 1018.8   5.8   7.1  -3.5 99.0 99.00
2006 03 16 11 00 304  7.4  9.1  0.74  4.17  3.55 999 1018.8   5.9   7.1  -3.2 99.0 99.00
2006 03 16 12 00 303  7.0  8.2  0.71  4.17  3.51 999 1019.2   5.9   7.1  -3.6 99.0 99.00
2006 03 16 13 00 274  5.7  7.8  0.61  4.00  3.57 999 1019.4   5.7   7.0  -2.9 99.0 99.00
2006 03 16 14 00 282  7.9  9.6  0.62  4.00  3.35 999 1019.2   5.9   7.1  -2.2 99.0 99.00
2006 03 16 15 00 285  6.8  7.9  0.63  2.86  3.16 999 1019.0   6.4   7.1  -2.6 99.0 99.00
2006 03 16 16 00 283  6.9  8.0  0.66  3.13  3.17 999 1018.8   7.1   7.2  -2.5 99.0 99.00
2006 03 16 17 00 283  5.4  6.5  0.76  3.57  3.29 999 1018.3   7.7   7.2  -1.8 99.0 99.00
2006 03 16 18 00 291  4.7  5.6  0.68  3.57  3.34 999 1017.7   8.1   7.3  -1.2 99.0 99.00
2006 03 16 19 00 280  3.9  4.6  0.64  3.57  3.28 999 1016.8   8.5   7.3  -0.8 99.0 99.00
2006 03 16 20 00 292  2.4  3.2  0.62  3.70  3.29 999 1016.2   8.7   7.4   0.9 99.0 99.00
2006 03 16 21 00 272  0.9  1.5  0.57  4.17  3.36 999 1016.3   8.6   7.5   1.8 99.0 99.00
2006 03 16 22 00 299  5.7  6.5  0.52  3.85  3.39 999 1015.8   9.4   7.4 999.0 99.0 99.00
2006 03 16 23 00 302  3.4  3.9  0.49  3.70  3.48 999 1016.4   9.0   7.4   0.8 99.0 99.00
2006 03 17 00 00 308  2.4  2.9  0.42  3.33  3.46 999 1016.8   9.0   7.4   0.1 99.0 99.00
2006 03 17 01 00 338  0.9  1.2  0.42  3.70  3.43 999 1016.9   8.6   7.5   0.9 99.0 99.00
2006 03 17 02 00 177  1.2  2.0  0.43  3.23  3.40 999 1016.8   8.1   7.5 999.0 99.0 99.00
2006 03 17 03 00 193  3.5  4.0  0.43  3.33  3.29 999 1016.6   8.1   7.4   3.4 99.0 99.00
2006 03 17 04 00 238  4.4  5.0  0.41  3.23  3.25 999 1016.4   7.6   7.5 999.0 99.0 99.00
2006 03 17 05 00 250  3.1  3.4  0.36  3.23  3.19 999 1016.2   7.6   7.3 999.0 99.0 99.00
2006 03 17 06 00 269  2.5  3.4  0.42  4.00  3.58 999 1016.3   7.5   7.3 999.0 99.0 99.00
2006 03 17 07 00 327  2.4  3.2  0.36  3.85  3.63 999 1016.3   7.5   7.2   3.7 99.0 99.00
2006 03 17 08 00 292  1.6  2.1  0.35  3.70  3.84 999 1016.1   7.2   7.2   3.9 99.0 99.00
2006 03 17 09 00 351  5.5  7.3  0.34  3.70  3.89 999 1015.6   7.3   7.1   3.2 99.0 99.00
2006 03 17 10 00  50  9.2 10.5  0.40  2.47  2.87 999 1015.3   6.4   7.1   2.9 99.0 99.00
2006 03 17 11 00  43  8.8 10.4  0.80  3.23  3.19 999 1015.6   6.0   7.2   1.6 99.0 99.00
2006 03 17 12 00  34  8.4  9.7  0.98  4.35  3.56 999 1016.3   5.9   7.1   1.2 99.0 99.00
2006 03 17 13 00  26  8.0  9.8  1.13  4.00  3.70 999 1017.1   5.5   7.2  -0.4 99.0 99.00
2006 03 17 14 00  22  8.8 10.1  1.13  4.35  3.78 999 1017.0   5.1   7.2  -0.8 99.0 99.00
2006 03 17 15 00  23  8.1 10.0  1.10  4.76  3.83 999 1017.4   4.9   7.2  -0.8 99.0 99.00
2006 03 17 16 00  15  8.1  9.2  1.07  4.76  3.75 999 1017.3   4.3   7.3  -0.5 99.0 99.00
2006 03 17 17 00 355  6.3  7.8  1.03  4.76  3.89 999 1017.3   4.3   7.4   0.1 99.0 99.00
2006 03 17 18 00 360  5.3  6.4  0.95  4.55  3.80 999 1016.7   4.1   7.5  -1.0 99.0 99.00
2006 03 17 19 00 335  4.0  5.2  0.83  4.17  3.78 999 1016.4   4.5   7.6  -2.2 99.0 99.00
2006 03 17 20 00 326  3.3  4.1  0.80  4.76  3.76 999 1016.0   4.8   7.6  -1.4 99.0 99.00
2006 03 17 21 00 314  5.0  6.0  0.68  4.35  3.74 999 1015.3   6.0   7.7  -2.2 99.0 99.00
2006 03 17 22 00 311  5.4  6.7  0.63  4.55  3.39 999 1015.0   6.7   7.7  -2.1 99.0 99.00
2006 03 17 23 00 301  4.2  5.2  0.58  4.35  3.61 999 1015.2   7.0   7.6  -1.0 99.0 99.00
2006 03 18 00 00 327  6.9  8.7  0.57  4.55  3.53 999 1015.4   7.7   7.5  -0.4 99.0 99.00
2006 03 18 01 00 337  7.3  9.0  0.74  4.55  3.56 999 1015.7   7.7   7.4  -0.2 99.0 99.00
2006 03 18 02 00 328  5.8  7.1  0.75  3.85  3.56 999 1016.2   7.6   7.4  -1.2 99.0 99.00
2006 03 18 03 00 323  4.8  5.6  0.84  4.17  3.68 999 1015.9   7.4   7.4  -1.3 99.0 99.00
2006 03 18 04 00 332  6.0  7.4  0.73  3.70  3.59 999 1015.9   7.3   7.3  -3.2 99.0 99.00
2006 03 18 05 00  13  7.6  8.7  0.75  4.17  3.36 999 1016.1   6.4   7.3  -3.6 99.0 99.00
2006 03 18 06 00 356  8.2 10.1  0.84  3.70  3.36 999 1016.6   5.8   7.3  -5.1 99.0 99.00
2006 03 18 07 00 356  9.4 11.1  1.15  4.17  3.60 999 1017.1   4.9   7.4  -6.0 99.0 99.00
2006 03 18 08 00 357  9.4 11.3  1.28  4.55  3.75 999 1017.1   4.1   7.4  -6.9 99.0 99.00
2006 03 18 09 00   3  8.5 10.2  1.38  5.00  4.01 999 1017.2   3.4   7.3  -7.4 99.0 99.00
2006 03 18 10 00 353  8.1  9.7  1.32  5.00  4.01 999 1017.6   2.9   7.3  -8.5 99.0 99.00
2006 03 18 11 00 348  8.1 10.5  1.28  5.26  4.05 999 1017.9   2.5   7.3  -9.7 99.0 99.00
2006 03 18 12 00 339  7.0  9.8  1.30  6.67  4.27 999 1018.5   2.5   7.2  -8.6 99.0 99.00
2006 03 18 13 00 330  8.8 10.3  1.38  6.25  4.35 999 1018.8   2.5   7.2  -7.7 99.0 99.00
2006 03 18 14 00 321  9.4 12.7  1.39  4.17  4.15 999 1018.6   2.3   7.2  -6.3 99.0 99.00
2006 03 18 15 00 319  9.5 11.7  1.45  4.17  4.21 999 1018.5   1.8   7.2  -7.1 99.0 99.00
2006 03 18 16 00 318  9.1 12.0  1.53  4.76  4.21 999 1017.9   2.0   7.1  -6.5 99.0 99.00
2006 03 18 17 00 312  6.4  9.0  1.32  5.00  4.11 999 1017.8   2.3   7.2  -6.7 99.0 99.00
2006 03 18 18 00 325  6.6  8.2  1.27  5.00  4.14 999 1016.9   2.8   7.2  -5.9 99.0 99.00
2006 03 18 19 00 321  6.8  8.1  1.22  4.35  4.10 999 1016.1   3.6   7.3  -5.7 99.0 99.00
2006 03 18 20 00 296  7.9 10.0  1.10  4.35  3.82 999 1015.6   4.9   7.3  -6.7 99.0 99.00
2006 03 18 21 00 298  9.7 11.7  1.13  4.55  3.82 999 1015.2   5.3   7.3  -7.4 99.0 99.00
2006 03 18 22 00 301 11.2 13.4  1.29  4.35  3.91 999 1014.8   5.6   7.2  -7.9 99.0 99.00
2006 03 18 23 00 303 10.5 12.7  1.34  4.55  4.01 999 1014.7   6.1   7.2  -7.3 99.0 99.00
2006 03 19 00 00 302 10.9 12.9  1.42  4.76  4.11 999 1014.9   6.3   7.2  -8.1 99.0 99.00
2006 03 19 01 00 302  9.8 11.8  1.32  5.26  4.15 999 1015.5   6.2   7.2  -7.7 99.0 99.00
2006 03 19 02 00 310  8.3  9.8  1.09  5.26  3.93 999 1015.7   6.0   7.1  -7.2 99.0 99.00
2006 03 19 03 00 314  9.2 11.1  1.06  5.00  3.87 999 1015.7   5.7   7.1  -8.0 99.0 99.00
2006 03 19 04 00 312 10.7 15.1  1.16  5.00  3.88 999 1015.5   5.4   7.1  -8.4 99.0 99.00
2006 03 19 05 00 313 12.0 14.7  1.29  4.76  3.91 999 1015.7   4.9   7.1  -6.8 99.0 99.00
2006 03 19 06 00 325 12.9 15.5  1.52  4.76  4.06 999 1016.3   4.0   7.1  -5.6 99.0 99.00
2006 03 19 07 00 324 13.4 16.7  2.09  5.56  4.57 999 1016.7   3.1   7.1  -6.1 99.0 99.00
2006 03 19 08 00 314 13.1 16.1  2.13  6.25  4.55 999 1016.9   2.5   7.1  -7.1 99.0 99.00
2006 03 19 09 00 302 11.4 14.5  1.98  5.88  4.54 999 1017.3   2.0   7.0  -8.0 99.0 99.00
2006 03 19 10 00 319 13.4 16.8  1.69  5.56  4.33 999 1017.3   2.1   7.0  -6.7 99.0 99.00
2006 03 19 11 00 310 10.1 12.9  1.72  5.26  4.26 999 1018.2   1.8   6.9  -6.5 99.0 99.00
2006 03 19 12 00 317 11.0 14.3  1.57  5.00  4.21 999 1018.7   1.8   6.9  -6.5 99.0 99.00
2006 03 19 13 00 321  9.7 11.8  1.57  5.00  4.34 999 1019.1   1.8   6.9  -6.8 99.0 99.00
2006 03 19 14 00 311  8.7 11.6  1.25  4.76  4.03 999 1019.0   1.7   6.9  -6.8 99.0 99.00
2006 03 19 15 00 312  7.1  8.4  1.05  4.76  3.93 999 1018.7   1.9   6.9  -7.8 99.0 99.00
2006 03 19 16 00 303  7.1 10.1  0.96  5.00  3.81 999 1018.2   2.6   7.0  -7.6 99.0 99.00
2006 03 19 17 00 273  3.9  5.1  0.84  4.76  3.77 999 1017.6   3.3   7.1  -7.6 99.0 99.00
2006 03 19 18 00 288  5.9  7.1  0.66  4.55  3.57 999 1016.5   5.0   7.2  -6.9 99.0 99.00
2006 03 19 19 00 294  7.3  8.9  0.75  4.17  3.35 999 1015.2   5.8   7.3  -6.3 99.0 99.00
2006 03 19 20 00 289  6.8  8.1  0.78  3.45  3.36 999 1014.8   6.7   7.2  -5.5 99.0 99.00
2006 03 19 21 00 296  7.4  8.6  0.81  4.00  3.40 999 1014.6   7.3   7.3  -3.9 99.0 99.00
2006 03 19 22 00 299  7.0  8.4  0.79  4.00  3.45 999 1014.5   7.8   7.2  -3.8 99.0 99.00
2006 03 19 23 00 296  5.4  6.5  0.80  4.00  3.50 999 1014.7   8.0   7.2  -2.3 99.0 99.00
2006 03 20 00 00 297  4.6  5.7  0.71  4.00  3.47 999 1014.9   7.9   7.2  -0.4 99.0 99.00
2006 03 20 01 00 272  3.1  3.8  0.76  4.00  3.64 999 1015.5   7.5   7.1   2.1 99.0 99.00
2006 03 20 02 00 296  3.3  3.8  0.64  4.00  3.61 999 1015.9   7.5   7.1   0.7 99.0 99.00
2006 03 20 03 00 340  9.3 12.4  0.63  3.70  3.31 999 1016.8   7.2   7.1  -1.8 99.0 99.00
2006 03 20 04 00 342  9.2 11.5  0.86  3.85  3.36 999 1017.1   6.3   7.1  -2.6 99.0 99.00
2006 03 20 05 00 340  9.7 11.2  0.98  4.00  3.55 999 1017.3   5.7   7.1  -2.9 99.0 99.00
2006 03 20 06 00 327 13.9 16.6  1.48  4.76  3.95 999 1017.5   5.0   7.1  -4.5 99.0 99.00
2006 03 20 07 00 324 13.2 16.1  1.79  5.56  4.33 999 1017.7   4.5   7.0  -5.5 99.0 99.00
2006 03 20 08 00 319 11.3 13.3  1.91  5.56  4.45 999 1017.8   4.1   7.0  -5.8 99.0 99.00
2006 03 20 09 00 319 10.4 12.2  1.78  5.56  4.40 999 1017.6   4.0   7.0  -4.1 99.0 99.00
2006 03 20 10 00 326 10.3 12.5  1.58  5.56  4.17 999 1018.0   3.8   7.0  -5.0 99.0 99.00
2006 03 20 11 00 322  8.5 10.4  1.32  4.76  3.90 999 1018.5   3.7   6.9  -4.6 99.0 99.00
2006 03 20 12 00 323  9.0 11.4  1.03  4.55  3.71 999 1018.7   3.9   6.9  -4.6 99.0 99.00
2006 03 20 13 00 316  8.3  9.6  0.98  4.55  3.66 999 1018.9   3.8   6.9  -4.8 99.0 99.00
2006 03 20 14 00 334  7.9 10.1  0.95  4.17  3.69 999 1018.7   3.8   6.9  -3.9 99.0 99.00
2006 03 20 15 00 340  7.5  9.4  1.03  4.00  3.80 999 1018.4   3.9   6.9  -3.1 99.0 99.00
2006 03 20 16 00 332  8.0  9.9  0.98  4.17  3.74 999 1018.0   3.9   6.9  -3.1 99.0 99.00
2006 03 20 17 00 339  8.1 10.0  0.99  4.35  3.69 999 1018.1   4.0   7.0  -2.5 99.0 99.00
2006 03 20 18 00 339  9.1 10.9  1.08  4.35  3.69 999 1017.2   4.4   7.0  -2.6 99.0 99.00
2006 03 20 19 00 340  9.4 11.3  1.11  4.35  3.71 999 1016.5   4.7   7.0  -2.3 99.0 99.00
2006 03 20 20 00 340  8.4 10.2  1.13  4.55  3.69 999 1016.9   4.8   7.0  -1.9 99.0 99.00
2006 03 20 21 00 337 10.8 12.6  1.25  4.55  3.83 999 1016.3   5.2   7.1  -2.7 99.0 99.00
2006 03 20 22 00 342 10.3 11.8  1.42  4.55  3.97 999 1016.2   5.5   7.0  -2.8 99.0 99.00
2006 03 20 23 00 338  8.3 10.2  1.30  5.00  3.96 999 1016.6   5.7   7.0  -2.9 99.0 99.00
2006 03 21 00 00 335  7.3  8.4  1.05  4.55  3.78 999 1016.5   5.9   7.0  -3.2 99.0 99.00
2006 03 21 01 00 339  5.9  7.2  0.76  4.17  3.55 999 1017.0   6.1   7.0  -2.6 99.0 99.00
2006 03 21 02 00 344  5.9  7.0  0.68  4.17  3.43 999 1017.5   6.1   6.9  -4.2 99.0 99.00
2006 03 21 03 00 344  5.3  6.4  0.64  3.85  3.56 999 1017.4   5.9   6.9  -5.1 99.0 99.00
2006 03 21 04 00 357  5.0  6.0  0.71  4.17  3.59 999 1017.0   5.7   6.9  -4.4 99.0 99.00
2006 03 21 05 00 358  5.1  6.0  0.67  4.35  3.49 999 1016.9   5.2   6.9  -5.6 99.0 99.00
2006 03 21 06 00  11  6.3  7.4  0.70  4.35  3.50 999 1016.8   4.5   6.9  -4.8 99.0 99.00
2006 03 21 07 00   8  7.2  8.8  0.78  4.17  3.46 999 1016.6   3.4   6.9  -4.3 99.0 99.00
2006 03 21 08 00  14  7.8 10.1  0.90  4.55  3.54 999 1015.9   2.4   6.9  -5.1 99.0 99.00
2006 03 21 09 00 353  8.5  9.9  1.15  4.17  3.84 999 1015.5   1.6   6.9  -5.7 99.0 99.00
2006 03 21 10 00 360  8.2 10.2  1.33  5.26  4.06 999 1015.7   1.0   6.8  -5.8 99.0 99.00
2006 03 21 11 00 356  8.3 10.2  1.24  5.56  4.00 999 1015.9   0.2   6.8  -8.5 99.0 99.00
2006 03 21 12 00   2  7.6  9.2  1.29  4.76  4.06 999 1015.8  -0.2   6.8  -8.7 99.0 99.00
2006 03 21 13 00 360  7.0  8.8  1.13  3.85  3.93 999 1016.1  -0.4   6.8  -8.1 99.0 99.00
2006 03 21 14 00   5  6.8  8.6  1.11  5.56  4.04 999 1015.4  -0.4   6.8  -7.5 99.0 99.00
2006 03 21 15 00 360  5.3  7.0  1.07  5.26  4.01 999 1014.1  -0.4   6.8  -7.4 99.0 99.00
2006 03 21 16 00  10  3.9  5.4  0.98  5.56  4.12 999 1013.1  -0.3   6.8  -7.8 99.0 99.00
2006 03 21 17 00  13  3.7  5.0  0.92  5.26  4.14 999 1011.6  -0.1   6.8  -7.6 99.0 99.00
2006 03 21 18 00 354  3.4  4.9  0.76  5.00  4.02 999 1011.0   0.2   6.8  -7.8 99.0 99.00
2006 03 21 19 00 324  3.3  4.9  0.76  5.00  4.08 999 1010.3   0.5   6.8  -7.8 99.0 99.00
2006 03 21 20 00 335  3.5  4.5  0.68  4.35  4.12 999 1009.8   1.1   6.8  -7.4 99.0 99.00
2006 03 21 21 00 310  3.6  4.7  0.63  5.00  4.02 999 1009.2   2.0   6.8  -6.4 99.0 99.00
2006 03 21 22 00 299  3.1  4.1  0.67  5.26  4.06 999 1008.3   2.1   6.8  -6.3 99.0 99.00
2006 03 21 23 00 329  3.8  4.9  0.57  5.00  3.80 999 1007.8   1.7   6.8  -4.1 99.0 99.00
2006 03 22 00 00 321  3.3  3.9  0.55  4.76  3.74 999 1007.7   0.7   6.8  -1.9 99.0 99.00
2006 03 22 01 00 296  2.7  3.5  0.50  4.35  4.00 999 1007.6   0.7   6.8  -0.9 99.0 99.00
2006 03 22 02 00 306  2.2  3.3  0.46  7.69  4.26 999 1007.5   1.3   6.7  -1.0 99.0 99.00
2006 03 22 03 00 276  4.0  5.1  0.38 10.00  4.43 999 1007.2   1.9   6.7  -0.7 99.0 99.00
2006 03 22 04 00 327  5.9  7.4  0.39  8.33  4.42 999 1006.4   3.6   6.7  -5.1 99.0 99.00
