model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method
gpt-4o-mini,3-69,Offshore,238,20,Environmental,A maximum of 10 percent of the Offshore Export Cable Route would require cable protection.,Offshore Export Cable Route,10,percent,,environmental impact assessment; benthic habitat protection,0.1816013146470456,0.006513603664856182,0.382487294798717,0.03278688524590164,0.5769230769230769,29,max diameter (partial); cable type (partial); temperature at 2m (partial); impact area uri (partial); num of transformers (partial); wind speed at 10m (partial); number of turbines (partial); max kilovolt (partial); cable; export cable,True,10 percent,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,244,10,Environmental,All turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2022,environmental; spatial,0.18019431294304158,0.005581878296051554,0.3731591224660945,0.04435483870967742,0.5714285714285714,67,coral id (partial); wind class (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,338,49,Environmental,All wind turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2022,environmental; spatial,0.1799095214998343,0.007429573535307931,0.3648201156286775,0.04435483870967742,0.5862068965517241,67,coral id (partial); wind class (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,39,45,Environmental,All wind turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2023,environmental; spatial,0.1799095214998343,0.007429573535307931,0.3648201156286775,0.04435483870967742,0.5862068965517241,67,coral id (partial); wind class (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
deepseek-chat,OWF-REG-2023-001,Offshore,26,11,Environmental,All offshore wind turbines must maintain a minimum distance of 1 km from marine protected areas.,European Union waters,1,km,EU Marine Spatial Planning Directive 2023,environmental; spatial,0.17964763514375842,0.006067129643805605,0.3734859920977427,0.040160642570281124,0.5714285714285714,63,wind class (partial); distance to substation (partial); planning; area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial); test area (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,,Offshore,90,2,Technical,"After the first adjustment, BOEM may adjust the capacity factor (to accurately represent a comparison of actual generation over a given period of time with the amount of power a facility would have generated if it had run at full capacity) no earlier than in 5-year intervals from the most recent year that BOEM adjusts the capacity factor.",Capacity Factor Adjustment,5.0,years,,performance assessment; energy yield,0.17932181433827804,0.0082090703265467,0.3951637837092296,0.04744525547445255,0.48,53,pacific fishery management council (partial); distance to substation (partial); rated wind speed (partial); power monitoring (partial); temperature at 2m (partial); rated electrical power (partial); power output (partial); num of transformers (partial); wind speed at 10m (partial); year established (partial),True,5.0 years,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,43,5,Technical,The Project will be interconnected to the onshore electric grid by up to four new 230-275 kV export cables into a substation in Delaware,Offshore wind farm project,230,kV,Project description,Electrical infrastructure,0.17914579094618466,0.007991371638476246,0.34608656890463146,0.05179282868525897,0.6176470588235294,58,coral id (partial); wind class (partial); distance to substation (partial); project name (partial); hurricane id (partial); turbine id (partial); cable type (partial); electrical aep (partial); lease id (partial); rated wind speed (partial),True,230 kV,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,355,48,Environmental,Wind turbines must maintain a minimum distance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2023,environmental; spatial,0.17843460894135144,0.008326969075006182,0.3658411579614883,0.04897959183673469,0.5555555555555556,65,wind class (partial); distance to substation (partial); planning; project name (partial); area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial),True,500 meters,comprehensive_scientific
deepseek-chat,OWEDG-NS-2023,Offshore,6,22,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive (EU) 2021/123,environmental; spatial,0.17810549582434665,0.007984190033966585,0.35078133485307106,0.04838709677419355,0.6,72,coral id (partial); wind class (partial); distance to substation (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,6-18,Offshore,277,48,Spatial,No surface occupancy along the northeastern boundary of the Ocean Wind 1 Lease Area to allow for an 0.81-nm to 1.08-nm buffer.,Ocean Wind 1 Lease Area and Atlantic Shores South Lease Area,1.08,nm,,environmental impact assessment; spatial planning,0.1763413893428035,0.01365117155999691,0.2976724381836188,0.04743083003952569,0.7209302325581395,61,surface pressure (partial); wind class (partial); lease date (partial); distance to substation (partial); planning; area name (partial); area; lease id (partial); torpedo testing area (partial); rated wind speed (partial),True,1.08 nm,comprehensive_scientific
gpt-4o-mini,6. Secondary Cable Systems,Offshore,228,11,Technical,The secondary cable insulation rating will range from 600 V to 2000 V depending on the cable design and the wind turbine generator (WTG) type.,Secondary cable systems,600,V,,electrical engineering; cable installation,0.17618091531316604,0.013481170942696187,0.3452948231202919,0.036,0.6,64,installation; wind class (partial); distance to substation (partial); event type (partial); turbine id (partial); cable type (partial); electrical aep (partial); design; restricted type (partial); end date (partial),True,600 V,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,201,39,Spatial,Offshore Export Cable Route 2 has a higher proportion of Heterogenous complex and Large-grained Complex sediment habitat at 63.3% in comparison to 39.2% for Offshore Export Cable Route 2,Offshore Export Cable Route 2,63.3,Percentage,Table 3-1,Environmental,0.17533656010784118,0.004233848881251052,0.39645786254354937,0.03543307086614173,0.47619047619047616,26,distance to substation (partial); cable type (partial); temperature at 2m (partial); num of transformers (partial); wind speed at 10m (partial); distance to railway (partial); number of turbines (partial); cable; export cable; export cable corridor (partial),True,63.3 Percentage,comprehensive_scientific
gemini-1.5-pro,5-32,Offshore,221,48,Environmental,Cable protection may be required for up to 10% of the route,BL England offshore export cable construction area,10.0,%,,cable protection; habitat preservation,0.175321310487281,0.007363972787821762,0.3335463113838768,0.028225806451612902,0.6666666666666666,37,distance to substation (partial); area name (partial); area; cable type (partial); torpedo testing area (partial); test area (partial); temperature at 2m (partial); impact area uri (partial); num of transformers (partial); wind speed at 10m (partial),True,10.0 %,comprehensive_scientific
gpt-4o-mini,RP 602,Offshore,258,11,Technical,The secondary cable insulation rating will range from 600 V to 2000 V depending on the cable design and the wind turbine generator (WTG) type.,Secondary cable systems,2000,V,,electrical systems; cable installation,0.17499756724774307,0.01333121134198236,0.3414538901609985,0.03614457831325301,0.6,64,installation; wind class (partial); distance to substation (partial); event type (partial); turbine id (partial); cable type (partial); electrical aep (partial); design; restricted type (partial); end date (partial),True,2000 V,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,138,49,Environmental,All wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2023,environmental; spatial,0.17489617526524812,0.007429573535307931,0.3648201156286775,0.044534412955465584,0.5357142857142857,60,wind class (partial); planning; project name (partial); area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial); test area (partial),True,500 meters,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,131,23,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from marine protected areas.,European Union waters,1,km,EU Marine Spatial Planning Directive (2021),Environmental; Spatial,0.17455423126325686,0.005157167373290807,0.3723997858083733,0.036,0.5357142857142857,58,wind class (partial); planning; area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial); test area (partial); temperature at 2m (partial),True,1 km,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,14,18,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from marine protected areas.,European Union waters,1.0,km,EU Marine Spatial Planning Directive 2021,Environmental; Spatial,0.17455423126325686,0.005157167373290807,0.3723997858083733,0.036,0.5357142857142857,58,wind class (partial); planning; area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial); test area (partial); temperature at 2m (partial),True,1.0 km,comprehensive_scientific
gemini-1.5-pro,,Offshore,241,48,Environmental,"Where the cable is buried less than the 4 foot (1.2 meter) minimum target, it would require additional cable protection such as concrete mattresses or rock.",Cable protection in shallow burial areas,4.0,feet,,benthic habitat protection; cable protection,0.17418008237447546,0.0052438244957905165,0.3898969455652897,0.019157088122605363,0.5128205128205128,30,area name (partial); area; cable type (partial); torpedo testing area (partial); protected areas (partial); test area (partial); temperature at 2m (partial); impact area uri (partial); wind speed at 10m (partial); min depth (partial),True,4.0 feet,comprehensive_scientific
deepseek-chat,OWF-REG-2023-001,Offshore,555,22,Environmental,All turbine foundations must avoid designated marine protected areas by a minimum buffer of 500 meters.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2022,environmental; spatial,0.17410830723189463,0.006748337637935074,0.3580040567271844,0.04417670682730924,0.5517241379310345,69,coral id (partial); wind class (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; design; lease id (partial),True,500 meters,comprehensive_scientific
deepseek-chat,OWEDG-2023-NS-001,Offshore,40,40,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive (EU) 2021/123,"Environmental protection, marine biodiversity",0.1732652702329034,0.008018012144215457,0.33413766102314707,0.05220883534136546,0.59375,73,coral id (partial); wind class (partial); distance to substation (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,,Offshore,179,23,Spatial,"Should all lessees instead decide to install 2 meteorological buoys on their leases; the maximum area of disturbance would likely be approximately twice that, or 3,000 acres of impacted seafloor.",Meteorological buoys installation,3000,acres,,spatial planning; marine spatial planning,0.1728077154565124,0.004620768863678004,0.4019847441223723,0.02681992337164751,0.45,61,coral id (partial); installation; lease date (partial); distance to substation (partial); max diameter (partial); planning; area name (partial); hurricane id (partial); turbine id (partial); area,True,3000 acres,comprehensive_scientific
deepseek-chat,OWED-2023-001,Offshore,304,10,Environmental,Wind turbines must maintain a minimum distance of 500 meters from marine protected areas.,European Union waters,500,meters,EU Marine Spatial Planning Directive 2021,environmental; spatial,0.1725698154787479,0.006067129643805605,0.3734859920977427,0.04048582995951417,0.5,63,wind class (partial); distance to substation (partial); planning; area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial); test area (partial),True,500 meters,comprehensive_scientific
gpt-4o-mini,5.2.9 and 6,Unspecified,255,11,Technical,Max Voltage ripple: 0.5% of DC float voltage.,Charger AC Ripple Voltage for VRLA Batteries.,0.5,%,,battery management; electrical standards,0.17219212715023696,0.0037936532873514587,0.38081710152797527,0.020242914979757085,0.5238095238095238,29,pacific fishery management council (partial); max diameter (partial); electrical aep (partial); temperature at 2m (partial); rated electrical power (partial); num of transformers (partial); wind speed at 10m (partial); electric capacity (partial); number of turbines (partial); turbine position y (partial),True,0.5 %,comprehensive_scientific
gpt-4o-mini,Table 2-7,Onshore,80,5,Technical,Cables to be buried at least 6 ft below maintenance depth,Onshore Export Cable Corridor,6,ft,,navigational safety; utility installation,0.17208894916467235,0.006080848019672328,0.36050848305384336,0.032520325203252036,0.55,39,coral id (partial); installation; distance to substation (partial); hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); temperature at 2m (partial); wind resource id (partial); impact area uri (partial),True,6 ft,comprehensive_scientific
gemini-1.5-pro,"6-18, 6-19, 6-20",Offshore,277,48,Spatial,allow for a 0.81-nm to 1.08-nm buffer between WTGs in the Ocean Wind 1 Lease Area and WTGs in the Atlantic Shores South Lease Area,Ocean Wind 1 Lease Area and Atlantic Shores South Lease Area,0.81,nm,,inter-project spacing; navigation safety,0.1719622979724862,0.012745357338323203,0.28786694787776823,0.043824701195219126,0.717391304347826,53,wind class (partial); lease date (partial); distance to substation (partial); project name (partial); area name (partial); area; lease id (partial); torpedo testing area (partial); rated wind speed (partial); test area (partial),True,0.81 nm,comprehensive_scientific
gpt-4o-mini,3-163,Offshore,401,20,Technical,An estimated 10 percent of the inter-array cable route will also require cable protection.,Inter-array cable route.,10,percent,,cable installation; marine engineering,0.17196101613011516,0.005029225147719764,0.37244692136136387,0.020242914979757085,0.5416666666666666,23,installation; cable type (partial); temperature at 2m (partial); num of transformers (partial); wind speed at 10m (partial); number of turbines (partial); turbine position y (partial); cable; export cable (partial); turbine installation (partial),True,10 percent,comprehensive_scientific
gpt-4o-mini,,Offshore,248,20,Technical,"Cable surveys are anticipated in year 1, year 3, and then every 5 years after.",Cable maintenance during operational phase,5,years,,cable integrity; marine operations,0.17179303113660355,0.005483242444990868,0.3599241473292262,0.028112449799196786,0.56,21,cable type (partial); temperature at 2m (partial); impact area uri (partial); maintenance event (partial); wind speed at 10m (partial); operational event (partial); year established (partial); turbine position y (partial); cable; export cable (partial),True,5 years,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,43,5,Technical,Rotor diameter up to 250 m (820 ft),Wind turbine generators,250,m,Table 1-1,Wind turbine design,0.17173330678073914,0.015208073005166692,0.29496527917170656,0.024691358024691357,0.7222222222222222,52,wind class (partial); distance to substation (partial); max diameter (partial); hub diameter (partial); turbine id (partial); design; rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial),True,250 m,comprehensive_scientific
gemini-1.5-pro,44,Offshore,71,9,Technical,"For wind turbines not impacted by hurricanes, the return period corresponding to the “limit state” reference wind speed is defined to be 50 years.","Turbine design, Non-hurricane regions",50.0,years,IEC,turbine design; wind speed; risk assessment,0.17170459442749644,0.016962000841666,0.31899602799752036,0.03529411764705882,0.6216216216216216,54,wind class (partial); distance to substation (partial); hurricane; hurricane name (partial); hurricane id (partial); turbine id (partial); design; rated wind speed (partial); temperature at 2m (partial); wind resource id (partial),True,50.0 years,comprehensive_scientific
gemini-1.5-pro,Page 3 of 93,Offshore,39,26,Technical,"The Lessee must submit a 48-hour notification to BSEE through TIMSWeb prior to the start of each of the following construction activities occurring on the OCS: met tower installation, seabed preparation activities such as boulder relocation and pre-lay grapnel runs, export cable installation, inter-array cable installation, WTG and OSS foundation installation, WTG tower and nacelle installation, OSS topside installation, and cable and scour protection installation.","Construction phase, Offshore wind farm components (Met tower, seabed, cables, foundations, WTG, OSS)",48,hours,,construction management; reporting requirements,0.17166768062268842,0.014069467327937235,0.3254848061931951,0.05776173285198556,0.5684210526315789,79,coral id (partial); installation; pacific fishery management council (partial); wind class (partial); distance to substation (partial); hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); rated wind speed (partial),True,48 hours,comprehensive_scientific
gpt-4o-mini,Volume I 2-24,Offshore,75,5,Spatial,The minimum width of the 4-cable installation would be 40 m (131 ft).,Onshore Export Cable South Corridor,40,meters,,cable installation; construction standards,0.17128554490556067,0.006761913468623598,0.33470921107926416,0.02834008097165992,0.625,40,coral id (partial); installation; hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); temperature at 2m (partial); wind resource id (partial); num of transformers (partial); wind speed at 10m (partial),True,40 meters,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,221,48,Environmental,"The Project design envelope allows for up to 16 acres (6.47 hectares) of cable protection for the BL England offshore export cable construction area, and up to 70 acres (28.33 hectares) of cable protection for the Oyster Creek offshore and inshore export cable construction areas.",Offshore and inshore export cable construction areas for BL England and Oyster Creek,16,Acres,Inspire 2021,Environmental,0.17121672210919173,0.006466925073907375,0.3617606929786076,0.03488372093023256,0.53125,35,distance to substation (partial); project name (partial); area name (partial); area; cable type (partial); design; torpedo testing area (partial); protected areas (partial); test area (partial); impact area uri (partial),True,16 Acres,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,43,5,Technical,Hub height up to 161 m (528 ft),Wind turbine generators,161,m,Table 1-1,Wind turbine design,0.1705710729734938,0.013458680642387838,0.29342368963126053,0.024691358024691357,0.7222222222222222,45,wind class (partial); distance to substation (partial); hub diameter (partial); turbine id (partial); design; rated wind speed (partial); hub overhang (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial),True,161 m,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,43,5,Technical,Height tip of blade up to 286 m (938 ft),Wind turbine generators,286,m,Table 1-1,Wind turbine design,0.17020982610497243,0.01253535174795075,0.2815266016258644,0.028688524590163935,0.75,51,wind class (partial); distance to substation (partial); turbine id (partial); design; rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial); num of transformers (partial); wind speed at 10m (partial),True,286 m,comprehensive_scientific
gemini-1.5-pro,,Offshore,61,12,Spatial,"For VIAs for projects where the closest turbine is located less than 43 km (23 nm) from shore, the area of impact analysis for the VIA for daytime impacts is determined by running a viewshed from the blade tip height of the proposed project turbines until intercepted by terrain (adjusted for viewer height and elevation) or limited by earth curvature.","Visual Impact Assessment (VIA) for offshore wind projects less than 43 km from shore, daytime impacts",43.0,km,BOEM,visual impact assessment; environmental impact assessment,0.17000811382182993,0.0079307989528675,0.3594241011360489,0.050724637681159424,0.48863636363636365,76,pacific fishery management council (partial); wind class (partial); project name (partial); area name (partial); turbine id (partial); area; torpedo testing area (partial); rated wind speed (partial); test area (partial); temperature at 2m (partial),True,43.0 km,comprehensive_scientific
gpt-4o-mini,,Offshore,291,20,Environmental,Land disturbance that results in onshore land use changes associated with offshore wind activities would not produce impacts on coastal habitat and fauna that would be measurable at a distance of 10 miles (16.1 kilometers) from the geographic analysis area.,Onshore land use changes associated with offshore wind activities,10,miles,,coastal habitat; land use changes,0.17000250963217606,0.005788767529150391,0.39670337103814923,0.03802281368821293,0.4107142857142857,50,wind class (partial); distance to substation (partial); area name (partial); area; torpedo testing area (partial); rated wind speed (partial); test area (partial); temperature at 2m (partial); wind resource id (partial); impact area uri (partial),True,10 miles,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,22,48,Technical,Number of turbines Up to 98,Wind turbine quantity,98,,,Technical,0.1698969637049008,0.009767435085449527,0.3243720307587822,0.025210084033613446,0.6363636363636364,43,wind class (partial); distance to substation (partial); turbine id (partial); rated wind speed (partial); wind resource id (partial); wind zone (partial); num of transformers (partial); wind speed at 10m (partial); distance to railway (partial); wind id (partial),True,98,comprehensive_scientific
gemini-1.5-pro,6-17,Offshore,303,49,Spatial,maintain a uniform east-west and north-south grid of 1 x 1 nm spacing between WTGs,"WTG placement within the Sunrise Wind Farm lease area, Alternative C-1",1.0,nm,Sunrise Wind Farm COP (Sunrise Wind 2022),spatial planning; navigation safety,0.16977232974950035,0.013718330807868644,0.3015689256823006,0.05511811023622047,0.627906976744186,74,coral id (partial); wind class (partial); lease date (partial); distance to substation (partial); planning; area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial),True,1.0 nm,comprehensive_scientific
gpt-4o-mini,2.15,Offshore,60,26,Technical,"The use of cable protection measures must not exceed 10 percent of the total export and inter-array cable length, excluding cable crossings and approaches to foundations.",Export and inter-array cables,10,percent,Section 2.15.1,cable installation; marine engineering,0.1697008587788995,0.005638873600564068,0.3233314173077747,0.03515625,0.6341463414634146,31,installation; distance to substation (partial); cable type (partial); temperature at 2m (partial); num of transformers (partial); wind speed at 10m (partial); distance to railway (partial); foundation; length; number of turbines (partial),True,10 percent,comprehensive_scientific
gpt-4o-mini,"COP, Volume II, Appendix B2",Offshore,28,39,Technical,A maximum of 10% of the offshore export cable and inter-array cables would require additional protection.,Offshore Export and inter-array cable routes,10,%,US Wind,cable protection; marine engineering,0.16961040606000555,0.006647504512682504,0.3227092842094505,0.028112449799196786,0.6451612903225806,39,wind class (partial); max diameter (partial); cable type (partial); rated wind speed (partial); wind resource id (partial); wind zone (partial); num of transformers (partial); wind speed at 10m (partial); wind id (partial); number of turbines (partial),True,10 %,comprehensive_scientific
gpt-4o-mini,,Offshore,179,23,Spatial,"The maximum radius of bottom disturbance associated with site assessment activities would impact the seafloor a maximum radius of 1,500 ft (~450 m) or 52 acres around each bottom-founded structure.",Site assessment activities,1500,ft,,spatial planning; marine spatial planning,0.16958932329766652,0.005521498681854402,0.37450078673348897,0.03125,0.4878048780487805,36,distance to substation (partial); max diameter (partial); planning; site; site name (partial); temperature at 2m (partial); impact area uri (partial); num of transformers (partial); wind speed at 10m (partial); distance to railway (partial),True,1500 ft,comprehensive_scientific
gpt-4o-mini,,Offshore,74,3,Spatial,The cables are spaced at 60m offshore and then fan in to HDD ducts at the shore spaced at 10m intervals.,Cable installation at coastal landfalls.,60,meters,,cable installation; marine spatial planning,0.16953377460757132,0.005626764679712844,0.32518051024345196,0.03614457831325301,0.625,27,installation; distance to substation (partial); planning; cable type (partial); temperature at 2m (partial); num of transformers (partial); wind speed at 10m (partial); distance to railway (partial); number of turbines (partial); cable,True,60 meters,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,43,5,Technical,WTG size up to 18 MW,Wind turbine generators,18,MW,Table 1-1,Wind turbine design,0.1694995985491104,0.015500250970237326,0.3083353336313004,0.02066115702479339,0.6666666666666666,43,wind class (partial); distance to substation (partial); turbine id (partial); design; rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial); wind speed at 10m (partial); distance to railway (partial),True,18 MW,comprehensive_scientific
deepseek-chat,NS-OW-2023-001,Offshore,327,48,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zone,1,km,Marine Spatial Planning Directive 2022,Environmental protection; Siting,0.16946562669650575,0.0074305230594517435,0.31734364964026635,0.056451612903225805,0.6,74,coral id (partial); wind class (partial); distance to substation (partial); planning; area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,,Offshore,81,3,Spatial,The TAP671 report recommends a 500 m wide right of way corridor.,Offshore wind farm cables,500,meters,TAP671 report,cable routing; marine spatial planning,0.16895985034126282,0.006442103112166941,0.3357753419744366,0.036585365853658534,0.5833333333333334,47,coral id (partial); wind class (partial); planning; hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); end date (partial); rated wind speed (partial); temperature at 2m (partial),True,500 meters,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,221,48,Environmental,"Cable protection may be required for up to 10% of the route (up to 4 acres [1.62 hectares]) for the BL England offshore export cable construction area, and up to 10% of the route (up to 17 acres [6.88 hectares]) for the Oyster Creek offshore and inshore export cable construction areas.",Offshore export cable construction areas for BL England and Oyster Creek,10,Percent,Inspire 2021,Environmental,0.16893099886268542,0.005345363535166668,0.35182171944370927,0.02681992337164751,0.5588235294117647,33,distance to substation (partial); area name (partial); area; cable type (partial); torpedo testing area (partial); protected areas (partial); test area (partial); impact area uri (partial); num of transformers (partial); distance to railway (partial),True,10 Percent,comprehensive_scientific
gemini-1.5-pro,2.2,Offshore,42,21,Technical,a 50-year recurrence period is applied for turbine foundation design,Turbine foundation design,50.0,years,DNVGL-ST-0437,structural integrity; foundation design,0.1689037124803282,0.007110990781670007,0.32785970626963357,0.02032520325203252,0.6363636363636364,22,turbine id (partial); design; temperature at 2m (partial); wind speed at 10m (partial); year established (partial); turbine design (partial); foundation; turbine position y (partial); turbine installation (partial); turbine model (partial),True,50.0 years,comprehensive_scientific
gemini-1.5-pro,,Offshore,35,26,Technical,The Lessee may construct and install ... up to 4 export cables within an export cable corridor of up to 35 km (21.7 mi) in length on the OCS.,OCS,4,,COP and ROD,construction; cabling infrastructure,0.1687047284207632,0.0034397090385546707,0.3234587445044306,0.027131782945736434,0.6486486486486487,32,coral id (partial); distance to substation (partial); hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); wind resource id (partial); num of transformers (partial); geospatial id (partial); distance to railway (partial),True,4,comprehensive_scientific
gemini-1.5-pro,7,Offshore,14,42,Technical,Lessees have up to five years to perform site assessment and site characterization activities before they must submit a Construction and Operations Plan (COP),Site assessment and characterization activities,5.0,years,30 CFR § 585.235(a)(2),site assessment; site characterization; planning,0.1685081851042564,0.0063360439409343135,0.37501926574334876,0.0234375,0.4878048780487805,26,distance to substation (partial); planning; site; site name (partial); temperature at 2m (partial); wind speed at 10m (partial); year established (partial); distance to railway (partial); site id (partial); cons focus (partial),True,5.0 years,comprehensive_scientific
gemini-1.5-pro,,Offshore,81,3,Spatial,200 ft right of way corridor for offshore wind farm cables,Offshore wind farm cables,200.0,ft,BOEM,cable routing; spatial planning,0.16821635652521724,0.008932685125898444,0.3003755674331997,0.0326530612244898,0.68,51,coral id (partial); pacific fishery management council (partial); wind class (partial); planning; hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); rated wind speed (partial); temperature at 2m (partial),True,200.0 ft,comprehensive_scientific
deepseek-chat,NSW-2023-001,Offshore,162,20,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,North Sea Wind Consortium (NSWC),Environmental protection; Marine spatial planning,0.16793323965214257,0.010050075584008748,0.292539645430218,0.05263157894736842,0.65625,75,coral id (partial); wind class (partial); distance to substation (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,6 of 16,Offshore,9,46,Spatial,The minimum distance between wind turbines is set to be 5 *D* (*D* represents the rotor diameter of wind turbine),Wind turbine placement,5.0,,,wind farm layout; wake effects; energy efficiency,0.16790226954211512,0.018026011953714036,0.26951051694403383,0.04435483870967742,0.7096774193548387,60,wind class (partial); distance to substation (partial); max diameter (partial); hub diameter (partial); turbine id (partial); rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial); num of transformers (partial),True,5.0,comprehensive_scientific
gemini-1.5-pro,,Offshore,47,6,Technical,Wind turbine design must consider the impact of tropical cyclones.,Wind turbines in tropical cyclone-prone regions,57.5,m/s,IEC 61400-1 (proposed Class-T),structural integrity; wind turbine design,0.16775814554496393,0.012381088255095079,0.3374443214994082,0.032,0.5517241379310345,50,coral id (partial); wind class (partial); hurricane id (partial); turbine id (partial); design; lease id (partial); rated wind speed (partial); wind resource id (partial); impact area uri (partial); wind zone (partial),True,57.5 m/s,comprehensive_scientific
gpt-4o-mini,,Offshore,179,22,Spatial,"This would result in a total of almost 1,500 acres of impacted seafloor in all the WEAs, or less than one percent of the area of all WEAs.",Wind Energy Areas (WEAs),1500,acres,,environmental impact assessment; marine spatial planning,0.1675710282629422,0.007207181197038534,0.32842246153764054,0.04330708661417323,0.575,51,wind class (partial); distance to substation (partial); planning; area name (partial); area; torpedo testing area (partial); protected areas (partial); rated wind speed (partial); test area (partial); temperature at 2m (partial),True,1500 acres,comprehensive_scientific
gemini-1.5-pro,,Offshore,65,26,Technical,The Lessee must carry out an initial foundation scour inspection within 6 months of completing the installation of each foundation location.,Foundation scour inspection,6,months,,scour protection; foundation integrity; inspection timing,0.16750422743038945,0.003153888586485505,0.398357293749425,0.024,0.41935483870967744,26,installation; temperature at 2m (partial); num of transformers (partial); wind speed at 10m (partial); min depth (partial); foundation; number of turbines (partial); turbine position y (partial); turbine installation (partial); min kilovolt (partial),True,6 months,comprehensive_scientific
