model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,is_regulatory,confidence_score,analysis_reason,text_length,has_numerical_constraint
gemini-1.5-pro,RP 901,Unspecified,435,11,Technical,"A visual and mechanical inspection of grounding system shall be conducted to ensure grounding cable, ground rods, and exothermic or mechanical ground connection(s) are in compliance with project drawings and specification.",Turbine foundation grounding system,,,RP 901,electrical safety; grounding system integrity,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,222,False
gemini-1.5-pro,RP 901,Unspecified,435,11,Technical,"Prior to placing earth backfill at turbine foundations, an inspection shall be conducted to ensure all cracks have been sealed on foundation and all debris has been removed from foundation area.",Turbine foundations,,,RP 901,structural integrity; foundation stability,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,194,False
gemini-1.5-pro,14-15,Offshore,436,11,Technical,"Independent testing agency inspection and test reports for material compaction shall include, but shall not be limited to, the following: Date, Location of test, Description of material tested, Test reports shall reference project specifications, Description of tests performed including references to appropriate standards, Material moisture content, Material wet density, Material dry density, Sieve analysis, when deemed necessary by engineer of record, Material compaction value in place, Name and signature of test technician, Name, signature, and registration number of professional engineer responsible for the content of the report, Stamp or seal of professional engineer responsible for the content of the report as required per specifications, A statement that the test results pass or are not in compliance with the applicable requirements.",Material compaction,,,,material testing; quality control,True,1.0,Contains 3 mandatory verb(s); Contains 4 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure; Contains 1 descriptive phrase(s) (penalty),851,False
gemini-1.5-pro,RP 901,Unspecified,437,11,Technical,"Upon conclusion of this process, at such time as the structural engineer of record has approved the mix or mixes to be used, the structural engineer of record shall provide their approval in writing to Company Construction, Inc.",Concrete mix design approval,,,RP 901,documentation; quality control,True,1.0,Contains 3 mandatory verb(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,228,False
gemini-1.5-pro,16-17,Offshore,438,11,Technical,"A mill certification form shall be provided by the manufacturer at the time of delivery for anchor bolts, embed rings, and reinforcing steel.","Anchor bolts, embed rings, and reinforcing steel",,,American Wind Energy Association 2017 Recommended Practices,construction; materials management; quality control,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Uses regulatory sentence structure,141,False
gemini-1.5-pro,5-6,Offshore,27,11,Technical,Foam in gear lube oil after 10 minutes settling time shall not exceed 10 ml.,Gearbox lubrication,10.0,ml,"RP 105, Table B: Factors Indicating Gear Lube Oil Change",gearbox maintenance; lubrication oil quality,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,76,True
gemini-1.5-pro,5-6,Offshore,27,11,Technical,Water content in gear lube oil shall not exceed 600 ppm.,Gearbox lubrication,600.0,ppm,"RP 105, Table B: Factors Indicating Gear Lube Oil Change",gearbox maintenance; lubrication oil quality,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,56,True
gemini-1.5-pro,,Unspecified,4,11,Safety,"Each employer shall choose to the appropriate regulation and standards to work in the wind energy industry and must be prepared to justify their determination, development, and implementation of their written program.",Wind energy industry,,,,worker safety; occupational health,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Uses regulatory sentence structure,217,False
gemini-1.5-pro,,Offshore,379,10,Technical,"Decommissioning and site clearance procedures, including a discussion of general concepts and methodologies, must be provided.",Decommissioning,,,,decommissioning; site remediation,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,126,False
gemini-1.5-pro,292,Offshore,360,10,Jurisdictional,"If you intend to continue your commercial lease with an operations term, you must submit a COP, or a FERC license application, at least 6 months before the end of your site assessment term.",Commercial lease,6.0,months,§ 585.605 (b),leasing; permitting,True,1.0,Contains 3 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s),189,True
gemini-1.5-pro,585.606,Offshore,361,10,Safety,"If you propose to construct a facility or combination of facilities deemed by BOEM to be complex or significant, you must also comply with the requirements of part 285, subpart G, of this title and submit your safety management system as required by § 285.810 of this title.",Complex or significant facilities,,,§ 585.606(d),safety management system,True,1.0,Contains 4 mandatory verb(s); Contains 1 constraint type(s); Contains 1 regulatory context(s),274,True
gemini-1.5-pro,,Offshore,364,10,Technical,"You must provide the results of geophysical and geological surveys, hazards surveys, archaeological surveys (if required), and baseline collection studies (e.g., biological) with the supporting data in your SAP",Site Assessment Plan (SAP),,,"part 285, subpart H, (b)",geophysical surveys; geological surveys; hazards surveys; archaeological surveys; biological studies; data collection,True,1.0,Contains 3 mandatory verb(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,210,False
gemini-1.5-pro,298,Offshore,366,10,Environmental,You must provide sufficient data and information with your COP or FERC license application for BOEM and/or FERC to complete the needed reviews and NEPA analysis.,COP or FERC license application,,,§ 585.611(c)(1),environmental impact assessment,True,1.0,Contains 3 mandatory verb(s); Uses regulatory sentence structure,161,False
gemini-1.5-pro,302,Offshore,370,10,Safety,"You must certify compliance with those terms and conditions, required under § 285.615(b) of this title",SAP approval conditions,,,§ 285.615(b),compliance; safety,True,1.0,Contains 3 mandatory verb(s); Contains 1 constraint type(s),102,True
gemini-1.5-pro,302,Offshore,370,10,Safety,"If you are installing a facility or a combination of facilities deemed by BOEM to be complex or significant, as provided in § 585.613(a)(1), you must comply with the requirements of part 285, subpart G, of this title and also submit your Safety Management System required by § 285.810 of this title before construction may begin.",Construction of complex or significant facilities,,,"§ 585.613(a)(1), § 285.810",safety management; construction,True,1.0,Contains 5 mandatory verb(s); Contains 1 constraint type(s); Contains 2 regulatory context(s),329,True
gemini-1.5-pro,305,Offshore,373,10,Technical,"If, following the technical and environmental review of your submitted COP, BOEM determines that such facilities may not remain in place, you must initiate the decommissioning process, as provided in part 285, subpart I, of this title.",Decommissioning of offshore wind farm facilities,,,"Part 285, Subpart I of this title",decommissioning; COP review,True,1.0,Contains 3 mandatory verb(s); Contains 2 regulatory context(s),235,True
gemini-1.5-pro,,Offshore,377,10,Technical,The results of a minimum of one deep boring (with soil sampling and testing) at each edge of the project area and within the project area as needed to determine the vertical and lateral variation in seabed conditions and to provide the relevant geotechnical data required for design.,Project area geotechnical investigation,1.0,boring (minimum),,geotechnical engineering; site investigation; seabed characterization,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 constraint type(s); Contains 1 regulatory context(s),283,False
gemini-1.5-pro,,Offshore,379,10,Technical,"Information for each type of structure associated with your project and, unless BSEE provides otherwise, how you will use a CVA to review and verify each stage of the project must be provided.",All project structures,,,,structural integrity; project management; quality assurance,True,1.0,Contains 3 mandatory verb(s); Uses regulatory sentence structure,192,False
gemini-1.5-pro,,Offshore,379,10,Technical,"Location, design and installation methods, testing, maintenance, repair, safety devices, exterior corrosion protection, inspections, and decommissioning information must be provided for all cables and pipelines, including cables on project easements.",Cables and pipelines,,,,cable installation; pipeline integrity; corrosion protection; decommissioning,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 4 regulatory context(s); Uses regulatory sentence structure,250,False
gemini-1.5-pro,,Offshore,379,10,Safety,"A description of the deployment activities, including safety, prevention, and environmental protection features or measures that you will use must be provided.",Deployment activities,,,,safety management; environmental protection; risk assessment,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,159,False
gemini-1.5-pro,,Offshore,379,10,Environmental,"For stored chemical products exceeding EPA reportable quantities, a list of products, stored volume, treatment/discharge/disposal methods, and receiving facility information must be provided.  A description of onsite delivery, transfer frequency, and transfer quantity is also required.",Chemical handling and storage,,,Environmental Protection Agency (EPA),chemical management; environmental protection; hazardous materials,True,1.0,Contains 3 mandatory verb(s); Uses regulatory sentence structure,286,False
gemini-1.5-pro,,Offshore,379,10,Jurisdictional,"A listing of all Federal, State, and local authorizations, approvals, or permits, including those from the U.S. Coast Guard, U.S. Army Corps of Engineers, and any other applicable sources, must be provided.",Permitting and authorizations,,,,permitting; legal compliance,True,1.0,Contains 3 mandatory verb(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,206,False
gemini-1.5-pro,375-376,Offshore,442,10,Technical,Decommissioning activities must be completed within 1 year of termination of the Alternate Use RUE.,Decommissioning of OCS facility subject to an Alternate Use RUE,1.0,year,§ 586.219(b),decommissioning,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,99,True
gemini-1.5-pro,311-312,Offshore,380,10,Reporting,"You must provide CVA nominations for reports in part 285, subpart G, as required by § 285.706, or a request for a waiver under § 285.705(c).",Reporting requirements,,,"Part 285, subpart G, § 285.706, § 285.705(c)",reporting; CVA nominations,True,1.0,Contains 3 mandatory verb(s); Uses regulatory sentence structure,140,True
gemini-1.5-pro,314,Offshore,382,10,Jurisdictional,"Your consistency certification must include one copy of your consistency certification either under subsection 307(c)(3)(B) of the CZMA (16 U.S.C. 1456(c)(3)(B)) and 15 CFR 930.76, or under subsection 307(c)(3)(A) of the CZMA (16 U.S.C. 1456(c)(3)(A)) and 15 CFR 930.57, stating that the proposed activities described in detail in your plans comply with the State(s) approved coastal management program(s) and will be conducted in a manner that is consistent with such program(s)",Consistency Certification,,,CZMA,coastal zone management; permitting,True,1.0,Contains 3 mandatory verb(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Contains 1 descriptive phrase(s) (penalty),479,True
gemini-1.5-pro,316,Offshore,384,10,Spatial,"A project easement may include off-lease areas that: (1) Contain the sites on which cable, pipeline, or associated facilities are located; (2) Do not exceed 200 feet (61 meters) in width, unless safety and environmental factors during construction and maintenance of the associated cables or pipelines require a greater width; and (3) For associated facilities, are limited to the area reasonably necessary for power or pumping stations or other accessory facilities.","Project easement, off-lease areas",200.0,feet,§ 585.628(g),spatial planning; cable routing; pipeline routing,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 constraint type(s); Contains 5 regulatory context(s); Contains 1 numerical constraint(s); Contains 1 descriptive phrase(s) (penalty),467,True
gemini-1.5-pro,317-318,Offshore,385,10,Jurisdictional,"These activities must fall within the scope of your approved COP. If they do not fall within the scope of your approved COP, you will be required to submit a revision to your COP, under § 585.634, for BOEM approval before commencing the activity.",Activities related to offshore wind farms,,,§ 585.634,permitting; compliance,True,1.0,Contains 4 mandatory verb(s); Contains 1 regulatory phrase(s),246,True
gemini-1.5-pro,319,Offshore,386,10,Environmental,"Revisions must be designed not to cause undue harm or damage to natural resources; life (including human and wildlife); property; the marine, coastal, or human environment; or sites, structures, or objects of historical or archaeological significance.",All project activities,,,"BOEM, OCS Lands Act subsection 8(p)",environmental protection; historical preservation; safety,True,1.0,Contains 1 mandatory verb(s); Contains 4 regulatory context(s); Uses regulatory sentence structure,251,False
gemini-1.5-pro,585.635-585.641,Offshore,387,10,Jurisdictional,"You must notify the BSEE, within 5 business days, any time you cease commercial operations, without an approved suspension, under your approved COP.",Commercial operations,5.0,business days,§ 585.635,reporting; operations,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s),148,True
gemini-1.5-pro,585.649 - 585.652,Offshore,397,10,Jurisdictional,"You must certify compliance with certain of those terms and conditions, as required under § 285.653(b) of this title",General Activities Plan (GAP),,,§ 285.653(b),permitting; compliance,True,1.0,Contains 3 mandatory verb(s); Contains 1 constraint type(s),116,True
gemini-1.5-pro,585.649 - 585.652,Offshore,397,10,Technical,"If you are applying for a project easement, or installing a facility or a combination of facilities on your limited lease deemed by BOEM to be complex or significant, as provided in § 585.648(a)(1), you also must comply with the requirements of part 285, subpart G, of this title and submit your safety management system description required by § 285.810 of this title before construction may begin.",Construction of complex or significant OCS facilities on a limited lease or any facilities on a project easement,,,"§ 585.651, § 285 Subpart G, § 285.810",safety management; construction; facility design,True,1.0,Contains 6 mandatory verb(s); Contains 2 constraint type(s); Contains 2 regulatory context(s),399,True
gemini-1.5-pro,337,Offshore,404,10,Environmental,"You must comply with all measures required by the NOAA or FWS, including measures to affect the least practicable impact on such species and their habitat and to ensure no immitigable adverse impact on the availability of the species for subsistence use.",Mitigation measures for impacts on marine mammals and their habitat,,,,marine mammal protection; habitat conservation; subsistence use,True,1.0,Contains 4 mandatory verb(s); Contains 1 regulatory context(s),254,False
gemini-1.5-pro,363,Offshore,430,10,Jurisdictional,BOEM will make data and information available in accordance with the requirements and subject to the limitations of the Freedom of Information Act (FOIA) (5 U.S.C. 552) and the regulations contained in 43 CFR part 2 (Records and Testimony).,Data and information related to offshore wind energy projects,,,Freedom of Information Act (FOIA) (5 U.S.C. 552) and 43 CFR part 2,information access; transparency,True,1.0,Contains 3 mandatory verb(s); Contains 3 constraint type(s),240,True
gemini-1.5-pro,586.213,Offshore,439,10,Jurisdictional,"To request assignment of an Alternate Use RUE, you must submit a written request for assignment that includes the following information: (1) BOEM-assigned Alternate Use RUE number; (2) The names of both the assignor and the assignee, if applicable; (3) The names and telephone numbers of the contacts for both the assignor and the assignee; (4) The names, titles, and signatures of the authorizing officials for both the assignor and the assignee; (5) A statement affirming that the owner of the existing OCS facility and lessee of the lease in which the facility is located approve of the proposed assignment and assignee; (6) A statement that the assignee agrees to comply with and to be bound by the terms and conditions of the Alternate Use RUE; (7) Evidence required by § 586.108 that the assignee satisfies the requirements of § 586.107; and (8) A statement on how the assignee will comply with the financial assurance requirements set forth in the Alternate Use RUE.",Alternate Use RUE assignment,,,§ 586.213(b),leasing; rights of use and easements; financial assurance,True,1.0,Contains 5 mandatory verb(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Contains 1 descriptive phrase(s) (penalty),973,True
gemini-1.5-pro,,Offshore,441,10,Jurisdictional,"To request relinquishment of an Alternate Use RUE, you must provide: (2) The reason for the request; (3) BOEM-assigned Alternate Use RUE number; (4) The name of the associated OCS facility, its owner, and the lessee for the lease; (5) The name, title, and signature of your authorizing official (matching BOEM qualification records); and (6) A statement that you will adhere to the decommissioning requirements in the Alternate Use RUE.",Alternate Use RUE relinquishment,,,§ 586.215(a),decommissioning; lease agreements; reporting requirements,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,436,True
gemini-1.5-pro,128,Offshore,197,10,Technical,"You must provide the location of records, as required in § 285.714(c).",Record keeping,,,§ 285.714(c),record keeping,True,1.0,Contains 3 mandatory verb(s); Uses regulatory sentence structure,70,True
gemini-1.5-pro,127,Offshore,196,10,Technical,Your drawing sizes must not exceed 11″ × 17″.,Drawing sizes,11.0,inches,,documentation; drawing standards,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,45,True
gemini-1.5-pro,127,Offshore,196,10,Technical,"The approved for construction fabrication drawings should be submitted including, e.g., (i) Cathodic protection systems; (ii) Jacket design; (iii) Pile foundations; (iv) Mooring and tethering systems; (v) Foundations and anchoring systems; and (vi) Associated cable and pipeline designs.",Construction fabrication drawings,,,,structural design; foundations; mooring; cable installation; pipeline design,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 3 regulatory context(s),287,False
gemini-2.5-flash,Congressional Research Service 2,Offshore,7,25,Jurisdictional,The federal government and federally permitted activities must be 'consistent to the maximum extent practicable with' state coastal zone management programs.,"Federal government activities and federally permitted activities, including projects in federal waters (Outer Continental Shelf - OCS), that impact a state coastal zone.",,,"Coastal Zone Management Act (CZMA) - 16 U.S.C. § 1452(1), (2); § 1455(d)(2), (9)–(12); § 1455(d)(16)",coastal zone management; federal permitting; inter-governmental consistency; environmental impact assessment,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,157,False
gemini-2.5-flash,3-146,Offshore,368,20,Environmental,"Acoustic thresholds for fish, grouped either by size (less than 2 grams and greater than or equal to 2 grams) as recommended by the Fisheries Hydroacoustic Working Group (FHWG 2008) and adopted by the Greater Atlantic Region Fisheries Office (GARFO 2021), or by physiology as recommended by Popper et al. (2014), must be considered for each type of impact associated with impulsive and non-impulsive noise sources, as provided in Table 3.5.5-4.","Offshore wind projects, specifically concerning noise impacts on fish.",,,Greater Atlantic Region Fisheries Office (GARFO 2021),environmental impact assessment; marine ecology; noise mitigation,True,1.0,Contains 2 mandatory verb(s); Contains 3 regulatory phrase(s); Contains 1 constraint type(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,444,True
gemini-2.5-flash,3-162,Offshore,399,20,Safety,"As part of the operation, a thorough clearance plan would be required and submitted to BOEM and cooperating agencies. This plan would include protective measures for marine life, cultural resources, and human health and safety.","Operational phase, specifically for UXO hazard clearance",,,BOEM and cooperating agencies,safety; environmental protection; cultural heritage protection,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 4 regulatory context(s); Contains 2 descriptive phrase(s) (penalty),227,False
gemini-2.5-flash,3-210,Offshore,480,20,Environmental,"The level of impacts on individual marine mammals and their habitat from offshore wind activities must be minimized through the implementation of mitigation measures during construction, operation, and maintenance.","Offshore wind activities (construction, operation, and maintenance phases), specifically concerning impacts on individual marine mammals and their habitat.",,,,environmental impact assessment; marine mammal protection; mitigation strategies; construction management; operations and maintenance,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 constraint type(s); Contains 4 regulatory context(s); Uses regulatory sentence structure,214,False
gemini-2.5-flash,3-423,Offshore,780,20,Safety,Navigation Safety Risk Assessment (NSRA) must be conducted per the guidelines in USCG Navigation and Vessel Inspection Circular 01-19.,"Coastal and marine waters within a 12-nautical mile (22.2-kilometer) buffer of the Lease Area, as well as waterways leading to ports that may be used by the Project, encompassing Project construction, O&M, and conceptual decommissioning.",,,USCG Navigation and Vessel Inspection Circular 01-19 (USCG 2019),navigational safety; risk assessment; vessel traffic,True,1.0,Contains 1 mandatory verb(s); Contains 2 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,134,True
gemini-2.5-flash,3-472,Offshore,852,20,Spatial,"Users would be restricted from dredging in sand resource areas within 1,640.4 feet (500 meters) of the offshore export cables to avoid uncovering the buried cable or due to the presence of remedial surface cable protection.",Sand resource areas near offshore export cables during Operation & Maintenance (O&M) phase.,1640.4,feet,,operational safety; marine spatial planning; cable protection; dredging operations,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 constraint type(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Contains 1 descriptive phrase(s) (penalty),223,True
gemini-2.5-flash,3-497,Offshore,891,20,Environmental,"Projects are expected to comply with mitigation measures (e.g., exclusion zones, protected species observers) that would avoid and minimize underwater noise impacts on marine mammals.",Offshore wind projects during surveying and construction phases within the geographic analysis area.,,,"Section 3.5.6.3, Marine Mammals",environmental impact assessment; marine mammal protection; noise mitigation,True,1.0,Contains 1 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 3 constraint type(s); Contains 1 regulatory context(s),183,False
gemini-2.5-flash,,Offshore,4,22,Jurisdictional,"The terms of renewable energy research leases issued to other Federal agencies and States must be negotiated by the Director of BOEM and the head of the Federal agency or the Governor of the relevant State, or their authorized representatives, on a case-by-case basis, subject to the provisions of 30 CFR Part 585, including those pertaining to public involvement.",Renewable energy research leases on the Outer Continental Shelf (OCS),,,30 CFR 585.238; 30 CFR Part 585,lease negotiation; public involvement; regulatory compliance,True,1.0,Contains 3 mandatory verb(s); Uses regulatory sentence structure,364,True
gemini-2.5-flash,,Offshore,111,22,Technical,"If, following the technical and environmental review of a submitted Construction and Operations Plan (COP), BOEM determines that existing facilities (such as a meteorological tower or buoy) should not remain in place throughout the operations term of a lease, the lessee must initiate the decommissioning process.","Offshore wind farm lease areas; existing facilities (meteorological towers, buoys); transition from site assessment to operations term.",,,30 CFR 585.618(c),decommissioning; facility management; environmental review; technical review,True,1.0,Contains 2 mandatory verb(s); Contains 4 regulatory context(s),313,False
gemini-2.5-flash,106,Offshore,251,22,Environmental,this exclusion zone be monitored for at least 30 minutes prior to ramp up of the survey equipment,HRG Surveys exclusion zone,30.0,minutes,BOEM,environmental monitoring; marine mammal protection; survey operations,True,1.0,Contains 2 regulatory phrase(s); Contains 2 constraint type(s); Contains 1 numerical constraint(s),97,True
gemini-2.5-flash,,Offshore,252,22,Environmental,"BOEM would require a 200-m exclusion zone for sea turtles during deep hole boring activity, ensuring that no sea turtles would be exposed to sound levels greater than 120 dB (marine mammal harassment threshold from a continuous acoustic source).",Offshore wind farm deep hole boring activity (construction phase),200.0,m,BOEM,environmental protection; marine life protection; acoustic management; construction methodology,True,1.0,Contains 2 regulatory phrase(s); Contains 3 constraint type(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Contains 1 descriptive phrase(s) (penalty),245,True
gemini-2.5-flash,136,Offshore,311,22,Environmental,The lessee would also be required to ensure that its employees and contractors are made aware of the environmental and socioeconomic impacts associated with marine trash and debris and their responsibilities for ensuring that trash and debris are not intentionally or accidentally discharged into the marine environment.,"Offshore operations (lessee, employees, contractors)",,,Terms of a lease or SAP approval,environmental protection; waste management; personnel training; operational responsibility,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,320,False
gemini-2.5-flash,,Offshore,356,22,Technical,"Lessees would be require to control their own electromagnetic emissions and those of its agents, employees, invitees, independent contractors, and subcontractors emanating from individual designated defense warning areas in accordance with requirements specified by the appropriate command headquarters to the degree necessary to prevent issues with DOD flight, testing, or operational activities conducted within individual designated warning areas.","Individual designated defense warning areas, during DOD flight, testing, or operational activities.",,,appropriate command headquarters,electromagnetic compatibility; military operations; operational safety,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 2 constraint type(s); Contains 1 regulatory context(s); Contains 1 descriptive phrase(s) (penalty),450,False
gemini-2.5-flash,B.1.1,Offshore,477,22,Environmental,"All vessels and aircraft whose operations are authorized under or regulated by the terms of a BOEM-issued renewable energy lease would be required to abide by the NOAA Fisheries Northeast Regional Viewing Guidelines, as updated through the life of the project.","All phases of site characterization and site assessment activities on a lease, specifically for vessels and aircraft operating under a BOEM-issued renewable energy lease.",,,BOEM (imposing authority); NOAA Fisheries Northeast Regional Viewing Guidelines (specific standard),environmental protection; marine mammal protection; sea turtle protection; vessel operations; aircraft operations,True,1.0,Contains 3 mandatory verb(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Contains 1 descriptive phrase(s) (penalty),260,False
gemini-2.5-flash,Sections 4.1.1.1.1 and 4.1.1.1.2 (Pages 51-53),Offshore,525,22,Environmental,A General Conformity analysis must be performed upon the submission of a Site Assessment Plan (SAP) by a lessee if the SAP activities would emit over 100 tons per year of a criteria pollutant that is in non-attainment or maintenance. This analysis pertains only to the specific criteria pollutant that is in nonattainment for maintenance areas onshore and in state waters and has the potential to exceed the 100 tons per year threshold associated with the activities proposed in that SAP.,"Site Assessment Plan (SAP) activities, including site characterization, construction, servicing, maintenance, and decommissioning of met towers and buoys, specifically for emissions affecting non-attainment or maintenance areas onshore and in state waters.",100.0,tons per year,Section 4.1.1.1.2,environmental impact assessment; air quality; permitting,True,1.0,Contains 1 mandatory verb(s); Contains 3 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,488,True
gemini-2.5-flash,"Page 92, 303",Offshore,547,22,Environmental,Thresholds established in BOEM’s mandatory project design criteria for marine mammals are deemed adequate by NMFS to protect sea turtles and must be applied for sea turtle protection.,"Offshore wind farm projects, specifically regarding noise impacts on sea turtles.",,,"BOEM’s mandatory project design criteria; NMFS determination (USDOC, NOAA, NMFS, 2011c)",environmental impact assessment; wildlife protection; noise pollution,True,1.0,Contains 2 mandatory verb(s); Contains 2 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,183,False
gemini-2.5-flash,324,Offshore,585,22,Environmental,"monitoring of the 7-km buffer zone is required for pile driving, and how such monitoring must be conducted is specified.","Pile driving activities, 7-km buffer zone.",7.0,km,"Appendix B (edits made to clarify requirements), BOEM (as the responding authority).",marine mammal protection; noise management; construction phase; environmental monitoring,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 3 constraint type(s); Uses regulatory sentence structure,120,True
gemini-2.5-flash,BOEM 2012-003,Offshore,1,23,Environmental,"An environmental assessment (EA) must be prepared to determine whether issuance of leases and approval of site assessment plans within the Wind Energy Areas (WEAs) offshore New Jersey, Delaware, Maryland and Virginia would have a significant effect on the environment and whether an environmental impact statement (EIS) must be prepared.","Wind Energy Areas (WEAs) offshore New Jersey, Delaware, Maryland and Virginia, specifically for lease issuance and site assessment plan approval.",,,"National Environmental Policy Act (NEPA), 42 U.S.C. §§ 4321-4370f, and the Council on Environmental Quality (CEQ) regulations at 40 CFR 1501.3",environmental impact assessment; leasing; site assessment,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,337,False
gemini-2.5-flash,,Offshore,24,23,Safety,Lease issuance and approval of site assessment activities are prohibited in two full and five partial OCS blocks within the Virginia Wind Energy Area (WEA) due to identified navigational safety issues.,Two full and five partial OCS blocks in the Virginia Wind Energy Area (WEA) offshore Virginia.,,,American Waterways Operators and USCG,navigational safety; spatial planning,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 constraint type(s); Contains 2 regulatory context(s),201,False
gemini-2.5-flash,1,Offshore,36,23,Jurisdictional,"The lease does not grant the lessee the right to construct any facilities; rather, the lease grants the right to use the leased area to develop its plans, which must be approved by BOEM before the lessee can move on to the next stage of the process.",Offshore wind energy development on OCS leaseholds,,,30 CFR 585.600 and 30 CFR 585.601,permitting; project development phases; legal rights,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Uses regulatory sentence structure,249,False
gemini-2.5-flash,2.5 Alternative E,Offshore,65,23,Environmental,Vessel activity must be limited by excluding high resolution geological surveys and the construction and decommissioning of meteorological towers and buoys during the peak migration of right whales (between November and April).,Vessels engaged in site characterization and site assessment activities in all four Mid-Atlantic WEAs.,,,Alternative D,environmental protection; marine mammal protection; site characterization; vessel operations,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,227,False
gemini-2.5-flash,3.1.2.1,Offshore,79,23,Technical,Side-scan sonar/sub-bottom profilers must be flown at 150-meter line spacing over the lease area for the collection of geophysical data for shallow hazards assessments.,"Lease area, shallow hazards assessments",150.0,meters,GGARCH guidelines (to meet 30 CFR 585.626(a)),geophysical survey; site characterization; shallow hazards,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 constraint type(s); Uses regulatory sentence structure,168,True
gemini-2.5-flash,3.1.2.1,Offshore,79,23,Technical,"Magnetometers, side-scan sonar and all sub-bottom profilers must be flown at 30 meter line spacing for collecting geophysical data for archaeological resources assessments.","Lease area, archaeological resources assessments",30.0,meters,GGARCH guidelines (to meet 30 CFR 585.626(a)),geophysical survey; site characterization; archaeological resources,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,172,True
