model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-1.5-pro,30 CFR Part 585 (up to date as of 2/18/2025),Offshore,100,2,Financial,The audited financial information for your most recent fiscal year must cover a continuous twelve month period within the twenty-four-month period prior to the lessee's receipt of the determination that you must provide supplemental financial assurance.,Financial assurance for lease or grant activities,12.0,months,30 CFR 585.527(b)(1),financial assurance; lease requirements; grant requirements; financial reporting
gemini-1.5-pro,,Offshore,99,2,Jurisdictional,"You must monitor the collateral value of your security. If the collateral value of your security [...] falls below the required level of coverage, you must pledge additional security to provide 115 percent of the required amount",Financial assurance using Treasury securities for offshore wind leases or grants,115.0,percent,"31 CFR part 203, Collateral Margins Table",financial security; lease agreements
gemini-1.5-pro,,Offshore,99,2,Jurisdictional,The letter of credit must contain a provision for automatic renewal for periods of not less than 1 year in the absence of notice of cancellation to BOEM at least 90 calendar days before the expiration date,Financial assurance for offshore wind leases or grants,90.0,calendar days,,financial security; lease agreements
gemini-1.5-pro,,Offshore,99,2,Jurisdictional,The expiration date of the letter of credit must not be less than 90 days following the date it becomes effective,Financial assurance for offshore wind leases or grants,90.0,days,,financial security; lease agreements
gemini-1.5-pro,"Volume II, Section 17.3.2.1",Offshore,904,20,Safety,The USCG may establish temporary safety zones around anchored vessels involved in Offshore Project construction within 12 nautical miles (22.2 kilometers) of the coast. Non-Project vessels would be required to avoid any such safety zones,Anchored vessels within 12 nautical miles of the coast during construction,12.0,nautical miles,"Section 3.6.6, Navigation and Vessel Traffic",navigation safety; construction safety
gemini-1.5-pro,,Offshore,950,20,Safety,"Lights controlled by an ADLS must activate and illuminate prior to an aircraft reaching 3 nautical miles (5.6 kilometers) from within 1,000 vertical feet (305 meters) of any WTG.",WTG hazard lighting,3.0,nautical miles,FAA Advisory Circular 70/7460-1M (FAA 2020),aviation safety; lighting
gemini-1.5-pro,,Offshore,99,2,Jurisdictional,The letter of credit must be irrevocable during its term and will be subject to collection by BOEM if not replaced by another letter of credit or other form of financial assurance at least 30 calendar days before its expiration date,Financial assurance for offshore wind leases or grants,30.0,calendar days,,financial security; lease agreements
gemini-1.5-pro,page 60 of 98,Offshore,98,2,Financial,"The letter of credit provider must have an issuer credit rating from a Nationally Recognized Statistical Rating Organization (NRSRO) greater than or equal to investment grade from either Standard & Poor's Ratings Service or Moody's Investor Service, or a proxy credit rating determined by BOEM based on audited financial information greater than or equal to investment grade from either Standard & Poor's Ratings Service or Moody's Investor Service.",Letters of Credit,,,30 CFR 585.526(a)(7)(i),financial security; risk management
gemini-1.5-pro,page 60 of 98,Offshore,98,2,Financial,"Investment-grade rated securities must have a Standard and Poor's rating of AAA or an equivalent rating from a nationally recognized securities rating service and a market value of not less than the required dollar amount of the financial assurance, maintained in a Securities Investors Protection Corporation insured trust account by a licensed securities brokerage firm for the benefit of BOEM.",Financial assurance,,,30 CFR 585.526,financial security; risk management
gemini-1.5-pro,page 60 of 98,Offshore,98,2,Financial,Maintain less than the required dollar amount of the financial assurance in a Securities Investors Protection Corporation insured trust account by a licensed securities brokerage firm for the benefit of BOEM.,Financial assurance,,,30 CFR 585.526,financial security; risk management
gemini-1.5-pro,,Offshore,534,20,Safety,Vessels greater than or equal to 35 feet (10.7 meters) and less than 65 feet (19.8 meters) in length [are] subject to speed restriction,Seasonal Management Areas and Dynamic Speed Zones (when proposed rule is adopted),35.0,feet,NMFS proposed changes to the 2008 NARW vessel speed rule (NOAA 2022; 87 FR 46921),vessel speed; collision avoidance; marine mammal protection
gemini-1.5-pro,,Offshore,116,2,Safety,"If you are installing a facility or a combination of facilities deemed by BOEM to be complex or significant, you must comply with the requirements of 30 CFR part 285, subpart G, and also submit your Safety Management System description required by 30 CFR 285.810 before construction may begin.",Construction phase of complex or significant facilities,,,"30 CFR part 285, subpart G and 30 CFR 285.810",safety management system; construction safety
gemini-1.5-pro,Ch. 9 – Pg. 11,Offshore,178,31,Technical,"A construction cash flow waterfall governing all project cash, which requires all available cash flows to be applied to pay budgeted project costs and lender fees and expenses, with any excess required to be applied to debt service as mandatory prepayments.",Construction Phase,,,Construction loan covenants,financial management; cash flow management
gemini-1.5-pro,3-229,Offshore,517,20,Environmental,"All ongoing and future offshore projects are expected to comply with mitigation measures (e.g., exclusion zones, protected species observers, noise mitigation), similar to the measures included in the Vineyard Wind 1, South Fork, Ocean Wind 1, Revolution Wind, Empire Wind, and CVOW-C projects (BOEM 2021a, b, 2023a, b, d, e), that would minimize underwater noise impacts on marine mammals.",Offshore wind projects in the geographic analysis area,,,,marine mammal protection; noise mitigation; environmental impact assessment
gemini-1.5-pro,Ch. 8 – Pg. 5,Unspecified,149,31,Technical,project developer must be aware of the specific requirements that it must satisfy to obtain these benefits when negotiating the turbine supply and balance-of-plant agreements,Turbine supply and balance-of-plant agreements,,,Federal and state laws for renewable-resources energy projects,tax incentives; contract negotiation; procurement
gemini-1.5-pro,Ch. 6 – Pg. 3,Unspecified,111,31,Jurisdictional,"if access to a state highway is needed, that must be obtained in the manner provided under state law.",Access to state highways for wind farm projects,,,State law,land use; transportation; access permits
gemini-1.5-pro,§ 585.657-585.699,Offshore,135,1,Technical,"If, after construction, it is determined that a deviation from the approved plan has occurred, you must: (1) Notify the operators of all leases (including mineral leases issued under this subchapter) and holders of all ROW grants or RUE grants (including all grants issued under this subchapter) which include the area where a deviation has occurred and provide BOEM with evidence of such notification; (2) Relinquish any unused portion of your lease or grant; and (3) Submit a revised plan for BOEM approval as necessary.",Cable and pipeline construction,,,30 CFR 585.658(c),construction; cable installation; pipeline installation; permitting; lease management
gemini-1.5-pro,1-6,Offshore,51,20,Safety,The Secretary shall ensure that any activity under [subsection 8(p)] is carried out in a manner that provides for – (A) safety,Outer Continental Shelf renewable energy activities,,,OCSLA Subsection 8(p)(4)(A),safety
gemini-1.5-pro,1-6,Offshore,51,20,Environmental,The Secretary shall ensure that any activity under [subsection 8(p)] is carried out in a manner that provides for – (B) protection of the environment,Outer Continental Shelf renewable energy activities,,,OCSLA Subsection 8(p)(4)(B),environmental protection
gemini-1.5-pro,1-6,Offshore,51,20,Environmental,The Secretary shall ensure that any activity under [subsection 8(p)] is carried out in a manner that provides for – (C) prevention of waste,Outer Continental Shelf renewable energy activities,,,OCSLA Subsection 8(p)(4)(C),waste management; environmental protection
gemini-1.5-pro,1-6,Offshore,51,20,Environmental,The Secretary shall ensure that any activity under [subsection 8(p)] is carried out in a manner that provides for – (D) conservation of the natural resources of the outer Continental Shelf,Outer Continental Shelf renewable energy activities,,,OCSLA Subsection 8(p)(4)(D),natural resource conservation; environmental protection
gemini-1.5-pro,1-6,Offshore,51,20,Jurisdictional,The Secretary shall ensure that any activity under [subsection 8(p)] is carried out in a manner that provides for – (E) coordination with relevant federal agencies,Outer Continental Shelf renewable energy activities,,,OCSLA Subsection 8(p)(4)(E),interagency coordination; permitting
gemini-1.5-pro,1-6,Offshore,51,20,Safety,The Secretary shall ensure that any activity under [subsection 8(p)] is carried out in a manner that provides for – (F) protection of national security interests of the United States,Outer Continental Shelf renewable energy activities,,,OCSLA Subsection 8(p)(4)(F),national security
gemini-1.5-pro,,Onshore,69,31,Jurisdictional,"All energy facilities proposed in agricultural areas must be allowed, subject to a conditional use permit, with criteria defined by state law.",Agricultural areas,150.0,MW,State law,land use; permitting
gemini-1.5-pro,,Onshore,23,31,Technical,Commencement of wind resource development must begin within five years (requires site permit or CUP and active interconnection request in process),South Dakota,5.0,years,S.D. Codified Laws § 43-13-19,project development; permitting; grid connection
gemini-1.5-pro,,Offshore,7,30,Jurisdictional,"activities within the coastal boundary, municipalities will be required to perform a coastal site plan review (CSPR) to ensure that the activity is consistent with the policies of the Connecticut Coastal Management Act",Coastal boundary of Connecticut,,,"Connecticut Coastal Management Act [CGS Sections 22a-90 – 22a-110, inclusive]",coastal zone management; permitting
gemini-1.5-pro,585.657-585.699,Offshore,135,2,Technical,"If, after construction, it is determined that a deviation from the approved plan has occurred, you must: (1) Notify the operators of all leases (including mineral leases issued under this subchapter) and holders of all ROW grants or RUE grants (including all grants issued under this subchapter) which include the area where a deviation has occurred and provide BOEM with evidence of such notification; (2) Relinquish any unused portion of your lease or grant; and (3) Submit a revised plan for BOEM approval as necessary.",Cable and pipeline construction,,,30 CFR 585.658(c),construction; cable installation; pipeline installation; permitting; lease management
gemini-1.5-pro,"3-3, 3-4",Offshore,132,20,Environmental,Effluent discharges require best management practice or numeric pollutant concentration limitations as required through U.S. Environmental Protection Agency (USEPA) National Pollutant Discharge Elimination System (NPDES) permits or U.S. Coast Guard (USCG) regulations.,Vessel and structure discharges,,,"USEPA NPDES permits, USCG regulations",effluent discharge; permitting; water pollution
gemini-1.5-pro,30 CFR Part 585 (up to date as of 2/18/2025),Offshore,132,2,Safety,"You also must comply with the requirements of 30 CFR part 285, subpart G, and submit your safety management system description required by 30 CFR 285.810 before construction may begin.","Construction phase, Complex or significant facilities on a limited lease",,,"30 CFR 285, subpart G and 30 CFR 285.810",safety management system
gemini-1.5-pro,page 90 of 98,Offshore,129,2,Environmental,"A GAP submitted for an area in which BOEM has not reviewed GAP activities under NEPA or other applicable Federal laws must describe those resources, conditions, and activities listed in paragraphs (b)(1) through (10) of this section that your proposed activities may significantly affect or that may have a significant effect on your activities proposed in your GAP (including where the potential significance of the effect is unknown) and must contain any other information required by law.",Areas without prior BOEM NEPA review,,,30 CFR 585.646(a),environmental impact assessment; pre-construction planning
gemini-1.5-pro,page 90 of 98,Offshore,129,2,Technical,"If you are applying for a project easement, or constructing a facility or a combination of facilities deemed by BOEM to be complex or significant, you must provide the following additional information and comply with the requirements of 30 CFR part 285, subpart G","Project easement, complex or significant facilities",,,"30 CFR part 285, subpart G",construction; permitting
gemini-1.5-pro,3-56,Offshore,213,20,Environmental,discharges are required to comply with permitting standards established to ensure potential impacts on the environment are minimized or mitigated,Ocean disposal/dredge disposal sites in the Northeast,,,USEPA permitting standards (USACE permits),ocean dumping; dredge disposal; environmental impact assessment; benthic resources
gemini-1.5-pro,30 CFR 585.641(d),Offshore,127,2,Jurisdictional,"Your GAP must demonstrate that you have planned and are prepared to conduct the proposed activities in a manner that: (a) Conforms to your responsibilities listed in § 585.105(a); (b) Conforms to all applicable laws, regulations, and provisions of your limited lease or grant",All proposed activities on limited leases or grants for offshore wind energy projects,,,30 CFR 585.641(a)-(b),legal compliance; permitting
gemini-1.5-pro,page 85 of 98,Offshore,126,2,Environmental,"Approved revisions must be designed not to cause undue harm or damage to natural resources; life (including human and wildlife); property; the marine, coastal, or human environment; or sites, structures, or objects of historical or archaeological significance.",Outer Continental Shelf (OCS),,,30 CFR 585.634(e)(1),environmental protection; cultural heritage; safety
gemini-1.5-pro,30 CFR Part 585 (up to date as of 2/18/2025),Offshore,125,2,Jurisdictional,"These activities must fall within the scope of your approved COP. If they do not fall within the scope of your approved COP, you will be required to submit a revision to your COP, under § 585.634, for BOEM approval before commencing the activity.",Activities on the Outer Continental Shelf (OCS),,,30 CFR 585.632(c),permitting; compliance
gemini-1.5-pro,3-146,Offshore,368,20,Environmental,"Acoustic thresholds, which represent the minimal sound level at which the onset of a particular effect may occur, are available for fish grouped either by size (less than 2 grams and greater than or equal to 2 grams) as recommended by the Fisheries Hydroacoustic Working Group (FHWG 2008) and adopted by the Greater Atlantic Region Fisheries Office (GARFO 2021) or by physiology as recommended by Popper et al. (2014), and are provided in Table 3.5.5-4.",Offshore wind projects,,,"Fisheries Hydroacoustic Working Group (FHWG 2008), Greater Atlantic Region Fisheries Office (GARFO 2021), Popper et al. (2014)",environmental impact assessment; marine biology; acoustics
gemini-1.5-pro,page 83 of 98,Offshore,123,2,Jurisdictional,"You must submit your COP, consistency certification, and associated data and information under CZMA to BOEM after all information requirements for the COP are met, and the appropriate environmental assessment or draft environmental impact statement, if required, has been published.",Outer Continental Shelf,,,30 CFR 585.628(c),permitting; environmental impact assessment
gemini-1.5-pro,30 CFR Part 585 (up to date as of 2/18/2025),Offshore,120,2,Environmental,"Your COP must demonstrate that you have planned and are prepared to conduct the proposed activities in a manner that: Does not cause undue harm or damage to natural resources; life (including human and wildlife); property; the marine, coastal, or human environment; or sites, structures, or objects of historical or archaeological significance","Marine, coastal, and human environments",,,30 CFR 585.621(e),environmental impact assessment; wildlife protection; historical preservation; archaeological preservation
gemini-1.5-pro,§ 585.618,Offshore,118,2,Technical,You are not required to initiate the decommissioning process for facilities that are authorized to remain in place under your approved COP or approved FERC license.,Facilities authorized under COP or FERC license,,,BOEM,decommissioning; permitting
gemini-1.5-pro,585.508 and 585.509,Offshore,92,1,Jurisdictional,All payors must submit payments and maintain auditable records in accordance with guidance we issue or any applicable regulations in subchapter A of this chapter.,"Lease, ROW grant, RUE grant",,,30 CFR 585.509(b),leasing; payment records
gemini-1.5-pro,585.508 and 585.509,Offshore,92,1,Jurisdictional,"The first annual rent payment must be made upon approval of your ROW grant or RUE grant request, as provided in § 585.500, and all subsequent rent payments to ONRR in accordance with the regulations at 30 CFR 1218.51.","ROW grant, RUE grant",,,"30 CFR 585.508(d), 30 CFR 585.500, 30 CFR 1218.51",leasing; rent; payment schedule
gemini-1.5-pro,page 3 of 28,Offshore,5,40,Reporting,A description of the training program must be provided to NMFS at least 60 days prior to the initial training before in-water activities begin.,In-water construction activities,60.0,days,50 CFR 217.264(a)(2),reporting; personnel training
gemini-1.5-pro,19,Offshore,31,16,Safety,"You are required to submit an OSRP to Bureau of Safety and Environmental Enforcement (BSEE), in accordance with 30 CFR part 254.",Construction and operations activities on a commercial lease,,,30 CFR 585.627(c),oil spill response
gemini-1.5-pro,5-16,Offshore,89,39,Environmental,Noise levels from impact pile driving must not exceed specific thresholds to protect fish.,"Impact pile driving during construction of WTG, OSS, and Met Tower foundations",,,"Table 5-4 (referencing Fisheries Hydroacoustic Working Group (2008), Popper et al. (2014), Andersson et al. (2007), Wysocki et al. (2007), Mueller-Blenkle et al. (2010), Purser and Radford (2011))",marine ecology; noise pollution; fisheries management; environmental impact assessment
gemini-1.5-pro,23,Offshore,36,16,Technical,"You must implement and comply with this guidance document (or identified portions thereof) regardless of whether the terms within the guidance document would otherwise be a recommendation or request (e.g., use of the term “should” in the guidance document will be considered “must” if required by the lease stipulation or condition of approval).",Lease stipulations or conditions of approval from BOEM,,,BOEM lease stipulation or condition of approval,lease compliance; permitting
gemini-1.5-pro,,Offshore,37,16,Technical,"A COP must demonstrate that the project is being conducted in a manner that conforms to responsible offshore development, to include the use of BMPs, in accordance with 30 CFR 585.621.",Offshore wind farm development,,,30 CFR 585.621,construction; operation; environmental impact assessment
gemini-1.5-pro,,Offshore,45,16,Technical,"Lessees and grantees must comply with FAA and USCG requirements for lighting in accordance with BOEM’s “Guidelines for Providing Information on Lighting and Marking of Structures Supporting Renewable Energy Development,” dated April 2021, available at https://www.boem.gov/guidance, and should minimize visual impacts through appropriate application.",Lighting of offshore wind farm structures,,,"FAA and USCG requirements, BOEM Guidelines (April 2021)",lighting; visual impact; aviation safety; navigation safety
gemini-1.5-pro,,Offshore,36,39,Safety,Any structures installed in Indian River Bay will be marked and lighted as required in accordance with safety of navigation regulations.,"Indian River Bay, structures",,,Safety of navigation regulations,navigation safety; maritime safety
gemini-1.5-pro,32,Offshore,50,16,Technical,"Commercial facilities should have a minimum design life equal to or greater than 20 years (plus allowance for construction, transportation and decommissioning), in accordance with IEC 61400-3, § 6.2.",Commercial facilities,20.0,years,"IEC 61400-3, § 6.2",design life; decommissioning
gemini-1.5-pro,32,Offshore,50,16,Safety,Nominal target reliability or safety class for all fixed and floating facilities shall be identified in the Project Plan required under CFR 585.600.,Fixed and floating facilities,,,CFR 585.600,safety planning; reliability
gemini-1.5-pro,,Offshore,28,39,Spatial,Anchoring and other temporary mooring activities must maintain a minimum horizontal distance of 1.2 nautical miles (2.2 kilometers) from the inter-array cable centerline and be suspended at any given location for less than 4 hours.,Inter-array cable centerline during anchoring and temporary mooring activities,1.2,nautical miles,"COP, Volume II, Appendix B2, US Wind 2023",cable protection; navigation safety
gemini-1.5-pro,,Offshore,58,16,Technical,"Survey should be conducted in accordance with BOEM's Guidelines for Providing Geophysical, Geotechnical, and Geohazard Information Pursuant to 30 CFR Part 585.","Site-specific evaluation of meteorological and oceanographic conditions, geology and geomorphology, sediment conditions and sediment transport processes, and physiographic conditions",,,"BOEM's Guidelines for Providing Geophysical, Geotechnical, and Geohazard Information Pursuant to 30 CFR Part 585",site assessment; geotechnical survey; geophysical survey; geohazard assessment
gemini-1.5-pro,§ 585.627(a)(3),Offshore,62,16,Environmental,Conduct a survey in accordance with BOEM's Guidelines for Providing Benthic Habitat Survey Information for Renewable Energy Development on the Atlantic Outer Continental Shelf Pursuant to 30 CFR Part 585.,Atlantic Outer Continental Shelf,,,BOEM's Guidelines for Providing Benthic Habitat Survey Information for Renewable Energy Development on the Atlantic Outer Continental Shelf Pursuant to 30 CFR Part 585,benthic habitat survey; environmental impact assessment
gemini-1.5-pro,,Offshore,5,38,Environmental,Detailed maps showing the extent and types of habitats within the project area (offshore lease area and onshore cable corridors) must be provided.,Offshore wind project area (offshore lease area and onshore cable corridors),,,EFH Final Rule,environmental impact assessment; habitat mapping; essential fish habitat
gemini-1.5-pro,,Offshore,3,38,Environmental,"For any federal action that may adversely affect EFH, Federal agencies must provide NMFS with a written assessment of the effects of that action on EFH.",Offshore wind project consultations,,,50 CFR 600.920(e),environmental impact assessment; essential fish habitat
gemini-1.5-pro,,Offshore,64,16,Environmental,A survey should be conducted in accordance with BOEM's Guidelines for Providing Information on Marine Mammals and Sea Turtles for Renewable Energy Development on the Atlantic Outer Continental Shelf Pursuant to 30 CFR Part 585 Subpart F and the Guidelines for Providing Information on Fisheries Survey for Renewable Energy Development on the Atlantic Outer Continental Shelf Pursuant to 30 CFR Part 585.,Atlantic Outer Continental Shelf,,,"30 CFR Part 585 Subpart F, 30 CFR Part 585",marine mammal protection; sea turtle protection; fisheries impact assessment; environmental impact assessment
gemini-1.5-pro,,Offshore,67,16,Environmental,Survey should be conducted in accordance with BOEM's Guidelines for Providing Information on Marine Mammals and Sea Turtles for Renewable Energy Development on the Atlantic Outer Continental Shelf Pursuant to 30 CFR Part 585 Subpart F and Guidelines for Providing Information on Fisheries Survey for Renewable Energy Development on the Atlantic Outer Continental Shelf Pursuant to 30 CFR Part 585.,"Survey requirements for marine mammals, sea turtles, and fisheries",,,BOEM Guidelines pursuant to 30 CFR Part 585 Subpart F and 30 CFR Part 585,environmental impact assessment; marine biology; fisheries management
gemini-1.5-pro,,Offshore,105,37,Jurisdictional,A non-federal applicant for a federal license or permit is required to provide a state with a consistency certification if the state has identified the federal license or permit on a list of activities subject to federal consistency review in its federally approved coastal management program.,Non-federal applicants for federal licenses or permits,,,"15 C.F.R. 930, subpart D",coastal zone management; federal consistency; permitting
gemini-1.5-pro,,Offshore,71,16,Environmental,"For the identification of historic properties within the seabed portions of the OCS, a historic property identification survey should be conducted in accordance with BOEM's Guidelines for Providing Archaeological and Historic Property Information Pursuant to 30 CFR Part 585.",Seabed portions of the OCS,,,30 CFR 585,historic preservation; survey methodology
gemini-1.5-pro,,Offshore,105,37,Jurisdictional,License and permit and financial assistance activities must be fully consistent with the enforceable policies of a state coastal management program,Federal license/permit and financial assistance activities,,,15 C.F.R. 930,coastal zone management; federal consistency
gemini-1.5-pro,,Offshore,105,37,Jurisdictional,"Federal actions, within and outside the coastal zone, which have reasonably foreseeable effects on any coastal use (land or water) or natural resource of the coastal zone be consistent with the enforceable policies of a state's federally approved coastal management program.",Activities within and outside the coastal zone affecting coastal uses or resources,,,"Section 307 of the CZMA, 16 U.S.C. § 1456, and 15 C.F.R. 930",coastal zone management; federal consistency; environmental impact assessment
gemini-1.5-pro,30 CFR 585.627(a)(8),Offshore,77,16,Safety,"A Navigational Safety Risk Assessment (NSRA) may be required ... to evaluate the following: (1) the impact the offshore energy installation will have on other marine users; and (2) the potential for it to interfere with vessels, aircraft, or other authorized users of the air space and the sea surface, water column, or sea bottom.",Offshore energy installation,,,30 CFR 585.627(a)(8),navigational safety; risk assessment
gemini-1.5-pro,,Offshore,101,37,Jurisdictional,"By January 31st of each year, VW must submit an annual certification that provides for the status of compliance with the terms and conditions of the permit for the previous calendar year.",Annual certification,,,,reporting; compliance
gemini-1.5-pro,,Offshore,87,37,Technical,"When using the alternative method for an engine’s load factor that relies on actual fuel used while operating within 25 miles of the WDA facility or OECLA, VW must obtain and keep a record of the manufacturer’s performance specification data for each engine.",Engines on third-party vessels operating within 25 miles of the WDA facility or OECLA using the alternative load factor method,25.0,miles,EPA (draft permit),fuel consumption; engine performance; emissions monitoring
gemini-1.5-pro,57-58,Offshore,80,16,Jurisdictional,"The lessee must include one paper copy and one electronic copy of the consistency certification for the project to verify compliance with each applicable state’s approved CMP, including the required information and analysis, pursuant to section 585.627(a).",Leases under subpart E,,,30 CFR 585.627(a),permitting; compliance
gemini-1.5-pro,62,Offshore,86,16,Jurisdictional,"Lessees must provide BOEM with a description of existing/planned telecommunications facilities in their lease area, the distance between proposed infrastructure and the facility(s), and any potential for interaction between the facilities.",Offshore wind farm lease area,,,30 CFR 585.621(c),reporting requirements; lease area management
gemini-1.5-pro,62,Offshore,86,16,Jurisdictional,"Lessees must provide BOEM with a copy of any agreements describing limitations of use, interactions between facilities, or agreed-upon setbacks from existing/planned telecommunications facilities.",Offshore wind farm lease area,,,30 CFR 585.621(c),reporting requirements; cable protection; agreement compliance
gemini-1.5-pro,62,Offshore,86,16,Jurisdictional,"If lessees are unable to reach an agreement with owners/operators of existing/planned cables regarding setbacks, interactions, etc., they must provide BOEM with a record of all relevant communications, as well as contact information for all parties involved.",Offshore wind farm lease area,,,30 CFR 585.621(c),reporting requirements; dispute resolution; cable protection
gemini-1.5-pro,,Offshore,32,16,Safety,"You must submit your SMS to Bureau of Safety and Environmental Enforcement (BSEE), in accordance with section 285.810.",All aspects of the project,,,30 CFR 585.627(d),safety management system
gemini-1.5-pro,Appendix H,Offshore,140,39,Environmental,"US Wind would conduct turbidity monitoring while performing dredging in Indian River Bay, in accordance with the requirements contained in the USACE and DNREC permits.","Indian River Bay, Dredging Activities",,,USACE and DNREC permits,water quality; environmental monitoring; dredging impacts
gemini-1.5-pro,,Offshore,19,17,Technical,Breaking wave load for design must be determined according to the guidelines provided.,Offshore wind turbine support structures,,,IEC 61400-3 (2007) Annex D,structural integrity; loads and responses
gemini-1.5-pro,,Offshore,23,16,Environmental,"Provide a list of chemical products used (if stored volume exceeds United States Environmental Protection Agency (EPA) Reportable Quantities); the volume stored on location; their treatment, discharge, or disposal method and location; and any other necessary permit(s) pertaining to these chemical products.",Chemical product storage and handling,,,United States Environmental Protection Agency (EPA),chemical management; environmental protection; waste disposal; permitting
gemini-1.5-pro,74,Offshore,153,13,Spatial,"When they must be sited within view of visually sensitive areas, they should be sited as far away as possible.",Offshore wind farm siting,,,,visual impact; landscape preservation
gemini-1.5-pro,page 3 of 28,Offshore,5,40,Safety,"mammal monitoring team (PSO and PAM operators) [must receive training] prior to the start of all in-water construction activities in order to explain responsibilities, communication procedures, marine mammal detection and identification, mitigation, monitoring, and reporting requirements, safety and operational procedures, and authorities of the marine mammal monitoring team(s).",In-water construction activities,,,50 CFR 217.264(a)(2),marine mammal protection; personnel training; safety
gemini-1.5-pro,page 3 of 28,Offshore,5,40,Safety,"LOA Holder personnel and contractors ( *e.g.,* vessel operators, PSOs) must use available sources of information on North Atlantic right whale presence in or near the Project Area including daily monitoring of the Right Whale Sightings Advisory System, and monitoring of U.S. Coast Guard VHF Channel 16 throughout the day to receive notification of any sightings and/or information associated with any Slow Zones ( *i.e.,* Dynamic Management Areas (DMAs) and/or acoustically-triggered slow zones) to provide situational awareness for both vessel operators, PSO(s), and PAM operator(s)",In-water activities and vessel operations,,,50 CFR 217.264(a)(3),marine mammal protection; vessel operation; safety
gemini-1.5-pro,50 CFR 217.263,Offshore,3,40,Environmental,"May incidentally, but not intentionally, take marine mammals within the vicinity of BOEM Lease Area OCS-A 0498 Commercial Lease of Submerged Lands for Renewable Energy Development, along export cable routes, and at the two sea-to-shore transition points located in New Jersey at Oyster Creek, Island Beach State Park in Barnegat Bay, Farm Property, and BL England [...] provided LOA Holder is in complete compliance with all terms, conditions, and requirements of the regulations in this subpart and the appropriate LOA","BOEM Lease Area OCS-A 0498, export cable routes, and sea-to-shore transition points in New Jersey (Oyster Creek, Island Beach State Park, Farm Property, BL England)",,,50 CFR 217 Subpart AA,marine mammal protection; environmental impact assessment
gemini-1.5-pro,,Offshore,69,3,Technical,"In shallow water, HVDC cables must be bundled to become a bipolar configuration.",HVDC cable layout in shallow water,,,Some authorities,cable laying; navigation safety; electromagnetic fields
gemini-1.5-pro,30,Offshore,51,3,Jurisdictional,"The Electric Reliability Organization (ERO) [is required] to develop mandatory and enforceable reliability standards, which are subject to Commission review and approval",Bulk Electric Systems of North America,,,Section 215 of the Federal Power Act,grid connection; reliability; power generation
gemini-1.5-pro,,Offshore,1,14,Environmental,"Before the U.S. Department of the Interior, BOEM will approve the siting of a facility proposed for a renewable energy project on the Atlantic Outer Continental Shelf (OCS), a lessee must submit the results of its site characterization surveys to BOEM with its Site Assessment Plan (SAP), Construction and Operations Plan (COP), or General Activities Plan (GAP).",Atlantic Outer Continental Shelf (OCS),,,30 CFR Part 585 Subpart F,marine mammal surveys; sea turtle surveys; environmental impact assessment
gemini-1.5-pro,4,Offshore,7,14,Environmental,"In accordance with the requirements to monitor environmental impacts (see 30 CFR 585.610(a)(8) (SAP) and 30 CFR 585.626(b)(15) (COP)), BOEM may require a lessee to conduct post-construction surveys to assess impacts of operations on a species as a condition of SAP or COP approval.",Post-construction monitoring of offshore wind farms,,,30 CFR 585.610(a)(8) (SAP) and 30 CFR 585.626(b)(15) (COP),environmental impact assessment; marine mammal protection; sea turtle protection
gemini-1.5-pro,4,Offshore,7,14,Environmental,"The marine mammal and sea turtle survey plan should include, but is not limited to, a description of the geographic area to be surveyed, issues to be investigated, hypotheses, assumptions, data collection techniques, standards, résumés of Protected Species Observers (PSOs) (to be forwarded for NMFS approval), analytical and statistical techniques, and measures to ensure quality control.",Marine mammal and sea turtle survey plans for offshore wind farms,,,,environmental impact assessment; marine mammal protection; sea turtle protection; survey methodology
gemini-1.5-pro,5,Offshore,9,14,Environmental,"Obtain any required permits (e.g., Marine Mammal Protection Act Incidental Harassment Authorization (50 CFR Part 216 Subpart I)).",Aerial and vessel-based surveys for marine mammals and sea turtles,,,NMFS and/or USFWS,environmental permitting; marine mammal protection; sea turtle protection; surveys
gemini-1.5-pro,4.2.2,Offshore,31,3,Jurisdictional,Permitted activities must be consistent with coastal management programs developed by individual states and approved by NOAA.,Offshore wind farm projects,,,Coastal Zone Management Act (CZMA) (16 U.S.C. 1451 et seq.) and 15 CFR part 930,coastal zone management; permitting
gemini-1.5-pro,4.2.2,Offshore,31,3,Safety,Navigation Safety Plans must be approved.,Offshore wind farm projects,,,Memorandum of Agreement between BOEM and USCG,navigational safety
gemini-1.5-pro,,Offshore,29,3,Safety,"If environmental or other conditions adversely affect a cable, pipeline or facility so as to endanger safety or the environment a plan of corrective action must be submitted within 30 days of discovery of the adverse effect, take remedial action as described in the corrective plan and submit a report to BOEM of the remedial action taken 30 days after completion.","Cables, pipelines, facilities",30.0,days,30 CFR 585.816,safety; environmental protection; remedial action; incident reporting
