model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NSOWDG-2023-0042,Offshore,481,11,Technical,All electrical systems must comply with IEC 61400-24 standards for lightning protection,All offshore wind installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSOWDG-2023-0042,Offshore,481,11,Spatial,Minimum spacing between turbines shall be 5 times the rotor diameter,German exclusive economic zone,5,rotor diameters,German Federal Maritime and Hydrographic Agency,technical; safety
deepseek-chat,EWEA-2023-OSW-001,Offshore,499,11,Environmental,All pile-driving operations must implement noise mitigation measures when sound pressure levels exceed 160 dB re 1 μPa,North Sea construction sites,160,dB re 1 μPa,OSPAR Convention Annex 9,marine mammals; construction safety
deepseek-chat,EWEA-2023-OSW-001,Offshore,499,11,Technical,Substation platforms shall be designed to withstand 1-in-50-year wave heights with additional safety factors,All offshore installations in EU waters,50,year return period,IEC 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023-001,Offshore,501,11,Environmental,All wind turbine foundations must incorporate marine habitat enhancement features,All projects in North Atlantic waters,,,Marine Renewable Energy Act §204(b),environmental; structural
deepseek-chat,OWF-REG-2023-001,Offshore,501,11,Technical,Tower structures must withstand 1-in-50-year extreme wind conditions,All offshore installations,50,year return period,IEC 61400-3,structural; safety
deepseek-chat,OWF-REG-2023,Offshore,523,11,Environmental,All wind turbine foundations must be designed to minimize seabed disturbance during installation,All offshore wind projects in US waters,,,Bureau of Ocean Energy Management (BOEM),environmental; construction
deepseek-chat,OWF-REG-2023,Offshore,523,11,Technical,Wind turbines must be equipped with aircraft warning lights meeting FAA specifications,All offshore wind turbines exceeding 200 feet in height,200,feet,Federal Aviation Administration (FAA) Part 77,safety; aviation
deepseek-chat,OWF-REG-2023,Offshore,523,11,Safety,All electrical systems must comply with IEC 61400-24 for lightning protection,Offshore wind turbine electrical systems,,,International Electrotechnical Commission,electrical safety; technical
deepseek-chat,OWF-REG-2023-001,Offshore,528,11,Environmental,All wind turbine foundations must incorporate marine habitat enhancement features,All projects in North Atlantic waters,,,Marine Renewable Energy Act §204(b),environmental; structural design
deepseek-chat,OWF-REG-2023-001,Offshore,528,11,Technical,Turbine towers must withstand 1-minute sustained winds of 70 m/s,All offshore installations,70,m/s,International Electrotechnical Commission IEC 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023-001,Offshore,528,11,Spatial,Minimum 1 km spacing required between turbines,Projects in federal waters,1,km,Bureau of Ocean Energy Management (BOEM) Lease Stipulations,array layout; wake effects
