model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4.1,"OCS-R1-05, Section V, Section VI, Page 21 of 29",Offshore,34,27,Environmental,The Permittee shall obtain a minimum of 265.86 tons per year of NO X CERCs and 6.43 tons per year of VOC CERCs prior to the beginning of the Operational Phase Start Date for CERCs shall be obtained in accordance with Section V(A)(1).,"Operational phase, Outer Continental Shelf wind farm project",265.86,tons per year (NOx CERCs),"40 C.F.R. § 55.5(d), 310 CMR 7.00 Appendix A, 310 CMR 7.0 Appendix B",air emissions; environmental compliance; operational permitting
gpt-4.1,"OCS-R1-05, Section V, Section VI, Page 21 of 29",Offshore,34,27,Environmental,The Permittee shall obtain a minimum of 6.43 tons per year of VOC CERCs prior to the beginning of the Operational Phase Start Date for CERCs shall be obtained in accordance with Section V(A)(1).,"Operational phase, Outer Continental Shelf wind farm project",6.43,tons per year (VOC CERCs),"40 C.F.R. § 55.5(d), 310 CMR 7.00 Appendix A, 310 CMR 7.0 Appendix B",air emissions; environmental compliance; operational permitting
gpt-4.1,"OCS-R1-05, Section V, Section VI, Page 21 of 29",Offshore,34,27,Environmental,The Permittee shall obtain a minimum of 253.2 tons per year of NO x CERCs and 6.12 tons per year of VOC CERCs prior to the beginning of the Operational Phase for CERCs obtained in accordance with Section V(A)(2) or (3) below.,"Operational phase, Outer Continental Shelf wind farm project",253.2,tons per year (NOx CERCs),"40 C.F.R. § 55.5(d), 310 CMR 7.00 Appendix A, 310 CMR 7.0 Appendix B",air emissions; environmental compliance; operational permitting
gpt-4.1,"OCS-R1-05, Section V, Section VI, Page 21 of 29",Offshore,34,27,Environmental,The Permittee shall obtain a minimum of 6.12 tons per year of VOC CERCs prior to the beginning of the Operational Phase for CERCs obtained in accordance with Section V(A)(2) or (3) below.,"Operational phase, Outer Continental Shelf wind farm project",6.12,tons per year (VOC CERCs),"40 C.F.R. § 55.5(d), 310 CMR 7.00 Appendix A, 310 CMR 7.0 Appendix B",air emissions; environmental compliance; operational permitting
gpt-4.1,"OCS-R1-05, Section V, Section VI, Page 21 of 29",Offshore,34,27,Environmental,"The Permittee shall demonstrate that any NO X and VOC CERCs used for compliance are surplus, quantifiable, enforceable, and permanent. The Permittee shall submit the demonstration to the EPA prior to the Operational Phase Start Date.","Operational phase, Outer Continental Shelf wind farm project",,,"40 C.F.R. § 55.5(d), 310 CMR 7.00 Appendix A, 310 CMR 7.0 Appendix B",air emissions; environmental compliance; regulatory reporting
gpt-4.1,"OCS-R1-05, Section V, Section VI, Page 21 of 29",Offshore,34,27,Technical,"The Permittee must install, operate, and maintain all engines to achieve the emissions standards at 40 C.F.R. § 60.4204(b) over the entire life of the engine.",OCS Generator Engine(s) on the OSS(s) and/or WTG(s) and Marine Engines on Vessels when Operating as OCS Source(s),,,40 C.F.R. §60.4206,engine emissions; equipment operation; technical compliance
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,The Permittee shall install and operate all engines that are certified by the manufacturer to meet or surpass the emission standards in 40 C.F.R. § 60.4204(b) or § 60.4205(b) as specified in this permit.,All engines used on the Outer Continental Shelf source during construction or operation,,,40 C.F.R. § 60.4211(c),air emissions; engine certification; environmental compliance
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,"The Permittee shall install, operate, and maintain all engines and control devices according to the manufacturer’s emission-related written instructions.",All engines and control devices on OCS source,,,40 C.F.R. § 60.4211(a)(1),equipment operation; air emissions; maintenance
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,The Permittee shall only change emission-related settings on the engines that are permitted by the manufacturer.,All engines on OCS source,,,40 C.F.R. § 60.4211(a)(2),engine operation; air emissions; equipment settings
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,The Permittee shall install and operate the engines configured according to the manufacturer’s emission-related specifications.,All engines on OCS source,,,40 C.F.R. § 60.4211(c),engine configuration; air emissions; equipment compliance
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,"The Permittee shall comply with all applicable requirements of 40 C.F.R. Part 60 Subpart IIII, New Source Performance Standards for Stationary Compression Ignition Internal Combustion Engines (CI ICE), including but not limited to, the following.",Stationary Compression Ignition Internal Combustion Engines (CI ICE) on OCS source,,,"40 C.F.R. Part 60 Subpart IIII (§§60.4200–60.4219, Table 1–Table 8)",air emissions; engine standards; environmental compliance
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,"The Permittee shall comply with all applicable requirements of 40 C.F.R. 63 Subpart ZZZZ, National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines (CI ICE), including but not limited to, the following.",Stationary Reciprocating Internal Combustion Engines (CI ICE) on OCS source,,,"40 C.F.R. Part 63 Subpart ZZZZ (§§63.6580–63.6675, Table 1–Table 8, Appendix A to Subpart ZZZZ)",hazardous air pollutants; engine standards; environmental compliance
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,"The Permittee shall, upon request by the EPA, conduct emission test(s), including visible emissions, of any operating emission unit subject to an emission limit in Section IV of this permit, including any engine on any vessel while that vessel is an OCS source. The Permittee shall perform the tests using the procedures and reference in 40 C.F.R. part 60, Appendix A, as applicable.","Any operating emission unit subject to an emission limit, including engines on vessels as OCS sources",,,40 C.F.R. Part 52.21,emissions testing; compliance monitoring; air quality
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,"For each engine operating on the Main WTG Installation Vessel, the Permittee shall conduct a visible emission test for 30 consecutive minutes using the EPA test method 22 when the vessel is operating as an OCS source, once per operating day.",Main WTG Installation Vessel engines when operating as OCS source,30.0,minutes,40 C.F.R. Part 52.21,emissions testing; air quality; compliance monitoring
gpt-4.1,"OCS-R1-05, Page 22 of 29, SECTION VII",Offshore,36,27,Technical,"If during the method 22 test visible emissions are observed for more than 3 consecutive minutes, within 14 calendar days the Permittee shall conduct a visible emission test using the EPA method 9.",Main WTG Installation Vessel engines when operating as OCS source,3.0,minutes,40 C.F.R. Part 52.21,emissions testing; air quality; compliance monitoring
gpt-4.1,SECTION VIII. Recordkeeping Requirements,Offshore,38,27,Technical,The Permittee shall keep records of all required information necessary to submit annual Source Registration / Emissions Statements to the Massachusetts Department of Environmental Protection (MassDEP) as required by Section IX.(I) of this permit.,"Offshore wind farm; pre-construction, construction, and operation activities",,,310 CMR 7.12,emissions reporting; regulatory compliance; air quality
gpt-4.1,SECTION VIII. Recordkeeping Requirements,Offshore,38,27,Technical,"The Permittee shall maintain records as listed below. These records should be retained for a period of at least five years from the date of recording, inspection, testing, or repair, and shall be made available to regulatory representatives upon request.","Offshore wind farm; pre-construction, construction, and operation activities",5.0,years,"40 C.F.R. Part 55 (§55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A",recordkeeping; regulatory compliance; air quality
gpt-4.1,SECTION VIII. Recordkeeping Requirements,Offshore,38,27,Technical,"For all engines operating on OCS sources (including engines on vessels meeting the definition of an OCS source), the Permittee shall keep the following records: i. the name of the vessel and/or engine; ii. the daily fuel consumption of ECA Marine Fuel or ULSD for each vessel and/or engine (i.e., starting and ending fuel volume per each operating day taking into consideration any refueling) (This record is only required if the applicant is using fuel use as a surrogate to power used for purposes of documenting actual engine load when operating); iii. the name of the fuel supplier; iv. the sulfur content of the fuel; v. the method used to determine the sulfur content of the fuel (compliance may be shown by supplier’s receipt at refueling indicating % sulfur content); and vi. the location of the fuel when the sample was drawn for analysis to determine the sulfur content of the fuel; specifically including whether the fuel was sampled as delivered to the emission sources at the RW facility or whether the sample was drawn from fuel in storage at the fuel supplier’s or fuel refiner’s facility or another location. If the fuel was not sampled as delivered, a statement that the sampling was performed according to either the single tank composite sampling procedure or the all-levels sampling procedure in ASTM D4057-88, “Standard Practice for Manual Sampling of Petroleum and Petroleum Products” and that no additions have been made to the supplier’s tank since sampling.","Engines operating on OCS sources (including vessels); pre-construction, construction, and operation activities",,,Section IV(A)(3) and (4); ASTM D4057-88,fuel quality; engine operation; emissions control; recordkeeping
gpt-4.1,SECTION VIII. Recordkeeping Requirements,Offshore,38,27,Technical,Records of the construction start date and operational phase start date.,Offshore wind farm; construction and operational phases,,,,project timeline; regulatory compliance
gpt-4.1,SECTION VIII. Recordkeeping Requirements,Offshore,38,27,Technical,"Per Section IV(A)(5)(i), records of the NO X and VOC emissions each operating day.",Offshore wind farm; all operating days,,,Section IV(A)(5)(i),emissions reporting; air quality
gpt-4.1,SECTION VIII. Recordkeeping Requirements,Offshore,38,27,Technical,"Per Section IV(A)(5)(ii), records of the daily rolling, 365-day total of NO X and VOC emissions.",Offshore wind farm; all operating days,365.0,days,Section IV(A)(5)(ii),emissions reporting; air quality
gpt-4.1,SECTION VIII. Recordkeeping Requirements,Offshore,38,27,Technical,"Records of the date and time (rounded to the nearest hour) that any equipment, activity, or vessel is considered an OCS source, and associated date and time (rounded to the nearest hour) that any equipment, activity, or vessel ceases to be an OCS source.","Offshore wind farm; equipment, activities, or vessels considered OCS sources",,,,jurisdictional status; regulatory compliance; operational tracking
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,"Records documenting the make, model, maximum rated horsepower, engine displacement (L/cylinder), and manufacturing date of: engine(s) located on the OSS and WTG(s), all engines on vessels that meet the definition of an OCS source, and all engines on vessels servicing or associated with the OCS facility when those vessels are at the OCS facility, or en route to or from the OCS facility and are within 25 NM of the OCS facility’s centroid. This includes domestic and/or foreign-flagged vessels. The records should be maintained during pre-construction, construction, and operation activities.","Engines on OSS, WTG(s), and all vessels as OCS sources within 25 NM of the OCS facility centroid during pre-construction, construction, and operation",25.0,NM,"Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Section 6",emissions compliance; equipment documentation; operational monitoring
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,Records of the EPA-issued certificates of conformity (“COC”) or manufacturer’s certifications which demonstrate which tier standard each applicable OCS Generator Engine(s) on the OSS(s) and/or WTG(s) has been certified to meet. Permittee should include a list of the design choices determined to be LAER/BACT and verification that designs were implemented in the final construction and operation.,OCS Generator Engine(s) on OSS(s) and/or WTG(s) during construction and operation,,,Section IV(B)(1),emissions compliance; air quality; equipment certification
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,A copy of the GCOP Plan for the facility must be maintained.,Facility-wide requirement,,,Section IV(B)(2) and Section IV(C)(1),operational planning; regulatory compliance
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,Records of the EPA-issued COC for the Charybdis Vessel. Permittee should include verification that the designs proposed in the preconstruction permit application were implemented in the final construction and operation.,Charybdis Vessel during construction and operation,,,Section IV(C)(2),emissions compliance; vessel certification
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,"Records of the EPA-issued COC for engines on vessels while operating as OCS sources that satisfy the definition of a tugboat, towboat, push boat, crew and supply vessel, dredge, or barge and which do not meet definition of an 'exempt vessel.' Permittee shall include verification that Section IV(C)(5) requirements for LAER and BACT were implemented in the final construction and operation of the project, including any supplemental documentation for a lower tier vessel (no lower than Tier II) being used per Section IV(C)(5)(i) or (ii).",Engines on specified vessel types operating as OCS sources during construction and operation,,,Section IV(C)(5),emissions compliance; vessel certification; air quality
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,"Records of the EPA-issued COC for applicable engines on U.S.-flagged vessels when operating as OCS source(s), and otherwise not subject to Section IV(C)(2)-(5). Permittee shall include verification that Section IV(C)(6) requirements for LAER and BACT were implemented in the final construction and operation of the project, including any supplemental documentation for a lower tier vessel (no lower than Tier I) being used per Section IV(C)(6)(i) or (ii).",Applicable engines on U.S.-flagged vessels operating as OCS sources not subject to Section IV(C)(2)-(5),,,Section IV(C)(6),emissions compliance; vessel certification; air quality
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,"Records of the EIAPP certificate, issued by EPA, to document that the engine meets Annex VI NO X standards for each regulated diesel engine in U.S.-flagged vessels when operating as OCS source(s) within the ECA, and otherwise not subject to Section IV(C)(2)-(6). Ship operators must also maintain records on board regarding their compliance with the emission standards, fuels requirements, and other provisions of Annex VI. Permittee shall include verification that Section IV(C)(7) requirements for LAER and BACT were implemented in the final construction and operation of the project, including any supplemental documentation for a lower tier vessel (no lower than Tier I) being used per Section IV(C)(7)(i) or (ii).","Regulated diesel engines in U.S.-flagged vessels as OCS sources within the ECA, not subject to Section IV(C)(2)-(6)",,,Section IV(C)(7),emissions compliance; vessel certification; air quality; international standards
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,"Records of the IAPP certificate to document that the engine meets Annex VI NO X standards for each regulated diesel engine in foreign-flagged vessels when operating as OCS source(s) within the ECA, and otherwise not subject to Section IV(C)(2)-(6). Ship operators must also maintain records on board regarding their compliance with the emission standards, fuels requirements, and other provisions of Annex VI.","Regulated diesel engines in foreign-flagged vessels as OCS sources within the ECA, not subject to Section IV(C)(2)-(6)",,,Section IV(C)(7),emissions compliance; vessel certification; air quality; international standards
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Technical,"Requirements for LAER and BACT were implemented in the final construction and operation of the project, including any supplemental documentation for a lower tier vessel (no lower than Tier I) being used per Section IV(C)(7)(i) or (ii).",Final construction and operation phase; vessels used in project,,,"OCS Preconstruction Air Permit No. OCS-R1-05, Section IV(C)(7)(i) or (ii)",air emissions control; vessel compliance; construction phase; operation phase
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Technical,Records that the requirements for LAER and BACT were implemented in the final construction and operation of the project must be maintained.,Final construction and operation phase,,,"OCS Preconstruction Air Permit No. OCS-R1-05, Section IV(D)(1)–(5)",air emissions control; compliance documentation
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Technical,"Records of SF6 user emissions (including the Decrease in SF6 Inventory, Acquisitions of SF6, Disbursements of SF6, and Net Increase in Total Nameplate Capacity of Equipment Operated) must be maintained.",Operation phase; SF6-using equipment,,,"OCS Preconstruction Air Permit No. OCS-R1-05, Section IV(D)(6)",greenhouse gas emissions; equipment inventory; environmental compliance
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Technical,Records as required by NSPS IIII and NESHAP ZZZZ must be maintained.,Engines and generators subject to NSPS IIII and NESHAP ZZZZ,,,NSPS IIII; NESHAP ZZZZ,air emissions control; engine compliance; hazardous air pollutants
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Jurisdictional,"The Permittee shall notify the EPA, in writing, at least 30 days, but no more than 90 days, prior to locating the first OCS source within the WDA.",Prior to locating first OCS source within Wind Development Area (WDA),30.0,days (minimum advance notice),"40 C.F.R. Part 55 (§ 55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A",permitting; project siting; regulatory notification
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Technical,"The Permittee shall notify the EPA, in writing, at least 30 days prior to installing and/or operating an engine on each WTG and ESP. The notification shall include, for each engine, the make, model, maximum rated power output, engine displacement, and manufacturing date.",Installation and operation of engines on Wind Turbine Generators (WTG) and Electrical Service Platforms (ESP),30.0,days (advance notice),"40 C.F.R. Part 55 (§ 55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A",engine compliance; equipment installation; regulatory notification
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Technical,The Permittee shall provide written notification to the EPA at least 7 days prior to the first WTG entering first power.,Commissioning of first Wind Turbine Generator (WTG),7.0,days (advance notice),"OCS Preconstruction Air Permit No. OCS-R1-05, Section IX",commissioning; regulatory notification
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Technical,The Permittee shall provide written notification to the EPA when the construction phase ends before the last WTG produces commercial power.,Transition from construction to operation phase,,,"OCS Preconstruction Air Permit No. OCS-R1-05, Section IX",project phase transition; regulatory notification
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Jurisdictional,"When requested by the EPA, the Permittee shall furnish any information required by law which is needed to determine compliance with the permit. If the Permittee becomes aware that relevant facts were not submitted or were incorrect in the permit application or in any report to the EPA, the Permittee shall, upon becoming aware of such facts or corrected information, promptly submit to the EPA such facts or corrected information.",All phases; compliance reporting,,,"40 C.F.R. Part 55 (§ 55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A",compliance reporting; regulatory oversight
gpt-4.1,"OCS-R1-05, Section IX",Offshore,42,27,Jurisdictional,"The Permittee shall furnish to the EPA, within a reasonable time, any information that the EPA may request in writing to determine whether cause exists for modifying, revoking, reissuing, or terminating the permit, or to determine compliance with the permit. Upon request, the Permittee shall also furnish to the EPA copies of records that are required.",All phases; permit compliance and modification,,,"OCS Preconstruction Air Permit No. OCS-R1-05, Section IX",permitting; compliance reporting; regulatory oversight
gpt-4.1,"OCS-R1-05, Page 26 of 29, SECTION X",Offshore,44,27,Technical,"The Permittee shall comply with all applicable requirements of 40 C.F.R. 60 Subpart IIII, New Source Performance Standards for Stationary Compression Ignition Internal Combustion Engines (CI ICEs), including but not limited to, the following.",Stationary Compression Ignition Internal Combustion Engines (CI ICEs) used in the wind farm project,,,"40 C.F.R. Part 60 Subpart IIII (§§ 60.4200–60.4219, Table 1–Table 8)",air emissions; engine compliance; environmental regulation
gpt-4.1,"OCS-R1-05, Page 26 of 29, SECTION X",Offshore,44,27,Technical,"The Permittee shall comply with all applicable requirements of 40 C.F.R. Part 63 Subpart ZZZZ, National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines (RICEs), including but not limited to, the following.",Stationary Reciprocating Internal Combustion Engines (RICEs) used in the wind farm project,,,"40 C.F.R. Part 63 Subpart ZZZZ (§§ 63.6580–63.6675, Table 1–Table 8, Appendix A to Subpart ZZZZ)",hazardous air pollutants; engine compliance; environmental regulation
gpt-4.1,"OCS-R1-05, Page 26 of 29, SECTION X",Offshore,44,27,Environmental,"In accordance with 310 CMR 7.12, the Permittee shall report annually to the MassDEP, all information as required by the Source Registration/Emission Statement Form. The Responsible Official for the Permittee shall sign and submit a Source Registration to the MassDEP every year by May 1.",Annual emissions reporting for the wind farm project to Massachusetts Department of Environmental Protection (MassDEP),,,310 CMR 7.12,emissions reporting; regulatory compliance; environmental oversight
gpt-4.1,"OCS-R1-05, Page 26 of 29, SECTION X",Offshore,44,27,Jurisdictional,"The ability to construct an OCS source under this permit shall become invalid if construction is not commenced within 18 months after the effective date of this Permit (OCS-R1-05). If construction is discontinued for a period of 18 months or more, or if construction is not completed within a reasonable time, the 18-month period may be extended upon a showing satisfactory to the EPA or the delegated agency that an extension is justified.",Construction phase of the offshore wind farm project under this permit,18.0,months,"40 C.F.R. § 55.6(b)(4), 40 C.F.R. § 52.21(r)(2)",permitting; construction timeline; regulatory compliance
gpt-4.1,"OCS-R1-05, Page 26 of 29, SECTION X",Offshore,44,27,Jurisdictional,"This permit may be suspended, modified, or revoked by the EPA if the EPA determines that any condition or part of this permit is being violated.",All phases of the wind farm project covered by this permit,,,"General Conditions, OCS-R1-05",enforcement; permitting; regulatory compliance
gpt-4.1,Page 27 of 29,Offshore,46,27,Jurisdictional,"The Permittee shall notify all other owners and operators, contractors, and the subsequent owners and operators associated with emissions from the permitted activities of the conditions of the permit.",OCS sources; all parties associated with emissions from permitted activities,,,40 C.F.R. § 55.6(a)(4)(iv),permitting; air quality compliance; operational communication
gpt-4.1,Page 27 of 29,Offshore,46,27,Jurisdictional,"OCS sources shall comply with all requirements of 40 C.F.R. Part 55 and all permits issued pursuant to 40 C.F.R. Part 55. Failure to do so shall be considered a violation of section 111(e) of the CAA. All enforcement provisions of the CAA, including, but not limited to, the provisions of sections 113, 114, 120, 303, and 304 of the CAA shall apply to the permitted activities.",OCS sources; permitted activities,,,40 C.F.R. § 55.9(a) and (b),air quality compliance; enforcement; permitting
gpt-4.1,Page 27 of 29,Offshore,46,27,Safety,"If the Permittee is ordered to cease operation of any piece of equipment due to enforcement action taken by EPA, the shutdown will be coordinated by the EPA with the Department of Interior’s Bureau of Ocean Energy Management (BOEM), Bureau of Safety and Environmental Enforcement (BSEE), and the United States Coast Guard, to assure that the shutdown will proceed in a safe manner. No shutdown action will occur until after the EPA’s consultation with these entities, but in no case will initiation of the shutdown be delayed by more than 24 hours.",OCS sources; equipment subject to enforcement shutdown,24.0,hours,40 C.F.R. §§ 55.9(c),operational safety; emergency procedures; regulatory enforcement
gpt-4.1,Page 27 of 29,Offshore,46,27,Technical,"If requested in writing by the EPA, the Permittee shall have up to 30 days to submit to the EPA, an Emission Reduction Plan that meets the requirements of 310 CMR 8.08.",Permittee; emission reduction planning,30.0,days,310 CMR 8.08(1) – (6),air quality compliance; emissions management
gpt-4.1,Page 27 of 29,Offshore,46,27,Technical,The Permittee shall construct all equipment regulated herein in compliance with all other applicable provisions of federal and state air regulations.,Construction phase; all regulated equipment,,,40 C.F.R. § 55.6(a)(4)(iii),construction compliance; air quality compliance
gpt-4.1,Page 27 of 29,Offshore,46,27,Jurisdictional,"In the case of a safety issue, engine failure, or a storm at sea that requires a vessel to attach temporarily to the seabed, the vessel will not be considered an OCS source because of that attachment.","Vessels temporarily attached to seabed due to safety issue, engine failure, or storm at sea",,,,jurisdictional definition; operational safety
gpt-4.1,Page 27 of 29,Offshore,46,27,Jurisdictional,"The Permittee shall allow all authorized representatives of EPA, upon presentation of credentials, to enter upon or through any OCS source permitted by this permit and to enter upon or through any location where records required under this permit are maintained. The Permittee shall allow such authorized representatives, at reasonable times: to access and copy any records that must be maintained under this permit; to inspect any OCS source, equipment (including monitoring and air pollution control equipment), practices, or operations regulated or required under this permit; and to monitor substances or parameters and sample emissions for purposes of assuring compliance with this permit.",OCS sources and locations where permit-required records are maintained,,,"Section 114 of the Clean Air Act, 42 U.S.C. § 7414; 40 C.F.R. §§ 55.8(a)-(b)",compliance monitoring; inspection; enforcement
gpt-4.1,OCS-R1-05,Offshore,48,27,Jurisdictional,"In the event of any changes in control or ownership of the Project, this permit shall be binding on all subsequent owners and operators. The Permittee shall notify the succeeding owner and operator of the existence of this permit and its conditions before such change, if possible, but in no case later than 14 days after such change. Notification shall be sent by letter with a copy forwarded within five (5) days to the EPA.",Ownership transfer of the offshore wind project,14.0,days,SECTION XII. Transfer of Ownership,permitting; legal compliance; project ownership
gpt-4.1,OCS-R1-05,Offshore,48,27,Jurisdictional,"The Permittee shall submit the permit application fee of $24,305 for a major comprehensive plan approval for the OCS permit.",Permit application for Outer Continental Shelf wind project,24305.0,USD,"SECTION XIV. Permit Fees [40 C.F.R. § 55.10(1)– (3), 310 CMR 4.10(2)(c)(4)]",permitting; project financing
gpt-4.1,OCS-R1-05,Offshore,48,27,Jurisdictional,The Permittee shall submit the application fees to the EPA within 60 days from receipt of written notice by the EPA of the fee amount due.,Permit application for Outer Continental Shelf wind project,60.0,days,SECTION XIV. Permit Fees,permitting; project financing
gpt-4.1,OCS-R1-05,Offshore,48,27,Jurisdictional,"When submitting the payment, the Permittee shall include a cover letter containing the following supporting documentation with the payment: Permittee’s name, Permittee Address (including City, State, Zip-Code), Permittee Contact Name and Phone Number, EPA Permit Number: OCS-R1-05, EPA Contact: Patrick Bird, Manager, Air Permits, Toxics, and Indoor Programs Branch.",Permit application for Outer Continental Shelf wind project,,,SECTION XIV. Permit Fees,permitting; administrative compliance
gpt-4.1,Page 29 of 29,Offshore,49,27,Jurisdictional,"Permittee shall send a photocopy of each fee payment check (or other confirmation of actual fee paid) and a copy of the supporting documentation for the application fee to: Manager, Air Permits, Toxics, and Indoor Programs Branch Air and Radiation Division U.S. EPA Region 1 5 Post Office Square, 5-MO Boston, MA 02109-3912",Outer Continental Shelf wind farm permitting process,,,40 C.F.R. Part 55,permitting; air quality compliance; regulatory reporting
gpt-4.1,Page 29 of 29,Offshore,49,27,Jurisdictional,"All correspondence required by this permit including, but not limited to, all records, reports, or other information requested by EPA shall be forwarded to the following address: Director, Enforcement and Compliance Assurance Division U.S. EPA Region I 5 Post Office Square, Suite 100 Mail Code 4-WO Boston, MA 02109–3912 Attn: Air Compliance Clerk",Outer Continental Shelf wind farm permitting process,,,,permitting; regulatory reporting; compliance
gpt-4.1,Page 29 of 29,Offshore,49,27,Jurisdictional,"Prompt reporting of permit deviations shall be sent electronically to the Air Compliance Clerk, Sandra Schwarz via email at schwartz.sandra@epa.gov.",Outer Continental Shelf wind farm permitting process,,,,compliance; regulatory reporting
