model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NSOW-REG-2023-0042,Offshore,475,23,Spatial,Minimum 1km spacing between turbines in prevailing wind direction,All new offshore wind farms,1,kilometers,North Sea Wind Power Hub Agreement,layout; energy yield
deepseek-chat,NSW-REG-2023-001,Offshore,487,23,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,North Sea offshore wind projects,500,meters,North Sea Offshore Wind Authority (NSOWA),environmental; safety
deepseek-chat,NSW-REG-2023-001,Offshore,487,23,Technical,All offshore wind turbine foundations must comply with ISO 19901-5 for structural integrity.,Offshore wind turbine foundations,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,NS-OWF-2023-001,Offshore,491,23,Environmental,All wind farm developments must conduct a full environmental impact assessment prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; planning
deepseek-chat,NS-OWF-2023-001,Offshore,491,23,Technical,Turbine foundations must withstand 1-in-50-year wave conditions,All offshore structures,50,years,IEC 61400-3,structural engineering; safety
deepseek-chat,NS-OWF-2023-001,Offshore,507,23,Environmental,All wind farm developments must conduct a full Environmental Impact Assessment (EIA) prior to construction,North Sea region,,,OSPAR Convention Annex IV,environmental; planning
deepseek-chat,NS-OWF-2023-001,Offshore,507,23,Technical,Turbine foundations must withstand 1-in-50-year extreme wave conditions,All offshore structures,50,year return period,ISO 19901-1,structural engineering; safety
deepseek-chat,NS-OWF-2023-001,Offshore,507,23,Spatial,Minimum 1km separation required between turbine arrays and shipping lanes,North Sea traffic separation zones,1,kilometer,IMO Resolution MSC.190(79),navigation safety; spatial planning
deepseek-chat,NOW-2023-001,Offshore,519,23,Environmental,All offshore wind projects must conduct a full Environmental Impact Assessment (EIA) prior to construction.,U.S. federal waters,,,Bureau of Ocean Energy Management (BOEM),Environmental; Permitting
deepseek-chat,NOW-2023-001,Offshore,519,23,Technical,Wind turbine foundations must comply with ISO 19901-4 for structural integrity.,All fixed-bottom offshore wind turbines,,,International Organization for Standardization (ISO),Structural Engineering; Safety
deepseek-chat,OWF-NS-2023-001,Offshore,522,23,Environmental,All turbines must maintain a minimum clearance of 1 km from protected marine habitats.,North Sea offshore wind projects,1,km,North Sea Environmental Protection Agency (NSEPA),environmental; spatial
deepseek-chat,OWF-NS-2023-001,Offshore,522,23,Technical,Substation foundations must comply with ISO 19902 standards for offshore structures.,Offshore wind farm substations,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,NOW-2023-001,Offshore,551,23,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways during peak migration seasons.,U.S. federal waters,1,km,U.S. Fish and Wildlife Service (USFWS),wildlife protection; project siting
deepseek-chat,NOW-2023-001,Offshore,551,23,Technical,Substation foundations must comply with ISO 19902 standards for offshore structures.,Global (ISO standard),,,ISO 19902,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,556,23,Environmental,All turbine foundations must maintain a minimum clearance of 15 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,15,meters,OSPAR Commission Annex VII,environmental; structural
deepseek-chat,NSOW-REG-2023-0042,Offshore,556,23,Technical,Substation platforms shall comply with IEC 61400-3 design requirements for offshore wind turbines,All offshore installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,OWF-NS-2023-001,Offshore,573,23,Environmental,All wind turbines must maintain a minimum distance of 1 km from designated marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulatory Authority (NSOWRA),environmental; spatial
deepseek-chat,OWF-NS-2023-001,Offshore,573,23,Technical,Foundations must comply with ISO 19901-4 for offshore structures.,All offshore wind farm foundations,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,OWF-NS-2023-001,Offshore,573,23,Safety,Helicopter landing pads on offshore substations must have a minimum diameter of 20 meters.,Offshore substations in EU waters,20,meters,European Maritime Safety Agency (EMSA),safety; technical
deepseek-chat,NS-OWF-2023-001,Offshore,592,23,Environmental,All wind farm developments must conduct a full Environmental Impact Assessment prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; planning
deepseek-chat,NS-OWF-2023-001,Offshore,592,23,Technical,"Offshore substations must be designed to withstand a 1,000-year return period storm event",All offshore wind facilities in the North Sea,1000,year return period,IEC 61400-3,technical; safety
deepseek-chat,NS-OWF-2023-001,Offshore,592,23,Spatial,Turbines must maintain a minimum spacing of 5 times the rotor diameter between adjacent units,Wind farm array areas,5,rotor diameters,DNV-ST-0145,technical; efficiency
deepseek-chat,NSW-REG-2023-05,Offshore,598,23,Environmental,Wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulatory Authority (NSOWRA),environmental; spatial
deepseek-chat,NSW-REG-2023-05,Offshore,598,23,Technical,Substation foundations must comply with ISO 19901-4 for offshore structures.,Offshore wind substations in EU waters,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,NSW-REG-2023-05,Offshore,598,23,Safety,All personnel must undergo GWO-certified safety training before accessing turbine sites.,Global offshore wind operations,,,Global Wind Organisation (GWO),safety; operational
deepseek-chat,NSW-2023-001,Offshore,599,23,Environmental,Turbine foundations must avoid coral reef habitats within a 500-meter buffer zone.,North Sea offshore wind projects,500,meters,North Sea Environmental Protection Agency (NSEPA),marine ecosystems; construction
deepseek-chat,NSW-2023-001,Offshore,599,23,Technical,All electrical substations must comply with IEC 61400-22 for corrosion protection.,Offshore wind farm infrastructure,,,International Electrotechnical Commission (IEC),engineering; safety
deepseek-chat,NSW-2023-001,Offshore,599,23,Safety,Helicopter landing zones on platforms must have a minimum diameter of 25 meters.,Offshore wind farm emergency infrastructure,25,meters,International Civil Aviation Organization (ICAO),worker safety; emergency response
deepseek-chat,30 CFR Part 585,Offshore,608,23,Spatial,Wind turbines must maintain a minimum spacing of 1 nautical mile between installations,U.S. Outer Continental Shelf,1,nautical mile,30 CFR § 585.213,navigation safety; turbine efficiency
deepseek-chat,30 CFR Part 585,Offshore,608,23,Environmental,Projects must demonstrate compliance with Marine Mammal Protection Act noise thresholds during pile driving,U.S. waters with marine mammal habitats,160,dB re 1µPa,MMPA § 101(a)(5)(D),marine biology; construction safety
deepseek-chat,NS-OWF-2023-001,Offshore,609,23,Environmental,All turbine foundations must undergo marine mammal impact assessments prior to installation,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; safety
deepseek-chat,NS-OWF-2023-001,Offshore,609,23,Technical,"Substation platforms shall be designed to withstand 1,000-year return period wave loads",All offshore installations in >30m water depth,1000,year return period,IEC 61400-3-1,technical; safety
deepseek-chat,NS-OWF-2023-001,Offshore,609,23,Spatial,Minimum 1km spacing between wind turbines in array,All North Sea wind farms,1,kilometer,North Sea Wind Power Hub Agreement,technical; safety
deepseek-chat,BOEM-2023-005,Offshore,615,23,Environmental,All projects must conduct a full Environmental Impact Assessment (EIA) prior to construction,U.S. Outer Continental Shelf,,,BOEM 30 CFR Part 585,environmental; permitting
deepseek-chat,BOEM-2023-005,Offshore,615,23,Technical,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,North Atlantic offshore projects,50,year return period,IEC 61400-3,structural engineering; safety
deepseek-chat,BOEM-2023-005,Offshore,615,23,Spatial,Minimum 1 nautical mile separation between turbines,All U.S. offshore wind energy areas,1,nautical mile,BOEM Lease Stipulations,navigation safety; turbine efficiency
deepseek-chat,NOW-2023-001,Offshore,616,23,Environmental,Wind turbines must maintain a minimum clearance of 1 km from known marine mammal migratory routes.,U.S. federal waters,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecosystems
deepseek-chat,NOW-2023-001,Offshore,616,23,Technical,All offshore wind structures must comply with ISO 19901-5 for structural integrity under cyclic loading.,International waters,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,NOW-2023-001,Offshore,616,23,Safety,Emergency shutdown systems must activate within 2 seconds of fault detection.,European Union offshore wind farms,2,seconds,European Maritime Safety Agency (EMSA),operational safety; grid stability
